current_url,gsc_clicks_export,gsc_impressions_export,gsc_ctr_export,gsc_position_export,top_queries,traffic_risk,primary_cluster,recommended_action,cannibalization_group
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%9E%D7%A2%D7%A9%D7%94-%D7%9E%D7%92%D7%95%D7%A0%D7%94-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E,35,2894,1.21%,59.1,UNKNOWN,MEDIUM,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%94%D7%95%D7%9F,1,92,1.09%,8.1,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%95%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%A4%D7%99%D7%A8,0,166,0.00%,56.9,UNKNOWN,LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99,6,4641,0.13%,41.7,UNKNOWN,MEDIUM,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%91%D7%99%D7%A0%D7%A4%D7%90%D7%95%D7%9E%D7%99,0,1,0.00%,1.0,UNKNOWN,LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A1-50-31-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98-%D7%94%D7%A2%D7%9C%D7%99%D7%95%D7%9F-%D7%91%D7%A9%D7%91,4,225,1.78%,61.6,ערעור פלילי (0c/22i/p79.7),LOW,legal-database-rulings,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99,13,2034,0.64%,44.4,UNKNOWN,MEDIUM,tax-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%A1%D7%95%D7%A1-nso-%D7%9E%D7%A1%D7%A7%D7%A0%D7%95%D7%AA-%D7%A6%D7%95%D7%95%D7%AA-%D7%9E%D7%A8%D7%A8%D7%99-%D7%9E%D7%9E%D7%A6%D7%90%D7%99-%D7%A6%D7%95%D7%95%D7%AA-%D7%94%D7%91%D7%93,0,191,0.00%,58.0,מה זה nso (0c/2i/p68.5) | פגסוס nso (0c/2i/p72.5) | nso כתובת (0c/1i/p36.0) | האזנות סתר משטרת ישראל (0c/1i/p60.0) | משרדי nso (0c/1i/p28.0),LOW,tax-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D-%D7%9C%D7%A2%D7%95%D7%91%D7%93-%D7%A9%D7%A4%D7%95%D7%98%D7%A8-%D7%9E%D7%A2%D7%91%D7%95%D7%93%D7%AA%D7%95-%D7%9C%D7%90%D7%9C%D7%AA%D7%A8-%D7%95%D7%9C%D7%9C,0,202,0.00%,41.4,UNKNOWN,LOW,personal-injury,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A8%D7%95%D7%98-%D7%AA%D7%94%D7%9C%D7%99%D7%9A-%D7%94%D7%91%D7%97%D7%99%D7%A8%D7%94-%D7%A9%D7%9C-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F,0,14,0.00%,13.0,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%99%D7%A8%D7%95%D7%A7-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%9C%D7%A4%D7%99,8,16201,0.05%,61.1,פירוק שיתוף בין בני זוג (0c/171i/p31.3) | פירוק שיתוף במקרקעין בין בני זוג (0c/99i/p47.9) | פירוק שיתוף בדירה (0c/66i/p83.0) | פירוק שותפות גירושין (0c/39i/p91.8) | פירוק שיתוף בין אחים (0c/25i/p71.8),HIGH,real-estate,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%A2%D7%A8%D7%A8-%D7%A9%D7%9C-%D7%96%D7%95%D7%92-%D7%A9%D7%9E%D7%91%D7%A7%D7%A9-%D7%9C%D7%91%D7%98%D7%9C-%D7%A9%D7%95%D7%9E%D7%AA-%D7%9E%D7%A1-%D7%A8%D7%9B%D7%99%D7%A9,0,26,0.00%,12.4,UNKNOWN,LOW,tax-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA,29,15120,0.19%,42.3,UNKNOWN,HIGH,legal-database-rulings,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%A9%D7%9C-%D7%90%D7%99%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%A6%D7%95%D7%A2-%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%92%D7%A2-%D7%9C,9,558,1.61%,50.7,UNKNOWN,LOW,legal-database-rulings,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%A9%D7%A0%D7%97%D7%AA%D7%9D-%D7%95%D7%91%D7%95%D7%98%D7%9C-%D7%91%D7%A4%D7%A0%D7%99-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95,4,1324,0.30%,62.2,UNKNOWN,MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%97%D7%95%D7%9C-%D7%91%D7%90%D7%9E%D7%A6%D7%A2%D7%95%D7%AA,0,113,0.00%,34.0,גירושין במחלוקת (0c/2i/p27.0) | בית הדין הרבני אשקלון כתובת (0c/1i/p97.0) | הגשת תביעת גירושין (0c/1i/p28.0),LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A1%D7%A2%D7%93-%D7%94%D7%A6%D7%94%D7%A8%D7%AA%D7%99-%D7%94%D7%A7%D7%95%D7%91%D7%A2-%D7%9B%D7%99-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA,7,370,1.89%,32.4,תביעה לסעד הצהרתי (0c/1i/p52.0),LOW,legal-database-rulings,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%A9%D7%94%D7%92%D7%99%D7%A9%D7%95-%D7%99%D7%95%D7%A8%D7%A9%D7%99-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A0%D7%92,8,2400,0.33%,45.5,הילה סעדה מוצא (0c/1i/p47.0) | עוזבת את הבית (0c/1i/p57.0),MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%A7%D7%98%D7%99%D7%9F-%D7%A9%D7%94%D7%95%D7%90%D7%A9%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%94%D7%AA%D7%A4%D7%A8%D7%A2%D7%95%D7%AA-%D7%95%D7%AA,0,23,0.00%,8.1,UNKNOWN,LOW,legal-database-rulings,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A4%D7%A8%D7%A9%D7%A0%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%A9%D7%99%D7%A9-%D7%91%D7%95-%D7%A1%D7%A4%D7%A7-%D7%91%D7%A1%D7%A2%D7%99%D7%A3-%D7%94%D7%95,4,584,0.68%,40.9,UNKNOWN,LOW,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%93%D7%A8-%D7%97%D7%99%D7%95%D7%91-%D7%94%D7%90%D7%91-%D7%91%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A7%D7%98%D7%A0%D7%99%D7%9D-%D7%9E%D7%A2%D7%9C-%D7%92%D7%99,5,812,0.62%,48.5,ליה ממן הבנים והבנות (0c/2i/p62.0) | תשלום מזונות לילד מעל גיל 18 (0c/2i/p59.0),LOW,family-law,NEEDS_MERGE_REVIEW,ליה ממן הבנים והבנות
https://jus-tice.co.il/articles/%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%90%D7%A8%D7%9B%D7%AA-%D7%AA%D7%A7%D7%95%D7%A4%D7%AA-%D7%AA%D7%95%D7%A7%D7%A3-%D7%A8%D7%99%D7%A9%D7%99%D7%95%D7%9F-%D7%A8%D7%9B%D7%91-16-03-2020,1,357,0.28%,23.6,הארכת תוקף רישיון רכב (0c/2i/p20.0) | רישיון 03 (0c/2i/p7.0) | הארכת תוקף רישיונות רכב (0c/1i/p12.0) | רישיון נהיגה 2020 (0c/1i/p66.0) | תקנה 196 לתקנות התעבורה (0c/1i/p85.0),LOW,traffic-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A8%D7%91%D7%A0%D7%99-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%99%D7%A1%D7%95%D7%93%D7%95%D7%AA-%D7%97%D7%99%D7%95%D7%91-%D7%91%D7%93%D7%9E%D7%99-%D7%98%D7%99%D7%A4,10,904,1.11%,60.6,UNKNOWN,MEDIUM,family-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2025-%D7%9B%D7%9C-%D7%9E%D7%94-%D7%A9%D7%A6%D7%A8%D7%99%D7%9A-%D7%9C%D7%93%D7%A2%D7%AA,12,3473,0.35%,23.0,UNKNOWN,MEDIUM,real-estate,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A9%D7%93%D7%94-%D7%93%D7%91-%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%93%D7%99%D7%95%D7%A8-%D7%91%D7%A8-%D7%94%D7%A9%D7%92%D7%94-%D7%93%D7%99%D7%95%D7%A8-%D7%91%D7%94%D7%99%D7%A9%D7%92-%D7%99,14,1634,0.86%,13.3,UNKNOWN,MEDIUM,legal-database-rulings,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A9%D7%99%D7%9E%D7%95%D7%A9-%D7%91%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%91%D7%AA%D7%99%D7%A7%D7%99%D7%9D-%D7%A4%D7%9C%D7%99%D7%9C%D7%99%D7%99%D7%9D,5,932,0.54%,45.4,UNKNOWN,LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA,1,2985,0.03%,28.1,שכר טרחה עורך דין רשלנות רפואית (0c/126i/p24.2) | כמה אחוזים לוקח עורך דין רשלנות רפואית (0c/9i/p27.7) | שכר טרחה רשלנות רפואית (0c/9i/p32.1) | מחיר עורך דין רשלנות רפואית (0c/4i/p29.0) | תביעת נזיקין שכר טרחה (0c/1i/p55.0),MEDIUM,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A9%D7%9B%D7%A8-%D7%9B%D7%95%D7%A0%D7%A1-%D7%A0%D7%9B%D7%A1%D7%99%D7%9D-%D7%A9%D7%9C%D7%90-%D7%94%D7%A9%D7%9C%D7%99%D7%9D-%D7%90%D7%AA-%D7%9E%D7%9C%D7%90%D7%9B%D7%AA%D7%95,14,976,1.43%,32.8,UNKNOWN,MEDIUM,employment-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%A9%D7%A8%D7%95%D7%AA%D7%99-%D7%97%D7%A9%D7%91%D7%95%D7%AA-%D7%94%D7%99%D7%AA%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%95%D7%94%D7%97%D7%A1%D7%A8%D7%95%D7%A0%D7%95%D7%AA-%D7%A9%D7%9C-%D7%A9%D7%99%D7%A8,0,10,0.00%,45.3,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%90-39115-08-19-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%90%D7%9C%D7%99%D7%9E%D7%9C%D7%9A-%D7%95%D7%90%D7%97,4,3822,0.10%,53.7,תביעה בגין תאונת קורקינט (0c/141i/p62.2) | תביעת נזקי גוף בעקבות תאונת קורקינט (0c/3i/p73.0) | קורקינט לשבר ברגל (0c/1i/p28.0),MEDIUM,personal-injury,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%90-40044-06-18-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-%D7%9E%D7%A8%D7%9B%D7%96-%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%9B%D7%97%D7%95%D7%9C-%D7%9C%D7%91%D7%9F-%D7%91%D7%A2%D7%9E-%D7%95%D7%90,18,587,3.07%,11.1,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A2%D7%A1-90031-%D7%91%D7%A2%D7%99%D7%9C%D7%95%D7%AA-%D7%A9%D7%9C-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E%D7%99%D7%A0%D7%99%D7%AA-%D7%AA%D7%A7%D7%99,3,1038,0.29%,63.7,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%9C%D7%94%D7%9E7679-12-21%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA,9,397,2.27%,23.8,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%A2-45543-11-21-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%92%D7%99,12,5559,0.22%,37.3,בקשה לביטול צו קיום צוואה (0c/10i/p40.3) | בקשה לביטול צו קיום ירושה (0c/3i/p89.0) | פסק דין ביטול צו קיום צוואה (0c/2i/p71.0) | בקשה לביטול צוואה (0c/1i/p53.0) | התיישנות בקשה לביטול צו קיום צוואה (0c/1i/p72.0),HIGH,family-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%A4-26290-04-18-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A4%D7%94-%D7%91%D7%A8%D7%A7,9,509,1.77%,35.6,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/%D7%AA%D7%A7%D7%A6%D7%99%D7%A8-%D7%94%D7%93%D7%95%D7%97-%D7%A2%D7%9C-%D7%99%D7%99%D7%A9%D7%95%D7%9D-%D7%94%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%98%D7%A8%D7%93%D7%94-%D7%9E,6,3114,0.19%,57.6,"נש""ם (0c/1i/p30.0)",MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/articles/10-%D7%A0%D7%95%D7%A9%D7%90%D7%99%D7%9D-%D7%A7%D7%A8%D7%99%D7%98%D7%99%D7%99%D7%9D-%D7%A9%D7%97%D7%99%D7%99%D7%91%D7%99%D7%9D-%D7%9C%D7%91%D7%93%D7%95%D7%A7-%D7%9C%D7%A4%D7%A0%D7%99-%D7%A7%D7%A0%D7%99,1,317,0.32%,31.4,"קניית בית בישראל (0c/16i/p42.6) | ניתוח+חוזה+נדל""ן (0c/4i/p70.0) | אני צריך רשימת צק ליסט קצרה לבדיקה לפני פגישה עם יזם על פרויקט נדלן בחול (0c/1i/p10.0) | בדיקה לפני קניית דירה (0c/1i/p30.0)",LOW,real-estate,NEEDS_MERGE_REVIEW,"ניתוח+חוזה+נדל""ן"
https://jus-tice.co.il/articles/7953-2,0,55,0.00%,23.2,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/artificial-general-intelligence,22,4343,0.51%,22.6,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/attorney-general,1,166,0.60%,24.6,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/attorneys-how-to-manage-your-stress-and-stop-procrastinating,0,29,0.00%,51.2,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/australia-lawyers,36,4697,0.77%,27.6,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/austria-lawyers,49,1921,2.55%,42.3,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus,26,17420,0.15%,41.6,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/avvo,0,165,0.00%,47.2,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/baker-mckenzie,66,2157,3.06%,21.9,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/balloon-payment-mortgage,2,6751,0.03%,49.2,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/bank-account-in-portugal,90,3300,2.73%,36.1,UNKNOWN,HIGH,notary-foreign,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/banking-financ-portugal,24,1312,1.83%,30.5,UNKNOWN,MEDIUM,notary-foreign,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/bar-exam-worldwide,27,4400,0.61%,27.0,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/bdi-coface,3,2442,0.12%,14.3,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder,28,47788,0.06%,53.2,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/belgian-lawyers,35,2306,1.52%,16.3,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/benjamin-brafman,15,1023,1.47%,16.6,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/benzur-korb-co,8,1433,0.56%,21.9,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide,70,9113,0.77%,21.7,UNKNOWN,HIGH,criminal-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/birth-injury,1,168,0.60%,37.5,פגיעה+בלידה (0c/7i/p40.6) | שטף דם תת לחמיתי (0c/4i/p47.8) | צפלוהמטומה (0c/3i/p21.7) | קרניקטרוס (0c/2i/p41.5) | כוריואמניוניטיס (0c/1i/p52.0),LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/birth-injury-lawyer,0,266,0.00%,74.4,UNKNOWN,LOW,medical-malpractice,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/blood-alcohol-content-breathalyzer,8,10563,0.08%,52.6,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/bostwick-peterson-llp,0,18,0.00%,24.6,UNKNOWN,LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/brazil-lawyers,20,1304,1.53%,15.8,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/building-science,0,57,0.00%,23.6,הנדסת בניין מה זה (0c/2i/p47.5) | איך לבחור מכון בקרת בניה? (0c/1i/p94.0) | הבניין (0c/1i/p53.0) | הנדסת בניין ואדריכלות (0c/1i/p50.0) | הנדסת מדידות (0c/1i/p50.0),LOW,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/business-license,9,3522,0.26%,38.8,UNKNOWN,MEDIUM,traffic-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/buy-real-estate-cyprus,1,20704,0.00%,56.6,UNKNOWN,HIGH,real-estate,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/buying-property-in-greece,40,30418,0.13%,42.7,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/buying-property-in-portugal,29,19610,0.15%,34.4,UNKNOWN,HIGH,notary-foreign,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/cadastre,8,1117,0.72%,7.4,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/california-lawyers,34,1153,2.95%,23.7,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/canada-lawyers,66,2288,2.88%,16.7,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/cancel-a-divorce-settlement-agreement,12,6399,0.19%,45.7,ביטול הסכם גירושין (0c/147i/p52.8) | פיצוי בגין הפרת הסכם גירושין (0c/74i/p48.9) | ביטול הסכם גירושין בבית הדין הרבני (0c/66i/p58.2) | הפרת הסכם גירושין (0c/27i/p52.5) | תביעה לביטול הסכם גירושין (0c/3i/p28.3),HIGH,family-law,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,ביטול הסכם ממון בהתנהגות
https://jus-tice.co.il/cancellation-of-closed-case-records-from-the-criminal-database,0,32,0.00%,27.0,UNKNOWN,LOW,criminal-law,NEEDS_CONTENT_REVIEW,UNKNOWN
https://jus-tice.co.il/car-accident-auto-injury-lawyer,0,8445,0.00%,58.8,עורך דין תאונת דרכים קטלנית (0c/47i/p50.7) | עונש על הריגה בתאונת דרכים (0c/31i/p68.0) | עונש מינימום על הריגה (0c/25i/p63.0) | עורך דין תאונות קטלניות (0c/3i/p67.0) | עורך דין תאונות דרכים קטלניות (0c/2i/p82.5),HIGH,personal-injury,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
https://jus-tice.co.il/cascais,8,1465,0.55%,17.9,UNKNOWN,MEDIUM,UNKNOWN,NEEDS_CLUSTER_CLASSIFICATION,UNKNOWN
https://jus-tice.co.il/cerebral-palsy,21,7104,0.30%,35.3,UNKNOWN,HIGH,UNKNOWN,DO_NOT_TOUCH_HIGH_TRAFFIC_URL,UNKNOWN
