"id","post_type","status","current_url","current_slug","proposed_english_slug","title","h1","seo_title","meta_description","language","word_count","content_hash","excerpt","date_published","date_modified","author","categories","tags","practice_area","city","parent_page","canonical_url","internal_links_out","internal_links_in","media_count","featured_image","top_keyword","secondary_keywords","search_intent","topic_cluster","pillar_candidate","duplicate_title_risk","duplicate_topic_risk","cannibalization_group","gsc_clicks_3m","gsc_impressions_3m","gsc_ctr_3m","gsc_position_3m","gsc_clicks_12m","gsc_impressions_12m","traffic_risk","content_quality_score","recommended_action","redirect_needed","notes"
"7166","articles","publish","http://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%A9%D7%94%D7%92%D7%99%D7%A9%D7%95-%D7%99%D7%95%D7%A8%D7%A9%D7%99-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A0%D7%92/","%d7%a4%d7%a1%d7%93-%d7%aa%d7%91%d7%99%d7%a2%d7%aa-%d7%9b%d7%aa%d7%95%d7%91%d7%94-%d7%a9%d7%94%d7%92%d7%99%d7%a9%d7%95-%d7%99%d7%95%d7%a8%d7%a9%d7%99-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%a0%d7%92","","פס”ד – תביעת כתובה שהגישו יורשי האישה נגד עזבון בעלה מנישואים שניים כשברור שלא התפיס צררי – 1303958-1 – ביה”ד חיפה‎‎","פס”ד – תביעת כתובה שהגישו יורשי האישה נגד עזבון בעלה מנישואים שניים כשברור שלא התפיס צררי – 1303958-1 – ביה”ד חיפה‎‎","","","he","4582","da0e659e6f2247cb583119a4a662f727cab6aba8642a512910419a9e01fff650","פסק דין בפנינו תביעת כתובה ותוספת כתובה מהעיזבון ע”י בנות (יורשות) האישה-המנוחה. רקע המנוח י’ ז”ל והאישה ד’ ז”ל נישאו בתאריך כ”ג באדר א’ תש”ס(30.3.2000). לשניהם אלונישואין שניים. לאיש ילד מנישואין קודמים, ולאישה שלוש בנות מנישואין קודמים. לצדדים אין ילדים משותפים. המנוח התחייב תוספת כתובה בסך 126,000 ש”ח. בחודש דצמבר בשנת 1999, כ-3 חודשים קודם […]","2022-05-19T18:59:10","2022-05-19T18:59:10","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7164","articles","publish","http://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%94%D7%A4%D7%A1%D7%93-%D7%9B%D7%AA%D7%95%D7%91%D7%94-%D7%91%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%99%D7%96%D7%9E%D7%94-%D7%90%D7%AA-%D7%94%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-1236570-2-%D7%91%D7%99%D7%94%D7%93-%D7%97%D7%99%D7%A4%D7%94/","%d7%a4%d7%a1%d7%93-%d7%94%d7%a4%d7%a1%d7%93-%d7%9b%d7%aa%d7%95%d7%91%d7%94-%d7%91%d7%90%d7%99%d7%a9%d7%94-%d7%a9%d7%99%d7%96%d7%9e%d7%94-%d7%90%d7%aa-%d7%94%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99","","פס”ד – הפסד כתובה באישה שיזמה את הגירושין – 1236570-2 – ביה”ד חיפה‎‎","פס”ד – הפסד כתובה באישה שיזמה את הגירושין – 1236570-2 – ביה”ד חיפה‎‎","","","he","1966","11e96874f4c65d6de392ddba333090a18a36a4c96d565d3773cc3eda06b8aa00","פסק דין הצדדים נישאו בתאריך ט’ בכסלו תשע”ה(1.12.14) ולהם בת אחת משותפת ילידת ט’ בניסן תשע”ט(25.3.18). בתאריךכ”ח בסיון תשע”ט(1.7.19) הגישה האישה בקשה לגירושין ובני הזוג התגרשו בתאריך כ”ו באייר תש”פ(20.5.20). הדיונים בעניין הקטינה והרכוש נידונו בבית המשפט. בפני בית הדין עומדת תביעת הכתובה של האישה ע”ס 180,000 ש”ח. בתאריך ל’ בשבט תשפ”ב (1.2.22)התקיים דיון הוכחות […]","2022-05-19T18:56:49","2022-05-19T18:56:49","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7162","articles","publish","http://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%91%D7%92%D7%9C%D7%9C-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%A9%D7%A0%D7%9E%D7%A6%D7%90%D7%94-%D7%9C%D7%90%D7%97%D7%A8-%D7%A9%D7%A0%D7%99%D7%9D-%D7%A8%D7%91%D7%95%D7%AA-491180-3-%D7%91%D7%99%D7%94%D7%93-%D7%97%D7%99%D7%A4%D7%94/","%d7%a4%d7%a1%d7%93-%d7%93%d7%97%d7%99%d7%99%d7%aa-%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%a6%d7%95-%d7%99%d7%a8%d7%95%d7%a9%d7%94-%d7%91%d7%92%d7%9c%d7%9c-%d7%a6%d7%95","","פס”ד – דחיית בקשה לביטול צו ירושה בגלל צוואה ש’נמצאה’ לאחר שנים רבות – 491180-3 – ביה”ד חיפה‎‎","פס”ד – דחיית בקשה לביטול צו ירושה בגלל צוואה ש’נמצאה’ לאחר שנים רבות – 491180-3 – ביה”ד חיפה‎‎","","","he","6448","fd68d8fba14b02176c6ce57fac113ee755f81f73d39bb3390efdbb28ed73112c","פסק דין רקע בפנינו בקשה לקיום צוואה וביטול צו הירושה שניתן בתאריך כ”ב באדר ב’ תשנ”ז(31.3.1997). המנוחה מרת פ’ ע”ה נפטרה בתאריך ב’ בתמוז תשנ”ו (19.6.96). המנוחה ע”ה הותירה בפטירתה 4 ילדים 2 בנים ו-2 בנות. בתאריך כ”ב באדר ב’ תשנ”ז (31.3.97) התקיים דיון בביה”ד להוצאת צו ירושה. בדיון הסכימו האחים לחלוקה שווה ביניהם.נעשה קניין […]","2022-05-19T18:53:56","2022-05-19T18:53:56","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7160","articles","publish","http://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%94%D7%91%D7%A2%D7%9C-%D7%A8%D7%A9%D7%90%D7%99-%D7%9C%D7%A2%D7%9B%D7%91-%D7%90%D7%AA-%D7%94%D7%92%D7%98-%D7%91%D7%98%D7%A2%D7%A0%D7%94-%D7%A9%D7%A2%D7%A8%D7%9B%D7%90%D7%95%D7%AA-%D7%91%D7%90%D7%A8%D7%94%D7%91-%D7%94%D7%99%D7%98%D7%95-%D7%90%D7%AA-%D7%93%D7%99%D7%A0%D7%95-1345115-4-%D7%91%D7%99%D7%94%D7%93-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D/","%d7%94%d7%90%d7%9d-%d7%94%d7%91%d7%a2%d7%9c-%d7%a8%d7%a9%d7%90%d7%99-%d7%9c%d7%a2%d7%9b%d7%91-%d7%90%d7%aa-%d7%94%d7%92%d7%98-%d7%91%d7%98%d7%a2%d7%a0%d7%94-%d7%a9%d7%a2%d7%a8%d7%9b%d7%90%d7%95%d7%aa","","האם הבעל רשאי לעכב את הגט בטענה שערכאות בארה”ב היטו את דינו – 1345115-4 – ביה”ד ירושלים","האם הבעל רשאי לעכב את הגט בטענה שערכאות בארה”ב היטו את דינו – 1345115-4 – ביה”ד ירושלים","","","he","21882","418f4d2209848ca0717de472b786cd0f5a249d4713880dc00710786edd70e09a","פסק דין בפני בית הדין תביעת האשה לגירושין כדת משה וישראל, לאחר שהצדדים כבר התגרשו בהליך אזרחי, והתקיים דיון לבירור התביעה. האשה אזרחית ארה”ב, ומתגוררת בניו יורק, האיש כיום אזרח ישראל ומתגורר בארץ בעכו. כשנודע לאשה מקום מגוריו הגישה תביעת גירושין והגיעה לארץ לצורך בירור תביעתה. הצדדים נישאו בחופה וקידושין כדת משה וישראל באירן, נשואים […]","2022-05-19T18:50:02","2022-05-19T18:50:02","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7158","articles","publish","http://jus-tice.co.il/%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%AA%D7%A0%D7%94-%D7%91%D7%99%D7%9F-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9B%D7%9E%D7%91%D7%A1%D7%A1-%D7%A7%D7%A0%D7%99%D7%99%D7%9F-%D7%95%D7%9E%D7%95%D7%9B%D7%99%D7%97-%D7%9B%D7%95%D7%95%D7%A0%D7%AA-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%90%D7%A3-%D7%9C%D7%9C%D7%90-%D7%A8%D7%99%D7%A9%D7%95%D7%9D-809633-3-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/","%d7%a4%d7%a1%d7%93-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%aa%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%91%d7%a0%d7%99-%d7%96%d7%95%d7%92-%d7%9b%d7%9e%d7%91%d7%a1%d7%a1-%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%95","","פס”ד – הסכם מתנה בין בני זוג כמבסס קניין ומוכיח כוונת שיתוף אף ללא רישום – 809633-3 – ביה”ד הגדול‎‎","פס”ד – הסכם מתנה בין בני זוג כמבסס קניין ומוכיח כוונת שיתוף אף ללא רישום – 809633-3 – ביה”ד הגדול‎‎","","","he","2327","6a59b8e4d4e99f8b55ec5b72caa69510214800b3774dbb6552e49e6e439c1070","פסק דין רקע – עובדות, עיקרי הטענות וההליכים הקודמים לפנינו ערעור על פסק דינו של בית הדין הרבני האזורי ירושלים[1] שקבע בדעת רוב כי הדירה ששימשה למגורי הצדדים והרשומה על שמו של האיש בלבד היא בבעלותו הבלעדית וכך תיוותר, למרות הסכם שערכו וחתמו הצדדים זמן מה טרם פרוץ המשבר האחרון שבסופו התגרשו ושבו נקבע כי […]","2022-05-19T18:46:06","2022-05-19T18:46:06","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7156","articles","publish","http://jus-tice.co.il/%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%93%D7%A8%D7%99%D7%A9%D7%94-%D7%9C%D7%A2%D7%99%D7%9B%D7%95%D7%91-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9C%D7%A9%D7%9D-%D7%94%D7%96%D7%9E%D7%AA-%D7%98%D7%A2%D7%A0%D7%95%D7%AA-%D7%A9%D7%9C%D7%90-%D7%94%D7%97%D7%9C-%D7%91%D7%99%D7%A8%D7%95%D7%A8%D7%9F-%D7%A9%D7%A4%D7%A1%D7%99%D7%A7%D7%AA-%D7%94%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%94-%D7%9E%D7%95%D7%A9%D7%AA%D7%AA%D7%AA-%D7%A2%D7%9C%D7%99%D7%94%D7%9F-%D7%95%D7%A9%D7%94%D7%96%D7%9E%D7%AA%D7%9F-%D7%9E%D7%91%D7%95%D7%A7%D7%A9%D7%AA-%D7%9C%D7%A6%D7%95%D7%A8%D7%9A-%D7%94%D7%9C%D7%99%D7%9A-%D7%90%D7%97%D7%A8-1353339-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/","%d7%93%d7%97%d7%99%d7%99%d7%aa-%d7%93%d7%a8%d7%99%d7%a9%d7%94-%d7%9c%d7%a2%d7%99%d7%9b%d7%95%d7%91-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9c%d7%a9%d7%9d-%d7%94%d7%96%d7%9e%d7%aa-%d7%98%d7%a2","","דחיית דרישה לעיכוב גירושין לשם הזמת טענות שלא החל בירורן שפסיקת הגירושין אינה מושתתת עליהן ושהזמתן מבוקשת לצורך הליך אחר – 1353339-1 – ביה”ד הגדול‎‎","דחיית דרישה לעיכוב גירושין לשם הזמת טענות שלא החל בירורן שפסיקת הגירושין אינה מושתתת עליהן ושהזמתן מבוקשת לצורך הליך אחר – 1353339-1 – ביה”ד הגדול‎‎","","","he","1457","16d8558e312000967ae04ee156be538fbdd69bdb2531bd486db86468203ff492","פסק דין לפני בית הדין מונח ערעורו של הבעל על פסק דינו של בית הדיןהאזורי מיום כ”ו בכסלו תשפ”ב (30.11.21) המחייב את הבעל במתן גט פיטורין. נזכיר את העובדות בתיק זה בקצרה: הצדדים נישאו בשנת 2003 ולהם שלושה ילדים.לפני כשנתיים הורחק הבעל מהבית ומאז הצדדים גרים בנפרד.ביום כ”ח באייר תשפ”א (10.5.21) הגישה האישה תביעת גירושין […]","2022-05-19T18:43:37","2022-05-19T18:43:37","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7153","articles","publish","http://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%91%D7%92%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%A1%D7%95%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%91%D7%A2%D7%9C-%D7%A4%D7%99%D7%A8%D7%95%D7%93-%D7%9E%D7%9E%D7%95%D7%A9%D7%9A-%D7%95%D7%9E%D7%A9%D7%A0%D7%99%D7%9B%D7%A8-%D7%9B%D7%99-%D7%A4%D7%A0%D7%99-%D7%94%D7%A6%D7%93%D7%93%D7%99%D7%9D-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-1343730-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/","%d7%a4%d7%a1%d7%93-%d7%97%d7%99%d7%95%d7%91-%d7%92%d7%98-%d7%91%d7%92%d7%99%d7%9f-%d7%9e%d7%90%d7%99%d7%a1%d7%95%d7%aa-%d7%90%d7%99%d7%a9%d7%94-%d7%91%d7%91%d7%a2%d7%9c-%d7%a4%d7%99%d7%a8%d7%95","","פס”ד – חיוב גט בגין מאיסות אישה בבעל פירוד ממושך ומשניכר כי פני הצדדים לגירושין – 1343730-1 – ביה”ד הגדול","פס”ד – חיוב גט בגין מאיסות אישה בבעל פירוד ממושך ומשניכר כי פני הצדדים לגירושין – 1343730-1 – ביה”ד הגדול","","","he","3307","6ff9c56d2c455f4c708c259a14362f1c033a48cb3dfd0b1820ae9fa1c1ac45fb","פסק דין הוגש לפנינו ערעור האישה על החלטת בית הדין האזורי ירושלים בראשות ראש אבות בתי הדין הרב מרדכי רלב”ג מיום י”ד במרחשוון התשפ”ב (20.10.21)אשר המליץ לבעל לתת גט לאשתו–אך לא חייב אותו– באומרו שאף ש”הפוסקים הסתייגו” מכפייה לגט בעילה לפירוד ממושך שהרי “היכן מצאנו בש”ס ובפוסקים הקדמונים שבפירוד ממושך יש עילה לכפייה על גט”, […]","2022-05-19T18:40:46","2022-05-19T18:40:46","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7145","articles","publish","http://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18/","%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a8%d7%a6%d7%97-%d7%90%d7%99%d7%a9%d7%94-%d7%91%d7%a0%d7%aa%d7%a0%d7%99%d7%94-%d7%aa%d7%a4%d7%97-4710-11-18","","עונש פלילי נאשם ברצח אישה בנתניה (תפ”ח 4710-11-18)","עונש פלילי נאשם ברצח אישה בנתניה (תפ”ח 4710-11-18)","","","he","6734","a8121a25ef53e95fadf7a4a39843f96c2706fee7d673419b050215d9db739620","גזר-דין הנאשם הורשע, לאחר שמיעת ראיות, בביצוע עבירה של ניסיון רצח, לפי סעיף 305(1) לחוק העונשין, התשל”ז-1977 (להלן: “החוק”). העובדות כפי שנקבעו בהכרעת הדין ביום 16.10.2018 בשעה 20:15 או בסמוך לכך, נפגשו הנאשם ונפגעת העבירה (להלן: “א.א”) באזור השוק בנתניה. השניים נכנסו יחד לגומחה בבניין אשר היה באותם ימים בשלבי בניה, ושם התקיים ביניהם […]","2022-05-19T14:38:22","2022-05-19T14:44:34","282","","","656","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7140","articles","publish","http://jus-tice.co.il/psakdin/%D7%AA%D7%A669551-01-18%D7%92%D7%A8%D7%95%D7%A4%D7%A8-%D7%A0-%D7%90%D7%9C%D7%95%D7%A0%D7%99%D7%90%D7%9C-%D7%91%D7%A2%D7%9E/","%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%99%d7%99%d7%a6%d7%95%d7%92%d7%99%d7%aa-%d7%9e%d7%a7%d7%93%d7%95%d7%a0%d7%9c%d7%93%d7%a1-%d7%94%d7%98%d7%a2%d7%99%d7%99%d7%94-%d7%94%d7%aa%d7%95%d7%a1%d7%a4%d7%aa","","אישור תביעה ייצוגית מקדונלד’ס טענת הטעייה בהגדלת התוספת והשתייה","אישור תביעה ייצוגית מקדונלד’ס טענת הטעייה בהגדלת התוספת והשתייה","","","he","6765","d3b592d31a73a098cd7591c86d5014047f70425aeeeb951ddcecd5f72173160e","החלטה (בבקשה לאישור תובענה ייצוגית) האם המשיבה, בעלת הזיכיון של רשת המסעדות “מקדונלד’ס” בישראל, הטעתה את ציבור לקוחותיה שעה שחייבה אותם עבור הגדלת התוספת והשתייה בארוחה, על אף שהתוספת והשתייה לא הוגדלו או שרק אחד מהם הוגדל? זו השאלה אשר במרכזה של התובענה שבכותרת. רקע הבקשה לאשר את התובענה שבכותרת כתובענה […]","2022-05-19T12:11:16","2022-05-19T12:16:12","282","","","","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7124","articles","publish","http://jus-tice.co.il/what-to-do-now-if-you-are-considering-a-divorce/","%d7%94%d7%9b%d7%a0%d7%95%d7%aa-%d7%9c%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%9e%d7%94-%d7%9c%d7%a2%d7%a9%d7%95%d7%aa-%d7%a2%d7%9b%d7%a9%d7%99%d7%95-%d7%90%d7%9d-%d7%90%d7%aa%d7%94-%d7%a9%d7%95","","הכנות לגירושין: מה לעשות עכשיו אם אתה שוקל להתגרש","הכנות לגירושין: מה לעשות עכשיו אם אתה שוקל להתגרש","","","he","812","82ae9f42714418cbdb359af1a76c8182ef371ae8380675fb5faef050223f09af","לפני גירושין מומלץ לתת צ’אנס לזוגיות לחשוב שוב ולנסות טיפול זוגי. אם אתם שוקלים להתגרש אתם לא לבד, הסטטיסטיקה מראה כי שיעורי הגירושין עולים לאחר סיום תקופות משבר, מכיוון שבני זוג רבים מחליטים להפרד לאחר סיום תקופה לחוצה וליישם מחשבה על העתיד. חושבים על הגשת תביעת גירושין? אל תמהרו לפעול, חשבו היטב והתייעצו לפני פרוק […]","2022-05-17T19:21:27","2022-05-17T19:34:30","282","","","392","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7122","articles","publish","http://jus-tice.co.il/%D7%A8%D7%9E%D7%A929980-04-22%D7%A2-%D7%90-%D7%95-%D7%A0-%D7%A4-%D7%95/","%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%91%d7%a2%d7%a8%d7%a2%d7%95%d7%a8-%d7%a2%d7%9c-%d7%94%d7%97%d7%9c%d7%98%d7%94-%d7%91%d7%a2%d7%a0%d7%99%d7%99%d7%9f-%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%96","","פסק דין בערעור על החלטה בעניין מזונות זמניים ללא שנבדקו צרכי הילדים ונקבעו רמות שכר (רמ”ש 29980-04-22)","פסק דין בערעור על החלטה בעניין מזונות זמניים ללא שנבדקו צרכי הילדים ונקבעו רמות שכר (רמ”ש 29980-04-22)","","","he","1846","0cd0a19fb5afb3071be0e0d77cda3f80b35b5a4381757105e0b72ed441e7230c","בפניי בקשת רשות ערעור על החלטת בית המשפט לענייני משפחה בחיפה (כב’ השופטת הילה גורביץ עובדיה), בתיק תלה”מ 4098-01-22 (להלן: “התובענהקמא“) מיום 31.3.22, אשר במסגרתה חויבו הצדדים לשאת בכל צרכי הקטינים שבכותרת בחלקים שווים ביניהם, ולא נפסקו מזונות קטינים מעבר לכך (להלן: “ההחלטהקמא“), והכל כפי שיפורט להלן. רקע וההחלטה קמא המבקשת והמשיב (להלן גם: […]","2022-05-17T13:58:22","2022-05-17T13:58:22","282","","","651","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7113","articles","publish","http://jus-tice.co.il/%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%94%D7%A8%D7%A9%D7%95%D7%9E%D7%94-%D7%A2%D7%9C-%D7%A9%D7%9D-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%9E%D7%A9%D7%99%D7%A7%D7%95%D7%9C%D7%99-%D7%9E%D7%A1-%D7%90%D7%A9%D7%A8-%D7%A0%D7%A8%D7%9B%D7%A9%D7%94-%D7%9E%D7%9B%D7%A1%D7%A4%D7%99%D7%9D-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%99%D7%9D/","%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%94%d7%a8%d7%a9%d7%95%d7%9e%d7%94-%d7%a2%d7%9c-%d7%a9%d7%9d-%d7%94%d7%90%d7%99%d7%a9%d7%94-%d7%9e%d7%a9%d7%99%d7%a7%d7%95%d7%9c%d7%99-%d7%9e","","חלוקת דירה הרשומה על שם האישה משיקולי מס אשר נרכשה מכספים משותפים","חלוקת דירה הרשומה על שם האישה משיקולי מס אשר נרכשה מכספים משותפים","","","he","11536","c91187ef03960a3970500a4a5f9ffa843242c89ede8b5c7330156ab2786c99bf","תיק 1275094/4 בפנינו תביעת התובע לחלוקת הדירה בפתח תקוה בחלקים שווים. ומנגד, טענת הנתבעת שיש להשאיר את הדירה בפתח תקוה על פי רישומה, ולחילופין, לחלוק הן את הדירה בפתח תקוה והן את הדירה בתל אביב הרשומה על שם הבעל. במסגרת ההליך, התקיימו בפני ביה”ד דיוני חקירות והוכחות. בדיונים אלו נחקרו התובע והנתבעת, והתקבלה עדותו של […]","2022-05-16T15:41:20","2022-05-16T15:44:02","282","","","646","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7111","articles","publish","http://jus-tice.co.il/articles/%D7%AA%D7%A4-26290-04-18-%D7%9E%D7%93%D7%99%D7%A0%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%A0-%D7%99%D7%95%D7%A1%D7%A4%D7%94-%D7%91%D7%A8%D7%A7/","%d7%aa%d7%a4-26290-04-18-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99%d7%a9%d7%a8%d7%90%d7%9c-%d7%a0-%d7%99%d7%95%d7%a1%d7%a4%d7%94-%d7%91%d7%a8%d7%a7","","זיכוי נאשמת מעבירת השגת מידע ממרשם פלילי (ת”פ 26290-04-18)","זיכוי נאשמת מעבירת השגת מידע ממרשם פלילי (ת”פ 26290-04-18)","","","he","4629","bbe6c114d56d73b6dcedd40fee2db56d2a26cc2aac9d143a81d22045954ecc83","בפתח דברי וכמצוות סעיף 182 סיפא לחוק סדר הדין הפלילי [נוסח משולב], תשמ”ב – 1982, אני מודיע בזאת על החלטתי לזכות את הנאשמת מהעבירות המיוחסות לה, מחמת הספק. כתב האישום ויריעת המחלוקת נגד הנאשמת הוגש כתב אישום המייחס לה עבירות של השגת מידע מהמרשם הפלילי, בניגוד לסעיף 22(א) לחוק המרשם הפלילי ותקנות […]","2022-05-14T23:42:51","2022-05-14T23:42:51","282","","","642","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
"7109","articles","publish","http://jus-tice.co.il/articles/%D7%AA%D7%90-39115-08-19-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%90%D7%9C%D7%99%D7%9E%D7%9C%D7%9A-%D7%95%D7%90%D7%97/","%d7%aa%d7%90-39115-08-19-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-%d7%a0-%d7%90%d7%9c%d7%99%d7%9e%d7%9c%d7%9a-%d7%95%d7%90%d7%97","","פיצוי בגין תאונת דרכים קורקינט (ת”א 39115-08-19)","פיצוי בגין תאונת דרכים קורקינט (ת”א 39115-08-19)","","","he","3301","dabb51f2bcd0dc39e1df6c933fe9c5f8e4fbe9d73e2c6c2f8d9af1cb36a0e31c","לפניי תביעה מכוח חוק פיצויים לנפגעי תאונות דרכים, התשל”ה-1975. עיקר המחלוקת בשאלת המשמעות העולה מאי – ביצוע ניתוח אשר אפשר וישפר את מצבו הרפואי של התובע, לעניין גובה הנזק. התאונה, חוות דעת המומחים ועדות המומחה בתחום האורתופדיה התובע, יליד 15.6.02, נפגע בתאונת דרכים מיום 22.11.16, במהלכה פגע בו רכב בעת שרכב על קורקינט (להלן: […]","2022-05-14T23:33:23","2022-05-14T23:33:23","282","","","76","",,"","","","0","0","","","","","","","","","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","","","","PUBLIC_REST_EXPORT"
