query,page_count,total_clicks,total_impressions,pages,positions
"ה""ט 40857-03-22",4,0,6,https://jus-tice.co.il/1331339-1/ | https://jus-tice.co.il/1331339-3/ | https://jus-tice.co.il/209051/11/ | https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%92%D7%98-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%91%D7%A7%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A9-%D7%9C%D7%93%D7%95%D7%9F-%D7%91/,26.5 | 35.0 | 32.0 | 27.5
לשכת עורכי הדין איתור עורך דין,2,0,6,https://jus-tice.co.il/ | https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%9C%D7%A2%D7%95%D7%93-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%94%D7%9B%D7%A0%D7%A1-%D7%9C%D7%9E%D7%93%D7%A8%D7%99%D7%9B%D7%99%D7%9D-%D7%93%D7%99%D7%A8%D7%95%D7%92-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%A2%D7%A2%D7%95%D7%9C%D7%9D/,11.0 | 58.0
מאגר עורכי דין סיוע משפטי,2,0,6,https://jus-tice.co.il/ | https://jus-tice.co.il/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,19.5 | 67.0
"מה זה ""אימוץ בין ארצי"" בבקשת תעודת פלילי",2,0,6,https://jus-tice.co.il/psakdin/%D7%90%D7%99%D7%9E%D7%95%D7%A5-%D7%99%D7%9C%D7%93-%D7%9E%D7%90%D7%95%D7%A7%D7%A8%D7%90%D7%99%D7%A0%D7%94-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%91%D7%92%D7%99%D7%9F/ | https://jus-tice.co.il/psakdin/%D7%A6%D7%95-%D7%94%D7%95%D7%A8%D7%95%D7%AA-%D7%9E%D7%9B%D7%95%D7%97-%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%96%D7%A8%D7%94/,20.8 | 60.0
עוד פורטוגל,2,0,6,https://jus-tice.co.il/legal-services-in-portugal/ | https://jus-tice.co.il/portugal-noatary/,73.7 | 79.0
פורטוגל עורך דין,3,0,6,https://jus-tice.co.il/legal-services-in-portugal/ | https://jus-tice.co.il/perez-llorca/ | https://jus-tice.co.il/sofia-galvao/,66.5 | 80.0 | 66.7
תביעה עיכוב בטיסה,2,0,6,https://jus-tice.co.il/%D7%AA%D7%A7-25449-12-20-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%95%D7%90%D7%97-%D7%A0-%D7%99%D7%95%D7%A0%D7%99%D7%99%D7%98%D7%93-%D7%90%D7%99%D7%A8%D7%9C%D7%99%D7%99%D7%A0%D7%A1-%D7%90%D7%99%D7%A0%D7%A7/ | https://jus-tice.co.il/compensation-flight-delayed/,27.0 | 98.0
lawyers in greece,2,0,5,https://jus-tice.co.il/wp-content/uploads/2023/03/ATTORNEY-LIST-December-2017-1.pdf | https://jus-tice.co.il/wp-content/uploads/2023/03/greece-list-of-lawyers-november-2021.pdf,24.0 | 66.3
אחריות בעל מקרקעין בנזיקין,2,0,5,https://jus-tice.co.il/outline-of-tort-law/ | https://jus-tice.co.il/tort/%D7%A4%D7%A7%D7%95%D7%93%D7%AA-%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%A0%D7%95%D7%A1%D7%97-%D7%97%D7%93%D7%A9/,31.0 | 96.0
החלטות בית משפט השלום,2,0,5,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling | https://jus-tice.co.il/articles/%D7%9E%D7%94%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98/,29.0 | 66.8
הסכם מכר בין אחים,2,0,5,https://jus-tice.co.il/articles/%D7%97%D7%95%D7%91%D7%AA-%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%94%D7%A1%D7%9B%D7%9D-%D7%94%D7%9E%D7%94%D7%95%D7%95%D7%94-%D7%94%D7%A9%D7%9C%D7%9E%D7%94-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%90%D7%95-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%90%D7%A3-%D7%90%D7%9D-%D7%94%D7%95%D7%92%D7%93%D7%A8-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9B%D7%A8-%D7%95%D7%91%D7%98%D7%9C%D7%95%D7%AA%D7%95-%D7%9E%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%A9%D7%9C%D7%90-%D7%9B%D7%93%D7%99%D7%9F-1333563-1-%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%92%D7%93%D7%95%D7%9C/ | https://jus-tice.co.il/kl-gates/,52.0 | 91.0
עורך דין גירושין פתח תקווה,2,0,5,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,70.5 | 51.3
עורך דין תביעה נגד חברות תעופה,2,0,5,https://jus-tice.co.il/%D7%AA%D7%A7-25449-12-20-%D7%A4%D7%9C%D7%95%D7%A0%D7%99%D7%AA-%D7%95%D7%90%D7%97-%D7%A0-%D7%99%D7%95%D7%A0%D7%99%D7%99%D7%98%D7%93-%D7%90%D7%99%D7%A8%D7%9C%D7%99%D7%99%D7%A0%D7%A1-%D7%90%D7%99%D7%A0%D7%A7/ | https://jus-tice.co.il/compensation-flight-delayed/,19.0 | 52.0
רועי פוליאק,2,0,5,https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%A8%D7%A6%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%94%D7%A0%D7%A9%D7%99%D7%90%D7%94-%D7%95%D7%99%D7%A8%D7%98-%D7%9C%D7%99%D7%91%D7%A0%D7%94-%D7%A4%D7%A1%D7%93-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%A7%D7%95%D7%A8%D7%A1-%D7%9E%D7%A9%D7%A4%D7%99%D7%A2%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A0%D7%A6%D7%99%D7%91%D7%95%D7%AA-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94.pdf | https://jus-tice.co.il/wp-content/uploads/2019/03/%D7%91%D7%99%D7%94%D7%93-%D7%94%D7%90%D7%A8%D7%A6%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%A9-%D7%A8%D7%95%D7%A2%D7%99-%D7%A4%D7%95%D7%9C%D7%99%D7%90%D7%A7-%D7%93%D7%97%D7%99%D7%99%D7%AA-%D7%A2%D7%A8%D7%A2%D7%95%D7%A8-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A2%D7%9C-%D7%A1%D7%99%D7%95%D7%9D-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%91%D7%90%D7%AA%D7%A8-%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98-%D7%90%D7%99%D7%A8%D7%95%D7%98%D7%99.pdf,72.0 | 54.8
אביים ברקאי,3,0,4,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2/ | https://jus-tice.co.il/%D7%AA%D7%90-42164-01-19-%D7%A7%D7%95%D7%A8%D7%9E%D7%9F-%D7%95%D7%90%D7%97-%D7%A0-%D7%98%D7%91%D7%9C/ | https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%AA-%D7%A0%D7%92%D7%93-%D7%99%D7%A6%D7%97%D7%A7-%D7%94%D7%A8%D7%A6%D7%95%D7%92-%D7%95%D7%90%D7%97/,55.0 | 56.0 | 87.0
"בוררות+נדל""ן+מבוססת+נתונים",2,0,4,https://jus-tice.co.il/chambers-and-partners/ | https://jus-tice.co.il/iflr1000/,92.0 | 77.0
הסניגוריה הציבורית,2,0,4,https://jus-tice.co.il/ | https://jus-tice.co.il/wp-content/uploads/2019/03/hoksangeoriatsiburit.pdf,9.0 | 58.0
הפרדת חשבונות בנק לפני גירושין,3,0,4,https://jus-tice.co.il/21213-04-18/ | https://jus-tice.co.il/articles/%D7%94%D7%9C%D7%9B%D7%AA-%D7%A9%D7%99%D7%AA%D7%95%D7%A3-%D7%A1%D7%A4%D7%A6%D7%99%D7%A4%D7%99-%D7%91%D7%93%D7%99%D7%A8%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D/ | https://jus-tice.co.il/prenuptial-agreement-for-second-marriage/,41.0 | 72.5 | 87.0
לשון הרע פסיקה,2,0,4,https://jus-tice.co.il/%D7%AA%D7%90-16763-09-21%D7%9E%D7%95%D7%98%D7%99%D7%A2%D7%99-%D7%A0-%D7%A1%D7%A4%D7%A6%D7%99%D7%A7-%D7%A8%D7%99%D7%91%D7%A7-%D7%95%D7%90%D7%97/ | https://jus-tice.co.il/%D7%AA%D7%90-42164-01-19-%D7%A7%D7%95%D7%A8%D7%9E%D7%9F-%D7%95%D7%90%D7%97-%D7%A0-%D7%98%D7%91%D7%9C/,46.0 | 55.3
עו ד גירושים,2,0,4,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,61.7 | 45.0
ערכאה משפטית,2,0,4,https://jus-tice.co.il/articles/%D7%9E%D7%94%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98/ | https://jus-tice.co.il/the-race-for-jurisdiction-family-law/,17.0 | 24.5
תביעה רכושית,2,0,4,https://jus-tice.co.il/33316-07-19/ | https://jus-tice.co.il/psakdin/%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%9B%D7%95%D7%A9%D7%99%D7%95%D7%AA-%D7%94%D7%93%D7%93%D7%99%D7%95%D7%AA-%D7%A9%D7%9C-%D7%91%D7%A0%D7%99-%D7%96%D7%95%D7%92-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8/,58.5 | 20.0
תקנות שירות עבודה בשעת חירום,2,0,4,https://jus-tice.co.il/labor_law/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%92%D7%91%D7%9C%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-%D7%94%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%A7%D7%95%D7%9D/ | https://jus-tice.co.il/wp-content/uploads/2020/03/4_6033055889705928071.pdf,46.5 | 57.0
אורית בן דור ליבל,2,0,3,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%A1%D7%95%D7%A8-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%A9%D7%9C-%D7%97%D7%95%D7%95%D7%AA-%D7%93%D7%A2%D7%AA-%D7%9C%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%94%D7%9E%D7%A1%D7%95%D7%92%D7%9C%D7%95/ | https://jus-tice.co.il/psakdin/,70.0 | 76.0
בית משפט לענייני משפחה טבריה פקס,2,0,3,https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%93-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%94%D7%A2%D7%91%D7%A8%D7%AA-%D7%94%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%90%D7%9C-%D7%94%D7%90%D7%91-%D7%95%D7%A8%D7%99%D7%A9%D7%95%D7%9D/ | https://jus-tice.co.il/tort/%D7%A4%D7%A7%D7%95%D7%93%D7%AA-%D7%94%D7%A0%D7%96%D7%99%D7%A7%D7%99%D7%9F-%D7%A0%D7%95%D7%A1%D7%97-%D7%97%D7%93%D7%A9/,66.0 | 83.0
גישור גירושין עלויות,2,0,3,https://jus-tice.co.il/divorce-mediation-cons-pros/ | https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,39.0 | 42.0
הסכם ממון וירושה,2,0,3,https://jus-tice.co.il/marital-property-agreement/ | https://jus-tice.co.il/prenuptial-agreements-overview/,69.0 | 93.0
הפקדת שיק על שם ילד,2,0,3,https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/ | https://jus-tice.co.il/2019-2020-major-supreme-court-ruling,70.5 | 81.0
ליה ממן הבנים והבנות,2,0,3,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%AA%D7%A9%D7%9C%D7%9D-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%91%D7%99%D7%AA-%D7%93%D7%99%D7%9F-%D7%A8%D7%91%D7%A0%D7%99-2022/ | https://jus-tice.co.il/articles/%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%92%D7%93%D7%A8-%D7%97%D7%99%D7%95%D7%91-%D7%94%D7%90%D7%91-%D7%91%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A7%D7%98%D7%A0%D7%99%D7%9D-%D7%9E%D7%A2%D7%9C-%D7%92%D7%99/,66.0 | 62.0
מאיה רוטנברג,2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92 | https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,12.5 | 39.0
מאיה רוטנברג עורכת דין,2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,34.0 | 6.5
"מיסוי נדל""ן בפורטוגל",2,0,3,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%A4%D7%95%D7%A8%D7%98%D7%95%D7%92%D7%9C/ | https://jus-tice.co.il/legal-services-in-portugal/,65.5 | 82.0
"מרב""ד משרד החינוך",3,0,3,https://jus-tice.co.il/%D7%9C%D7%90-%D7%9E%D7%97%D7%95%D7%A1%D7%9F-%D7%94%D7%90%D7%9D-%D7%9E%D7%A2%D7%A1%D7%99%D7%A7-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%9E%D7%A0%D7%95%D7%A2-%D7%A2%D7%95%D7%91%D7%93-%D7%9C%D7%9C%D7%90-%D7%91%D7%93%D7%99%D7%A7%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94/ | https://jus-tice.co.il/israel-framework-for-reopening-schools-coronavirus-2020/ | https://jus-tice.co.il/psakdin/%D7%97%D7%99%D7%A0%D7%95%D7%9A-%D7%94%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%A9%D7%9C-%D7%90%D7%99%D7%96%D7%94-%D7%96%D7%A8%D7%9D-%D7%93%D7%AA%D7%99-%D7%99%D7%AA%D7%97%D7%A0/,57.0 | 91.0 | 25.0
"עו""ד גירושים מומלץ",2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,83.0 | 38.5
"עו""ד מומחה לגירושין",2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,70.5 | 75.0
"עו""ד מומלץ לענייני גירושין",2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,86.0 | 48.0
עורך דין איטליה,2,0,3,https://jus-tice.co.il/ | https://jus-tice.co.il/cms-law-firm/,10.0 | 71.0
עו״ד גירושין,2,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/ | https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,61.0 | 37.0
עלות גישור גירושין,2,0,3,https://jus-tice.co.il/divorce-mediation-cons-pros/ | https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,39.0 | 60.0
פסק דין גירושין,2,0,3,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%95-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-2022/ | https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-2022/,39.0 | 68.0
קניית בית באירופה,2,0,3,https://jus-tice.co.il/low-value-invest-abroad/ | https://jus-tice.co.il/vonovia/,81.0 | 85.0
images,2,0,2,https://jus-tice.co.il/wp-content/uploads/2021/02/inheritence-order-form-300x186.jpg | https://jus-tice.co.il/wp-content/uploads/2021/02/tashirhistalkut-1-300x220.jpg,10.0 | 17.0
jus-tice.co.il,2,0,2,https://jus-tice.co.il/ | https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%9B%D7%A0%D7%A1%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,1.0 | 3.0
אמיר ברמלי ילדים,2,0,2,https://jus-tice.co.il/%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/ | https://jus-tice.co.il/labor_law/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94-%D7%94%D7%92%D7%91%D7%9C%D7%AA-%D7%9E%D7%A1%D7%A4%D7%A8-%D7%94%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%9D-%D7%91%D7%9E%D7%A7%D7%95%D7%9D/,67.0 | 81.0
אריאל ממן,2,0,2,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%A4%D7%98-%D7%90%D7%A8%D7%99%D7%90%D7%9C-%D7%9E%D7%9E%D7%9F-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A6%D7%95-%D7%94%D7%92%D7%A0%D7%94-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%9E%D7%A9%D7%A4%D7%97%D7%94-%D7%94%D7%98-40857-03-22/ | https://jus-tice.co.il/62758-11-22/,56.0 | 32.0
בעל תפקיד בבית המשפט,2,0,2,https://jus-tice.co.il/articles/%D7%9E%D7%94%D7%95-%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98/ | https://jus-tice.co.il/court-judge/,12.0 | 31.0
הדרכת+בינה+מלאכותית+לעורכי+דין+ונוטריונים,2,0,2,https://jus-tice.co.il/ | https://jus-tice.co.il/legal-courses-for-lawyers/,66.0 | 98.0
הסכם ממון ופנסיה,2,0,2,https://jus-tice.co.il/7-reasons-why-you-need-a-prenup/ | https://jus-tice.co.il/prenuptial-agreements-overview/,74.0 | 96.0
השופט שאול שוחט,2,0,2,https://jus-tice.co.il/44688-10-22/ | https://jus-tice.co.il/court-judge/,45.0 | 49.0
