full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
גולדפרב גרוס זליגמן,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
וקסלר ברגמן,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ליפא ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"עמית, פולק, מטלון ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פירון משרד עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
צמח שניידר ושות' עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ש. הורוביץ,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שבלת ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
AOi - עבדי וקנין ושות' עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"דורון, טיקוצקי ושות' עורכי דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הירש-פלק ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"וייס, פורת ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
כספי ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"מטרי מאירי וכט ושות', עורכי דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
סאליבן תל-אביב,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"סלומון ליפשיץ, יוסי לוי ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"עדי קפלן ושות', עורכי דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עמר רייטר ז'אן שוכטוביץ ושות' AYR,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
קצנל דימנט עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"רז, דלוגין ושות' עורכי דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ש. פרידמן, אברמזון ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"שטיינמץ, הרינג, גורמן ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אורן קליין חסיד גל-ים, עורכי-דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אפרים ויינשטיין עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אפרתי גלילי בן-חור צוק ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"גולדבלט גינדס יריב - חברת עו""ד",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גיל סולומון ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גרנות שפייזר עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"דן עופר ושות', עורכי-דין",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"הורביץ, אבן, אוזן ושות'",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
חדד רוט שנהר ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
י. בן-דרור עורכי דין,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
לוסטיגמן לפלר ושות',firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שלמה כהן ושות'- עורכי דין ומגשרים,firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"שנקר-לקס ושות', משרד עו""ד",firm,מיזוגים ורכישות,,,,,G2,מיזוגים ורכישות,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/30/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ERM אפשטיין רוזנבלום מעוז,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
FBC & Co פישר,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
GNY גורניצקי,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אגמון עם טולצ'ינסקי,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארדינסט, בן נתן, טולידאנו EBN",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארנון, תדמור-לוי",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
דורון אריאל ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
וקסלר ברגמן,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
יהודה רוה ושות' - משרד עורכי דין,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ליפא ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פירון משרד עורכי דין,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ש. הורוביץ,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שבלת ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"CBA שרקון, בן עמי, אשר ושות'",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברנע ג'פה לנדה,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גינדי - כספי ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"גלעד שר, תלחמי ושות' - עורכי דין",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גנגינה דן ושות',firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
זרבי ושות' משרד עורכי דין,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פרגן פלס ושות' עורכי דין,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"פריש, שפרבר, ריינהרץ ושות'",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"קרן כהן בלחרסקי, גפני, רובנסווקיל, ינקו ושות' משרד עורכי דין",firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שלמה כהן ושות'- עורכי דין ומגשרים,firm,מימון פרוייקטים,,,,,G2,מימון פרוייקטים,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/25/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
FBC & Co פישר,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
GNY גורניצקי,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אודי ברזלי - עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אלתר עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארדינסט, בן נתן, טולידאנו EBN",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ארנון, תדמור-לוי",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
בנימיני ושות',firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
ברכה ושות - בוטיק מיסים,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדמן ושות' - משרד עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ד""ר מ. דרוקר ושות' - עורכי דין ונוטריונים",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
זיו שרון ושות' עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"יולוס גזית ושות', עורכי דין",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
יוסי אלישע קלדרון ושות',firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ירון אלדר, פלר, שורץ ושות' עורכי דין",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"מאיר מזרחי עם א. רפאל ושות', עו""ד",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"משה מזרחי, נח, קריגל - עורכי דין",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"עמית, פולק, מטלון ושות'",firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
פרופ' ביין ושות' עורכי דין,firm,מיסוי,,,,,G2,מיסוי,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/20/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
