full_name,entity_type,guide_code,sample_source_url
"ג׳ולי דניאל - דוד פאל, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
"ד""ר א. קלגסבלד ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"ד""ר א. רובינשטיין - ש. יקירביץ, משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/28/
"ד""ר א. רובינשטיין - ש.יקירביץ, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
"ד""ר אורי ברעם משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_תחרות_והגבלים_עסקיים
"ד""ר אמנון בן דרור, עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"ד""ר אמנון בן-דרור, עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"ד""ר אסף פוזנר משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משרדי_עורכי_דין_מובילים_בפעילות_פרו_בונו_ותרומה_לקהילה
"ד""ר אסף פוזנר, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
"ד""ר גאי כרמי - משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
"ד""ר גאי כרמי ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"ד""ר גדעון פישר ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/25/
"ד""ר דן חי ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
"ד""ר י. וינרוט ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"ד""ר י. וינרוט ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"ד""ר יאיר ודורון שיבר - חברת עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"ד""ר יעל ארידור בר אילן - משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"ד""ר יעל ארידור בר-אילן, משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/38/
"ד""ר ישגב נקדימון - משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
"ד""ר מ. דרוקר ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
"ד""ר מ. דרוקר ושות' - עורכי דין ונוטריונים",firm,G2,https://www.bdicode.com/bdilaw2025/20/
"ד""ר עומר נירהוד משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/38/
"ד""ר פרילינג, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"ד""ר רן מובשוביץ, עורכי דין לענייני ירושה",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"ד""ר רענן הר-זהב, אדלשטיין, ברמן, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/מלכרים
"ד""ר ש. סלפוי ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/21/
"ד""ר שי פויירינג - משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
"ד""ר שלמה כהן ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_ליטיגציה
דגנית אלישיב עורכת דין ומגשרת,person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
דדוש ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
דובר - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_מנהלי
דוד ידיד משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
דוד לשם ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
דוד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
דוד פאל&ג'ולי דניאל,firm,G2,https://www.bdicode.com/bdilaw2025/34/
דוד פייל ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
"דוד, לונגו, רזניק ושות' עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
"דוד, לונגו, רזניק ושות' עורכי- דין",firm,G2,https://www.bdicode.com/bdilaw2025/22/
"דויד פראג - עו""ד, נוטריון ומגשר",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
דורון אריאל ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
דורון רוזנברג - חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
"דורון, טיקוצקי ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
"דורון, טיקוצקי ושות' עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/34/
"דורית פילו, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
"דחוח ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
דיבון-גליק ושות' משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
דיבון-קצובר - משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"דיבון-קצובר ושות' משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
דינובצקי בר ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"דליהו רונן ושות' עו""ד ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"דליהו רונן ושות', משרד עורכי דין ונוטריון",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"דלית יניב- מסר, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"דלית יניב-מסר, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/31/
דן חי ושות',firm,G2,https://www.bdicode.com/bdilaw2025/22/
"דן עופר ושות', עורכי-דין",firm,G2,https://www.bdicode.com/bdilaw2025/27/
דן צוק משרד לעריכת דין,firm,G2,https://www.bdicode.com/bdilaw2025/26/
"דנה דרזנין, עו""ד ומגשרת",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
"דנה זוהר, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
"דנה תירוש אליהו , משרד עורכי דין וגישור",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
דנהירש ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/זכיינות
דני ויצ'לבסקי עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
דני שרמן- משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
דנית אסף יהודאי - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"דנית אסף יהודאי משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"דפנה הולץ לכנר, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_מנהלי
"דפנה זיס, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/31/
דפנה פוקס ושות' עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
"דפנה פוקס ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
דפנה שמואלביץ ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"דקלה סומך קרם משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"דקר, פקס, לוי",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
"דקר, פקס, לוי - משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/34/
דר ויינברג ושות',firm,G2,https://www.bdicode.com/bdilaw2025/38/
דראי ששה ושות' - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
דרדיק גרוס ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
דרור גל רעות שגיב משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/23/
דרור גל- רעות שגיב משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
דרור יצחק ושות' - חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
דרור מתתיהו - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
דרורי - סתיו ושות',firm,G2,https://www.bdicode.com/bdilaw2025/32/
דרורי סתיו ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_Patent_Prosecution
דרזנין ושות' - משרד עורכי דין ונוטריונים,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
הד ברט- משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
הדס מיכאלי משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מימון_פרוייקטים_אנרגיה_ותשתיות
הדר ארבל - חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"הולי שוורץ, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_צבא_ובטחון
"הולין-הדס, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
"הולנדר את הולנדר משרד עו""ד ונוטריונים",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
הוניגמן אילה - עריכת דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
הוניגמן אילה עריכת דין,firm,G2,https://www.bdicode.com/bdilaw2025/23/
הופמן & פרידנברג- עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"הורביץ, אבן, אוזן ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/26/
"הורוביץ, אבן, אוזן ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
הורן ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מיזוגים_ורכישות
"הילה ויטקובסקי-פרץ עו""ד ומגשרת",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
"הילה וינטרוב- עו""ד ומגשרת",firm,G2,https://www.bdicode.com/bdilaw2025/31/
"הילה וינטרוב-עו""ד ומגשרת",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
הילה עציוני קליפר - חברת עורכי דין ומגשרים,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
הילי כרמלי מגשרת ועורכת דין,person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
"הילי פרייס קוה, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תכנון_ובניה
הירש-פלק ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הייטק
הלפרט ושות' - משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/19/
הלפרט ושות' משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
הנטר עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/17/
הראל - בן דרור ושות',firm,G2,https://www.bdicode.com/bdilaw2025/26/
הראל - בן דרור ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
הראל נבון עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
"הראל קולפ פרידר, עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/33/
הרטבי-בורנשטיין-בסון ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"הרטבי-בורנשטיין-בסון ושות', משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/19/
"הריס ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/תחבורה
הרצוג,firm,G2,https://www.bdicode.com/bdilaw2025/32/
הרצוג פוקס נאמן,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
"הרצליך לאור עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
הררי ושות',firm,G2,https://www.bdicode.com/bdilaw2025/19/
הררי טויסטר ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
וב + שות' עורכי פטנטים,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_Patent_Prosecution
"ודים (לירן) קולצ'ינסקי, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/21/
וויל עדינה משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
וולר ושות' - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/35/
וולר ושות' משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשויות_מקומיות
"ויזל, רוקח ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/19/
"ויזל, רוקח, ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
"ויינברגר ברטנטל ושות' - חברת עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/23/
וייס שוורץ קידר עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/מלכרים
"וייס, פורת ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
וייס-מאיר,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
"וינברג את וינברג, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
וינוגרד ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קרנות_השקעה
"ויקטוריה גלפנד, משרד עורכות דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
ולדמן-דוד-זוכוביצקי,firm,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מיסוי_מונציפאלי
וקסלר ברגמן,firm,G2,https://www.bdicode.com/bdilaw2025/26/
"וקסלר, ברגמן ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
"ורדי לשם רון, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לקוחות_פרטיים_נאמנויות_וניהול_הון_משפחתי
ורשה אסף ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
ורשה וייצן עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
זאב ולנר משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
זאב ליאונד ושות' עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/29/
"זאב ליאונד ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
"זאב שרף ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
זגדון פרץ כהן צדק משרד עורכי דין וגישור,firm,G2,https://www.bdicode.com/bdilaw2025/28/
"זהר רון, עו""ד נוטריונית, בוררת ומגשרת",firm,G2,https://www.bdicode.com/bdilaw2025/31/
זוהר-חאמו-זוהר עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"זוסמנוביץ גבאי ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"זוסמנוביץ ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/19/
זיו בייטל ושות חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/31/
זיו בייטל ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
זיו לב ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"זיו לב ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/38/
זיו לוטן חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
זיו שרון ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
"זילברג עמית משרד עו""ד ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
זילברג פישר - עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
זילוני - קליינמן לולצ'י,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
זכי כמאל - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/משפט_פלילי
זליגסון גבריאלי בן שפרוט (מקבוצת זליגסון גבריאלי),firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_Patent_Prosecution
זליגסון גבריאלי ושות' (מקבוצת זליגסון גבריאלי),firm,G1,https://www.duns100.co.il/rating/עורכי_דין/קניין_רוחני_ליטיגציה
"זליגסון גבריאלי ושות', מקבוצת זליגסון גבריאלי",firm,G2,https://www.bdicode.com/bdilaw2025/32/
"זמר, ברימר ושות' משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
זעירא דוד - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"זקלר ארגוב, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_תחרות_והגבלים_עסקיים
זרבי ושות' משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/25/
זרי חזן ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
ח. נועם ושות' - עורכי -דין,firm,G2,https://www.bdicode.com/bdilaw2025/32/
ח.נועם ושות' - משרד עורכי-דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
חברת גיא ויצלבסקי עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
חברת דני ויצ'לבסקי עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/19/
"חברת עו""ד אתי חסן",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"חגי שבתאי, שפירא משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/32/
"חגי שבתאי, שפירא עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
"חגי שלו, ביטון, עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
חדד רוט שנהר ושות',firm,G2,https://www.bdicode.com/bdilaw2025/22/
"חדד, רוט, שנהר ושות'- משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
חובב ביטון משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"חוסין זגייר, משרד עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
חזי רובין ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
חזני אילן ושות' - משרד עורכי דין ונוטריון,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
חיה אביסרור שמעוני,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
חיות גרינברג - חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/33/
"חיות גרינברג, חברת עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
חיים הקמן משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/28/
"חיים ולוי ושות', משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/20/
"חיים לוי ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
חיים פרנק ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח_לאומי
חיים קוסובסקי-שחור ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
חיים קליר ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ביטוח
"חיימסון סודאי ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/אגודות_שיתופיות
חיימסון סודאי ושות'-משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/32/
"חכם את אור-זך, עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/23/
"חן אביטן, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/21/
חן פישר משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
חן פישר משרד עורכי דין (2002),firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"חן, יערי, ואקי ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"חרל""פ ושות'",firm,G2,https://www.bdicode.com/bdilaw2025/28/
"חרש, ששון ושות'",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
טוני גרינמן משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/32/
טל איטקין - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"טל בן שושן - משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
טל בננסון ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"טל דננברג, משרד עו""ד",firm,G2,https://www.bdicode.com/bdilaw2025/22/
טל ספיבק משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
"טל פרושן, משרד עו""ד ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/הגירה_ואזרחות
"טל רון, דריהם ושות', חברת עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_אינטרנט
טל שגב עורך דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_ספורט
"טל, קדרי, שמיר ושות' עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
טלי בן יקיר - משרד עורכי דין וגישור,firm,G2,https://www.bdicode.com/bdilaw2025/31/
"טלי יגל עו""ד ומגשרת",person,G1,https://www.duns100.co.il/rating/עורכי_דין/גישור_משפחה_וירושה
טליה גרידיש - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/צווארון_לבן
"טליה קופלמן פרדו, שופטת בדימוס, משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
י. בן-דרור עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/מסחרי_בינלאומי
י. דורון ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
י. דורון ושות' חברת עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/38/
"י. מושקט משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/לשון_הרע
י. שפירא ושות' - עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
יאיר דוד משרד עורכי דין ונוטריון,firm,G2,https://www.bdicode.com/bdilaw2025/23/
"יאיר דוד, משרד עורכי דין ונוטריון",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
יאיר סקלסקי,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/רשלנות_רפואית
יגאל בורוכובסקי ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
יגאל בורוכובסקי ושות' - משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/26/
יהב ושות' חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
יהודה אבלס עורך דין וטוען רבני,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
יהודה רוה ושות' - משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/חדלות_פרעון
"יהודה, בכר ושות', משרד עורכי-דין",firm,G2,https://www.bdicode.com/bdilaw2025/37/
"יהודית מייזלס, משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"יואל שטרן - משרד עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
יובל ברוק משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_עבודה
"יובל זמר, משרד עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/26/
יוזוק את מלכין חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/התחדשות_עירונית
"יוזוק מלכין ושות’, עורכי דין ונוטריון",firm,G2,https://www.bdicode.com/bdilaw2025/19/
"יוחאי שלף, עו""ד (.LL.B., LL.M)",person,G1,https://www.duns100.co.il/rating/משרדי_עורכי_דין/מגשרים
יולוס גזית ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
"יולוס גזית ושות', עורכי דין",firm,G2,https://www.bdicode.com/bdilaw2025/20/
יונתן דייויס ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
יונתן סונדרס חברת עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
יונתן פרידמן ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
יוסי אלישע ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני__מיסים
יוסי אלישע קלדרון ושות',firm,G2,https://www.bdicode.com/bdilaw2025/20/
יוסי האזרחי משרדי עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
"יוסי הרשקוביץ - חברת עו""ד",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
"יוסי לוי ושות', עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/ליטיגציה_מסחרית
יוסף גיא מוסרי & מורן חביב ושות',firm,G1,https://www.duns100.co.il/rating/עורכי_דין/נדלן
יוסף ויצמן משרד עורכי דין,firm,G2,https://www.bdicode.com/bdilaw2025/21/
יוסף חן,firm,G2,https://www.bdicode.com/bdilaw2025/26/
יוסף ישורון ושות' עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/גבייה_והוצאה_לפועל
"יוסף מנדלסון ושות', משרד עורכי דין",firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_משפחה_וירושה
יוסף קוסטיקה משרד עורכי דין,firm,G1,https://www.duns100.co.il/rating/עורכי_דין/דיני_נזיקין
