post_id,post_type,status,title,slug,current_url,current_path,has_articles_prefix,modified,practice_areas,categories,source
7623,article,publish,"השופטת אריאלה גילצר כץ: תובענה ייצוגית נגד wolt וולט אנטרפריזס ישראל בע&#8221;מ (ת&#8221;צ 35327-08-20)","judge-israel-wolt-35327-08-20","https://jus-tice.co.il/articles/judge-israel-wolt-35327-08-20/","/articles/judge-israel-wolt-35327-08-20/",YES,2026-05-16T23:50:25,"83","",REST_API
7621,article,publish,"שופט רן ארנון: פיצוי 160,000 ש&#8221;ח בתביעת נזיקין של אישה כנגד בעלה בעקבות שנים רבות של התעללות (תלה&#8221;מ 48940-07-20)","decision48940-07-20","https://jus-tice.co.il/articles/decision48940-07-20/","/articles/decision48940-07-20/",YES,2026-05-16T23:34:01,"646","",REST_API
7616,article,publish,"רשלנות רפואית: שגיאות נפוצות של רופאים ובתי חולים","medical-malpractice-common-errors-doctors-hospitals","https://jus-tice.co.il/articles/medical-malpractice-common-errors-doctors-hospitals/","/articles/medical-malpractice-common-errors-doctors-hospitals/",YES,2026-05-16T23:34:01,"76","",REST_API
7618,article,publish,"רשלנות רפואית בלידה: מה זה שיתוק קלומקה?","klumpke-paralysis","https://jus-tice.co.il/articles/klumpke-paralysis/","/articles/klumpke-paralysis/",YES,2026-05-16T23:34:03,"76","",REST_API
7611,article,publish,"עו&#8221;ד רפואי | היסטוריה של הרפואה","history-of-medicine","https://jus-tice.co.il/articles/history-of-medicine/","/articles/history-of-medicine/",YES,2026-05-17T07:53:59,"","",REST_API
7601,article,publish,"הטריקים המלוכלכים ביותר בגירושין | עו&#8221;ד גירושין","divorce","https://jus-tice.co.il/articles/divorce/","/articles/divorce/",YES,2026-05-16T23:50:25,"392","",REST_API
7583,article,publish,"מקרי רשלנות רפואית דוגמאות","medical-malpractice-7583","https://jus-tice.co.il/articles/medical-malpractice-7583/","/articles/medical-malpractice-7583/",YES,2026-05-16T23:49:29,"76","",REST_API
7580,article,publish,"זיכוי מעבירות איומים ערעור פס&#8221;ד תקיפת סתם כנגד בת זוג (ע&#8221;פ 48240-04-17)","decision48240-04-17","https://jus-tice.co.il/articles/decision48240-04-17/","/articles/decision48240-04-17/",YES,2026-05-16T23:34:03,"642","",REST_API
7571,article,publish,"השופטת יעל ייטב: החלטה בדבר מינוי מומחה מטעם בית המשפט בתיק רשלנות רפואית (ת&#8221;א 50014-01-19)","decision50014-01-19","https://jus-tice.co.il/articles/decision50014-01-19/","/articles/decision50014-01-19/",YES,2026-05-16T23:34:05,"76","",REST_API
7569,article,publish,"פלילי: החלטה בערעור על חילוט רכב יוקרה בו נתפס נשק לא חוקי (עפ&#8221;ג 71869-11-21)","decision71869-11-21","https://jus-tice.co.il/articles/decision71869-11-21/","/articles/decision71869-11-21/",YES,2026-05-16T23:34:05,"656","",REST_API
7533,article,publish,"תביעה ע&#8221;ס 900,31 ₪ בעילות של הטרדה מינית , תקיפה מילולית והוצאת לשון הרע","defamation-lawsuit-900-31","https://jus-tice.co.il/articles/defamation-lawsuit-900-31/","/articles/defamation-lawsuit-900-31/",YES,2026-05-16T23:50:29,"648","",REST_API
7527,article,publish,"ערעור פלילי מס׳ 50/31 בבית המשפט העליון בשבתו כבית משפט לערעורים פליליים","court-appeal-criminal-tax-house-50","https://jus-tice.co.il/articles/court-appeal-criminal-tax-house-50/","/articles/court-appeal-criminal-tax-house-50/",YES,2026-05-16T23:50:30,"642","",REST_API
7517,article,publish,"פסק דין 2022 מאה שבעים ושמונה אלף שח פיצוי בגין הפרה-יסודית של הסכם מכר מקרקעין פרדס חנה כרכור (ת&#8221;א 22695-02-20)","decision22695-02-20","https://jus-tice.co.il/articles/decision22695-02-20/","/articles/decision22695-02-20/",YES,2026-05-16T23:34:05,"234","",REST_API
7507,article,publish,"עורך דין פלילי | עורך דין וייטנאם","vietnam-lawyer","https://jus-tice.co.il/articles/vietnam-lawyer/","/articles/vietnam-lawyer/",YES,2026-05-16T23:34:07,"170","",REST_API
7502,article,publish,"הפחתה בעונש כסעד במסגרת הגנה מן הצדק- פגיעה בזכויות נאשם שנדקר במעצר (ת&#8221;פ 37975-11-17)","decision37975-11-17","https://jus-tice.co.il/articles/decision37975-11-17/","/articles/decision37975-11-17/",YES,2026-05-16T23:34:07,"642","",REST_API
7499,article,publish,"הרשעה בביצוע עבירות מין בשתי נשים, ללא הסכמתן ותוך ניצול העובדה שהיו שתויות (שיכורות משתית אלכוהול) במצב המונע מהן לתת הסכמה חופשית (תפ&#8221;ח 31783-04-21)","decision31783-04-21","https://jus-tice.co.il/articles/decision31783-04-21/","/articles/decision31783-04-21/",YES,2026-05-16T23:34:07,"642","",REST_API
7496,article,publish,"אישור תביעה ייצוגית נגד אייס ACE הסדר פשרה שלפיו ייהנו לקוחות אייס מפיצוי כספי (ת&#8221;צ 49576-05-20)","decision49576-05-20","https://jus-tice.co.il/articles/decision49576-05-20/","/articles/decision49576-05-20/",YES,2026-05-16T23:34:10,"232","",REST_API
7491,article,publish,"עורך דין סין | עו&#8221;ד ישראלי בסין | לווי משפטי משרד בסין","china-lawyers","https://jus-tice.co.il/articles/china-lawyers/","/articles/china-lawyers/",YES,2026-05-16T23:34:10,"308","",REST_API
7487,article,publish,"פלילי: הרשעת נאשם בשורה של עבירות מין ומעשים מגונים שביצע במספר קטינים (תפח&#8221;ע 26551-01-21)","sex-offenses-criminal-defendant-26551-01-21","https://jus-tice.co.il/articles/sex-offenses-criminal-defendant-26551-01-21/","/articles/sex-offenses-criminal-defendant-26551-01-21/",YES,2026-05-16T23:50:29,"656","",REST_API
7485,article,publish,"פיצוי כספי 30,000 ומתן צו מניעה בגין הפליה אסורה &#8220;מחמת דת או מחמת קבוצה דתית&#8221; מסעדה לא כשרה (ת&#8221;א 15566-11-18)","injunction-compensation-30-000-15566-11-18","https://jus-tice.co.il/articles/injunction-compensation-30-000-15566-11-18/","/articles/injunction-compensation-30-000-15566-11-18/",YES,2026-05-16T23:50:32,"648","",REST_API
7480,article,publish,"פס&#8221;ד &#8211; ניהול תביעת גירושין מחו&#8221;ל באמצעות מורשה וזום כאשר הנתבע מתנגד &#8211; 1268530-3 &#8211; ביה&#8221;ד אשקלון‎‎","rabbinical-court-verdict-lawsuit-divorce-1268530-3","https://jus-tice.co.il/articles/rabbinical-court-verdict-lawsuit-divorce-1268530-3/","/articles/rabbinical-court-verdict-lawsuit-divorce-1268530-3/",YES,2026-05-16T23:50:32,"392","",REST_API
7478,article,publish,"פסק דין בו אושרה בקשה לאישור פסק חוץ בשוויץ (ת&#8221;א 58589-11-21)","decision58589-11-21","https://jus-tice.co.il/articles/decision58589-11-21/","/articles/decision58589-11-21/",YES,2026-05-16T23:34:10,"646","",REST_API
7473,article,publish,"פיצויים עונשיים | מהו פיצוי עונשי?","punitive-damage","https://jus-tice.co.il/articles/punitive-damage/","/articles/punitive-damage/",YES,2026-05-16T23:34:13,"76","",REST_API
7464,article,publish,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי תקיפה שבוצעו בה בהיותה קטינה (ת&#8221;א 37784-01-16)","decision58450-02-22","https://jus-tice.co.il/articles/decision58450-02-22/","/articles/decision58450-02-22/",YES,2026-05-16T23:34:13,"648","",REST_API
7460,article,publish,"פסק דין: מתן צו-מניעה זמני בעסקת מכר (ת&#8221;א 58450-02-22)","decision58450-02-22-7460","https://jus-tice.co.il/articles/decision58450-02-22-7460/","/articles/decision58450-02-22-7460/",YES,2026-05-16T23:34:13,"234","",REST_API
7457,article,publish,"פס&#8221;ד בערר של זוג שמבקש לבטל שומת מס רכישה בטענה שאושר להם למכור את דירתם במועד מאוחר יותר (ו&#8221;ע 63044-06-20)","purchase-tax-verdict-claim-63044-06-20","https://jus-tice.co.il/articles/purchase-tax-verdict-claim-63044-06-20/","/articles/purchase-tax-verdict-claim-63044-06-20/",YES,2026-05-16T23:50:32,"234","",REST_API
7455,article,publish,"השופט יחזקאל אליהו: החלטה בבקשה לצרף תובענה להליך אזרחי המתקיים בבית משפט במחוז אחר במסגרת סכסוך בין בני זוג (תלה&#8221;מ 34809-06-21)","court-judge-decision-request-process-civil","https://jus-tice.co.il/articles/court-judge-decision-request-process-civil/","/articles/court-judge-decision-request-process-civil/",YES,2026-05-16T23:50:34,"639","",REST_API
7453,article,publish,"תעבורה: זיכוי נהג משאית שהואשם בגרימת מוות ברשלנות (גמ&#8221;ר 56-03-20)","acquittal-56-03-20","https://jus-tice.co.il/articles/acquittal-56-03-20/","/articles/acquittal-56-03-20/",YES,2026-05-16T23:50:34,"97","",REST_API
7446,article,publish,"עורך דין פלילי סרי לנקה | ייצוג עורך דין בסרי לנקה","criminal-law-lawyer-representation","https://jus-tice.co.il/articles/criminal-law-lawyer-representation/","/articles/criminal-law-lawyer-representation/",YES,2026-05-17T07:54:19,"170","",REST_API
7441,article,publish,"חקירת ביטוח: חברת הביטוח מחויבת למסור לעיון התובע את מלוא חומר החקירה מכוח הלכת סוויסה","insurance-company-prosecutor-investigation-ruling","https://jus-tice.co.il/articles/insurance-company-prosecutor-investigation-ruling/","/articles/insurance-company-prosecutor-investigation-ruling/",YES,2026-05-16T23:50:36,"34","",REST_API
7426,article,publish,"הסמכת תובעים פליליים ברשויות המקומיות ובוועדות המקומיות לתכנון ולבניה","criminal","https://jus-tice.co.il/articles/criminal/","/articles/criminal/",YES,2026-05-16T23:50:36,"170","",REST_API
7424,article,publish,"מערך התביעה הפלילית ברשויות המקומיות  ובוועדות המקומיות לתכנון ולבנייה","lawsuit-criminal","https://jus-tice.co.il/articles/lawsuit-criminal/","/articles/lawsuit-criminal/",YES,2026-05-16T23:50:39,"170","",REST_API
7421,article,publish,"סגירת תיק פלילי בעילת &#8220;חוסר ראיות&#8221; ובעילת &#8220;העדר אשמה&#8221;","criminal-evidence","https://jus-tice.co.il/articles/criminal-evidence/","/articles/criminal-evidence/",YES,2026-05-16T23:50:41,"170","",REST_API
7400,article,publish,"עורך דין הודו | עו&#8221;ד ישראלי בהודו","india-lawyers","https://jus-tice.co.il/articles/india-lawyers/","/articles/india-lawyers/",YES,2026-05-17T07:54:01,"308","",REST_API
7397,article,publish,"כללי מינימום סטנדרטיים לטיפול באסירים לפי אמנת ז&#8217;נבה | עו&#8221;ד פלילי","standard-minimum-rules-for-treatment-of-prisoners","https://jus-tice.co.il/articles/standard-minimum-rules-for-treatment-of-prisoners/","/articles/standard-minimum-rules-for-treatment-of-prisoners/",YES,2026-05-16T23:34:16,"170","",REST_API
7386,article,publish,"אקטואר מהו? מדע אקטוארי","article-7386","https://jus-tice.co.il/articles/article-7386/","/articles/article-7386/",YES,2026-05-16T23:50:41,"34","",REST_API
7384,article,publish,"זיכוי נאשם בתקיפת בת זוג מחמת הספק | שופט איל כהן ת&#8221;פ36253-05-20","acquittal-defendant-judge-36253-05-20","https://jus-tice.co.il/articles/acquittal-defendant-judge-36253-05-20/","/articles/acquittal-defendant-judge-36253-05-20/",YES,2026-05-16T23:50:41,"656","",REST_API
7249,article,publish,"מדוע עורכי דין בעיר תל אביב נחשבים למובחרים ביותר?","tel-aviv-city-best-lawyers","https://jus-tice.co.il/articles/tel-aviv-city-best-lawyers/","/articles/tel-aviv-city-best-lawyers/",YES,2026-05-16T23:34:16,"308","",REST_API
7346,article,publish,"עו&#8221;ד פלילי: ייעוץ ראשוני לנאשם בפלילים","criminal-consultation-defendant","https://jus-tice.co.il/articles/criminal-consultation-defendant/","/articles/criminal-consultation-defendant/",YES,2026-05-16T23:50:43,"170","",REST_API
7334,article,publish,"חלוקת דירה שיתופית בגירושין- בהסתמך על מחיר שמאות או במחיר התמחרות שוק","apartment-divorce-price-appraisal","https://jus-tice.co.il/articles/apartment-divorce-price-appraisal/","/articles/apartment-divorce-price-appraisal/",YES,2026-05-16T23:50:43,"392","",REST_API
7323,article,publish,"האם ליקויי בניה נזילות מים ורטיבות בדירה שנרכשה מקבלן מצדיקים את ביטול הסכם הרכישה","decision28925-09-17","https://jus-tice.co.il/articles/decision28925-09-17/","/articles/decision28925-09-17/",YES,2026-05-16T23:34:18,"234","",REST_API
7319,article,publish,"ערעור בגין הטלת עיצומים מנהלים בסך 329,700 ש&#8221;ח בשל הפרות הנטענות של חוק הגנת הצרכן, מצג שווא בדבר חוב שלא קיים והפרות חובות גילוי בנושאים שונים (עש&#8221;א 1838-03-21)","decision1838-03-21","https://jus-tice.co.il/articles/decision1838-03-21/","/articles/decision1838-03-21/",YES,2026-05-16T23:34:18,"312","",REST_API
7316,article,publish,"פיצוי 2,616,347 ש&#8221;ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה במפרץ חניה לאוטובוסים (ת&#8221;א 17331-01-17)","decision17331-01-17","https://jus-tice.co.il/articles/decision17331-01-17/","/articles/decision17331-01-17/",YES,2026-05-16T23:34:18,"648","",REST_API
7310,article,publish,"השופטת עפרה גיא: פסק דין בעניין תביעות רכושיות של בני זוג שנפרדו (תלה&#8221;מ 66529-11-19)","family-law","https://jus-tice.co.il/articles/family-law/","/articles/family-law/",YES,2022-06-02T13:58:48,"651","",REST_API
7305,article,publish,"מהי רשלנות | עוולת הרשלנות","article-7305","https://jus-tice.co.il/articles/article-7305/","/articles/article-7305/",YES,2026-05-16T23:50:43,"76","",REST_API
7303,article,publish,"הצעת חוק דיני ממונות, התשע&#8221;א-2011 עם הסברים","law-laws-2011","https://jus-tice.co.il/articles/law-laws-2011/","/articles/law-laws-2011/",YES,2026-05-16T23:50:45,"76","",REST_API
7301,article,publish,"גירושין: האם חל חרם דרבנו גרשום כאשר נמצא פסול בגט ואישה מסרבת לקבל גט שני","divorce-get-divorce","https://jus-tice.co.il/articles/divorce-get-divorce/","/articles/divorce-get-divorce/",YES,2026-05-16T23:50:45,"392","",REST_API
7285,article,publish,"ביה&#8221;ד הארצי לעבודה, סגן הנשיאה השופט אילן איטח: פס&#8221;ד בנושא פגיעה באירוע תאונתי בעבודה (בר&#8221;ע 13759-08-21)","decision13759-08-21","https://jus-tice.co.il/articles/decision13759-08-21/","/articles/decision13759-08-21/",YES,2026-05-16T23:34:20,"309","",REST_API
7279,article,publish,"השופט נפתלי שילה: הרחבת זמני שהות לאדם ללא מעמד הורי (תרומת זרע) (רמ&#8221;ש 3127-04-22)","decision3127-04-22","https://jus-tice.co.il/articles/decision3127-04-22/","/articles/decision3127-04-22/",YES,2026-05-16T23:34:20,"651","",REST_API
7276,article,publish,"פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס הכנסה | פסק דין עליון ע&#8221;א  6077/20","decision6077-20","https://jus-tice.co.il/articles/decision6077-20/","/articles/decision6077-20/",YES,2026-05-16T23:34:20,"656","",REST_API
7266,article,publish,"השופט פליקס גורודצקי: פס&#8221;ד גירושין בתביעות לפסיקת דין הצהרתי לחזקת שיתוף בנכסים, ביטול עסקת מתנה, עוולת לשון הרע ועוד (תלה&#8221;מ 23472-02-20)","decision23472-02-20","https://jus-tice.co.il/articles/decision23472-02-20/","/articles/decision23472-02-20/",YES,2026-05-16T23:34:23,"392","",REST_API
7264,article,publish,"השופט ארז שני: פס&#8221;ד במספר תובענות לזכייה בעיזבונן של שתי מנוחות – אם ובת (ת&#8221;ע 47098-04-21)","decision47098-04-21","https://jus-tice.co.il/articles/decision47098-04-21/","/articles/decision47098-04-21/",YES,2026-05-16T23:34:23,"646","",REST_API
7262,article,publish,"הנדון: חסיון עורך דין – לקוח לעומת חובת עורך דין כלפי בית הדין בעלות חשש לרמייה והונאה של הלקוח את בית הדין וחשד למעורבותו של עורך הדין","lawyer-rabbinical-court-law-ownership-fraud-house","https://jus-tice.co.il/articles/lawyer-rabbinical-court-law-ownership-fraud-house/","/articles/lawyer-rabbinical-court-law-ownership-fraud-house/",YES,2026-05-16T23:50:45,"646","",REST_API
7260,article,publish,"פס&#8221;ד &#8211; הסכם ממון שנחתם ובוטל בפני נוטריון; העברת רישום דירה מבעלות בלעדית לבעלות משותפת &#8211; 1283069-6 &#8211; ביה&#8221;ד חיפה","prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment","https://jus-tice.co.il/articles/prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment/","/articles/prenuptial-agreement-rabbinical-court-haifa-verdict-notary-apartment/",YES,2026-05-16T23:50:49,"651","",REST_API
7258,article,publish,"גירושין רבני קביעת בעלות דירה שנקנתה ע&#8221;י שעבוד נכס אחד הצדדים","divorce-ownership-apartment-property","https://jus-tice.co.il/articles/divorce-ownership-apartment-property/","/articles/divorce-ownership-apartment-property/",YES,2026-05-16T23:50:49,"392","",REST_API
7256,article,publish,"רבני מזונות ילדים יסודות חיוב בדמי טיפול","child-support","https://jus-tice.co.il/articles/child-support/","/articles/child-support/",YES,2026-05-16T23:50:49,"635","",REST_API
7254,article,publish,"השופטת הילה גורביץ עובדיה: פס&#8221;ד שעניינו בתביעת מזונות, זמני שהות שווים, אך בין ההורים פערי הכנסה משמעותיים (תלה&#8221;מ 5987-10-16)","decision5987-10-16","https://jus-tice.co.il/articles/decision5987-10-16/","/articles/decision5987-10-16/",YES,2026-05-16T23:34:23,"635","",REST_API
7231,article,publish,"השופטת עידית בן דב ג&#8217;וליאן: פס&#8221;ד תביעת אב לביטול התחייבות ליתן מתנה במקרקעין לבתו הנתבעת (תמ&#8221;ש 13846-03-18)","decision13846-03-18","https://jus-tice.co.il/articles/decision13846-03-18/","/articles/decision13846-03-18/",YES,2026-05-16T23:34:25,"651","",REST_API
7228,article,publish,"פסק דין בו נדחית התנגדות לקיום צוואת המנוח ונקבע כי יש לקיימה | ת&#8221;ע 32910-02-19","decision32910-02-19","https://jus-tice.co.il/articles/decision32910-02-19/","/articles/decision32910-02-19/",YES,2026-05-16T23:34:25,"68","",REST_API
7225,article,publish,"דחיית תביעת פיצויים עובד זר מאריתראה כנגד מסעדה | פסק דין סע&#8221;ש 3695-02-19","3695-02-19-labour-court-decision","https://jus-tice.co.il/articles/3695-02-19-labour-court-decision/","/articles/3695-02-19-labour-court-decision/",YES,2026-05-16T23:34:25,"83","",REST_API
7223,article,publish,"ערכו של צ&#8217;ק מזוייף: שיק אשר חתימת עושהו זויפה, אינו אלא פיסת נייר בעלמא | תא&#8221;מ14605-01-18מנחם נ&#8217; לוי ואח&#8217;","signing-14605-01-18","https://jus-tice.co.il/articles/signing-14605-01-18/","/articles/signing-14605-01-18/",YES,2026-05-16T23:50:51,"","",REST_API
7199,article,publish,"עורך דין גירושין, דיני משפחה וצוואות | עורך דין גירושין המלצות","family-law-lawyer-divorce-wills-law-recommendations","https://jus-tice.co.il/articles/family-law-lawyer-divorce-wills-law-recommendations/","/articles/family-law-lawyer-divorce-wills-law-recommendations/",YES,2026-05-16T23:50:52,"392","",REST_API
7208,article,publish,"חיוב מזונות קטני קטנים מחיוב משפטי או מדין צדקה? תיק 1190454/6","alimony-law-1190454-6","https://jus-tice.co.il/articles/alimony-law-1190454-6/","/articles/alimony-law-1190454-6/",YES,2026-05-16T23:50:51,"646","",REST_API
7197,article,publish,"פס&#8221;ד &#8211; חלוקת &#8216;אופציות&#8217; ומניות &#8211; 1268522-4 &#8211; ביה&#8221;ד פתח תקווה","petah-tikva-rabbinical-court-verdict-8216-1268522-4","https://jus-tice.co.il/articles/petah-tikva-rabbinical-court-verdict-8216-1268522-4/","/articles/petah-tikva-rabbinical-court-verdict-8216-1268522-4/",YES,2026-05-16T23:50:54,"651","",REST_API
7195,article,publish,"תביעה כספית שהגישה האם נגד בנה ונגד רעייתו לשעבר של בנה שגרו בביתה(תמ&#8221;ש 15974-11-20)","decision15974-11-20","https://jus-tice.co.il/articles/decision15974-11-20/","/articles/decision15974-11-20/",YES,2026-05-16T23:34:28,"651","",REST_API
7193,article,publish,"ניכור הורי: החלטה הדוחה בקשה לזימון עדים להוכחת תביעת נזקין כנגד האם (רמ&#8221;ש 60362-03-22)","decision60362-03-22","https://jus-tice.co.il/articles/decision60362-03-22/","/articles/decision60362-03-22/",YES,2026-05-16T23:34:28,"651","",REST_API
7191,article,publish,"תביעת אישה לפיצוי מוסכם בגין הפרת הסכם מכר נגד בן זוגה לשעבר (תמ&#8221;ש 21029-12-21)","decision21029-12-21","https://jus-tice.co.il/articles/decision21029-12-21/","/articles/decision21029-12-21/",YES,2026-05-16T23:34:28,"651","",REST_API
7189,article,publish,"גז&#8221;ד כולל סוגיות בנוגע לנפגעי עבירות מין (תפח&#8221;ע 26671-07-21)","decision26671-07-21","https://jus-tice.co.il/articles/decision26671-07-21/","/articles/decision26671-07-21/",YES,2026-05-16T23:34:30,"656","",REST_API
7187,article,publish,"פס&#8221;ד העוסק בסכסוך בין שני אחים סביב הלוואות נטענות  (עמ&#8221;ש 56258-02-22)","decision56258-02-22","https://jus-tice.co.il/articles/decision56258-02-22/","/articles/decision56258-02-22/",YES,2026-05-16T23:34:30,"651","",REST_API
7185,article,publish,"ערעור על גובה המזונות הערכת יכולות כלכליות ופוטנציאל הכנסה (עמ&#8221;ש 60567-12-21)","decision60567-12-21","https://jus-tice.co.il/articles/decision60567-12-21/","/articles/decision60567-12-21/",YES,2026-05-16T23:34:30,"651","",REST_API
7181,article,publish,"סעיף 35 לחוק הירושה: התנגדות לקיום צוואה התקבלה הבן היורש היה מעורב בעריכת הצוואה (ת&#8221;ע 15094-01-18)","decision15094-01-18","https://jus-tice.co.il/articles/decision15094-01-18/","/articles/decision15094-01-18/",YES,2026-05-16T23:34:32,"651","",REST_API
7179,article,publish,"השופטת הילה מלר שלו: הכרעה בעניין מחלוקות כספיות משימוש בדירה לאחר מות האם (תמ&#8221;ש 54477-10-18)","decision54477-10-18","https://jus-tice.co.il/articles/decision54477-10-18/","/articles/decision54477-10-18/",YES,2026-05-16T23:34:32,"651","",REST_API
7177,article,publish,"פס&#8221;ד בתביעה לאכיפת הסכם גירושין תשלום חובות ומזונות (תלה&#8221;מ 56187-03-21)","decision56187-03-21","https://jus-tice.co.il/articles/decision56187-03-21/","/articles/decision56187-03-21/",YES,2026-05-16T23:34:32,"651","",REST_API
7174,article,publish,"פס&#8221;ד בערעור שעניינו חוקיות חיפוש סמים (ע&#8221;פ 10297-09-21)","decision10297-09-21","https://jus-tice.co.il/articles/decision10297-09-21/","/articles/decision10297-09-21/",YES,2026-05-16T23:34:35,"170","",REST_API
7170,article,publish,"פס&#8221;ד בתובענה של אישה לביצוע פס&#8221;ד בנוגע לדירה שבבעלות בן זוגה לשעבר (תלה&#8221;מ 35787-02-22)","verdict-apartment-ownership-35787-02-22","https://jus-tice.co.il/articles/verdict-apartment-ownership-35787-02-22/","/articles/verdict-apartment-ownership-35787-02-22/",YES,2026-05-16T23:50:54,"651","",REST_API
7168,article,publish,"האם ניתן להציג חוות דעת פרטית למומחה שמונה מטעם בית המשפט? (רמ&#8221;ש 6211-04-22)","legal-opinion-expert-house-6211-04-22","https://jus-tice.co.il/articles/legal-opinion-expert-house-6211-04-22/","/articles/legal-opinion-expert-house-6211-04-22/",YES,2026-05-16T23:50:54,"651","",REST_API
7166,article,publish,"פס&#8221;ד &#8211; תביעת כתובה שהגישו יורשי האישה נגד עזבון בעלה מנישואים שניים כשברור שלא התפיס צררי &#8211; 1303958-1 &#8211; ביה&#8221;ד חיפה‎‎","rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1","https://jus-tice.co.il/articles/rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1/","/articles/rabbinical-court-haifa-verdict-lawsuit-ketubah-1303958-1/",YES,2026-05-16T23:50:56,"651","",REST_API
7164,article,publish,"פס&#8221;ד &#8211; הפסד כתובה באישה שיזמה את הגירושין &#8211; 1236570-2 &#8211; ביה&#8221;ד חיפה‎‎","rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2","https://jus-tice.co.il/articles/rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2/","/articles/rabbinical-court-haifa-verdict-ketubah-divorce-1236570-2/",YES,2026-05-16T23:50:56,"651","",REST_API
7162,article,publish,"פס&#8221;ד &#8211; דחיית בקשה לביטול צו ירושה בגלל צוואה ש&#8217;נמצאה&#8217; לאחר שנים רבות &#8211; 491180-3 &#8211; ביה&#8221;ד חיפה‎‎","inheritance-order-rabbinical-court-haifa-verdict-request-cancellation","https://jus-tice.co.il/articles/inheritance-order-rabbinical-court-haifa-verdict-request-cancellation/","/articles/inheritance-order-rabbinical-court-haifa-verdict-request-cancellation/",YES,2026-05-16T23:50:56,"651","",REST_API
7160,article,publish,"האם הבעל רשאי לעכב את הגט בטענה שערכאות בארה&#8221;ב היטו את דינו &#8211; 1345115-4 &#8211; ביה&#8221;ד ירושלים","jerusalem-rabbinical-court-get-divorce-claim-1345115-4","https://jus-tice.co.il/articles/jerusalem-rabbinical-court-get-divorce-claim-1345115-4/","/articles/jerusalem-rabbinical-court-get-divorce-claim-1345115-4/",YES,2026-05-16T23:50:58,"651","",REST_API
7158,article,publish,"פס&#8221;ד &#8211; הסכם מתנה בין בני זוג כמבסס קניין ומוכיח כוונת שיתוף אף ללא רישום &#8211; 809633-3 &#8211; ביה&#8221;ד הגדול‎‎","rabbinical-court-verdict-agreement-809633-3","https://jus-tice.co.il/articles/rabbinical-court-verdict-agreement-809633-3/","/articles/rabbinical-court-verdict-agreement-809633-3/",YES,2026-05-16T23:50:58,"651","",REST_API
7156,article,publish,"דחיית דרישה לעיכוב גירושין לשם הזמת טענות שלא החל בירורן שפסיקת הגירושין אינה מושתתת עליהן ושהזמתן מבוקשת לצורך הליך אחר &#8211; 1353339-1 &#8211; ביה&#8221;ד הגדול‎‎","rabbinical-court-divorce-claims-process-1353339-1","https://jus-tice.co.il/articles/rabbinical-court-divorce-claims-process-1353339-1/","/articles/rabbinical-court-divorce-claims-process-1353339-1/",YES,2026-05-16T23:50:58,"651","",REST_API
7153,article,publish,"פס&#8221;ד &#8211; חיוב גט בגין מאיסות אישה בבעל פירוד ממושך ומשניכר כי פני הצדדים לגירושין &#8211; 1343730-1 &#8211; ביה&#8221;ד הגדול","rabbinical-court-verdict-get-divorce-divorce-1343730-1","https://jus-tice.co.il/articles/rabbinical-court-verdict-get-divorce-divorce-1343730-1/","/articles/rabbinical-court-verdict-get-divorce-divorce-1343730-1/",YES,2026-05-16T23:51:01,"651","",REST_API
7145,article,publish,"עונש פלילי נאשם ברצח אישה בנתניה (תפ&#8221;ח 4710-11-18)","punishment-criminal-defendant-4710-11-18","https://jus-tice.co.il/articles/punishment-criminal-defendant-4710-11-18/","/articles/punishment-criminal-defendant-4710-11-18/",YES,2026-05-16T23:51:01,"656","",REST_API
7140,article,publish,"אישור תביעה ייצוגית מקדונלד&#8217;ס טענת הטעייה בהגדלת התוספת והשתייה","approval-lawsuit","https://jus-tice.co.il/articles/approval-lawsuit/","/articles/approval-lawsuit/",YES,2026-05-16T23:51:01,"","",REST_API
7124,article,publish,"הכנות לגירושין: מה לעשות עכשיו אם אתה שוקל להתגרש","what-to-do-now-if-you-are-considering-a-divorce","https://jus-tice.co.il/articles/what-to-do-now-if-you-are-considering-a-divorce/","/articles/what-to-do-now-if-you-are-considering-a-divorce/",YES,2026-05-16T23:34:34,"392","",REST_API
7122,article,publish,"פסק דין בערעור על החלטה בעניין מזונות זמניים ללא שנבדקו צרכי הילדים ונקבעו רמות שכר (רמ&#8221;ש 29980-04-22)","verdict-appeal-decision-alimony-29980-04-22","https://jus-tice.co.il/articles/verdict-appeal-decision-alimony-29980-04-22/","/articles/verdict-appeal-decision-alimony-29980-04-22/",YES,2026-05-16T23:51:03,"651","",REST_API
7113,article,publish,"חלוקת דירה הרשומה על שם האישה משיקולי מס אשר נרכשה מכספים משותפים","apartment-tax-partners","https://jus-tice.co.il/articles/apartment-tax-partners/","/articles/apartment-tax-partners/",YES,2026-05-16T23:51:03,"646","",REST_API
