tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position
3-seen-not-clicked,11910,articles,https://jus-tice.co.il/what-is-cyberattack/,מתקפת סייבר מהי? הגדרות מונחים והכרת טכנולוגיות בתחום התקפת סייבר,,,,7113,2025-02-01,2026-05-16,38,0,39.8
3-seen-not-clicked,20494,page,https://jus-tice.co.il/family-law-tiberias/,"עורך דין משפחה טבריה: גירושין, מזונות 2025","עורך דין משפחה טבריה | גירושין, מזונות 2025 | Jus-Tice",,,147,2026-05-23,2026-07-12,38,0,7.9
3-seen-not-clicked,3254,articles,https://jus-tice.co.il/medical-institute-for-road-safety/,המכון הרפואי לבטיחות בדרכים,"%%title%% %%page%% %%sep%% עו""ד זימון למכון הרפואי לבטיחות בדרכים והגשת ערר %%sep%% %%sitename%%","תקציר לגוגל: קיבלתם זימון מהמרב""ד? פנו אל עורך דין לתעבורה אשר ייצג אתכם מול גורם זה ויעשה כל שניתן כדי למנוע את שלילת רישיונכם.",,1208,2021-05-03,2026-05-16,37,0,66.7
3-seen-not-clicked,4995,articles,https://jus-tice.co.il/companies-ordinance-1962-israel-corporate-law/,"חוק הכשרות המשפטית והאפוטרופסות, תשכ""ב-1962 עם הסברים",,,,28530,2021-06-10,2026-05-22,37,0,38.9
3-seen-not-clicked,5824,articles,https://jus-tice.co.il/verdict-39841-11-20/,"פס""ד בנושא הטרדה מינית מסוג ""באדי שוט"" בבר (ע""ע 39841-11-20)",,,דיני עבודה,23408,2021-08-08,2026-05-16,37,0,7.5
3-seen-not-clicked,6901,articles,https://jus-tice.co.il/evidence-law-israel-criminal-civil/,חזקת חוב לצד ג' שאכן חוב הוא ובר־איזון וחובת הראיה על הטוען אחרת | איזון משאבים,,,פסקי דין חשובים,60642,2022-03-15,2026-05-22,37,0,7.5
3-seen-not-clicked,8007,articles,https://jus-tice.co.il/lawyer-licensing-business/,עורך דין רישוי עסקים,,,עורך דין,65,2022-11-06,2026-05-16,37,0,41.3
3-seen-not-clicked,12546,articles,https://jus-tice.co.il/chambers-and-partners/,Chambers and Partners,,,,22186,2025-05-27,2026-05-17,37,0,21.0
3-seen-not-clicked,2235,articles,https://jus-tice.co.il/covid-19-employment-rights-israel-employer/,הנחיות להתמודדות עם נגיף הקורונה 19-COVID,,,,61805,2020-04-16,2026-05-22,36,0,11.6
3-seen-not-clicked,3592,articles,https://jus-tice.co.il/small-business-startup-costs/,עלויות הקמה ראשונות לעסקים קטנים,,,מסחרי-אזרחי,2255,2021-06-01,2026-05-17,36,0,6.1
3-seen-not-clicked,5986,articles,https://jus-tice.co.il/extension-of-detention-for-more-than-thirty-days/,הארכת מעצר מעל שלושים ימים,,,משפט פלילי,3882,2021-08-14,2026-05-18,36,0,44.2
3-seen-not-clicked,6433,articles,https://jus-tice.co.il/common-law-divorce-cohabiting-partners-israel/,גירושין - כספים משותפים שהועברו בדרכי מרמה לצדדים שלישיים בהסכמת הצדדים,,,דיני משפחה,18389,2021-09-30,2026-05-22,36,0,29.5
3-seen-not-clicked,10371,articles,https://jus-tice.co.il/decision53041-12-20a/,"ביהמ""ש לענייני משפחה חדרה, השופטת יפעת שקדי שץ: פס""ד עניינים רכושיים, ביטול רשיון שימוש מקרקעין והמשמעות של הסכם נישואין כהסכם לפי חוק יחסי ממון (תמ""ש 53041-12-20)",,,פסקי דין חשובים,17621,2023-12-07,2026-05-16,36,0,8.6
3-seen-not-clicked,5967,articles,https://jus-tice.co.il/marijuana-possession-us-law/,"החזקת מריחואנה: חוקים ועונשים בארה""ב",,,משפט פלילי,1669,2021-08-12,2026-05-18,35,0,7.1
3-seen-not-clicked,8793,articles,https://jus-tice.co.il/list-of-types-of-fraud/,עורך דין פלילי הונאה |  סוגי הונאה,,,משפט פלילי,2560,2023-03-14,2026-05-18,35,0,60.8
3-seen-not-clicked,10008,articles,https://jus-tice.co.il/approval-notarial/,תעודת רופא | אישור נוטריוני,,,משרד המשפטים,3384,2023-09-19,2026-05-16,35,0,14.7
3-seen-not-clicked,11904,articles,https://jus-tice.co.il/cybercrime-lawyer-roll/,סקירה ממבט אישי על תפקידו של עורך דין לענייני פשעי סייבר,,,סייבר,8364,2025-02-01,2026-05-16,35,0,83.6
3-seen-not-clicked,20302,page,https://jus-tice.co.il/prenuptial-agreement-guide/,"הסכם קדם נישואין: מה כולל, מתי כדאי ועלות","הסכם קדם נישואין | מה כולל, מתי כדאי ועלות | Jus-Tice",,,533,2026-05-23,2026-07-12,35,0,65.6
3-seen-not-clicked,20484,page,https://jus-tice.co.il/family-law-beit-shemesh/,"עורך דין משפחה בית שמש: גירושין, גט, מזונות","עורך דין משפחה בית שמש | גירושין, גט, מזונות | Jus-Tice",,,152,2026-05-23,2026-07-12,35,0,8.3
3-seen-not-clicked,20511,page,https://jus-tice.co.il/real-estate-lawyer-rishon-lezion/,עורך דין מקרקעין ראשון לציון: מחירים ושירותים,עורך דין מקרקעין ראשון לציון | מחירים ושירותים | Jus-Tice,,,140,2026-05-23,2026-07-12,35,0,44.3
3-seen-not-clicked,5459,articles,https://jus-tice.co.il/dissolution-partnership-homestead-ruling-20848-02-18/,"פירוק שיתוף בנחלה לפי הלכת השיתוף (תלה""מ 20848-02-18)",,,,11609,2021-06-30,2026-05-16,34,0,21.8
3-seen-not-clicked,7276,articles,https://jus-tice.co.il/decision6077-20/,"פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס הכנסה | פסק דין עליון ע""א  6077/20",,,עורך דין פלילי פסקי דין 2022,28843,2022-05-29,2026-05-16,34,0,15.9
3-seen-not-clicked,8160,articles,https://jus-tice.co.il/verdict-estate-48305-12-21/,"פס""ד שעניינו מינוי מנהל עיזבון זמני במקום קבוע (עמ""ש 48305-12-21)",,,פסקי דין גירושין דיני משפחה 2022,4545,2022-12-05,2026-05-16,34,0,15.4
3-seen-not-clicked,8318,articles,https://jus-tice.co.il/doctor-role-duties-professional-obligations-israel/,מהו רופא מה תפקידו וחובותיו המקצועיות,,,,533,2022-12-15,2026-05-22,34,0,22.3
3-seen-not-clicked,8538,articles,https://jus-tice.co.il/lawyers-criminal/,עורכי דין פליליים מפורסמים במדיה סרטים וטלוויזיה,,,משפט פלילי,820,2023-02-13,2026-05-18,34,0,26.4
3-seen-not-clicked,10089,articles,https://jus-tice.co.il/lawyer-real-estate-laws-land-israel/,עורך דין מקרקעין | חוקי הקרקע והקניין בישראל,,,"מקרקעין | נדל""ן",9382,2023-09-28,2026-05-16,34,0,9.3
3-seen-not-clicked,11643,articles,https://jus-tice.co.il/27404-01-23/,"השופט אפרים צ'יזיק: פס""ד בעניין התנגדויות לקיום שתי צווי צוואת של מנוחה על ידי בנותיה (ת""ע 27404-01-23)",,,דיני משפחה,12924,2024-12-16,2026-05-16,34,0,10.3
3-seen-not-clicked,20390,page,https://jus-tice.co.il/real-estate-lawyer-modiin/,עורך דין מקרקעין מודיעין: מחירים ושירותים,עורך דין מקרקעין מודיעין | מחירים ושירותים | Jus-Tice,,,139,2026-05-23,2026-07-12,34,0,21.9
3-seen-not-clicked,20499,page,https://jus-tice.co.il/family-law-eilat/,"עורך דין משפחה אילת: גירושין, מזונות 2025","עורך דין משפחה אילת | גירושין, מזונות 2025 | Jus-Tice",,,161,2026-05-23,2026-07-12,34,0,13.9
3-seen-not-clicked,5555,articles,https://jus-tice.co.il/israel-mediation-criminal-8360-19/,ע”פ 8360/19 – דניאל זיסמן נגד מדינת ישראל | גישור פלילי,,,משפט פלילי,7375,2021-07-04,2026-05-18,33,0,10.1
3-seen-not-clicked,3222,articles,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,עורך דין תאונות דרכים,"%%title%% %%page%% %%sep%% עו""ד מומחה לתאונות דרכים %%sep%% %%sitename%%","עורך דין תאונות דרכים - ליווי משפטי מלא לנהגים אשר היו מעורבים בתאונת דרכים. בין אם מדובר במקרה של חבלה של ממש ובין או תוצאה טרגית של מוות, זקוק הנהג לייצוג משפטי מקצועי.",דיני נזיקין,1094,2021-04-27,2026-05-16,32,0,91.9
3-seen-not-clicked,6132,articles,https://jus-tice.co.il/personal-injury-lawsuit-23601-10-19/,"נפילה בזמן רכיבה על אופנים חשמליים כביש משובש | תביעת נזקי גוף של אב ובנו הקטין שנפלו בזמן רכיבה על אופנים בשל כביש משובש ברמת גן (ת""א 23601-10-19)",,,דיני נזיקין,8092,2021-08-29,2026-05-16,32,0,46.9
3-seen-not-clicked,7055,articles,https://jus-tice.co.il/attorney-compensation-13590-07-17/,"חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הריסה (ת""א 13590-07-17)",,,,15051,2022-05-10,2026-05-16,32,0,31.6
3-seen-not-clicked,8928,articles,https://jus-tice.co.il/rabbinical-court-property-owners/,מכירת נכס בהוראת בית דין ללא הסכמת הבעלים,,,דיני משפחה,7393,2023-03-21,2026-05-16,32,0,43.1
3-seen-not-clicked,12123,articles,https://jus-tice.co.il/decision24104-03-19/,"פסק דין - האישה זכאית לחצי מהבית כולל המגרש למרות טענות להברחת נכסים| השופטת אפרת ונקרט (תלה""מ 24104-03-19)",,,דיני משפחה,23711,2025-03-04,2026-07-02,32,0,11.0
3-seen-not-clicked,2477,articles,https://jus-tice.co.il/conviction-acquittal-proceedings-criminal/,שיעורי הרשעה וזיכוי בהליכים פליליים,,,משפט פלילי,19164,2020-09-26,2026-05-18,31,0,15.0
3-seen-not-clicked,5809,articles,https://jus-tice.co.il/offense-5809/,טופס הצהרת נפגע/ת עבירה,,,משפט פלילי,604,2021-08-08,2026-05-18,31,0,12.5
3-seen-not-clicked,6464,articles,https://jus-tice.co.il/report-crime/,דווח על פשע,,,משפט פלילי,4166,2021-10-03,2026-05-18,31,0,37.1
3-seen-not-clicked,6847,articles,https://jus-tice.co.il/judge-decision-request-rights-apartment-50682-04-17/,"השופטת אורית בן דור ליבל: החלטה בבקשה לסעד הצהרתי על זכויות בדירה (תמ""ש 50682-04-17)",,,פסקי דין חשובים,12756,2022-03-08,2026-05-16,31,0,13.5
3-seen-not-clicked,8083,articles,https://jus-tice.co.il/abuse-of-process/,שימוש לרעה בהליכים משפטיים,,,עורך דין,670,2022-11-21,2026-05-16,31,0,16.3
3-seen-not-clicked,8177,articles,https://jus-tice.co.il/verdict-alimony-appeal-3-49763-12-21/,"דמי מזונות והוצאות החינוך והבריאות של 3 קטינים ערעור פס""ד (עמ""ש 49763-12-21)",,,פסקי דין גירושין דיני משפחה 2022,5411,2022-12-08,2026-05-16,31,0,44.0
3-seen-not-clicked,8358,articles,https://jus-tice.co.il/rights-law-process-34613-02-22/,"בירור זכויות בת זוג מכוח חוק יחסי ממון למרות שבת הזוג לא צורפה כצד להליך (עמ""ש 34613-02-22)",,,פסקי דין חשובים,10740,2023-01-04,2026-05-16,31,0,12.2
3-seen-not-clicked,8465,articles,https://jus-tice.co.il/witness-18194-04-22/,"קביעת מועד הקרע לעניין איזון המשאבים בין בני זוג (תלה""מ 18194-04-22)",,,דיני משפחה,4535,2023-01-25,2026-05-16,31,0,20.3
3-seen-not-clicked,9544,articles,https://jus-tice.co.il/arrest-investigation/,צו מעצר אירופי | צו חקירה אירופי,,,משפט פלילי,12268,2023-05-27,2026-05-16,31,0,15.0
3-seen-not-clicked,9550,articles,https://jus-tice.co.il/criminal-law-counsel/,עורך דין פלילי אינטרפול,,,משפט פלילי,6960,2023-05-27,2026-05-18,31,0,10.1
3-seen-not-clicked,6123,articles,https://jus-tice.co.il/verdict-arrest-house-complete-israel-5743/,"שחרור זדורוב למעצר בית פסק דין מלא בש""פ 5743 מדינת ישראל נ' רומן זדורוב",,,פלילי פסקי דין חשובים,9703,2021-08-26,2026-05-16,30,0,14.1
3-seen-not-clicked,8234,articles,https://jus-tice.co.il/lawyers-mediation-divorce-experts-2023/,תהליך גישור גירושין בשנת 2023- כל מה חייבים לדעת מעורכי דין מומחים לגישור בגירושין,,,עורך דין,779,2022-12-11,2026-05-16,30,0,90.9
3-seen-not-clicked,8571,articles,https://jus-tice.co.il/2542-10-22/,"פס""ד דין הדוחה בקשה למתן צו הגנה לאישה, ילדיה ואמה (ה""ט 2542-10-22)",,,פלילי פסקי דין חשובים,779,2023-02-15,2026-05-16,30,0,6.8
3-seen-not-clicked,8746,articles,https://jus-tice.co.il/9230-03-20/,"השופטת ורד שביט-פינקלשטיין: פס""ד בתביעת אח נגד שלושת אחיו לפירוק שיתוף בדירה שהתקבלה בירושה (תמ""ש 9230-03-20)",,,דיני משפחה,10186,2023-03-09,2026-05-16,30,0,11.9
3-seen-not-clicked,9583,articles,https://jus-tice.co.il/human-trafficking/,"עו""ד פלילי סחר בבני אדם",,,משפט פלילי,14240,2023-05-31,2026-05-16,30,0,15.3
3-seen-not-clicked,10175,articles,https://jus-tice.co.il/common-construction-defects-and-how-to-manage-them/,דירה חדשה רכישה | ליקויי בנייה נפוצים וכיצד לטפל בהם,,,"מקרקעין | נדל""ן",3358,2023-10-04,2026-05-16,30,0,59.4
3-seen-not-clicked,20348,page,https://jus-tice.co.il/child-support-calculation/,"חישוב מזונות ילדים: טבלאות, נוסחה, מה מגיע","חישוב מזונות ילדים | טבלאות, נוסחה, מה מגיע | Jus-Tice",,,274,2026-05-23,2026-07-12,30,0,90.0
3-seen-not-clicked,20359,page,https://jus-tice.co.il/divorce-spousal-support/,"מזונות אישה בגירושין: מתי מגיע, כמה, כמה זמן","מזונות אישה בגירושין | מתי מגיע, כמה, כמה זמן | Jus-Tice",,,456,2026-05-23,2026-07-12,30,0,47
3-seen-not-clicked,2839,articles,https://jus-tice.co.il/penal-code-israel-criminal-law-guide/,נטל ההוכחה לקיומו של סייג לאחריות פלילית רובץ על כתפיו של הטוען לכך,,,משפט פלילי,476,2020-11-01,2026-05-22,29,0,13.8
3-seen-not-clicked,7067,articles,https://jus-tice.co.il/personal-injury-car-accident-compensation-bus/,פיצוי 448 אלף שח לעובד שהחליק על רצפה רטובה,,,דיני נזיקין,19656,2022-05-11,2026-05-22,29,0,14.1
3-seen-not-clicked,7079,articles,https://jus-tice.co.il/verdict-compensation-lawsuit/,פסק דין פיצויי פיטורין תביעה להרמת מסך התקבלה,,,,16750,2022-05-12,2026-05-16,29,0,13.0
3-seen-not-clicked,11428,articles,https://jus-tice.co.il/portugal-homes/,"Portugal Homes | חברת ייעוץ נדל""ן בינלאומית",,,פורטוגל,227,2024-07-27,2026-05-16,29,0,26.7
3-seen-not-clicked,11651,articles,https://jus-tice.co.il/qualities-best-divorce-attorneys/,"מהם המאפיינים של עורך דין טוב לגירושין? | כיצד לבחור עו""ד גירושין מתאים לך",,,דיני משפחה,1599,2024-12-16,2026-05-16,29,0,57
3-seen-not-clicked,20347,page,https://jus-tice.co.il/sexual-harassment-complaint/,"הגשת תלונה על הטרדה מינית: שלבים, מה לצפות","הגשת תלונה על הטרדה מינית | שלבים, מה לצפות | Jus-Tice",,,515,2026-05-23,2026-07-12,29,0,35.8
3-seen-not-clicked,20487,page,https://jus-tice.co.il/real-estate-lawyer-beit-shemesh/,עורך דין מקרקעין בית שמש: מחירים ושירותים,עורך דין מקרקעין בית שמש | מחירים ושירותים | Jus-Tice,,,135,2026-05-23,2026-07-12,29,0,7.7
3-seen-not-clicked,1910,articles,https://jus-tice.co.il/company-law-israel-incorporation-guide/,חברת תעופה פשטה את הרגל סוכנות הנסיעות אחראית להחזר כספי?,,,,6212,2020-03-20,2026-05-22,28,0,5.9
3-seen-not-clicked,5351,articles,https://jus-tice.co.il/lawsuits-alimony-custody/,תביעות בין בני זוג לשעבר על מזונות ומשמורת על בת קטינה משותפת,,,דיני משפחה,14578,2021-06-16,2026-05-16,28,0,6.8
3-seen-not-clicked,5867,articles,https://jus-tice.co.il/judge-decision-request-13574-08-21/,"השופט אילן בן-דור: החלטה בעניין בקשה להחזרת ציוד שהוחרם (בע""א 13574-08-21)",,,,6362,2021-08-11,2026-05-16,28,0,8.4
3-seen-not-clicked,7033,articles,https://jus-tice.co.il/law-offenses-11078-11-21/,"גזר-דין למורשע בעבירות איומים כלפי גרושתו (ת""פ 11078-11-21)",,,פלילי פסקי דין חשובים,4049,2022-05-08,2026-05-16,28,0,10.1
3-seen-not-clicked,7059,articles,https://jus-tice.co.il/criminal-acquittal-4122-08-21/,"פלילי: זיכוי מכתב-האישום נוכח תחולתה של הגנת ""זוטי דברים"" (ת""פ 4122-08-21)",,,משפט פלילי,15364,2022-05-11,2026-05-18,28,0,45.5
3-seen-not-clicked,8669,articles,https://jus-tice.co.il/insolvency/,חדלות פירעון,,,מסחרי-אזרחי,12543,2023-03-01,2026-05-16,28,0,51
3-seen-not-clicked,20308,page,https://jus-tice.co.il/discrimination-at-work/,"אפליה בעבודה: זכויות, תביעה ופיצויים","אפליה בעבודה | זכויות, תביעה ופיצויים | Jus-Tice",,,502,2026-05-23,2026-07-12,28,0,29.4
3-seen-not-clicked,9002,articles,https://jus-tice.co.il/3859-11-20/,"השופטת אורית בן דור ליבל: פס""ד שעניינו לאיזון משאבים ולחלוקת רכוש ובתביעה למזונות ילדים בין בני זוג לשעבר (תלה""מ 3859-11-20)",,,דיני משפחה,25367,2023-03-23,2026-05-16,27,0,10.4
3-seen-not-clicked,11455,articles,https://jus-tice.co.il/20847-10-23/,"ביהמ""ש המחוזי בת""א: פס""ד בנושא דמי תיווך: זכאות לדמי תיווך ללא חוזה בכתב",,,"מקרקעין | נדל""ן",4720,2024-08-12,2026-05-16,27,0,12.0
3-seen-not-clicked,11898,articles,https://jus-tice.co.il/urban-planning-greece-review-israelis-2025/,"מגמות והתפתחויות בתחום הבנייה הירוקה, תכנון עירוני ופרויקטים אנרגטיים ביוון - סקירה 2025 לישראלים",,,"מקרקעין | נדל""ן",9806,2025-01-29,2026-05-16,27,0,6
3-seen-not-clicked,20334,page,https://jus-tice.co.il/medical-malpractice-cost/,כמה עולה תביעת רשלנות רפואית: מחירים ומה לצפות,כמה עולה תביעת רשלנות רפואית | מחירים ומה לצפות | Jus-Tice,,,390,2026-05-23,2026-07-12,27,0,27.7
3-seen-not-clicked,20500,page,https://jus-tice.co.il/breach-of-contract-israel/,"הפרת חוזה בישראל: סעדים, פיצויים, תביעה","הפרת חוזה בישראל | סעדים, פיצויים, תביעה | Jus-Tice",,,289,2026-05-23,2026-07-12,27,0,64.5
3-seen-not-clicked,6145,articles,https://jus-tice.co.il/verdict-house-israel/,פסק דין דיבה מני נפתלי אב הבית במעון ראש ממשלת ישראל בנימין נתניהו,,,לשון הרע,50661,2021-08-31,2026-05-16,26,0,12.1
3-seen-not-clicked,6628,articles,https://jus-tice.co.il/verdict-judge-lawsuit-69909-11-18/,"השופט אביים ברקאי: פס""ד בתביעת שכ""ט עו""ד כנגד לקוחה לשעבר (ת""א 69909-11-18)",,,עורך דין,9316,2022-02-08,2026-05-16,26,0,11.5
3-seen-not-clicked,6903,articles,https://jus-tice.co.il/child-alimony-calculation-father-obligation-israel/,"קביעת גדר חיוב האב במזונות קטנים מעל גיל שש, על פי שיטת הרשבא",,,פסקי דין חשובים,18104,2022-03-15,2026-05-22,26,0,13.5
3-seen-not-clicked,6927,articles,https://jus-tice.co.il/prenuptial-agreement-rabbinical-court-approval-agreement-divorce-law/,"'חובת אישור הסכם המהווה השלמה להסכם ממון או גירושין, אף אם הוגדר 'הסכם מכר', ובטלותו משאושר שלא כדין - 1333563-1 - ביה''ד הגדול'‎‎",,,פסקי דין חשובים,4723,2022-03-21,2026-05-16,26,0,64.5
3-seen-not-clicked,8310,articles,https://jus-tice.co.il/tips-guides-ranking-lawyers-law/,"טיפים לעו""ד כיצד להכנס למדריכים דירוג עורכי הדין המובילים בעולם",,,עורך דין,309,2022-12-15,2026-05-16,26,0,18.9
3-seen-not-clicked,9554,articles,https://jus-tice.co.il/cyber-laws/,הגדרת דיני סייבר,,,סייבר,25431,2023-05-27,2026-05-17,26,0,21.0
3-seen-not-clicked,11615,articles,https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law/,"בגידה, ניאוף ובגידה זוגית | דיני משפחה וגירושין",,,דיני משפחה,1760,2024-11-03,2026-05-16,26,0,15.2
3-seen-not-clicked,19313,articles,https://jus-tice.co.il/sex-offenses/,"עבירות מין | סוגי עבירות, עונשים, הגנה וזכויות",,,משפט פלילי,1769,2026-05-14,2026-07-02,26,0,40.7
3-seen-not-clicked,20328,page,https://jus-tice.co.il/copyright-infringement-israel/,"הפרת זכויות יוצרים בישראל: מה אסור, פיצויים, מה עושים","הפרת זכויות יוצרים בישראל | מה אסור, פיצויים, מה עושים | Jus-Tice",,,484,2026-05-23,2026-07-12,26,0,70.4
3-seen-not-clicked,20354,page,https://jus-tice.co.il/divorce-pension-split/,"חלוקת פנסיה בגירושין: כיצד מחשבים, מה מגיע","חלוקת פנסיה בגירושין | כיצד מחשבים, מה מגיע | Jus-Tice",,,478,2026-05-23,2026-07-12,26,0,70.8
3-seen-not-clicked,6644,articles,https://jus-tice.co.il/divorce-property-division-real-estate-ruling-52531/,"האם ניתן לבטל עסקת רכישת משקפיים שהוזמנו במפרט מיוחד עבור לקוח? (ת""ק 52531-03-21)",,,,4270,2022-02-09,2026-05-22,25,0,11.5
3-seen-not-clicked,6680,articles,https://jus-tice.co.il/defamation-6680/,מסגרת נורמטיבית פרסום לשון הרע,,,,2657,2022-02-10,2026-05-16,25,0,13.1
3-seen-not-clicked,11425,articles,https://jus-tice.co.il/edp-energias-de-portugal/,EDP - Energias de Portugal,,,פורטוגל,3288,2024-07-27,2024-07-27,25,0,7.6
3-seen-not-clicked,8995,articles,https://jus-tice.co.il/verdict-family-alimony-21976-01-20/,"משפחה ב""ש, סגנית הנשיא רותם קודלר עיאש: פס""ד בעניין מזונות (תלה""מ 21976-01-20)",,,דיני משפחה,5723,2023-03-23,2026-05-16,24,0,13.4
3-seen-not-clicked,20420,page,https://jus-tice.co.il/divorce-financial-planning/,"תכנון פיננסי בגירושין: נכסים, מס, חובות","תכנון פיננסי בגירושין | נכסים, מס, חובות | Jus-Tice",,,235,2026-05-23,2026-07-12,24,0,34.6
3-seen-not-clicked,1728,articles,https://jus-tice.co.il/custody-alimony-ruling-new-919-15/,משמורת מזונות | ההלכה החדשה במזונות 919/15,,,דיני משפחה,10962,2020-03-15,2026-05-16,23,0,36.1
3-seen-not-clicked,8009,articles,https://jus-tice.co.il/ownership-business/,טופס הצהרה בעקבות שינוי בעלות בעסק,,,רישוי עסקים,645,2022-11-06,2026-05-16,23,0,16.4
3-seen-not-clicked,11379,articles,https://jus-tice.co.il/skadden-arps-slate-meagher-flom/,"Skadden, Arps, Slate, Meagher & Flom | סקאדן (משרד עורכי דין)",,,עורך דין,2804,2024-07-23,2026-05-16,23,0,6.7
3-seen-not-clicked,1695,articles,https://jus-tice.co.il/proceedings-divorce-claim-israel/,"הליכי גירושין: מבחן מירב הזיקות- טענה כי בימ""ש בישראל אינו הפורום הנאות",,,דיני משפחה,4247,2020-03-11,2026-05-16,22,0,11.8
3-seen-not-clicked,5399,articles,https://jus-tice.co.il/rabbinical-court-jerusalem-verdict-8537-18-24/,"דיון נוסף פס""ד הבוגדת: דנג""ץ 8537/18 פלוני נ. בית הדין הרבני הגדול בירושלים (24.06.2021)",,,,73575,2021-06-27,2026-05-16,22,0,19.5
3-seen-not-clicked,6435,articles,https://jus-tice.co.il/common-law-spouses-rights-property-custody-alimony/,זכויות רכוש משמורת ומזונות ידועים בציבור,,,דיני משפחה,19980,2021-09-30,2026-05-16,22,0,7.3
3-seen-not-clicked,6514,articles,https://jus-tice.co.il/criminal-law-news-updates-israel-2025/,חדשות פלילי מתעדכן,,,משפט פלילי,4364,2021-10-12,2026-05-22,22,0,16.3
3-seen-not-clicked,7460,articles,https://jus-tice.co.il/decision58450-02-22-7460/,"פסק דין: מתן צו-מניעה זמני בעסקת מכר (ת""א 58450-02-22)",,,"מקרקעין | נדל""ן",4642,2022-06-14,2026-05-16,22,0,24.5
3-seen-not-clicked,7934,articles,https://jus-tice.co.il/legal-rights-article-7934-israel-court-ruling/,כיצד לשכור מפתח אתרים,,,,4843,2022-10-28,2026-05-22,22,0,18.9
3-seen-not-clicked,10508,articles,https://jus-tice.co.il/real-estate-registration-procedure-in-israel/,real estate registration procedure in israel,,,"מקרקעין | נדל""ן",125517,2023-12-19,2023-12-19,22,0,9.8
3-seen-not-clicked,10541,articles,https://jus-tice.co.il/land-registration/,מרשם המקרקעין |  פנקס זכויות מקרקעין,,,"מקרקעין | נדל""ן",854,2023-12-21,2026-05-16,22,0,15.5
3-seen-not-clicked,10916,articles,https://jus-tice.co.il/cascais/,"נדל""ן קשקאיש פורטוגל  |  Cascais לווי משפטי עו""ד נדל""ן קשקאיש",,,פורטוגל,5726,2024-02-26,2026-05-16,22,0,15.9
3-seen-not-clicked,11866,articles,https://jus-tice.co.il/prenup-not-valid/,"פסק דין תלה""מ 34872-06-22 | הסכם הממון נמצא לא תקף הגרושה קיבלה חלק מהאימפריה הכלכלית",,,דיני משפחה,8329,2025-01-20,2026-05-16,22,0,10.5
3-seen-not-clicked,2599,articles,https://jus-tice.co.il/supreme-court-7023-19-constitutional-petition/,"ע""א 7023/19 פלוני נ. פלוני",,,,51220,2020-10-12,2026-05-22,21,0,15.5
3-seen-not-clicked,6454,articles,https://jus-tice.co.il/verdict-agreement-judge-israel/,הפרה של הסכם זכיינות | השופט עדי הדר | פסק דין הלוי נ׳ פט ביי ישראל,,,מסחרי-אזרחי,10515,2021-10-01,2026-05-16,21,0,8.4
3-seen-not-clicked,7679,articles,https://jus-tice.co.il/judge-decision-20794-07-22/,"השופט אלון אינפלד: החלטה שיש בה הצעה להרחיב החריגים לכלל הפוסל עדויות שמיעה (עמ""ת 20794-07-22)",,,פלילי פסקי דין חשובים,10596,2022-08-31,2026-05-16,21,0,8
3-seen-not-clicked,8344,articles,https://jus-tice.co.il/child-support-verdict-lawsuit-agreement-41188-08-20/,"פס""ד בתביעה להפחתת מזונות ילדים שנקבעו בהסכם פרידה ויחסי ממון (תלה""מ 41188-08-20)",,,דיני משפחה,13372,2023-01-03,2026-05-16,21,0,44.4
3-seen-not-clicked,11679,articles,https://jus-tice.co.il/divorce-consultation-guide/,ייעוץ גירושין מדריך מקיף | פגישת ייעוץ לפני גירושין,ייעוץ גירושין מדריך מקיף | פגישת ייעוץ לפני גירושין,,דיני משפחה,5419,2024-12-25,2026-05-16,21,0,88.5
3-seen-not-clicked,1709,articles,https://jus-tice.co.il/cancellation-will-18595-01-17/,"ביטול צוואה מאוחרת בשל השפעה בלתי הוגנת | ת""ע 18595-01-17",,,דיני משפחה,14685,2020-03-12,2026-05-16,20,0,10.8
3-seen-not-clicked,7319,articles,https://jus-tice.co.il/decision1838-03-21/,"ערעור בגין הטלת עיצומים מנהלים בסך 329,700 ש""ח בשל הפרות הנטענות של חוק הגנת הצרכן, מצג שווא בדבר חוב שלא קיים והפרות חובות גילוי בנושאים שונים (עש""א 1838-03-21)",,,מסחרי-אזרחי,8534,2022-06-02,2026-05-16,20,0,12.8
3-seen-not-clicked,7899,articles,https://jus-tice.co.il/lawyers-consultation-international-jus-tice/,ייעוץ משפטי אאוטסורסינג בינלאומי Jus-Tice משרות עורכי דין השמה,,,עורך דין,1924,2022-10-23,2026-05-16,20,0,28.1
3-seen-not-clicked,10670,articles,https://jus-tice.co.il/banking-financ-portugal/,חוקי בנקאות ופיננסים פורטוגל | סקירת שוק הלוואות ומימון בפורטוגל,,,פורטוגל,12149,2024-02-03,2026-05-16,20,0,8.1
3-seen-not-clicked,11263,articles,https://jus-tice.co.il/law-firm-family-law-partnership/,משרד עורכי דין דיני משפחה בשותפות,,,דיני משפחה,457,2024-07-07,2026-05-16,20,0,43.9
