family_head_term,family_key,severity,total_clicks,total_impressions,designated_winner,competing_urls,url_metrics,resolutions
הזמנת חומר חקירה,הזמנת חומר חקירה,MEDIUM,0,14,https://jus-tice.co.il/articles/בקשה-להעתקת-חומרי-חקירה-ומסמכים-בהליכ/,https://jus-tice.co.il/articles/בקשה-להעתקת-חומרי-חקירה-ומסמכים-בהליכ/;https://jus-tice.co.il/בקשה-לעיון-בחומר-חקירה-לפי-סעיף-74-לחסדפ/;https://jus-tice.co.il/request-investigation-proceedings-prosecution-law/,0c/10i/p31.0;0c/3i/p49.7;0c/1i/p21.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→בקשה להעתקת חומרי חקירה
המלצות על אשרת שהייה בקפריסין,המלצות על אשרת שהייה בקפריסין,MEDIUM,0,14,https://jus-tice.co.il/שוק-הנדלן-בקפריסין/,https://jus-tice.co.il/שוק-הנדלן-בקפריסין/;https://jus-tice.co.il/cyprus-lawyer/;https://jus-tice.co.il/golden-visa/,0c/7i/p47.6;0c/6i/p95.8;0c/1i/p70.0,WINNER;DIFFERENTIATE→עורך דין בקפריסין;DIFFERENTIATE→ויזת זהב הונגריה
הסדרי ראיה חגים וחופשות,הסדרי ראיה חגים וחופשות,MEDIUM,0,14,https://jus-tice.co.il/1027470-24/,https://jus-tice.co.il/1027470-24/;https://jus-tice.co.il/psakdin/תביעה-למזונות-אישה-וקטינות/,0c/11i/p78.1;0c/3i/p97.0,WINNER;DIFFERENTIATE→
העברת משרדים גדולים המובילים בדירוג,העברת משרדים גדולים המובילים בדירוג,MEDIUM,0,14,https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation/,https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation/;https://jus-tice.co.il/dun-bradstreet/,0c/10i/p29.2;0c/4i/p30.0,WINNER;DIFFERENTIATE→dun & bradstreet
אחוז הרשעה בישראל,אחוז הרשעה בישראל,MEDIUM,0,13,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/;https://jus-tice.co.il/israel-crime-statistics/;https://jus-tice.co.il/הליך-המעצר-כמה-עולה-עורך-דין-מעצרים-מחירון-עוד-פלילי/,0c/7i/p39.3;0c/5i/p87.8;0c/1i/p84.0,WINNER;DIFFERENTIATE→משטרת ישראל השנתון הסטטיסטי;DIFFERENTIATE→
איך מנסחים תנאי שימוש,איך מנסחים תנאי שימוש,MEDIUM,0,13,https://jus-tice.co.il/sample-terms-and-conditions-template/,https://jus-tice.co.il/sample-terms-and-conditions-template/;https://jus-tice.co.il/force-majeure/,0c/9i/p20.4;0c/4i/p37.2,WINNER;DIFFERENTIATE→סעיף כוח עליון דוגמא
אישור עבודה חיוני,אישור עבודה חיוני,MEDIUM,0,13,https://jus-tice.co.il/labor_law/קורונה-הגבלת-מספר-העובדים-במקום-עבודה/,https://jus-tice.co.il/labor_law/קורונה-הגבלת-מספר-העובדים-במקום-עבודה/;https://jus-tice.co.il/labor_law/תקנות-קורונה-הגבלת-מספר-העובדים-במקום/,0c/9i/p95.0;0c/4i/p97.8,WINNER;DIFFERENTIATE→
אפוטרופוס ייפוי כוח מתמשך,אפוטרופוס ייפוי כוח מתמשך,MEDIUM,0,13,https://jus-tice.co.il/epa-guide-qa/,https://jus-tice.co.il/epa-guide-qa/;https://jus-tice.co.il/continuous-power-of-attorney-israel/,0c/10i/p46.4;0c/3i/p64.0,WINNER;DIFFERENTIATE→עורך דין ייפוי כוח מתמשך ישראל
ביטקוין חולון,ביטקוין חולון,MEDIUM,0,13,https://jus-tice.co.il/קטגוריות-מאמרים/בלוקציין-ומטבעות-קריפטוגרפים/,https://jus-tice.co.il/קטגוריות-מאמרים/בלוקציין-ומטבעות-קריפטוגרפים/;https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work/,0c/10i/p43.8;0c/3i/p43.0,WINNER;DIFFERENTIATE→איך ביטקוין עובד
בית המשפט העליון דיונים,בית המשפט העליון דיונים,MEDIUM,0,13,https://jus-tice.co.il/supreme-court-of-israel/,https://jus-tice.co.il/supreme-court-of-israel/;https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/,0c/9i/p25.6;0c/4i/p37.8,WINNER;DIFFERENTIATE→בית המשפט העליון החלטות
בית המשפט העליון שופטים,בית המשפט העליון שופטים,MEDIUM,0,13,https://jus-tice.co.il/court-judge/,https://jus-tice.co.il/court-judge/;https://jus-tice.co.il/supreme-court-of-israel/,0c/8i/p31.4;0c/5i/p25.6,WINNER;DIFFERENTIATE→
בציבור טלגרם,בציבור טלגרם,MEDIUM,0,13,https://jus-tice.co.il/53431-10-21/,https://jus-tice.co.il/53431-10-21/;https://jus-tice.co.il/עונש-פלילי-על-הפצת-תכנים-מיניים-בטלגרם-גזר-דין/,0c/9i/p75.1;0c/4i/p63.2,WINNER;DIFFERENTIATE→
בקשה לצו קיום צוואה בית הדין הרבני,בקשה לצו קיום צוואה בית הדין הרבני,MEDIUM,0,13,https://jus-tice.co.il/what-is-a-probate-order/,https://jus-tice.co.il/what-is-a-probate-order/;https://jus-tice.co.il/wp-content/uploads/2020/01/כתב-תביעה-ת.ע-18.09.2023-קוד-הטופס-305-016-05.pdf/,0c/8i/p38.4;0c/5i/p66.8,WINNER;DIFFERENTIATE→
ברוקר חוזי הפרשים,ברוקר חוזי הפרשים,MEDIUM,0,13,https://jus-tice.co.il/investment-loss-compensation/,https://jus-tice.co.il/investment-loss-compensation/;https://jus-tice.co.il/עורך-דין-פורקס-forex/,0c/10i/p49.3;0c/3i/p73.0,WINNER;DIFFERENTIATE→
בתי משפט נט,בתי משפט נט,MEDIUM,0,13,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/;https://jus-tice.co.il/online-family-law-services/;https://jus-tice.co.il/wp-content/uploads/2019/03/ביהד-הארצי-לעבודה-ש-גליקסמן-המצאת-כתבי-בי-דין-באמצעות-נט-המשפט.pdf/,0c/6i/p50.8;0c/5i/p80.6;0c/2i/p71.0,WINNER;DIFFERENTIATE→דיני משפחה עורך דין;DIFFERENTIATE→
גדעון פישר ושות,גדעון פישר ושות,MEDIUM,0,13,https://jus-tice.co.il/articles/דר-גדעון-פישר-ושות-משרד-עורכי-דין/,https://jus-tice.co.il/articles/דר-גדעון-פישר-ושות-משרד-עורכי-דין/;https://jus-tice.co.il/law-firm-11566/,0c/10i/p11.2;0c/3i/p18.0,WINNER;DIFFERENTIATE→פישר עורכי דין
גילצר כץ אריאלה,גילצר כץ אריאלה,MEDIUM,0,13,https://jus-tice.co.il/האם-יש-מקום-להכיר-בשליחים-של-וולט-כעובדי-וולט/,https://jus-tice.co.il/האם-יש-מקום-להכיר-בשליחים-של-וולט-כעובדי-וולט/;https://jus-tice.co.il/court-judge/,0c/10i/p35.8;0c/3i/p83.0,WINNER;DIFFERENTIATE→מערכת המשפט בישראל
דמי מזונות לשלושה ילדים,דמי מזונות לשלושה ילדים,MEDIUM,0,13,https://jus-tice.co.il/מחשבון-מזונות-ילדים/,https://jus-tice.co.il/מחשבון-מזונות-ילדים/;https://jus-tice.co.il/מזונות-והוצאות-החינוך-והבריאות-של-3-קטינים-ערעור-פסד-עמש-49763-12-21/,0c/10i/p58.2;0c/3i/p60.3,WINNER;DIFFERENTIATE→
דרוש גרמנית,דרוש גרמנית,MEDIUM,0,13,https://jus-tice.co.il/german-passport/,https://jus-tice.co.il/german-passport/;https://jus-tice.co.il/germany-lawyers/,0c/9i/p81.1;0c/4i/p80.5,WINNER;DIFFERENTIATE→עורך דין גרמניה
האנוסים בפורטוגל,האנוסים בפורטוגל,MEDIUM,0,13,https://jus-tice.co.il/portuguese-nationality-law-jewish-return/,https://jus-tice.co.il/portuguese-nationality-law-jewish-return/;https://jus-tice.co.il/portuguese-people/,0c/5i/p36.6;0c/8i/p58.9,WINNER;DIFFERENTIATE→העם הפורטוגזי
הבועל אישה שלא בהסכמתה,הבועל אישה שלא בהסכמתה,MEDIUM,0,13,https://jus-tice.co.il/sexual-offenses/,https://jus-tice.co.il/sexual-offenses/;https://jus-tice.co.il/sex-crime-lawyer/;https://jus-tice.co.il/חוק-העונשין/,0c/7i/p46.9;0c/5i/p58.6;0c/1i/p75.0,WINNER;DIFFERENTIATE→הגנה משפטית עבירות מין;DIFFERENTIATE→
הגנה על בית המגורים,הגנה על בית המגורים,MEDIUM,0,13,https://jus-tice.co.il/השופט-אריאל-ממן-החלטה-למתן-צו-הגנה-למניעת-אלימות-במשפחה-הט-40857-03-22/,https://jus-tice.co.il/השופט-אריאל-ממן-החלטה-למתן-צו-הגנה-למניעת-אלימות-במשפחה-הט-40857-03-22/;https://jus-tice.co.il/18744-11-18/,0c/8i/p99.2;0c/5i/p82.4,"WINNER;DIFFERENTIATE→ביהמ""ש לענייני משפחה פ""ת, ש' אפרת ונקרט: פס""ד בשאלת"
הגשת ייפוי כוח רפואי,הגשת ייפוי כוח רפואי,MEDIUM,0,13,https://jus-tice.co.il/epa-guide-qa/,https://jus-tice.co.il/epa-guide-qa/;https://jus-tice.co.il/continuous-power-of-attorney-israel/,0c/8i/p70.9;0c/5i/p78.8,WINNER;DIFFERENTIATE→עורך דין ייפוי כוח מתמשך ישראל
הורשע,הורשע,MEDIUM,0,13,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/,https://jus-tice.co.il/psakdin/שיעורי-הרשעה-וזיכוי-בהליכים-פליליים/;https://jus-tice.co.il/criminal-law/,0c/9i/p77.2;0c/4i/p64.5,WINNER;DIFFERENTIATE→
היחידה הארצית לחקירות הונאה,היחידה הארצית לחקירות הונאה,MEDIUM,0,13,https://jus-tice.co.il/lahav-433-guide/,https://jus-tice.co.il/lahav-433-guide/;https://jus-tice.co.il/lahav-433/,0c/5i/p13.0;0c/8i/p35.4,WINNER;DIFFERENTIATE→להב 433 טלפון
עוֹרֵך דִין,עוֹרֵך דִין,MEDIUM,4,13,https://jus-tice.co.il/,https://jus-tice.co.il/;https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/;https://jus-tice.co.il/what-is-a-law-firm/,2c/5i/p43.8;1c/6i/p66.7;1c/2i/p108.0,WINNER;DIFFERENTIATE→עורך דין מומלץ;DIFFERENTIATE→פירמה עורכי דין
איך מחלקים פנסיה בגירושין,איך מחלקים פנסיה גירושין,MEDIUM,0,12,https://jus-tice.co.il/פנסיה-בגירושין-כיצד-מחלקים-קרן-פנסיה-ו/,https://jus-tice.co.il/פנסיה-בגירושין-כיצד-מחלקים-קרן-פנסיה-ו/;https://jus-tice.co.il/divorce-pension-split/,0c/8i/p22.8;0c/4i/p83.0,WINNER;NOINDEX
איך קונים בית בישראל,איך קונים בית בישראל,MEDIUM,0,12,https://jus-tice.co.il/thailand-real-estate/,https://jus-tice.co.il/thailand-real-estate/;https://jus-tice.co.il/articles/10-נושאים-קריטיים-שחייבים-לבדוק-לפני-קני/;https://jus-tice.co.il/spain-real-estate/;https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/;https://jus-tice.co.il/low-value-invest-abroad/,0c/5i/p52.6;0c/3i/p42.3;0c/2i/p82.0;0c/1i/p85.0;0c/1i/p90.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→קניית בית בספרד;DIFFERENTIATE→;DIFFERENTIATE→איפה הכי זול לקנות דירה בעולם
איפה לקנות דירה בחו&quot;ל,איפה לקנות דירה בחו&quot ל,MEDIUM,0,12,https://jus-tice.co.il/low-value-invest-abroad/,https://jus-tice.co.il/low-value-invest-abroad/;https://jus-tice.co.il/guide-israeli-apartment-2025/,0c/8i/p41.9;0c/4i/p50.8,WINNER;DIFFERENTIATE→איפה הכי כדאי לקנות דירה להשקעה
אישור הסכם גירושין בבית משפט,אישור הסכם גירושין בבית משפט,MEDIUM,0,12,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/,https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/;https://jus-tice.co.il/free-divorce-agreement-template/;https://jus-tice.co.il/articles/חובת-אישור-הסכם-המהווה-השלמה-להסכם-ממון-או-גירושין-אף-אם-הוגדר-הסכם-מכר-ובטלותו-משאושר-שלא-כדין-1333563-1-ביהד-הגדול/,0c/5i/p51.8;0c/6i/p76.0;0c/1i/p75.0,WINNER;DIFFERENTIATE→הסכם גירושין ללא עורך דין להורדה;DIFFERENTIATE→
אישור הסכם גירושין בבית משפט לענייני משפחה,אישור הסכם גירושין בבית משפט לענייני משפחה,MEDIUM,0,12,https://jus-tice.co.il/free-divorce-agreement-template/,https://jus-tice.co.il/free-divorce-agreement-template/;https://jus-tice.co.il/cancel-a-divorce-settlement-agreement/;https://jus-tice.co.il/online-family-law-services/,0c/5i/p51.8;0c/4i/p69.2;0c/3i/p61.0,WINNER;DIFFERENTIATE→ביטול הסכם גירושין;DIFFERENTIATE→דיני משפחה עורך דין
אישור נוטריוני מה זה,אישור נוטריוני מה זה,MEDIUM,0,12,https://jus-tice.co.il/israel-notary-public/,https://jus-tice.co.il/israel-notary-public/;https://jus-tice.co.il/notarial-act/,0c/9i/p31.1;0c/3i/p71.7,WINNER;DIFFERENTIATE→אישור נוטריוני
אפוסטיל מקוון,אפוסטיל מקוון,MEDIUM,0,12,https://jus-tice.co.il/צו-ירושה-אונליין-עם-חותמת-אפוסטיל/,https://jus-tice.co.il/צו-ירושה-אונליין-עם-חותמת-אפוסטיל/;https://jus-tice.co.il/apostille/,0c/7i/p13.3;0c/5i/p61.2,WINNER;DIFFERENTIATE→אישור אפוסטיל
אתר מקרקעין,אתר מקרקעין,MEDIUM,0,12,https://jus-tice.co.il/registration-of-real-estate-israel/,https://jus-tice.co.il/registration-of-real-estate-israel/;https://jus-tice.co.il/land-registration/,0c/9i/p21.7;0c/3i/p47.3,WINNER;DIFFERENTIATE→אגף רישום מקרקעין
בית דין רבני – מהחיים,בית דין רבני – מהחיים,MEDIUM,0,12,https://jus-tice.co.il/rabbinical-court/,https://jus-tice.co.il/rabbinical-court/;https://jus-tice.co.il/חשש-למשוא-פנים-של-בית-הדין-ולהטיית-הדין/,0c/7i/p83.6;0c/5i/p89.8,WINNER;DIFFERENTIATE→
בית המשפט העליון תיקים,בית המשפט העליון תיקים,MEDIUM,0,12,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/;https://jus-tice.co.il/psakdin/בתי-משפט-נוהל-חיסיון-תיקים/,0c/9i/p20.3;0c/3i/p47.3,WINNER;DIFFERENTIATE→
בית משפט רבני,בית משפט רבני,MEDIUM,0,12,https://jus-tice.co.il/rabbinical-court/,https://jus-tice.co.il/rabbinical-court/;https://jus-tice.co.il/חשש-למשוא-פנים-של-בית-הדין-ולהטיית-הדין/,0c/8i/p78.0;0c/4i/p73.5,WINNER;DIFFERENTIATE→
בתי משפט בסגר,בתי משפט בסגר,MEDIUM,0,12,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/,https://jus-tice.co.il/2019-2020-major-supreme-court-ruling/;https://jus-tice.co.il/psakdin/נגיף-הקורונה-בגצ-קובע-צו-ביניים-כנגד-ת/;https://jus-tice.co.il/court-judge/,0c/6i/p74.8;0c/5i/p80.6;0c/1i/p67.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→מערכת המשפט בישראל
בתים כפריים למכירה בקפריסין,בתים כפריים למכירה בקפריסין,MEDIUM,0,12,https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/,https://jus-tice.co.il/איפה-הכי-משתלם-למשקיע-הישראלי-לקנות-דירה-בעולם/;https://jus-tice.co.il/greece-price-list/,0c/7i/p43.9;0c/5i/p60.4,WINNER;DIFFERENTIATE→דירות ביוון מחירים
דוגמא לתביעת גירושין כרוכה,דוגמא לתביעת גירושין כרוכה,MEDIUM,0,12,https://jus-tice.co.il/בית-הדין-הרבני-קנה-סמכות-למרות-הגשת-תובענה-בעניין-החזקת-ילדים/,https://jus-tice.co.il/בית-הדין-הרבני-קנה-סמכות-למרות-הגשת-תובענה-בעניין-החזקת-ילדים/;https://jus-tice.co.il/wp-content/uploads/2021/03/נוסח-הסכם-גירושין-דוגמא-2021.docx/;https://jus-tice.co.il/rabbinical-court-family-matters-visitation-arrangements-lawsuit-divorce-jurisdiction/,0c/6i/p31.0;0c/5i/p65.6;0c/1i/p40.0,WINNER;DIFFERENTIATE→;NOINDEX
דיין בבית דין רבני,דיין בבית דין רבני,MEDIUM,0,12,https://jus-tice.co.il/פסילת-דיין-בבית-דין-רבני/,https://jus-tice.co.il/פסילת-דיין-בבית-דין-רבני/;https://jus-tice.co.il/חשש-למשוא-פנים-של-בית-הדין-ולהטיית-הדין/;https://jus-tice.co.il/rabbinical-court/,0c/7i/p25.9;0c/4i/p69.0;0c/1i/p68.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
דירות למכירה בפאפוס כמה עולות,דירות למכירה בפאפוס כמה עולות,MEDIUM,0,12,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/;https://jus-tice.co.il/buy-real-estate-cyprus/,0c/8i/p57.8;0c/4i/p77.2,WINNER;DIFFERENTIATE→בחירת השקעות בקפריסין
דרכון פורטוגלי לבני זוג,דרכון פורטוגלי לבני זוג,MEDIUM,0,12,https://jus-tice.co.il/portugal-citizenship/,https://jus-tice.co.il/portugal-citizenship/;https://jus-tice.co.il/arrested-abroad-il/,0c/8i/p92.4;0c/4i/p98.8,"WINNER;DIFFERENTIATE→מעצר בחו""ל - מה לעשות? מדריך לישראלי עצור במדינה זרה"
האם עבירת תנועה היא עבירה פלילית,האם עבירת תנועה היא עבירה פלילית,MEDIUM,0,12,https://jus-tice.co.il/sex-crime-lawyer/,https://jus-tice.co.il/sex-crime-lawyer/;https://jus-tice.co.il/criminal-law/,0c/9i/p88.8;0c/3i/p87.3,WINNER;DIFFERENTIATE→
הגדרה של ידועים בציבור,הגדרה של ידועים בציבור,MEDIUM,0,12,https://jus-tice.co.il/living-apart-together-legal-rights/,https://jus-tice.co.il/living-apart-together-legal-rights/;https://jus-tice.co.il/common-law-marriage/,0c/7i/p59.9;0c/5i/p50.6,WINNER;DIFFERENTIATE→ביטול ידועים בציבור
הסכם גירושין בחיפה מחיר,הסכם גירושין בחיפה מחיר,MEDIUM,0,12,https://jus-tice.co.il/family-law-haifa/,https://jus-tice.co.il/family-law-haifa/;https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/;https://jus-tice.co.il/divorce-costs-2025/,0c/7i/p32.0;0c/4i/p49.5;0c/1i/p40.0,WINNER;DIFFERENTIATE→הסכם גירושין מחיר;DIFFERENTIATE→עלויות גירושין
הפצת סרטונים אינטימיים ברשת,הפצת סרטונים אינטימיים ברשת,MEDIUM,0,12,https://jus-tice.co.il/מאסר-בגין-הטרדה-מינית-והתנכלות-באמצעות-רשת-הטלגרם-תפ-43967-07-20/,https://jus-tice.co.il/מאסר-בגין-הטרדה-מינית-והתנכלות-באמצעות-רשת-הטלגרם-תפ-43967-07-20/;https://jus-tice.co.il/עונש-פלילי-על-הפצת-תכנים-מיניים-בטלגרם-גזר-דין/,0c/9i/p86.7;0c/3i/p98.0,WINNER;DIFFERENTIATE→
06/19,06 19,MEDIUM,0,11,https://jus-tice.co.il/תביעה-ביחס-לזכויות-יוצרים-במשחק-שם-קוד/,https://jus-tice.co.il/תביעה-ביחס-לזכויות-יוצרים-במשחק-שם-קוד/;https://jus-tice.co.il/דחיית-בקשה-להתנגדות-לצו-ירושה-על-ידי-הנתבעת-הטוענת-להיותה-בת-הזוג-של-המנוח-תע-57474-06-19/,0c/5i/p58.4;0c/6i/p74.8,WINNER;DIFFERENTIATE→
07 20,07 20,MEDIUM,0,11,https://jus-tice.co.il/מאסר-בגין-הטרדה-מינית-והתנכלות-באמצעות-רשת-הטלגרם-תפ-43967-07-20/,https://jus-tice.co.il/מאסר-בגין-הטרדה-מינית-והתנכלות-באמצעות-רשת-הטלגרם-תפ-43967-07-20/;https://jus-tice.co.il/decision48940-07-20/;https://jus-tice.co.il/עונש-פלילי-על-הפצת-תכנים-מיניים-בטלגרם-גזר-דין/,0c/7i/p51.0;0c/2i/p87.5;0c/2i/p88.5,"WINNER;DIFFERENTIATE→שופט רן ארנון: פיצוי 160,000 ש""ח בתביעת נזיקין של;DIFFERENTIATE→"
אזרחות רומנית ליוצאי אוקראינה,אזרחות רומנית ליוצאי אוקראינה,MEDIUM,0,11,https://jus-tice.co.il/golden-visa/,https://jus-tice.co.il/golden-visa/;https://jus-tice.co.il/romanian-passport/,0c/8i/p42.2;0c/3i/p69.0,WINNER;DIFFERENTIATE→דרכון רומני
איפה אפשר ללמוד משפטים,איפה אפשר ללמוד משפטים,MEDIUM,0,11,https://jus-tice.co.il/preparing-for-law-school/,https://jus-tice.co.il/preparing-for-law-school/;https://jus-tice.co.il/americas-best-law-schools/,0c/8i/p86.2;0c/3i/p79.7,WINNER;DIFFERENTIATE→בית הספר למשפטים
אתר ממשלת פורטוגל,אתר ממשלת פורטוגל,MEDIUM,0,11,https://jus-tice.co.il/government-of-portugal/,https://jus-tice.co.il/government-of-portugal/;https://jus-tice.co.il/portugal-citizenship/,0c/7i/p44.3;0c/4i/p48.2,WINNER;DIFFERENTIATE→אזרחות פורטוגלית
בנייה על גגות,בנייה על גגות,MEDIUM,0,11,https://jus-tice.co.il/בעלות-על-זכויות-בנייה-בגגות-הלכת-בית-הדר/,https://jus-tice.co.il/בעלות-על-זכויות-בנייה-בגגות-הלכת-בית-הדר/;https://jus-tice.co.il/7808/21/,0c/8i/p82.5;0c/3i/p86.0,WINNER;DIFFERENTIATE→
בקשה למתן צו אימוץ,בקשה למתן צו אימוץ,MEDIUM,0,11,https://jus-tice.co.il/adoption-usa/,https://jus-tice.co.il/adoption-usa/;https://jus-tice.co.il/psakdin/צו-הורות-מכוח-זיקה-לזיקה-לאזרחית-זרה/;https://jus-tice.co.il/psakdin/אימוץ-ילד-מאוקראינה-תביעת-נזיקין-בגין/;https://jus-tice.co.il/online-family-law-services/,0c/6i/p63.5;0c/2i/p93.5;0c/2i/p94.0;0c/1i/p96.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→דיני משפחה עורך דין
גירושין מס הכנסה,גירושין מס הכנסה,MEDIUM,0,11,https://jus-tice.co.il/עמ-38294-02-19-סיידה-נ-פקיד-שומה-באר-שבע/,https://jus-tice.co.il/עמ-38294-02-19-סיידה-נ-פקיד-שומה-באר-שבע/;https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/;https://jus-tice.co.il/articles/גירושין-איזון-המשאבים-בין-בני-זוג-מתגרשים-חלוקת-ערך-החברה-שבבעלות-הבעל/,0c/7i/p94.1;0c/3i/p97.7;0c/1i/p91.0,WINNER;DIFFERENTIATE→הסכם גירושין;DIFFERENTIATE→
דוגמא לצוואה,דוגמא לצוואה,MEDIUM,0,11,https://jus-tice.co.il/inheritance-order/,https://jus-tice.co.il/inheritance-order/;https://jus-tice.co.il/wp-content/uploads/2020/09/צוואה.docx/,0c/7i/p50.9;0c/4i/p79.8,WINNER;DIFFERENTIATE→
דוגמת חתימה,דוגמת חתימה,MEDIUM,0,11,https://jus-tice.co.il/digital-signature/,https://jus-tice.co.il/digital-signature/;https://jus-tice.co.il/חתימת-עורך-דין-נוטריון/,0c/7i/p47.3;0c/4i/p61.2,WINNER;DIFFERENTIATE→
דירות ל,דירות ל,MEDIUM,0,11,https://jus-tice.co.il/apartment/,https://jus-tice.co.il/apartment/;https://jus-tice.co.il/low-value-invest-abroad/,0c/7i/p29.0;0c/4i/p65.5,WINNER;DIFFERENTIATE→איפה הכי זול לקנות דירה בעולם
האתרים הכי לא שימושיים בעולם,האתרים הכי לא שימושיים בעולם,MEDIUM,0,11,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/,https://jus-tice.co.il/beginners-guide-how-to-choose-the-best-website-builder/;https://jus-tice.co.il/low-value-invest-abroad/,0c/8i/p83.2;0c/3i/p51.3,WINNER;DIFFERENTIATE→איפה הכי זול לקנות דירה בעולם
הגנה מן הצדק סעיף 149,הגנה מן הצדק סעיף 149,MEDIUM,0,11,https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings/,https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings/;https://jus-tice.co.il/decision37975-11-17/;https://jus-tice.co.il/זיכוי-תקיפה-טענת-הגנה-עצמית-תפ-5455-11-20/,0c/6i/p37.5;0c/3i/p66.3;0c/2i/p83.5,WINNER;DIFFERENTIATE→הפחתה בעונש כסעד במסגרת הגנה מן הצדק- פגיעה בזכויות;DIFFERENTIATE→
היעדר עבירות מין מקוון,היעדר עבירות מין מקוון,MEDIUM,0,11,https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/,https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/;https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/#sec-1/;https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/#sec-2/;https://jus-tice.co.il/petition-approval-debt-arrangement-creditors/#sec-3/,0c/5i/p9.4;0c/2i/p9.5;0c/2i/p9.5;0c/2i/p9.5,WINNER;DIFFERENTIATE→;DIFFERENTIATE→;DIFFERENTIATE→
המכון הרפואי לבטיחות בדרכים חיפה טלפון,המכון הרפואי לבטיחות בדרכים חיפה טלפון,MEDIUM,0,11,https://jus-tice.co.il/medical-institute-for-road-safety/,https://jus-tice.co.il/medical-institute-for-road-safety/;https://jus-tice.co.il/psakdin/ביטול-צו-סגירה-לעסק-לפי-סעיף-22ב-לחוק-ריש/,0c/8i/p62.9;0c/3i/p82.3,WINNER;DIFFERENTIATE→
הסדרי ראייה ומזונות,הסדרי ראייה ומזונות,MEDIUM,0,11,https://jus-tice.co.il/child-custody-modification/,https://jus-tice.co.il/child-custody-modification/;https://jus-tice.co.il/mom-full-custody/,0c/5i/p59.0;0c/6i/p83.0,WINNER;DIFFERENTIATE→משמורת בלעדית לאם
העדר עברות מין,העדר עברות מין,MEDIUM,0,11,https://jus-tice.co.il/טופס-לפי-חוק-למניעת-העסקה-של-עברייני-מין-במוסד-המכוון-למתן-שירות-לקטינים/,https://jus-tice.co.il/טופס-לפי-חוק-למניעת-העסקה-של-עברייני-מין-במוסד-המכוון-למתן-שירות-לקטינים/;https://jus-tice.co.il/sex-crime-lawyer/;https://jus-tice.co.il/sexual-offenses/,0c/4i/p29.8;0c/6i/p75.7;0c/1i/p91.0,WINNER;DIFFERENTIATE→הגנה משפטית עבירות מין;DIFFERENTIATE→עבירת מין
הרכב בית המשפט העליון,הרכב בית המשפט העליון,MEDIUM,0,11,https://jus-tice.co.il/court-judge/,https://jus-tice.co.il/court-judge/;https://jus-tice.co.il/supreme-court-of-israel/,0c/8i/p37.5;0c/3i/p35.0,WINNER;DIFFERENTIATE→
06 21,06 21,MEDIUM,0,10,https://jus-tice.co.il/psakdin/פיצוי-בגין-מעצר-שווא-צא-24231-06-21/,https://jus-tice.co.il/psakdin/פיצוי-בגין-מעצר-שווא-צא-24231-06-21/;https://jus-tice.co.il/articles/השופט-יחזקאל-אליהו-החלטה-בבקשה-לצרף-תו/;https://jus-tice.co.il/השופט-ארז-שני-פסד-בתביעת-אב-למשמורת-וחלוקת-זמני-שהות-שווים-תלהמ-64033-06-21/,0c/7i/p53.2;0c/2i/p66.0;0c/1i/p62.0,WINNER;DIFFERENTIATE→;DIFFERENTIATE→
