tier,id,type,url,title_db,yoast_title_override,meta_description,practice_area,word_count_est,created,last_modified,impressions_90d,clicks_90d,avg_position,path_norm,clicks_16mo,impressions_16mo,ctr_pct_16mo,avg_position_16mo,action,merge_target_url,primary_query,secondary_queries,intent,cluster_id,role,priority_wave,new_title,new_meta_description,rationale
5-invisible (0 impressions/90d),20251,page,https://jus-tice.co.il/%d7%a1%d7%9b%d7%a1%d7%95%d7%9a-%d7%99%d7%a8%d7%95%d7%a9%d7%94-%d7%9b%d7%99%d7%a6%d7%93-%d7%9e%d7%aa%d7%9e%d7%95%d7%93%d7%93%d7%99%d7%9d-%d7%9e%d7%94-%d7%a0%d7%99%d7%aa%d7%9f-%d7%9c%d7%aa%d7%a7/,"סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא","סכסוך ירושה | כיצד מתמודדים, מה ניתן לתקוף ומה לא | Jus-Tice",,,938,2026-05-23,2026-07-12,0,0,0.0,/סכסוך-ירושה-כיצד-מתמודדים-מה-ניתן-לתק/,0.0,361.0,0.0,40.4,REBUILD,,"סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא",איך מתנהל הליך משפטי בסכסוך ירושה;איך מטפלים בסכסוכי ירושה,informational-guide,inheritance-wills,cluster,17,"סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא","סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/361i; demand protected; attorney-led rebuild.
1-real-traffic,7303,articles,https://jus-tice.co.il/law-laws-2011/,"הצעת חוק דיני ממונות, התשע""א-2011 עם הסברים",,,דיני נזיקין,476949,2022-06-01,2026-05-16,1007,10,7.3,/law-laws-2011/,10.0,1007.0,0.99,7.3,KEEP-IMPROVE,,הצעת חוק דיני ממונות,הצעת הקודקס;הלפאי;site:jus-tice.co.il,informational-guide,torts-insurance,cluster,18,הצעת חוק דיני ממונות: מדריך משפטי מעשי,"הצעת חוק דיני ממונות: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 10c/1007i; 16mo 10c/1007i; protect equity.
1-real-traffic,11757,articles,https://jus-tice.co.il/national-insurance-calculator/,מחשבון דמי ביטוח לאומי ובריאות,,,ביטוח,4714,2025-01-08,2026-05-16,725,5,17.9,/national-insurance-calculator/,5.0,725.0,0.69,17.9,KEEP-IMPROVE,,חישוב ביטוח לאומי,דמי ביטוח לאומי;ביטוח לאומי מחשבון;ביטוח לאומי חישוב;ביטוח לאומי מחשבון שכר;אחוזים ביטוח לאומי,template/tool,torts-insurance,tool,18,"חישוב ביטוח לאומי: כלי, טופס והסבר משפטי","חישוב ביטוח לאומי: כלי, טופס והסבר משפטי: כלי או מסמך שימושי עם הסבר משפטי, שלבי פעולה ונקודות לבדיקה. התוכן נבדק בעריכת עו״ד.",90d 5c/725i; 16mo 5c/725i; protect equity.
3-seen-not-clicked,5674,articles,https://jus-tice.co.il/privacy-violation-compensation-lawsuit-israel/,פיצוי כספי בגין פגיעה בפרטיות | צפייה ומחיקה של פריטים מהטלפון ללא רשות,,,,7115,2021-07-28,2026-05-22,115,0,38.4,/privacy-violation-compensation-lawsuit-israel/,0.0,115.0,0.0,38.4,KEEP-IMPROVE,,פיצוי כספי בגין פגיעה בפרטיות,,trust/about,torts-insurance,trust,18,פיצוי כספי בגין פגיעה בפרטיות | Jus-Tice,"פיצוי כספי בגין פגיעה בפרטיות | Jus-Tice: מידע על האתר, צוות העריכה, דרכי התקשרות וכללי שקיפות ואחריות מקצועית.",90d 0c/115i; 16mo 0c/115i; protect equity.
1-real-traffic,6718,articles,https://jus-tice.co.il/personal-injury-verdict-judge-lawsuit-damages-30014-02-17/,"השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין נזקי גוף (ת""א 30014-02-17)",,,"עו""ד נזיקין פסקי דין",6359,2022-02-20,2026-05-16,86,6,8.7,/personal-injury-verdict-judge-lawsuit-damages-30014-02-17/,6.0,86.0,6.98,8.7,KEEP-IMPROVE,,"השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין",,hire-lawyer,torts-insurance,support,18,"השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין נזקי גוף","השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין נזקי גוף: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 6c/86i; 16mo 6c/86i; protect equity.
1-real-traffic,11453,articles,https://jus-tice.co.il/55188-07-20/,"השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת דרכים (ת""א 55188-07-20)",,,דיני נזיקין,4263,2024-08-08,2026-05-16,46,5,8.0,/55188-07-20/,22.0,2243.0,0.98,17.1,KEEP-IMPROVE,,"השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת",אלעד פרסקי;השופט אלעד פרסקי;אלעד פרסקי שופט;הטרדה מינית אצל רופא,informational-guide,torts-insurance,support,18,"השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת דרכים","השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת דרכים: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",90d 5c/46i; 16mo 22c/2243i; protect equity.
3-seen-not-clicked,3222,articles,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,עורך דין תאונות דרכים,"%%title%% %%page%% %%sep%% עו""ד מומחה לתאונות דרכים %%sep%% %%sitename%%","עורך דין תאונות דרכים - ליווי משפטי מלא לנהגים אשר היו מעורבים בתאונת דרכים. בין אם מדובר במקרה של חבלה של ממש ובין או תוצאה טרגית של מוות, זקוק הנהג לייצוג משפטי מקצועי.",דיני נזיקין,1094,2021-04-27,2026-05-16,32,0,91.9,/car-accident-auto-injury-lawyer/,0.0,11219.0,0.0,58.7,KEEP-IMPROVE,,עורך דין תאונות דרכים,גרימת מוות ברשלנות בתאונת דרכים;איך למצוא עורך דין מומחה לתאונות דרכים?;הריגה בתאונות דרכים;הריגה עונש מינימלי;הענישה בתאונת דרכים,hire-lawyer,torts-insurance,pillar,18,עורך דין תאונות דרכים | פיצויים ותביעת ביטוח,"עורך דין תאונות דרכים | פיצויים ותביעת ביטוח: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",90d 0c/32i; 16mo 0c/11219i; protect equity.
3-seen-not-clicked,6789,articles,https://jus-tice.co.il/defamation-law-13-5-16763-09-21/,"החיסיון המוענק לפרסומי לשון הרע תוך כדי דיון שיפוטי לפי סעיף 13( 5 )לחוק איסור לשון הרע הוא חיסיון מוחלט  (ת""א 16763-09-21)",,,לשון הרע,1920,2022-02-27,2026-05-16,47,0,7.7,/defamation-law-13-5-16763-09-21/,0.0,47.0,0.0,7.7,NOINDEX,,,,informational-guide,torts-insurance,support,18,,,16mo 0c/47i; low-value indexed footprint; retain accessible.
3-seen-not-clicked,11584,articles,https://jus-tice.co.il/damage-compensation-laws-torts/,"עוולה | נזק ופיצוי | דיני הנזיקין ורשלנות | עו""ד נזיקין",,,דיני נזיקין,14429,2024-09-19,2026-05-16,46,0,24.6,/damage-compensation-laws-torts/,0.0,46.0,0.0,24.6,NOINDEX,,,,hire-lawyer,torts-insurance,cluster,18,,,16mo 0c/46i; low-value indexed footprint; retain accessible.
3-seen-not-clicked,5461,articles,https://jus-tice.co.il/compensation-arrest-24231-06-21/,"פיצוי בגין מעצר שווא (צ""א 24231-06-21)",,,משפט פלילי,7453,2021-06-30,2026-05-16,42,0,11.9,/compensation-arrest-24231-06-21/,0.0,42.0,0.0,11.9,KEEP-IMPROVE,,"פיצוי בגין מעצר שווא (צ""א 24231-06-21)",,informational-guide,torts-insurance,support,18,"פיצוי בגין מעצר שווא (צ""א 24231-06-21)","פיצוי בגין מעצר שווא (צ""א 24231-06-21)",54 external links (GSC targets 2026-07-13); upgraded from NOINDEX; case page.
3-seen-not-clicked,6132,articles,https://jus-tice.co.il/personal-injury-lawsuit-23601-10-19/,"נפילה בזמן רכיבה על אופנים חשמליים כביש משובש | תביעת נזקי גוף של אב ובנו הקטין שנפלו בזמן רכיבה על אופנים בשל כביש משובש ברמת גן (ת""א 23601-10-19)",,,דיני נזיקין,8092,2021-08-29,2026-05-16,32,0,46.9,/personal-injury-lawsuit-23601-10-19/,0.0,32.0,0.0,46.9,NOINDEX,,,,local,torts-insurance,support,18,,,16mo 0c/32i; low-value indexed footprint; retain accessible.
3-seen-not-clicked,7055,articles,https://jus-tice.co.il/attorney-compensation-13590-07-17/,"חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הריסה (ת""א 13590-07-17)",,,,15051,2022-05-10,2026-05-16,32,0,31.6,/attorney-compensation-13590-07-17/,0.0,32.0,0.0,31.6,KEEP-IMPROVE,,"חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הריסה (ת""א 13590-07-17)",,hire-lawyer,torts-insurance,support,18,חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הרי,"חיוב עורכת דין בפיצוי לקוחות בגין אי יידועם בדבר קיום צו הריסה (ת""א 13590-07-17)",301 landing of psakdin URL with 65 external links; upgraded from NOINDEX; case page.
3-seen-not-clicked,7067,articles,https://jus-tice.co.il/personal-injury-car-accident-compensation-bus/,פיצוי 448 אלף שח לעובד שהחליק על רצפה רטובה,,,דיני נזיקין,19656,2022-05-11,2026-05-22,29,0,14.1,/personal-injury-car-accident-compensation-bus/,0.0,29.0,0.0,14.1,NOINDEX,,,,hire-lawyer,torts-insurance,cluster,18,,,16mo 0c/29i; low-value indexed footprint; retain accessible.
2-low-traffic,6048,articles,https://jus-tice.co.il/regulations-insurance-1956/,"תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט""ז-1956",,,דיני נזיקין,40253,2021-08-17,2026-05-16,761,1,13.9,/regulations-insurance-1956/,1.0,761.0,0.13,13.9,REBUILD,,תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה),copd אחוזי נכות ביטוח לאומי;6.12;ביטוח לאומי תקנות,informational-guide,torts-insurance,cluster,18,תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה),"תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה): מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 1c/761i; demand protected; attorney-led rebuild.
3-seen-not-clicked,7386,articles,https://jus-tice.co.il/civil-law-article-7386-israel-compensation-court/,אקטואר מהו? מדע אקטוארי,,,ביטוח,7125,2022-06-09,2026-05-22,592,0,21.8,/civil-law-article-7386-israel-compensation-court/,0.0,592.0,0.0,21.8,REBUILD,,אקטוארי,אקטואר פיננסי;אקטואר דיני עבודה;אקטואר;אקטואר מה זה;אקטואר שכר,informational-guide,torts-insurance,cluster,18,אקטוארי: מדריך משפטי מעשי,"אקטוארי: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/592i; demand protected; attorney-led rebuild.
3-seen-not-clicked,3242,articles,https://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death/,מדיניות העמדה לדין וענישה של הורים וקרובי משפחה בגין גרימת מוות ברשלנות של בני משפחתם,,,דיני נזיקין,3009,2021-04-28,2026-05-16,510,0,74.7,/punishment-of-parents-and-relatives-for-negligently-causing-death/,36.0,11298.0,0.32,47.5,REBUILD,,גרימת מוות ברשלנות,גרימת מוות ברשלנות חוק העונשין;גרימת מוות ברשלנות עונש;גרימת מוות ברשלנות בתאונת דרכים;גרם מוות ברשלנות;גרימת מוות ברשלנות גזר דין,informational-guide,torts-insurance,cluster,18,גרימת מוות ברשלנות: מדריך משפטי מעשי,"גרימת מוות ברשלנות: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 36c/11298i; demand protected; attorney-led rebuild.
3-seen-not-clicked,344,articles,https://jus-tice.co.il/tort-lawyer/,"תביעת נזיקין | עו""ד נזיקין ופיצויים",,,דיני נזיקין,906,2019-02-27,2026-05-16,339,0,72.9,/tort-lawyer/,2.0,3195.0,0.06,74.0,REBUILD,,תביעת נזיקין,ביטוח תאונות אישיות רפורמה,hire-lawyer,torts-insurance,cluster,18,"תביעת נזיקין: שירותים, הליך ובחירת ייצוג","תביעת נזיקין: שירותים, הליך ובחירת ייצוג: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 2c/3195i; demand protected; attorney-led rebuild.
2-low-traffic,6044,articles,https://jus-tice.co.il/car-accident-personal-injury-judge-lawsuit-damages-31066-11-16/,"השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף שנגרמו בשל תאונת דרכים (ת""א 31066-11-16)",,,דיני נזיקין,7213,2021-08-17,2026-05-16,271,1,38.2,/car-accident-personal-injury-judge-lawsuit-damages-31066-11-16/,1.0,271.0,0.37,38.2,REBUILD,,השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי,אורלי מור אל,informational-guide,torts-insurance,support,18,השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף,"השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 1c/271i; demand protected; attorney-led rebuild.
3-seen-not-clicked,5638,articles,https://jus-tice.co.il/law-compensation-cancellation-2012/,"חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או שינוי בתנאיה), התשע״ב-2012*",,,,24350,2021-07-20,2026-05-16,216,0,32.2,/law-compensation-cancellation-2012/,0.0,216.0,0.0,32.2,REBUILD,,חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או,,informational-guide,torts-insurance,cluster,18,חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או,"חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/216i; demand protected; attorney-led rebuild.
2-low-traffic,7316,articles,https://jus-tice.co.il/decision17331-01-17/,"פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה במפרץ חניה לאוטובוסים (ת""א 17331-01-17)",,,"עו""ד נזיקין פסקי דין",8366,2022-06-02,2026-05-16,188,1,9.0,/decision17331-01-17/,17.0,2870.0,0.59,47.2,REBUILD,,"פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את",אומד את הסיכון לפגיעת גוף בכדוה א;בהתאם לתמרור המוצב בתחנת אוטובוס;איתור ביטוח קרנית;בנות 13 התנגשו ברכב חונה;4 וינקרים,hire-lawyer,torts-insurance,support,18,"פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה","פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 17c/2870i; demand protected; attorney-led rebuild.
2-low-traffic,7464,articles,https://jus-tice.co.il/decision58450-02-22/,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי תקיפה שבוצעו בה בהיותה קטינה (ת""א 37784-01-16)",,,"עו""ד נזיקין פסקי דין",35488,2022-06-14,2026-05-16,166,1,8.7,/decision58450-02-22/,28.0,1899.0,1.47,38.5,REBUILD,,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין",אי מניעה מפסיכיאטר לקנאביס;אקטואר נזיקין;דוגמא תביעה קטנה הצפה;הגשת תלונה במשטרה אחרי תאונת דרכים;הקדשה על מצבה לאמא,hire-lawyer,torts-insurance,support,18,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי","1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 28c/1899i; demand protected; attorney-led rebuild.
2-low-traffic,3237,articles,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,מדיניות התביעה בהעמדה לדין וענישה בעבירות של גרימת מוות בתאונות דרכים,,,משפט פלילי,5321,2021-04-28,2026-05-18,149,2,50.2,/punishment-for-offenses-of-causing-death-in-road-accidents/,36.0,7214.0,0.5,31.2,REBUILD,,גרימת מוות ברשלנות בתאונת דרכים,עונש על הריגה בתאונת דרכים;גרימת מוות ברשלנות תאונת דרכים;הריגה בתאונות דרכים;הענישה בתאונת דרכים;גרימת מוות ברשלנות חוק העונשין,informational-guide,torts-insurance,cluster,18,גרימת מוות ברשלנות בתאונת דרכים: מדריך משפטי מעשי,"גרימת מוות ברשלנות בתאונת דרכים: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 36c/7214i; demand protected; attorney-led rebuild.
2-low-traffic,7473,articles,https://jus-tice.co.il/punitive-damage/,פיצויים עונשיים | מהו פיצוי עונשי?,,,דיני נזיקין,104300,2022-06-15,2026-05-16,127,1,8.9,/punitive-damage/,14.0,2293.0,0.61,15.7,REBUILD,,פיצויים עונשיים,היעדרה של הוראה בחקיקה או בתקדים המתייחסת למקרה חסר בעברית;גילוי דעת 2/14;jus 144 tice;loi מה זה,informational-guide,torts-insurance,cluster,18,פיצויים עונשיים: מדריך משפטי מעשי,"פיצויים עונשיים: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 14c/2293i; demand protected; attorney-led rebuild.
2-low-traffic,6386,articles,https://jus-tice.co.il/defamation-lawsuit-compensation-privacy-google-llc/,"תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי בגין לשון הרע ופגיעה בפרטיות",,,דיני נזיקין,19308,2021-09-05,2026-05-16,126,2,11.4,/defamation-lawsuit-compensation-privacy-google-llc/,2.0,126.0,1.59,11.4,REBUILD,,"תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי",אנטולי גוגל תביעה;אנטולי גוגל תביעות,informational-guide,torts-insurance,cluster,18,"תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי","תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 2c/126i; demand protected; attorney-led rebuild.
3-seen-not-clicked,7109,articles,https://jus-tice.co.il/car-accident-compensation-39115-08-19/,"פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19)",,,דיני נזיקין,5984,2022-05-14,2026-05-16,119,0,27.5,/car-accident-compensation-39115-08-19/,0.0,119.0,0.0,27.5,REBUILD,,"פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19)",,informational-guide,torts-insurance,support,18,"פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19)","פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19): מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/119i; demand protected; attorney-led rebuild.
2-low-traffic,6702,articles,https://jus-tice.co.il/personal-injury-lawsuit-71866-07-18/,"תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של העיריה (ת""א 71866-07-18)",,,דיני נזיקין,23550,2022-02-17,2026-05-16,102,1,13.7,/personal-injury-lawsuit-71866-07-18/,1.0,102.0,0.98,13.7,REBUILD,,תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן,,informational-guide,torts-insurance,support,18,תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של,"תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 1c/102i; demand protected; attorney-led rebuild.
3-seen-not-clicked,10562,articles,https://jus-tice.co.il/cyber-insurance/,ביטוח סייבר | מה זה ביטוח סייבר,%%title%% %%page%%,,סייבר,5119,2023-12-23,2026-05-16,100,0,61.6,/cyber-insurance/,4.0,7030.0,0.06,56.4,REBUILD,,ביטוח סייבר,ביטוח סיכוני סייבר;איתור ביטוח סייבר;ביטוח סייבר לעסק;ביטוח סייבר לעסקים;ביטוח מתקפת סייבר,informational-guide,torts-insurance,cluster,18,ביטוח סייבר: מדריך משפטי מעשי,"ביטוח סייבר: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 4c/7030i; demand protected; attorney-led rebuild.
3-seen-not-clicked,5385,articles,https://jus-tice.co.il/criminal-sentencing-israel-penalties-guide/,"עונש  מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות ורשלנות ברכב, הפקרה אחרי פגיעה ועוד",,"4 שנות מאסר בפועל, בנוסף, אני מורה על הפעלת המאסר המותנה בן 3 חודשים שהוטל על הנאשם על ידי בית משפט השלום לתעבורה בנצרת, אשר ירוצה במצטבר לעונש המאסר שהוטל עליו בתיק זה.",דיני נזיקין,10051,2021-06-22,2026-05-22,98,0,63.1,/criminal-sentencing-israel-penalties-guide/,0.0,98.0,0.0,63.1,REBUILD,,"עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות",,hire-lawyer,torts-insurance,cluster,18,"עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות","עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות: תחומי טיפול, שלבי ההליך, מסמכים ושאלות שכדאי לשאול לפני ייעוץ. מידע משפטי בעריכת עו״ד.",16mo 0c/98i; demand protected; attorney-led rebuild.
3-seen-not-clicked,12663,articles,https://jus-tice.co.il/investment-loss-compensation/,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו | סוגי הונאות (2025)",,,שוק ההון,22386,2025-07-29,2026-05-16,97,0,15.2,/investment-loss-compensation/,23.0,2268.0,1.01,20.6,REBUILD,,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו",הפסד של מאות אלפי שקלים;הונאות פורקס;הונאת פורקס;אופציות בינאריות חוות דעת;האם defi זה הונאה או לגיטימי,informational-guide,torts-insurance,cluster,18,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו","פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 23c/2268i; demand protected; attorney-led rebuild.
3-seen-not-clicked,12273,articles,https://jus-tice.co.il/defamation/,לשון הרע תלונה במשטרה,,,,15634,2025-03-11,2026-07-02,90,0,20.9,/defamation/,0.0,90.0,0.0,20.9,REBUILD,,הגשת תלונה במשטרה לשון הרע,,informational-guide,torts-insurance,cluster,18,הגשת תלונה במשטרה לשון הרע: מדריך משפטי מעשי,"הגשת תלונה במשטרה לשון הרע: מדריך משפטי מעשי: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/90i; demand protected; attorney-led rebuild.
3-seen-not-clicked,7959,articles,https://jus-tice.co.il/defamation-verdict-lawsuit-15771-09-19/,"פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א 15771-09-19)",,,לשון הרע,23732,2022-11-02,2026-05-16,79,0,34.6,/defamation-verdict-lawsuit-15771-09-19/,0.0,79.0,0.0,34.6,REBUILD,,"פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א",דון שאול תביעות,informational-guide,torts-insurance,support,18,"פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א","פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/79i; demand protected; attorney-led rebuild.
2-low-traffic,8744,articles,https://jus-tice.co.il/verdict-lawsuit-damages-9109-12-19/,"פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א 9109-12-19)",,,פיצויים,7908,2023-03-09,2026-05-16,78,1,40.7,/verdict-lawsuit-damages-9109-12-19/,1.0,78.0,1.28,40.7,REBUILD,,"פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א",,informational-guide,torts-insurance,support,18,"פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א 9109-12-19)","פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א 9109-12-19): מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 1c/78i; demand protected; attorney-led rebuild.
3-seen-not-clicked,6791,articles,https://jus-tice.co.il/defamation-judge-decision-claims-criminal-44355-02-21/,"השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה פלילית באישום ללשון הרע (ק""פ 44355-02-21)",,,לשון הרע,5184,2022-02-27,2026-05-16,77,0,35.0,/defamation-judge-decision-claims-criminal-44355-02-21/,0.0,77.0,0.0,35.0,REBUILD,,השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה,איתי הרמלין שופט;איתי הרמלין,informational-guide,torts-insurance,support,18,השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה פלילית,"השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה פלילית: מה קובע הדין, שלבי הפעולה, מסמכים, זכויות וסיכונים. מדריך משפטי מעודכן שנבדק בעריכת עו״ד.",16mo 0c/77i; demand protected; attorney-led rebuild.
