cluster_id,pillar_url,role,intent,url,primary_query,new_title,priority_wave,clicks_16mo,impressions_16mo,action
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/lawyer-wills-inheritances/,"עו""ד צוואות וירושות בחירת עורך דין","עו""ד צוואות וירושות בחירת עורך דין: שירותים, הליך ובחירת",17,0.0,2549.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/will-and-testament/,ביטול צוואה בפני נוטריון,ביטול צוואה בפני נוטריון: מדריך משפטי מעשי,17,0.0,2005.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/inheritance-dispute/,"סכסוך ירושה בין יורשים: פתרון, ביטול צוואה","סכסוך ירושה בין יורשים: פתרון, ביטול צוואה",17,0.0,553.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/%d7%a1%d7%9b%d7%a1%d7%95%d7%9a-%d7%99%d7%a8%d7%95%d7%a9%d7%94-%d7%9b%d7%99%d7%a6%d7%93-%d7%9e%d7%aa%d7%9e%d7%95%d7%93%d7%93%d7%99%d7%9d-%d7%9e%d7%94-%d7%a0%d7%99%d7%aa%d7%9f-%d7%9c%d7%aa%d7%a7/,"סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא","סכסוך ירושה: כיצד מתמודדים, מה ניתן לתקוף ומה לא",17,0.0,361.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/maximize-an-inheritance/,5 צעדים חשובים למקסום ירושה,5 צעדים חשובים למקסום ירושה: מדריך משפטי מעשי,17,2.0,356.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/co-op-legal-services/,Co-op Legal Services,Co-op Legal Services: מדריך משפטי מעשי,17,0.0,271.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/inheritance-disputes-lawyer/,סכסוכי ירושה: מחלוקות בין יורשים ודרכי ההכרעה,סכסוכי ירושה: מחלוקות בין יורשים ודרכי ההכרעה,17,0.0,55.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,cluster,informational-guide,https://jus-tice.co.il/inheritance-will-dispute-heirs-court-israel/,"פס""ד התנגדות לצוואה בשל השפעה בלתי הוגנת","פס""ד התנגדות לצוואה בשל השפעה בלתי הוגנת: מדריך משפטי מעשי",17,2.0,12.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,pillar,hire-lawyer,https://jus-tice.co.il/inheritance-lawyer/,עורך דין ירושה,"עורך דין ירושה | צוואות, התנגדויות וניהול עיזבון",17,0.0,516.0,KEEP-IMPROVE
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/9230-03-20/,"השופטת ורד שביט-פינקלשטיין: פס""ד בתביעת אח נגד שלושת","השופטת ורד שביט-פינקלשטיין: פס""ד בתביעת אח נגד שלושת אחיו",17,24.0,7322.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/75054-07-19/,תביעה נגד מנהל עזבון בטענה שלא השכיר נכסים שהיו,תביעה נגד מנהל עזבון בטענה שלא השכיר נכסים שהיו שייכים,17,29.0,5938.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/14434-07-22/,"פס""ד בבקשת יורשים להתמנות כמנהלי עזבון זמניים לצורך","פס""ד בבקשת יורשים להתמנות כמנהלי עזבון זמניים לצורך ניהול",17,12.0,2555.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,local,https://jus-tice.co.il/30767-05-21/,"ביהמ""ש לענייני משפחה בתל אביב, השופטת ענת הלר כריש","ביהמ""ש לענייני משפחה בתל אביב, השופטת ענת הלר כריש: פס""ד",17,78.0,2358.0,KEEP-IMPROVE
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/42908-08-24/,"השופטת יפעת שקדי שץ: פס""ד בעניין סעד הצהרתי בנכס","השופטת יפעת שקדי שץ: פס""ד בעניין סעד הצהרתי בנכס מקרקעין",17,30.0,1989.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/11314-01-23/,"שופט אסף זגורי: פס""ד בעניין החלטה דיונית בתיק עזבון","שופט אסף זגורי: פס""ד בעניין החלטה דיונית בתיק עזבון בדבר",17,25.0,1067.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/18744-11-18/,"ביהמ""ש לענייני משפחה פ""ת, ש' אפרת ונקרט: פס""ד בשאלת","ביהמ""ש לענייני משפחה פ""ת, ש' אפרת ונקרט: פס""ד בשאלת זכויותיו",17,20.0,969.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/decision15094-01-18/,סעיף 35 לחוק הירושה: התנגדות לקיום צוואה התקבלה הבן,סעיף 35 לחוק הירושה: התנגדות לקיום צוואה התקבלה הבן היורש,17,2.0,780.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/5585-04-22estate-trust-legal-judgment/,"פס""ד קביעת היקף עזבון ובירור מושג הנאמנות במקרקעין","פס""ד קביעת היקף עזבון ובירור מושג הנאמנות במקרקעין (עמ""ש",17,19.0,446.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/44688-10-22/,"השופט שאול שוחט: פס""ד בעניין ערעור צו ירושה (עמ""ש","השופט שאול שוחט: פס""ד בעניין ערעור צו ירושה (עמ""ש",17,7.0,327.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/42471-05-24/,פסק דין שאלת היחס בין הסכמי ממון לסעיף 8 לחוק הירושה,פסק דין שאלת היחס בין הסכמי ממון לסעיף 8 לחוק הירושה בעניין,17,5.0,162.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,hire-lawyer,https://jus-tice.co.il/54220-09-20/,"השופטת שירלי שי: פס""ד הדוחה בקשות לקיום צוואה בטענות","השופטת שירלי שי: פס""ד הדוחה בקשות לקיום צוואה בטענות השפעה",17,5.0,149.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,local,https://jus-tice.co.il/51377-12-23/,בית משפט מחוזי חיפה: פסד דין אשר במסגרתו נדחתה בקשה,בית משפט מחוזי חיפה: פסד דין אשר במסגרתו נדחתה בקשה,17,4.0,130.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-judge-alimony-cancellation-agreement-estate/,"השופטת הבכירה שושנה ברגר: פס""ד בשתי תובענות בנושא","השופטת הבכירה שושנה ברגר: פס""ד בשתי תובענות בנושא גביית",17,3.0,64.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-judge-request-will-claim-3612-09-18/,"השופטת נלי רוסמן-גליס: פס""ד בבקשה לקיום צוואה כנגד","השופטת נלי רוסמן-גליס: פס""ד בבקשה לקיום צוואה כנגד התנגדותו",17,2.0,48.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-judge-wills-62835-08-19/,"השופטת סגלית אופק: פס""ד בארבע תובענות עזבון שמנהלים","השופטת סגלית אופק: פס""ד בארבע תובענות עזבון שמנהלים שני אחים",17,1.0,48.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/appeal-cancellation-offense-real-estate-will-44530-05-21/,דחיית ערעור על ביטול עסקת מתנה בה העבירה אם מקרקעין,דחיית ערעור על ביטול עסקת מתנה בה העבירה אם מקרקעין ללא,17,1.0,32.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,hire-lawyer,https://jus-tice.co.il/inheritance-order-verdict-judge-request-60847-03-22/,השופטת הילה גורביץ עובדיה: פסק דין בבקשה לתיקון צו,השופטת הילה גורביץ עובדיה: פסק דין בבקשה לתיקון צו ירושה,17,1.0,8.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,support,informational-guide,https://jus-tice.co.il/inheritance-order-appeal-decision-appraiser-real-estate-61112-02-22/,ערעור על החלטת מינוי שמאי מקרקעין- עזבון צו ירושה,"ערעור על החלטת מינוי שמאי מקרקעין- עזבון צו ירושה (רמ""ש",17,1.0,6.0,REBUILD
inheritance-wills,https://jus-tice.co.il/inheritance-lawyer/,tool,template/tool,https://jus-tice.co.il/inheritance-order-6814/,צו ירושה אונליין עם חותמת אפוסטיל,"צו ירושה אונליין עם חותמת אפוסטיל: כלי, טופס והסבר משפטי",17,0.0,44.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/personal-injury-law/,"עורך דין נזקי גוף ארה""ב","עורך דין נזקי גוף ארה""ב: שירותים, הליך ובחירת ייצוג",18,56.0,23387.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/home-insurance/,ביטוח דירה,ביטוח דירה: מדריך משפטי מעשי,18,0.0,17150.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/israel-road-accident-compensation-law/,דיני נזיקין תאונת דרכים,דיני נזיקין תאונת דרכים: מדריך משפטי מעשי,18,0.0,16083.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/punishment-of-parents-and-relatives-for-negligently-causing-death/,גרימת מוות ברשלנות,גרימת מוות ברשלנות: מדריך משפטי מעשי,18,36.0,11298.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,גרימת מוות ברשלנות בתאונת דרכים,גרימת מוות ברשלנות בתאונת דרכים: מדריך משפטי מעשי,18,36.0,7214.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/cyber-insurance/,ביטוח סייבר,ביטוח סייבר: מדריך משפטי מעשי,18,4.0,7030.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/income-protection-insurance/,ביטוח מפני אובדן כושר עבודה,ביטוח מפני אובדן כושר עבודה: מדריך משפטי מעשי,18,0.0,6830.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/compensation-flight-delayed/,דחיית טיסה פיצוי,דחיית טיסה פיצוי: מדריך משפטי מעשי,18,52.0,6426.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/tort-lawyer/,תביעת נזיקין,"תביעת נזיקין: שירותים, הליך ובחירת ייצוג",18,2.0,3195.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/punitive-damage/,פיצויים עונשיים,פיצויים עונשיים: מדריך משפטי מעשי,18,14.0,2293.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/investment-loss-compensation/,"פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו","פיצוי למשקיע בעקבות הפסד בשוק ההון, פורקס ו- קריפטו",18,23.0,2268.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/law-laws-2011/,הצעת חוק דיני ממונות,הצעת חוק דיני ממונות: מדריך משפטי מעשי,18,10.0,1007.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/regulations-insurance-1956/,תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה),תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה),18,1.0,761.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/tort-reform/,סקירת רפורמה בנזיקין,סקירת רפורמה בנזיקין: מדריך משפטי מעשי,18,6.0,636.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/civil-law-article-7386-israel-compensation-court/,אקטוארי,אקטוארי: מדריך משפטי מעשי,18,0.0,592.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/deep-pocket/,מבחן הכיס העמוק נזיקין,מבחן הכיס העמוק נזיקין: מדריך משפטי מעשי,18,25.0,386.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/pension-insurance-complete-guide/,המדריך השלם לביטוח פנסיוני בישראל: איך לבחור נכון?,המדריך השלם לביטוח פנסיוני בישראל: איך לבחור נכון?,18,0.0,334.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/outline-of-tort-law/,מתווה דיני הנזיקין,מתווה דיני הנזיקין: מדריך משפטי מעשי,18,2.0,331.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/law-compensation-cancellation-2012/,חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או,חוק שירותי תעופה (פיצוי וסיוע בשל ביטול טיסה או,18,0.0,216.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/defamation-lawsuit-compensation-privacy-google-llc/,"תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי","תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי",18,2.0,126.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/criminal-sentencing-israel-penalties-guide/,"עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות","עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות",18,0.0,98.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/defamation/,הגשת תלונה במשטרה לשון הרע,הגשת תלונה במשטרה לשון הרע: מדריך משפטי מעשי,18,0.0,90.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/apartment-defects-contractor-compensation-israel/,שיעור הפיצוי בגין ליקויי בנייה בדירה שנרכשה,שיעור הפיצוי בגין ליקויי בנייה בדירה שנרכשה: מדריך משפטי,18,1.0,64.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/personal-injury-slip-fall/,"נפילה בשטח ציבורי: פיצויים, אחריות, מה עושים","נפילה בשטח ציבורי: פיצויים, אחריות, מה עושים",18,0.0,63.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/lawyer-surgery-recommendations/,עורך דין רשלנות בניתוח פלסטי,"עורך דין רשלנות בניתוח פלסטי: שירותים, הליך ובחירת ייצוג",18,0.0,55.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/tort-lawsuit-negligence-damages-israel/,אימוץ ילד מאוקראינה: תביעת נזיקין בגין אימוץ,אימוץ ילד מאוקראינה: תביעת נזיקין בגין אימוץ,18,0.0,54.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/lawsuit-compensation-300-000/,"תביעה של מלצרית הטרדה מינית 300,000 ש""ח פיצוי","תביעה של מלצרית הטרדה מינית 300,000 ש""ח פיצוי",18,1.0,41.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,local,https://jus-tice.co.il/defamation-damages-33-300/,ראש עיריית טבריה רון קובי נתבע לפיצויים בגין לשון,ראש עיריית טבריה רון קובי נתבע לפיצויים בגין לשון,18,1.0,31.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,cluster,informational-guide,https://jus-tice.co.il/defamation-lawsuit-privacy/,"ניר חפץ נגד אמיר אוחנה תביעת לשון הרע, הגנת פרטיות","ניר חפץ נגד אמיר אוחנה תביעת לשון הרע, הגנת פרטיות",18,2.0,28.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,pillar,hire-lawyer,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,עורך דין תאונות דרכים,עורך דין תאונות דרכים | פיצויים ותביעת ביטוח,18,0.0,11219.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,hire-lawyer,https://jus-tice.co.il/decision17331-01-17/,"פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את","פיצוי 2,616,347 ש""ח לנהגת רכב שנפגעה מרכב כשעצרה את רכבה",18,17.0,2870.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/55188-07-20/,"השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת","השופט אלעד פרסקי: פס""ד בתביעת נזקי גוף בעקבות תאונת דרכים",18,22.0,2243.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/decision75385-12-20/,"השופט עדי הדר: פס""ד בשתי תביעות בגין לשון הרע נגד","השופט עדי הדר: פס""ד בשתי תביעות בגין לשון הרע נגד אותו נתבע",18,40.0,1915.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,hire-lawyer,https://jus-tice.co.il/decision58450-02-22/,"1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין","1,406,600 שח פיצוי בגין נזקי גוף שנגרמו לתובעת בגין שני מעשי",18,28.0,1899.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/decision48940-07-20/,"שופט רן ארנון: פיצוי 160,000 ש""ח בתביעת נזיקין של","שופט רן ארנון: פיצוי 160,000 ש""ח בתביעת נזיקין של אישה כנגד",18,46.0,1429.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,hire-lawyer,https://jus-tice.co.il/decision49576-05-20/,אישור תביעה ייצוגית נגד אייס ACE הסדר פשרה שלפיו,אישור תביעה ייצוגית נגד אייס ACE הסדר פשרה שלפיו ייהנו,18,27.0,1166.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/18834-05-20/,האישה עתרה לתשלום פיצויים מבעלה לשעבר בגין סבל וכאב,האישה עתרה לתשלום פיצויים מבעלה לשעבר בגין סבל וכאב שגרם לה,18,21.0,1055.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/47795-09-20/,"פס""ד בתביעת לשון הרע של בן נגד פירסום שביצע אביו","פס""ד בתביעת לשון הרע של בן נגד פירסום שביצע אביו (תמ""ש",18,5.0,524.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/decision13759-08-21/,"ביה""ד הארצי לעבודה, סגן הנשיאה השופט אילן איטח: פס""ד","ביה""ד הארצי לעבודה, סגן הנשיאה השופט אילן איטח: פס""ד בנושא",18,10.0,404.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/car-accident-personal-injury-judge-lawsuit-damages-31066-11-16/,השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי,השופטת אורלי מור-אל: תביעה לתשלום פיצויים בשל נזקי גוף,18,1.0,271.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/car-accident-compensation-39115-08-19/,"פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19)","פיצוי בגין תאונת דרכים קורקינט (ת""א 39115-08-19)",18,0.0,119.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/personal-injury-lawsuit-71866-07-18/,תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן,תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של,18,1.0,102.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,hire-lawyer,https://jus-tice.co.il/personal-injury-verdict-judge-lawsuit-damages-30014-02-17/,"השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין","השופטת נסרין עדוי-חד'ר: פס""ד בתביעת פיצויים בגין נזקי גוף",18,6.0,86.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/defamation-verdict-lawsuit-15771-09-19/,"פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א","פס""ד בתביעה לשון הרע בגין פרסום בקבוצת פייסבוק (ת""א",18,0.0,79.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-lawsuit-damages-9109-12-19/,"פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א","פס""ד בעניין תביעת פיצויים כנגד רופא שיניים (ת""א 9109-12-19)",18,1.0,78.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/defamation-judge-decision-claims-criminal-44355-02-21/,השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה,השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה פלילית,18,0.0,77.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/10284-05-21/,השופט ניר מישורי לב טוב: גזר דין בעניין עבירות לשון,"השופט ניר מישורי לב טוב: גזר דין בעניין עבירות לשון הרע (ת""פ",18,2.0,76.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/personal-injury-verdict-judge-lawsuit-damages-claim/,"השופטת חיה זנדברג: פס""ד בתביעה לפיצויים בגין נזקי","השופטת חיה זנדברג: פס""ד בתביעה לפיצויים בגין נזקי גוף בטענה",18,4.0,75.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/personal-injury-compensation-verdict-israel/,פיצוי כספי בגין איחור בהמראת טיסה ואי אספקת שירותי,פיצוי כספי בגין איחור בהמראת טיסה ואי אספקת שירותי,18,0.0,68.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/defamation-lawsuit-judge-law-2022/,דחיית תביעת לשון הרע,דחיית תביעת לשון הרע | השופט אביים ברקאי פסקי דין 2022,18,1.0,51.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/defamation-lawsuit-law-business-52301-10-20/,תביעה לפי חוק לשון הרע בעקבות פרסומים של מוביל דעת,תביעה לפי חוק לשון הרע בעקבות פרסומים של מוביל דעת קהל,18,1.0,17.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,support,informational-guide,https://jus-tice.co.il/verdict-lawsuit-accountant-account-55450-03-20/,תביעה בגין רשלנות מקצועית של רואה חשבון,"תביעה בגין רשלנות מקצועית של רואה חשבון | פסק דין (ת""א",18,1.0,17.0,REBUILD
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,tool,template/tool,https://jus-tice.co.il/national-insurance-calculator/,חישוב ביטוח לאומי,"חישוב ביטוח לאומי: כלי, טופס והסבר משפטי",18,5.0,725.0,KEEP-IMPROVE
torts-insurance,https://jus-tice.co.il/car-accident-auto-injury-lawyer/,trust,trust/about,https://jus-tice.co.il/privacy-violation-compensation-lawsuit-israel/,פיצוי כספי בגין פגיעה בפרטיות,פיצוי כספי בגין פגיעה בפרטיות | Jus-Tice,18,0.0,115.0,KEEP-IMPROVE
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/working-permit-for-foreign-workers/,עובד זר זמני,"עובד זר זמני: שירותים, הליך ובחירת ייצוג",20,7.0,21349.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,informational-guide,https://jus-tice.co.il/employment-contract/,הסכם עבודה,הסכם עבודה: מדריך משפטי מעשי,20,3.0,8350.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/employer-worker-relationship/,דיני עבודה יחסי עובד מעביד,"דיני עבודה יחסי עובד מעביד: שירותים, הליך ובחירת ייצוג",20,20.0,6460.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/coronavirus-employers-guide/,"למעסיק חל""ת ופיטורי עובדים","למעסיק חל""ת ופיטורי עובדים: שירותים, הליך ובחירת ייצוג",20,0.0,2300.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,hire-lawyer,https://jus-tice.co.il/how-to-deal-with-problematic-employees-aside-from-termination/,כיצד להתמודד עם עובדים בעייתיים (מלבד פיטורין),כיצד להתמודד עם עובדים בעייתיים (מלבד פיטורין),20,22.0,1471.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,informational-guide,https://jus-tice.co.il/pre-indictment-hearing/,שימוע לפני כתב אישום,שימוע לפני כתב אישום: מדריך משפטי מעשי,20,0.0,807.0,REBUILD
labor-employment,https://jus-tice.co.il/labor-lawyer/,cluster,informational-guide,https://jus-tice.co.il/notice-of-dismissal/,הודעה מוקדמת לפיטורים,הודעה מוקדמת לפיטורים: מדריך משפטי מעשי,20,0.0,529.0,REBUILD
