url,status,final_url,impressions,clicks,primary_cluster,recommended_action,title,h1,visible_ben_attribution,schema_ben_author,schema_article_authors,schema_article_reviewers,schema_parse_errors,audit_action
https://jus-tice.co.il/tax-offenses-criminal-lawyer,200,https://jus-tice.co.il/tax-offenses-criminal-lawyer/?jt_author_audit=1779183586488,2181,1,criminal-law,NEEDS_CONTENT_REVIEW,עורך דין פלילי מומחה בעבירות מס | מחירון שירותים 2025 + טבלת עונשים | Jus-Tice.co.il,עורך דין פלילי מומחה בעבירות מס | מחירון שירותים 2025 + טבלת עונשים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/33316-07-19,200,https://jus-tice.co.il/33316-07-19/?jt_author_audit=1779183589395,2001,12,family-law,NEEDS_MERGE_REVIEW,פס&quot;ד בעניין תביעה רכושית ואיזון משאבים בין בני זוג לשעבר (תלה&quot;מ 33316-07-19) | Jus-Tice.co.il,פס&quot;ד בעניין תביעה רכושית ואיזון משאבים בין בני זוג לשעבר (תלה&quot;מ 33316-07-19),YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F,404,https://jus-tice.co.il/%D7%97%D7%93%D7%A9%D7%95%D7%AA-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F?jt_author_audit=1779183592254,1989,4,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A2%D7%93-%D7%AA%D7%95%D7%9D-%D7%94%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%AA%D7%95%D7%9A-%D7%94%D7%9E%D7%A9%D7%A4%D7%97%D7%94,404,https://jus-tice.co.il/%D7%94%D7%A0%D7%97%D7%99%D7%95%D7%AA-%D7%A4%D7%A8%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%9E%D7%93%D7%99%D7%A0%D7%94-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%A2%D7%93-%D7%AA%D7%95%D7%9D-%D7%94%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%95%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%91%D7%AA%D7%95%D7%9A-%D7%94%D7%9E%D7%A9%D7%A4%D7%97%D7%94?jt_author_audit=1779183593703,1892,6,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/psakdin/%D7%A6%D7%95-%D7%94%D7%95%D7%A8%D7%95%D7%AA-%D7%9E%D7%9B%D7%95%D7%97-%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%96%D7%A8%D7%94,200,https://jus-tice.co.il/psakdin/civil/,1727,1,UNKNOWN,NEEDS_MERGE_REVIEW,צו הורות פסיקתי מכוח זיקה לזיקה לאזרחית זרה | Jus-Tice.co.il,צו הורות פסיקתי מכוח זיקה לזיקה לאזרחית זרה,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/request-for-extension-of-detention-beyond-nine-months,200,https://jus-tice.co.il/request-for-extension-of-detention-beyond-nine-months/?jt_author_audit=1779183597954,1691,18,criminal-law,NEEDS_CONTENT_REVIEW,בקשה להארכת מעצר מעבר לתשעה חודשים | Jus-Tice.co.il,בקשה להארכת מעצר מעבר לתשעה חודשים,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings,200,https://jus-tice.co.il/54044-04-22cancel-criminal-proceedings/?jt_author_audit=1779183601075,1660,5,criminal-law,NEEDS_CONTENT_REVIEW,ביטול כתב אישום מחמת הגנה מן הצדק ( תק&quot;ח 54044-04-22) | Jus-Tice.co.il,ביטול כתב אישום מחמת הגנה מן הצדק ( תק&quot;ח 54044-04-22),YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/should-i-admit-guilt-to-my-criminal-defense-attorney,200,https://jus-tice.co.il/should-i-admit-guilt-to-my-criminal-defense-attorney/?jt_author_audit=1779183603916,1651,7,criminal-law,NEEDS_CONTENT_REVIEW,האם עלי להודות באשמה בפני הסניגור הפלילי שלי? המלצות עורך דין פלילי | Jus-Tice.co.il,האם עלי להודות באשמה בפני הסניגור הפלילי שלי? המלצות עורך דין פלילי,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%A2%D7%91%D7%99%D7%A8%D7%AA-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%95%D7%91%D7%AA,404,https://jus-tice.co.il/%D7%92%D7%96%D7%A8-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%A2%D7%91%D7%99%D7%A8%D7%AA-%D7%AA%D7%A7%D7%99%D7%A4%D7%AA-%D7%90%D7%99%D7%A9%D7%94-%D7%95%D7%91%D7%AA?jt_author_audit=1779183606885,1615,42,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
https://jus-tice.co.il/decision6077-20,200,https://jus-tice.co.il/decision6077-20/?jt_author_audit=1779183608375,1581,1,criminal-law,NEEDS_CONTENT_REVIEW,פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס הכנסה | פסק דין עליון ע&quot;א 6077/20 | Jus-Tice.co.il,פלילי: כספי חילוט לא יוכרו כהוצאה מותרת בניכוי מס הכנסה | פסק דין עליון ע&quot;א 6077/20,YES,YES,Person | עו״ד בן בטש | https://jus-tice.co.il/,,,REVIEW_AND_REPLACE_WITH_ORG_OR_VERIFIED_REVIEWER
https://jus-tice.co.il/%D7%A6%D7%95-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%99,404,https://jus-tice.co.il/%D7%A6%D7%95-%D7%9E%D7%A2%D7%A6%D7%A8-%D7%90%D7%99%D7%A8%D7%95%D7%A4%D7%99?jt_author_audit=1779183611438,1494,8,criminal-law,NEEDS_CONTENT_REVIEW,Page not found | Jus-Tice.co.il,העמוד לא נמצא,NO,NO,,,,NO_BEN_ATTRIBUTION_DETECTED
