target,priority,source,sectionOrder,decision,heading,words,sample,rationale,sourceFile
"/child-custody/","P0","live","64","REVIEW_FOR_MERGE","מתי הסכם זמני שהות צריך להיות מפורט במיוחד?","28","יש משפחות שבהן הסכם קצר יכול לעבוד משום שהתקשורת טובה והנסיבות פשוטות. אבל במקרים אחרים צריך פירוט רב יותר: כאשר ההורים גרים רחוק. כאשר אחד ההורים עובד במשמרות.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/child-custody.txt"
"/divorce-property-division/","P0","draft","1","KEEP_DRAFT_BASE","חלוקת רכוש בגירושין","140","מידע זה נועד להסביר מושגים, שלבים וסיכונים נפוצים בחלוקת רכוש בין בני זוג. הוא אינו ייעוץ משפטי, אינו מחליף בדיקה פרטנית של עורך דין, ואינו קובע מראש מה מגיע לכל צד. חלוקת רכוש תלויה בהסכמים, מסמכים, מועד הנישואין או החיים המשותפים, מקור הנכסים, התנהלות הצד...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","2","KEEP_DRAFT_BASE","מהו איזון משאבים?","90","איזון משאבים הוא מנגנון שמטרתו להסדיר את חלוקת השווי של הרכוש הרלוונטי שנצבר במהלך החיים המשותפים. במקרים רבים לא מחלקים כל חפץ או נכס לשניים בפועל, אלא בודקים את השווי הכולל ואת הדרך שבה ניתן לאזן בין הצדדים. לדוגמה, ייתכן שדירה תימכר והכסף יחולק. ייתכן שצ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","3","KEEP_DRAFT_BASE","למה חלוקת רכוש אינה רק חצי-חצי?","114","הכלל הפשוט נשמע ברור, אבל המציאות המשפחתית והכלכלית מורכבת יותר. לפני שמחליטים על חלוקה צריך לבדוק: האם בני הזוג נשואים או ידועים בציבור. מתי התחיל הקשר ומתי הסתיים בפועל. האם יש הסכם ממון או הסכם אחר. אילו נכסים נצברו במהלך הקשר. אילו נכסים היו קיימים לפני...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","4","KEEP_DRAFT_BASE","מועד הקרע ולמה הוא חשוב","77","במקרים רבים עולה השאלה מאיזה יום מפסיקים לראות את בני הזוג כיחידה כלכלית אחת. מועד זה מכונה לעיתים “מועד הקרע”. הוא יכול להשפיע על חובות, הכנסות, שווי עסק, זכויות עתידיות ונכסים שנוצרו לאחר הפרידה. אין לקבוע את המועד הזה לפי תחושה בלבד. לפעמים בוחנים מועד ע...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","5","KEEP_DRAFT_BASE","דירת מגורים ופירוק שיתוף","119","דירת מגורים היא לעיתים הנכס המשמעותי ביותר של בני הזוג. כאשר יש דירה משותפת, צריך לבדוק האם היא נמכרת, האם צד אחד רוכש את חלקו של הצד השני, כיצד מטפלים במשכנתה, מי נשאר לגור בדירה עד להסדרה, ומה קורה כאשר יש ילדים. אם הדירה רשומה על שם שני הצדדים, עדיין צרי...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","6","KEEP_DRAFT_BASE","זכויות פנסיה וזכויות סוציאליות","105","פנסיה, קרנות השתלמות, קופות גמל, ביטוחים וזכויות סוציאליות הן חלק חשוב מחלוקת רכוש. הבעיה היא שהן לא תמיד נראות כמו כסף זמין בחשבון, ולכן קל לשכוח אותן או להעריך אותן בצורה לא נכונה. במקרים רבים יש צורך באיש מקצוע מתאים כדי לחשב את הזכויות, להבין אילו תקופו...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","7","KEEP_DRAFT_BASE","עסק, חברה, מניות ואופציות","96","כאשר אחד הצדדים עצמאי, בעל חברה, מחזיק מניות או מקבל אופציות, חלוקת הרכוש יכולה להיות מורכבת יותר. עסק אינו רק יתרה בחשבון בנק. צריך לבדוק הכנסות, רווחיות, שווי, חובות, מוניטין, התחייבויות, הלוואות בעלים, משכורת מתוך העסק וזכויות עתידיות. גם אופציות, מניות ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","8","KEEP_DRAFT_BASE","חובות והלוואות","98","חלוקת רכוש אינה עוסקת רק בנכסים. גם חובות יכולים להיות חלק מהתמונה: משכנתה, הלוואות, מינוס, חובות עסקיים, ערבויות, הלוואות משפחתיות, חיובי אשראי או התחייבויות עתידיות. לא כל חוב בהכרח מתחלק באותה דרך. צריך לבדוק מתי נוצר החוב, למה שימש, מי ידע עליו, האם הוא...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","9","KEEP_DRAFT_BASE","ירושות, מתנות ונכסים מלפני הנישואין","79","נכסים שהיו לאחד הצדדים לפני הנישואין, ירושות, מתנות ופיצויים מסוימים עשויים לקבל יחס שונה. אבל גם כאן לא כדאי להסתפק בכלל כללי. לפעמים נכס שהיה נפרד התערבב בהתנהלות המשפחתית. לפעמים כספי ירושה שימשו לשיפוץ דירה משותפת. לפעמים דירה מלפני הנישואין שימשה כדירת...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","10","KEEP_DRAFT_BASE","הסכם ממון והסכמות קודמות","86","אם יש הסכם ממון, הסכם חיים משותפים או הסכם קודם בין הצדדים, הוא יכול להשפיע מאוד על חלוקת הרכוש. אבל גם הסכם כזה צריך לבדוק: האם הוא נחתם כדין, האם אושר אם היה צורך בכך, מה בדיוק הוא קובע, האם הוא ברור, והאם הוא מכסה את הנכס שעליו יש מחלוקת. לפעמים בני זוג ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","11","KEEP_DRAFT_BASE","הברחת נכסים וחוסר שקיפות","81","כאשר אחד הצדדים חושש שהצד השני מסתיר מידע, מעביר כספים, משנה בעלות, מנפח חובות או לא מציג מסמכים, חשוב לעצור ולא למהר לחתום. סימני אזהרה יכולים לכלול משיכות חריגות, חשבונות לא מוסברים, העברות לקרובים, שינויי שכר פתאומיים, מסמכים חסרים או סירוב למסור מידע. ל...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","12","KEEP_DRAFT_BASE","איך מתכוננים לשיחה על רכוש?","67","לפני פנייה לעורך דין, גישור או משא ומתן, כדאי להכין רשימת נכסים וחובות בסיסית: דירות ונכסי נדל""ן. משכנתאות והלוואות. חשבונות בנק. קרנות, פנסיה, קופות גמל וביטוחים. רכבים. עסק, חברה, מניות או אופציות. ירושות ומתנות. חובות אישיים ומשותפים. הסכמים קודמים. מסמכ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","13","KEEP_DRAFT_BASE","חלוקת רכוש בהסכם או בגישור","74","כאשר יש נכונות לדבר, אפשר להסדיר חלק מנושאי הרכוש במסגרת או . זה יכול להיות יעיל כאשר יש שקיפות, מסמכים והבנה בסיסית של הנכסים והחובות. אבל הסכמה אינה מספיקה אם היא לא ברורה או לא ניתנת לביצוע. הסכם צריך להסביר מה קורה עם הדירה, המשכנתה, הפנסיה, העסק, החובו...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","14","KEEP_DRAFT_BASE","מתי יש דחיפות?","59","חלוקת רכוש הופכת לדחופה כאשר יש חשש להעברת כספים, מכירת נכס, יצירת חובות, ריקון חשבון, הסתרת מסמכים, פגיעה בעסק, או לחץ לחתום על הסכם בלי זמן לבדיקה. במצבים כאלה ייתכן שלא נכון להמתין לסיום תהליך גישור רגיל. גם פתיחת הליך יכולה להשפיע על התזמון ועל הצעדים ה...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","15","KEEP_DRAFT_BASE","שאלות נפוצות","0","","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","16","KEEP_DRAFT_BASE","האם כל הרכוש מתחלק חצי-חצי?","26","לא בהכרח. לעיתים יש חלוקה שווה של שווי הרכוש הרלוונטי, אבל צריך לבדוק מה נכלל, מה מוחרג, האם יש הסכם ממון, מה מקור הנכסים ומה הנסיבות.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","17","KEEP_DRAFT_BASE","האם דירה שרשומה על שם צד אחד יכולה להתחלק?","27","ייתכן, אבל לא בכל מקרה. צריך לבדוק מתי הדירה נרכשה, מי שילם, איך בני הזוג התנהלו, האם הייתה השקעה משותפת, האם הדירה שימשה למגורים ומה המסמכים אומרים.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","18","KEEP_DRAFT_BASE","האם פנסיה מתחלקת בגירושין?","21","זכויות פנסיוניות עשויות להיות חלק מחלוקת הרכוש, אך יש לחשב אותן בזהירות ולפי התקופה הרלוונטית. לעיתים נדרש אקטואר או מומחה מתאים.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","19","KEEP_DRAFT_BASE","מה עושים אם בן או בת הזוג מסתירים רכוש?","21","לא כדאי לחתום על הסכם לפני בירור. צריך לאסוף סימנים ומסמכים, לקבל ייעוץ פרטני ולבדוק האם נדרשת פעולה משפטית או כלכלית.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","20","KEEP_DRAFT_BASE","האם חייבים למכור את הדירה?","24","לא תמיד. יש מקרים של מכירה, רכישה של חלק הצד השני, הסדר זמני או פתרון אחר. הבחירה תלויה בזכויות, ביכולת הכלכלית, בילדים, במשכנתה ובהסכמות.","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","21","KEEP_DRAFT_BASE","איך Jus-Tice יכול לעזור בשלב הזה?","68","Jus Tice יכול לעזור למפות את השאלה המשפטית הראשונית: האם מדובר בבדיקת הסכם, חלוקת דירה, פנסיה, עסק, חובות, חשד להסתרת רכוש או צורך בעורך דין גירושין. המטרה היא לכוון את המשתמש למסלול מתאים בלי להבטיח תוצאה ובלי להחליף ייעוץ אישי. אם אתם בתחילת הדרך, התחילו ...","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P0","draft","22","KEEP_DRAFT_BASE","עמודים קשורים","0","","Clean draft section passed static QA and remains the base content unless owner/legal review changes it.","content-drafts/divorce-property-division-public-body-he.md"
"/divorce-property-division/","P1","live","1","PARTIAL_OVERLAP_REVIEW","משפחה וגירושין","27","חלוקת רכוש בגירושין: נכסים, חובות, דירה, פנסיה ועסק משפחתי מדריך לחלוקת רכוש בגירושין: מיפוי נכסים וחובות, דירה, פנסיה, עסק, מתנות, ירושות, הסכמים והכנה לפגישה עם עורך דין.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","2","PARTIAL_OVERLAP_REVIEW","חלוקת רכוש בגירושין: נכסים, חובות, דירה, פנסיה ועסק משפחתי","30","מדריך לחלוקת רכוש בגירושין: מיפוי נכסים וחובות, דירה, פנסיה, עסק, מתנות, ירושות, הסכמים והכנה לפגישה עם עורך דין. התאמה לעורך דין חלוקת רכוש בגירושין הסבר ברור לפני פנייה לעורך דין","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","4","REVIEW_FOR_MERGE","התאמה לעורך דין","47","חלוקת רכוש בגירושין הסבר ברור לפני פנייה לעורך דין קישור למדריכים תומכים אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור משמורת ילדים מדריך ק...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","5","REVIEW_FOR_MERGE","חלוקת רכוש בגירושין הסבר ברור לפני פנייה לעורך דין","38","קישור למדריכים תומכים אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור משמורת ילדים מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","6","PARTIAL_OVERLAP_REVIEW","קישור למדריכים תומכים","35","אפשרות להשארת פנייה מסודרת מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור משמורת ילדים מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","7","PARTIAL_OVERLAP_REVIEW","אפשרות להשארת פנייה מסודרת","31","מסלול קריאה באשכול משפחה וגירושין עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור משמורת ילדים מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","8","PARTIAL_OVERLAP_REVIEW","מסלול קריאה באשכול משפחה וגירושין","26","עורך דין גירושין מדריך קשור גירושין בהסכמה מדריך קשור גישור גירושין מדריך קשור מזונות ילדים מדריך קשור משמורת ילדים מדריך קשור בקשה ליישוב סכסוך מדריך קשור","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","10","REVIEW_FOR_MERGE","חלוקת רכוש בגירושין: איזון משאבים, דירת מגורים, פנסיה, חובות ונכסים עסקיים","108","תקציר חלוקת רכוש בגירושין היא לעיתים השלב הכלכלי המורכב ביותר בהליך. אנשים נוטים לחשוב שהכול מתחלק ""חצי-חצי"", אבל המציאות מורכבת יותר. צריך לבדוק מתי בני הזוג נישאו, האם יש הסכם ממון, אילו נכסים נצברו במהלך הנישואין, מה הוחרג, האם יש דירה, משכנתא, עסק, חובו...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","14","COVERED_BY_DRAFT","מהו איזון משאבים?","83","איזון משאבים הוא מנגנון לחלוקת שווי הרכוש המשותף בין בני זוג בעת פקיעת הנישואין או פירוק הקשר, כאשר אין הסכם ממון שקובע אחרת. הרעיון הבסיסי הוא להשוות את שווי הנכסים הרלוונטיים שנצברו במהלך החיים המשותפים, כך שכל צד יקבל את חלקו לפי הדין. אבל ""איזון"" אינו ב...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","26","REVIEW_FOR_MERGE","עסק או מניות בחברה.","38","אופציות ומענקים. חובות והלוואות. זכויות סוציאליות. ציוד יקר, תכשיטים או נכסים מוחשיים. לא כל נכס בהכרח ייכלל. נכסים שהוחרגו בהסכם ממון, נכסים מסוימים שהתקבלו לפני הנישואין, ירושות, מתנות או פיצויים מסוימים עשויים לקבל יחס שונה, לפי הדין והנסיבות.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","27","REVIEW_FOR_MERGE","אופציות ומענקים.","36","חובות והלוואות. זכויות סוציאליות. ציוד יקר, תכשיטים או נכסים מוחשיים. לא כל נכס בהכרח ייכלל. נכסים שהוחרגו בהסכם ממון, נכסים מסוימים שהתקבלו לפני הנישואין, ירושות, מתנות או פיצויים מסוימים עשויים לקבל יחס שונה, לפי הדין והנסיבות.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","28","COVERED_BY_DRAFT","חובות והלוואות.","34","זכויות סוציאליות. ציוד יקר, תכשיטים או נכסים מוחשיים. לא כל נכס בהכרח ייכלל. נכסים שהוחרגו בהסכם ממון, נכסים מסוימים שהתקבלו לפני הנישואין, ירושות, מתנות או פיצויים מסוימים עשויים לקבל יחס שונה, לפי הדין והנסיבות.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","29","COVERED_BY_DRAFT","זכויות סוציאליות.","32","ציוד יקר, תכשיטים או נכסים מוחשיים. לא כל נכס בהכרח ייכלל. נכסים שהוחרגו בהסכם ממון, נכסים מסוימים שהתקבלו לפני הנישואין, ירושות, מתנות או פיצויים מסוימים עשויים לקבל יחס שונה, לפי הדין והנסיבות.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","30","PARTIAL_OVERLAP_REVIEW","ציוד יקר, תכשיטים או נכסים מוחשיים.","26","לא כל נכס בהכרח ייכלל. נכסים שהוחרגו בהסכם ממון, נכסים מסוימים שהתקבלו לפני הנישואין, ירושות, מתנות או פיצויים מסוימים עשויים לקבל יחס שונה, לפי הדין והנסיבות.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","32","REVIEW_FOR_MERGE","למה חלוקת רכוש היא לא רק ""חצי-חצי""","26","הטעות הנפוצה ביותר היא לחשוב שחלוקת רכוש היא פעולה חשבונאית פשוטה: לוקחים רשימת נכסים, מחלקים בשניים, וסיימנו. בפועל, לפני שמגיעים למספר צריך לענות על שאלות עומק:","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","34","COVERED_BY_DRAFT","האם בני הזוג נשואים או ידועים בציבור.","25","מהו מועד הנישואין או תחילת החיים המשותפים. האם יש הסכם ממון, הסכם חיים משותפים או הסכם גירושין קודם. מה נצבר לפני הקשר ומה נצבר במהלכו.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","35","PARTIAL_OVERLAP_REVIEW","מהו מועד הנישואין או תחילת החיים המשותפים.","30","האם יש הסכם ממון, הסכם חיים משותפים או הסכם גירושין קודם. מה נצבר לפני הקשר ומה נצבר במהלכו. האם נכס מסוים הוחרג במפורש. האם הייתה כוונת שיתוף למרות רישום נפרד.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","36","PARTIAL_OVERLAP_REVIEW","האם יש הסכם ממון, הסכם חיים משותפים או הסכם גירושין קודם.","26","מה נצבר לפני הקשר ומה נצבר במהלכו. האם נכס מסוים הוחרג במפורש. האם הייתה כוונת שיתוף למרות רישום נפרד. האם יש ילדים והאם נדרש פתרון מדור.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","37","REVIEW_FOR_MERGE","מה נצבר לפני הקשר ומה נצבר במהלכו.","29","האם נכס מסוים הוחרג במפורש. האם הייתה כוונת שיתוף למרות רישום נפרד. האם יש ילדים והאם נדרש פתרון מדור. האם יש חובות או ערבויות. האם אחד הצדדים הסתיר מידע.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","38","PARTIAL_OVERLAP_REVIEW","האם נכס מסוים הוחרג במפורש.","33","האם הייתה כוונת שיתוף למרות רישום נפרד. האם יש ילדים והאם נדרש פתרון מדור. האם יש חובות או ערבויות. האם אחד הצדדים הסתיר מידע. האם יש עסק, חברה, מניות או נכסים שקשה להעריך.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","39","REVIEW_FOR_MERGE","האם הייתה כוונת שיתוף למרות רישום נפרד.","59","האם יש ילדים והאם נדרש פתרון מדור. האם יש חובות או ערבויות. האם אחד הצדדים הסתיר מידע. האם יש עסק, חברה, מניות או נכסים שקשה להעריך. לכן תפקיד המאמר הוא לא לתת נוסחה, אלא ללמד את המשתמש לבנות מפת רכוש. מי שמגיע לייעוץ עם מפת רכוש מסודרת יקבל שיחה טובה בהרבה...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","40","REVIEW_FOR_MERGE","האם יש ילדים והאם נדרש פתרון מדור.","52","האם יש חובות או ערבויות. האם אחד הצדדים הסתיר מידע. האם יש עסק, חברה, מניות או נכסים שקשה להעריך. לכן תפקיד המאמר הוא לא לתת נוסחה, אלא ללמד את המשתמש לבנות מפת רכוש. מי שמגיע לייעוץ עם מפת רכוש מסודרת יקבל שיחה טובה בהרבה ממי שמגיע רק עם תחושה ש""משהו לא הו...","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","41","REVIEW_FOR_MERGE","האם יש חובות או ערבויות.","47","האם אחד הצדדים הסתיר מידע. האם יש עסק, חברה, מניות או נכסים שקשה להעריך. לכן תפקיד המאמר הוא לא לתת נוסחה, אלא ללמד את המשתמש לבנות מפת רכוש. מי שמגיע לייעוץ עם מפת רכוש מסודרת יקבל שיחה טובה בהרבה ממי שמגיע רק עם תחושה ש""משהו לא הוגן"".","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","42","REVIEW_FOR_MERGE","האם אחד הצדדים הסתיר מידע.","42","האם יש עסק, חברה, מניות או נכסים שקשה להעריך. לכן תפקיד המאמר הוא לא לתת נוסחה, אלא ללמד את המשתמש לבנות מפת רכוש. מי שמגיע לייעוץ עם מפת רכוש מסודרת יקבל שיחה טובה בהרבה ממי שמגיע רק עם תחושה ש""משהו לא הוגן"".","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","43","REVIEW_FOR_MERGE","האם יש עסק, חברה, מניות או נכסים שקשה להעריך.","33","לכן תפקיד המאמר הוא לא לתת נוסחה, אלא ללמד את המשתמש לבנות מפת רכוש. מי שמגיע לייעוץ עם מפת רכוש מסודרת יקבל שיחה טובה בהרבה ממי שמגיע רק עם תחושה ש""משהו לא הוגן"".","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","45","COVERED_BY_DRAFT","מועד הקרע ולמה הוא חשוב","91","בחלוקת רכוש עולה לעיתים השאלה מהו המועד שממנו מפסיקים לראות את בני הזוג כיחידה כלכלית אחת. זה יכול להיות מועד פרידה בפועל, פתיחת הליך, עזיבת הבית, אירוע אחר או מועד שייקבע לפי נסיבות. המונח המקצועי שמופיע הרבה בשיח הוא ""מועד הקרע"". המועד הזה יכול להשפיע על ...","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P0","live","50","REVIEW_FOR_MERGE","מתי נפרדתם בפועל.","45","האם אחד הצדדים עזב את הבית. האם נפתח הליך. האם יש הסכם ממון. האם יש נכסים או חובות שנוצרו אחרי הפרידה. שאלות כאלה הופכות את הפנייה לחכמה יותר ומאפשרות לעורכת הדין להבין האם מדובר בתיק פשוט, תיק נכסים מורכב או תיק שבו נדרש מומחה כלכלי.","Live section appears missing from the clean draft; review before overwrite and merge if it adds useful user intent coverage.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","51","PARTIAL_OVERLAP_REVIEW","האם אחד הצדדים עזב את הבית.","39","האם נפתח הליך. האם יש הסכם ממון. האם יש נכסים או חובות שנוצרו אחרי הפרידה. שאלות כאלה הופכות את הפנייה לחכמה יותר ומאפשרות לעורכת הדין להבין האם מדובר בתיק פשוט, תיק נכסים מורכב או תיק שבו נדרש מומחה כלכלי.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","52","PARTIAL_OVERLAP_REVIEW","האם נפתח הליך.","36","האם יש הסכם ממון. האם יש נכסים או חובות שנוצרו אחרי הפרידה. שאלות כאלה הופכות את הפנייה לחכמה יותר ומאפשרות לעורכת הדין להבין האם מדובר בתיק פשוט, תיק נכסים מורכב או תיק שבו נדרש מומחה כלכלי.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
"/divorce-property-division/","P1","live","53","COVERED_BY_DRAFT","האם יש הסכם ממון.","32","האם יש נכסים או חובות שנוצרו אחרי הפרידה. שאלות כאלה הופכות את הפנייה לחכמה יותר ומאפשרות לעורכת הדין להבין האם מדובר בתיק פשוט, תיק נכסים מורכב או תיק שבו נדרש מומחה כלכלי.","Live section appears covered or partly covered by the draft; spot-check before overwrite.","reports/family-divorce-live-target-backup-2026-05-21/divorce-property-division.txt"
