post_id,old_hebrew_slug,new_english_slug,title
7038,"איתור-עורך-דין-מציאת-עורך-דין-מוסמך-קר","lawyer-law","איתור עורך דין | מציאת עורך דין מוסמך קרוב אליך"
7035,"חלוקת-דירה-לפי-רישום-לא-שוויוני-על-פי-הס","prenuptial-agreement-apartment-law","חלוקת דירה לפי רישום לא שוויוני על פי הסכם ממון שלא אושר כדין"
7033,"גזר-דין-למורשע-בעבירות-איומים-כלפי-גרו","law-offenses-11078-11-21","גזר-דין למורשע בעבירות איומים כלפי גרושתו (תפ 11078-11-21)"
7031,"היקף-חומר-החקירה-שיש-למסור-לעיון-התובע","investigation-prosecutor-ruling-48441-01-15","היקף חומר החקירה שיש למסור לעיון התובע בעיתוי הנדחה אשר נקבע מכוח הלכת סוויסה וסוגיות נוספות (תא 48441-01-15)"
7029,"עונש-פלילי-לנאשם-במעשה-מגונה-בנסיבות-מ","punishment-criminal-defendant-family-27796-06-20","עונש פלילי לנאשם במעשה מגונה בנסיבות מחמירות במשפחה (תפח 27796-06-20)"
7027,"החלטה-בבקשת-אם-למשמורת-זמנית-של-קטין-ול","parental-alienation-decision-petition-custody-20158-01-22","החלטה בבקשת אם למשמורת זמנית של קטין ולהעברתו לטיפולה והשגחתה לנוכח ניכור הורי וסיכון הקטין (תלהמ 20158-01-22)"
7025,"חישוב-שיעור-חיובו-של-אב-שאינו-מנצל-את-מל","alimony-38131-07-21","חישוב שיעור חיובו של אב שאינו מנצל את מלוא כושר השתכרותו במזונות ילדו (עמש 38131-07-21)"
7023,"מתי-יוגדר-קטין-כמרדן-ומדוע-ימנע-בית-המש","house-pension-45248-10-21","מתי יוגדר קטין כמרדן ומדוע ימנע בית המשפט מחלוקת פנסיה נוכח בטלנותו של בן הזוג האחר? (עמש 45248-10-21)"
7021,"האם-תניית-בוררות-זרה-בהסכם-מקוון-שבין-י","arbitration-agreement-israeli-contract-28163-07-20","האם תניית בוררות זרה בהסכם מקוון שבין יצרן בינל למפיץ ישראלי, היא תנאי מקפח בחוזה אחיד (תא 28163-07-20)"
7019,"מי-נחשב-מעוניין-בדבר-בעל-זכות-לצורך-הג","right-will-37707-12-21","מי נחשב מעוניין בדבר בעל זכות לצורך הגשת התנגדות לצוואה (רמש 37707-12-21)"
7002,"מזונות-הילדים-תשלום-פעוטון-צהרון-ומ","beer-sheva-rabbinical-court-alimony-1161022-12","מזונות הילדים – תשלום פעוטון, צהרון ומחציות – 1161022-12 – ביהד באר שבע"
6982,"כתובה-במי-שתבעה-גירושין-לאחר-אירוע-אלי","tel-aviv-rabbinical-court-ketubah-divorce-1170551-5","כתובה למי שתבעה גירושין לאחר אירוע אלימות – 1170551-5 – ביהד תל אביב יפו"
6980,"השבת-המשמורת-לאם-לאחר-טיפול-פסיכולוגי","custody","השבת המשמורת לאם לאחר טיפול פסיכולוגי"
6965,"אי-אכיפת-הסכם-אי-תחרות-וסודיות-הנשיא-א","verdict-enforcement-agreement-49088-11-18","אי אכיפת הסכם אי תחרות וסודיות | הנשיא אלכס קוגן: פסד בנושא חופש העיסוק (סעש 49088-11-18)"
6943,"השופט-אריאל-ממן-החלטה-למתן-צו-הגנה-למני","protection-order-judge-decision-family-40857-03-22","השופט אריאל ממן: החלטה למתן צו הגנה למניעת אלימות במשפחה (הט 40857-03-22)"
6937,"חיוב-גט-גירושין-ודחיית-בקשת-האיש-לדון-ב","get-divorce-divorce-petition","חיוב גט גירושין ודחיית בקשת האיש לדון בעילות נוספות מיותרות"
6935,"שכר-כונס-נכסים-שלא-השלים-את-מלאכתו","properties","שכר כונס נכסים שלא השלים את מלאכתו"
6933,"דחיית-תביעת-לשון-הרע-השופט-אביים-ברקאי","defamation-lawsuit-judge-law-2022","דחיית תביעת לשון הרע | השופט אביים ברקאי פסקי דין 2022"
6927,"חובת-אישור-הסכם-המהווה-השלמה-להסכם-ממו","prenuptial-agreement-rabbinical-court-approval-agreement-divorce-law","&#8216;חובת אישור הסכם המהווה השלמה להסכם ממון או גירושין, אף אם הוגדר &#8216;הסכם מכר', ובטלותו משאושר שלא כדין – 1333563-1 – ביהד הגדול'‎‎"
6925,"פיצויים-לעובד-שפוטר-מעבודתו-לאלתר-ולל","verdict-damages-law-31439-10-17","פיצויים לעובד שפוטר מעבודתו לאלתר וללא עריכת שימוע כדין | פסק דין סעש 31439-10-17"
6922,"תביעה-בגין-רשלנות-מקצועית-של-רואה-חשבו","verdict-lawsuit-accountant-account-55450-03-20","תביעה בגין רשלנות מקצועית של רואה חשבון | פסק דין (תא 55450-03-20)"
6916,"שיעור-הפיצוי-בגין-ליקויי-בנייה-בדירה-ש","compensation-apartment","שיעור הפיצוי בגין ליקויי בנייה בדירה שנרכשה | ליקויים מהותיים המצדיקים החלפת הריצוף"
6903,"קביעת-גדר-חיוב-האב-במזונות-קטנים-מעל-גי","alimony","קביעת גדר חיוב האב במזונות קטנים מעל גיל שש, על פי שיטת הרשבא"
6901,"חזקת-חוב-לצד-ג-שאכן-חוב-הוא-ובר־איזון-ו","evidence","חזקת חוב לצד ג' שאכן חוב הוא ובר־איזון וחובת הראיה על הטוען אחרת | איזון משאבים"
6899,"העדר-שיתוף-ספציפי-בנכס-שנרשם-על-שם-הבעל","property-division-property-tax-divorce","העדר שיתוף ספציפי בנכס שנרשם על שם הבעל רק משיקולי מס | גירושין חלוקת רכוש"
6892,"הטיפול-בנפגעי-עבירות-מין-בהליך-הפלילי","sex-offenses-process-criminal-law-account","הטיפול בנפגעי עבירות מין בהליך הפלילי – דין וחשבון"
6711,"הוועדה-הבין-משרדית-לבחינת-הטיפול-בנפג","sex-offenses-process-defense-law-account","הוועדה הבין-משרדית לבחינת הטיפול בנפגעי עבירות מין בהליך הפלילי –  דין וחשבון"
6890,"האם-לנציב-שירות-המדינה-יש-סמכות-לחתום-ע","law-jurisdiction","האם לנציב שירות המדינה יש סמכות לחתום על חוזים מיוחדים?"
6889,"דנפ-5387-20-רפי-רותם-נ-מדינת-ישראל","israel-5387-20","דנפ 5387/20 רפי רותם נ' מדינת ישראל"
6888,"הערות-הסניגוריה-הציבורית-לתזכיר-חוק-י","criminal-law-law-rights-investigation","הערות הסניגוריה הציבורית לתזכיר חוק-יסוד: זכויות בחקירה ובמשפט פלילי"
6886,"מהו-בית-משפט","court","מהו בית משפט?"
6884,"מחיקת-כתב-אישום-חזרה-מכתב-אישום-ביטול","indictment-cancellation","מחיקת כתב אישום | חזרה מכתב אישום | ביטול כתב אישום"
6882,"שקיפות-ושיתוף-הציבור-בנתוני-פשיעה-ופע","article-6882","שקיפות ושיתוף הציבור בנתוני פשיעה ופעילות משטרה"
6880,"ההליך-הפלילי-פרקליטות-המדינה-מול-חטיב","process-criminal-prosecution-law-lawsuits","ההליך הפלילי: פרקליטות המדינה מול חטיבת תביעות המשטרה"
6861,"שכר-טרחה-עורך-דין-רשלנות-רפואית","medical-malpractice-attorney","שכר טרחה עורך דין רשלנות רפואית"
6857,"השופטת-אורית-יהלומי-החלטה-בבקשה-למינו","judge-decision-request-estate-will-21159-07-21","השופטת אורית יהלומי: החלטה בבקשה למינוי מנהל עיזבון כמפורט בצוואה והתנגדות לבקשה (תא 21159-07-21)"
6855,"ערעור-על-החלטת-מינוי-שמאי-מקרקעין-עזבו","inheritance-order-appeal-decision-appraiser-real-estate-61112-02-22","ערעור על החלטת מינוי שמאי מקרקעין- עזבון צו ירושה (רמש 61112-02-22)"
6853,"בקשה-להעתקת-חומרי-חקירה-ומסמכים-בהליכ","request-investigation-proceedings-prosecution-law","בקשה להעתקת חומרי חקירה ומסמכים בהליכים המתנהלים בפרקליטות המדינה"
6847,"השופטת-אורית-בן-דור-ליבל-החלטה-בבקשה-לס","judge-decision-request-rights-apartment-50682-04-17","השופטת אורית בן דור ליבל: החלטה בבקשה לסעד הצהרתי על זכויות בדירה (תמש 50682-04-17)"
6839,"גירושין-פסד-הצהרתי-שמירת-זכויות-רכוש","dissolution-partnership-verdict-divorce-rights-property-compensation","גירושין: פסד הצהרתי, שמירת זכויות, רכושית, פירוק שיתוף, פיצוי משווה"
6834,"סמכות-בית-הדין-בתביעת-גירושין-כרוכה-של","rabbinical-court-jurisdiction-lawsuit-divorce-israel-8216","סמכות בית הדין בתביעת גירושין כרוכה של אזרח, גם אם אינו תושב, בהתקיים זיקות שדי בהן כדי לראות בו &#8216;יהודי בישראל' – 1353166-2 – ביהד הגדול‎‎"
6830,"סמכויות-בית-הדין-הרבני-ליישום-ואכיפת-ה","rabbinical-court-visitation-arrangements-authority-enforcement-agreement-law","סמכויות בית הדין הרבני ליישום ואכיפת הסכם שאישר בנוגע להסדרי שהות, אף שלא &#8216;דן ופסק', ולמינוי אפוטרופוס לדין – 1289509-1 – ביהד הגדול‎‎"
6824,"חובת-המזונות-כנגזרת-של-צורכי-הילדים-וי","rabbinical-court-alimony-1320290-1","חובת המזונות כנגזרת של צורכי הילדים ויכולות האב; משמעותה של יכולת השתכרות – הגדרות, עקרונות ויישום – 1320290-1- ביהד הגדול‎‎"
6821,"בבקשה-לפסילת-הרכב-בית-דין-רבני-חשש-למש","rabbinical-court-request-law","בקשה לפסילת הרכב בית דין רבני | חשש למשוא פנים של בית הדין ולהטיית הדין"
6819,"גירושים-בעלות-וחלוקת-אתר-אינטרנט-חלוק","property-division-divorce-ownership","גירושים: בעלות וחלוקת אתר אינטרנט | חלוקת רכוש בין בני זוג"
6814,"צו-ירושה-אונליין-עם-חותמת-אפוסטיל","inheritance-order-6814","צו ירושה אונליין עם חותמת אפוסטיל"
6797,"מגזין-עורך-דין-מומלץ-נבחרת-החלומות-של-ע","lawyer-recommended-lawyers-law","מגזין עורך דין מומלץ: נבחרת החלומות של עורכי הדין"
6795,"העברת-מסמכים-מתיק-משפחה-לצורך-הליך-פלי","family-process-criminal-46235-12-21","העברת מסמכים מתיק משפחה לצורך הליך פלילי (רמש 46235-12-21)"
6793,"הליכי-גירושין-יוצרים-דינים-מיוחדים-בי","proceedings-divorce","הליכי גירושין יוצרים דינים מיוחדים בין בני הזוג"
6791,"השופט-איתי-הרמלין-החלטה-בטענות-מקדמיו","defamation-judge-decision-claims-criminal-44355-02-21","השופט איתי הרמלין: החלטה בטענות מקדמיות בקובלנה פלילית באישום ללשון הרע (קפ 44355-02-21)"
6789,"החיסיון-המוענק-לפרסומי-לשון-הרע-תוך-כד","defamation-law-13-5-16763-09-21","החיסיון המוענק לפרסומי לשון הרע תוך כדי דיון שיפוטי לפי סעיף 13( 5 )לחוק איסור לשון הרע הוא חיסיון מוחלט  (תא 16763-09-21)"
6786,"אלימות-כלפי-נשים-הזכות-של-האישה-שהאי","right","אלימות כלפי נשים – הזכות של האישה שהאיש יניח לה לנפשה. הזכות להגיד לא"
6784,"השופטת-אורית-בן-דור-ליבל-החלטה-בתביעה-ר","judge-decision-lawsuit-property-witness-divorce","השופטת אורית בן דור ליבל: החלטה בתביעה רכושית מועד הקרע בגירושין לצורך איזון משאבים בין בני זוג לשעבר (תלהמ 23952-08-19)"
6782,"בימש-מחוזי-תא-השופט-נפתלי-שילה-פסד-בע","verdict-contracts-judge-appeal-decision-45292-12-21","בימש מחוזי תא, השופט נפתלי שילה: פסד בערעור על החלטה שקובעת שאב יפגש עם בנו הקטין במרכז קשר לאחר שהוקפאו זמני השהות (רמש 45292-12-21)"
6780,"ירושה-פסק-דין-בתביעות-של-אישה-למתן-חשבו","verdict-inheritance-lawsuits-accounts-59182-12-13","ירושה: פסק דין בתביעות של אישה למתן חשבונות כנגד אחיו של בן זוגה לשעבר המנוח (תמש 59182-12-13)"
6778,"תביעה-לפי-חוק-לשון-הרע-בעקבות-פרסומים-ש","defamation-lawsuit-law-business-52301-10-20","תביעה לפי חוק לשון הרע בעקבות פרסומים של מוביל דעת קהל בפייסבוק נגד עמוד עסקי (עא 52301-10-20)"
6776,"ירושה-תביעות-במסגרת-סכסוך-בין-אלמנה-וי","inheritance-lawsuits-rights-apartment-7662-07-18","ירושה: תביעות במסגרת סכסוך בין אלמנה וילדיה ואמו של הנפטר הנוגעות לזכויות על דירה (תמש 7662-07-18)"
6773,"השופט-עדי-הדר-דחית-טענה-של-שוכר-עסק-כי-ה","judge-claim-business-agreement-lease-58579-07-20","השופט עדי הדר: דחית טענה של שוכר עסק כי המשכיר ביטל את הסכם השכירות ללא הסכמתו (תא 58579-07-20)"
6771,"השופטת-אספרנצה-אלון-פסד-בברע-על-החלטה","verdict-judge-decision-request-49897-12-21","השופטת אספרנצה אלון: פסד בברע על החלטה ביחס לבקשה למינוי אפוטרופוס (רמש 49897-12-21)"
6768,"השופט-סארי-גיוסי-החלטה-בחובת-ההנמקה-ב","judge-decision-alimony-57290-01-22","השופט סארי ג'יוסי: החלטה בחובת ההנמקה בהחלטות בעניין גובה דמי-מזונות זמניים (רמש 57290-01-22)"
6766,"חובת-האב-במדור-ילדיו-בדירה-שבבעלות-האם","apartment-ownership-residence-1241751-6","חובת האב במדור ילדיו בדירה שבבעלות האם; דרך חישוב דמי מדור לפי נורמות המגורים בזמננו  1241751-6"
6764,"חיוב-אם-במזונות-ילדים-באלו-תנאים-1284587-12-ב","child-support-jerusalem-rabbinical-court-1284587-12","חיוב אם במזונות ילדים – באלו תנאים – 1284587-12 – ביהד ירושלים‎‎"
6762,"דחיית-טענה-לביטול-הסכם-גירושין-שאושר-ב","divorce-agreement-rabbinical-court-claim-cancellation-residence-partners","דחיית טענה לביטול הסכם גירושין שאושר בבית הדין למרות חזרת הצדדים למגורים משותפים- 1137490- ביהד תא‎‎"
6760,"השופטת-אורית-בן-דור-ליבל-פירוק-שותפות-ב","divorce-agreement-judge-partnership-house-residence-15293-03-20","השופטת אורית בן דור ליבל: פירוק שותפות בבית מגורים על ידי בני זוג לשעבר בניגוד להסכם גירושין שאושר (תלהמ 15293-03-20)"
6756,"ידועים-בציבורדחיית-בקשה-להתנגדות-לצו","common-law-spouses-inheritance-order-request-57474-06-19","ידועים בציבור:דחיית בקשה להתנגדות לצו ירושה על ידי אישה הטוענת להיותה בת הזוג של המנוח (תע 57474-06-19)"
6754,"השופטת-סגלית-אופק-פסד-בארבע-תובענות-ע","verdict-judge-wills-62835-08-19","השופטת סגלית אופק: פסד בארבע תובענות עזבון שמנהלים שני אחים בשל שתי צוואות שהותירה אמם (תע 62835-08-19)"
6751,"דחיית-ערעור-על-ביטול-עסקת-מתנה-בה-העביר","appeal-cancellation-offense-real-estate-will-44530-05-21","דחיית ערעור על ביטול עסקת מתנה בה העבירה אם מקרקעין ללא תמורה לאחים לאחר כתיבת הצוואה (עמש 44530-05-21)"
6749,"פגסוס-nso-מסקנות-צוות-מררי-ממצאי-צוות-הבד","nso","פגסוס NSO מסקנות צוות מררי: ממצאי צוות הבדיקה בעניין האזנות סתר בעקבות הפרסום באתר כלכליסט"
6745,"משטרת-ישראל-שימוש-במערכת-פגסוס-ללא-צו-ש","israel-police-6745","משטרת ישראל שימוש במערכת פגסוס ללא צו שיפוטי: ממצאי צוות הבדיקה מררי בעניין האזנות סתר בתקשורת בין מחשבים"
6737,"השופטת-יעל-ייטב-פסיקת-פיצוי-כספי-לעזבו","judge-compensation-31250-11-18","השופטת יעל ייטב: פסיקת פיצוי כספי לעזבון מנוח שטבע בחוף הים באשדוד (תא 31250-11-18)"
6732,"זיכוי-נאשם-בעבירות-של-מעשה-מגונה-של-קטי","acquittal-defendant-offenses-73759-12-20","זיכוי נאשם בעבירות של מעשה מגונה של קטין ( 73759-12-20)"
6729,"תביעת-שכר-עבודה-פסק-דין-בנושא-הרמת-מסך","verdict-lawsuit-12385-08-16","תביעת שכר עבודה: פסק דין בנושא הרמת מסך (סעש 12385-08-16)"
6724,"השופט-ניצן-סילמן-החלטה-בקשה-לעיון-בחומ","judge-decision-request-investigation-74-4286-01-22","השופט ניצן סילמן: החלטה בקשה לעיון בחומר חקירה לפי סעיף 74 לחסדפ (בעח 4286-01-22)"
6718,"השופטת-נסרין-עדוי-חדר-פסד-בתביעת-פיצו","personal-injury-verdict-judge-lawsuit-damages-30014-02-17","השופטת נסרין עדוי-חד'ר: פסד בתביעת פיצויים בגין נזקי גוף (תא 30014-02-17)"
6715,"תביעות-רשלנות-רפואית-הדרכים-להקטנת-הה","medical-malpractice-lawsuits-law-account","תביעות רשלנות רפואית: הדרכים להקטנת ההוצאה הציבורית | דין וחשבון"
6704,"שופט-אלון-גביזון-פסד-בבקשה-לקיום-צווא","verdict-judge-request-will-property","שופט אלון גביזון: פסד בבקשה לקיום צוואה המעניקה כל הרכוש לחבר והתנגדות אחות המנוח"
6702,"תביעת-קטין-בגין-נזקי-גוף-שנגרמו-לו-בעת-ש","personal-injury-lawsuit-71866-07-18","תביעת קטין בגין נזקי גוף שנגרמו לו בעת ששיחק בגן משחקים של העיריה (תא 71866-07-18)"
6698,"השופט-ארז-שני-פסד-בתביעת-אב-למשמורת-וח","verdict-judge-lawsuit-custody-64033-06-21","השופט ארז שני: פסד בתביעת אב למשמורת וחלוקת זמני שהות שווים (תלהמ 64033-06-21)"
6687,"החזקת-ילדים-משמורת-משותפת-תיק-1218708-4-בבית-ה","rabbinical-court-joint-custody-1218708-4","החזקת ילדים משמורת משותפת – תיק 1218708/4 בבית הדין הרבני"
6676,"פגיעה-בפרטיות-סקירת-המסגרת-הנורמטיבי","privacy-review","פגיעה בפרטיות-סקירת המסגרת הנורמטיבית"
6673,"מעצר-עד-תום-ההליכים-בעבירות-נשק-ותחמוש","arrest-witness-proceedings-offenses-13382-01-22","מעצר עד תום ההליכים בעבירות נשק ותחמושת – התכתבות במסנג'ר מבלי שנתפס נשק או תחמושת (מת 13382-01-22)"
6670,"פסק-דין-ביטול-עסקת-רכישת-רכב-רתק-38215-11-21-שוס","verdict-cancellation-38215-11-21","פסק דין ביטול עסקת רכישת רכב (רתק 38215-11-21) שוסטרמן נ' אלבר ציי רכב"
6666,"צו-המורה-לפייסבוק-למסור-פרטי-משתמש-תא-204","verdict-complete-20419-03-21-2022","צו המורה לפייסבוק למסור פרטי משתמש – תא 20419-03-21 | פסק דין מלא 2022"
6663,"הלכת-רמי-מור-רעא-4447-07-רמי-מור-נ-ברק-אי-טי-סי","ruling-law-complete-4447-07","הלכת רמי מור | רעא 4447/07 רמי מור נ' ברק אי.טי.סי. | פסק הדין המלא"
6660,"השופטת-רותם-קודלר-עיאש-החלטה-בעניין-צו","protection-order-judge-decision-32379-10-21","השופטת רותם קודלר עיאש: החלטה בעניין צו הגנה ביחס למשיב שפרנסתו דורשת נשיאת נשק (הט 32379-10-21)"
6657,"האם-יש-מקום-להוציא-מאיזון-המשאבים-כספי","accounts","האם יש מקום להוציא מאיזון המשאבים כספים המצויים בחשבונות בן זוג בחשד כי הוברחו"
6655,"השופטת-שלי-רוזמן-פרקש-החלטה-בבקשה-לצו-מ","injunction-judge-decision-request-petition-68959-12-21","השופטת שלי רוזמן פרקש: החלטה בבקשה לצו מניעה זמני למניעת דיספוזיציה במניותיה ובענייניה של המבקשת (תע 68959-12-21)"
6653,"רכישת-קרקע-בהתמחרות-מכונס-נכסים-במסגר","land-properties-10403-04-21","רכישת קרקע בהתמחרות מכונס נכסים במסגרת פירוק-שיתוף (עא 10403-04-21)"
6648,"ויתור-על-הכתובה-בהסכם-הגירושין-מבוטל-מ","reconciliation-ketubah-agreement-divorce","ויתור על הכתובה בהסכם הגירושין מבוטל מששבו בני הזוג לשלום בית"
6646,"ערעור-של-חברת-כוח-אדם-שהעסיקה-עובדים-במ","appeal-company","ערעור של חברת כוח אדם שהעסיקה עובדים במלון קלאב הוטל בעיר אילת נגד חיובה בתשלום מעמ"
6644,"האם-ניתן-לבטל-עסקת-רכישת-משקפיים-שהוזמ","52531-03-21","האם ניתן לבטל עסקת רכישת משקפיים שהוזמנו במפרט מיוחד עבור לקוח? (תק 52531-03-21)"
6642,"האם-קיימת-זכאות-להחזר-מס-רכישה-בגין-ביט","purchase-tax-cancellation-real-estate-5561-01-20","האם קיימת זכאות להחזר מס רכישה בגין ביטול עסקה במקרקעין? (וע 5561-01-20)"
6640,"פסק-דין-בתביעה-להחזר-הלוואה-תא-5122-10-19","verdict-lawsuit-loan-5122-10-19","פסק דין בתביעה להחזר הלוואה (תא 5122-10-19)"
6633,"להיות-שופט-הנחיות-לעורכי-דין-המבקשים-ל","lawyers-judge","להיות שופט: הנחיות לעורכי דין המבקשים להתמנות לכהונה שיפוטית"
6630,"ביהד-הארצי-לעבודה-החלטה-בנושא-שביתת-ה","rabbinical-court-decision-55221-01-22","ביהד הארצי לעבודה: החלטה בנושא שביתת הנמלים (סקכ 55221-01-22)"
6628,"השופט-אביים-ברקאי-פסד-בתביעת-שכט-עוד-כ","verdict-judge-lawsuit-69909-11-18","השופט אביים ברקאי: פסד בתביעת שכט עוד כנגד לקוחה לשעבר (תא 69909-11-18)"
6619,"הסמכות-לפסוק-בעניין-הרכוש-למרות-הסכם-מ","prenuptial-agreement-jurisdiction-property-house","הסמכות לפסוק בעניין הרכוש למרות הסכם ממון שאושר בבית המשפט"
6613,"חישוב-מזונות-הילדים-האם-לפי-צריכה-בפ","alimony-1161022-12","חישוב מזונות הילדים– האם לפי צריכה בפועל או ערך שולי?  תיק 1161022/12"
6612,"אחריות-הבעל-לחובות-אשתו-על-פי-דין-תורה-ו","obligations-law-rights","אחריות הבעל לחובות אשתו על פי דין תורה ועל פי חוק יחסי ממון,זכויות וחובות במערכת יחסים שבה האישה היא המפרנסת"
6610,"שלילת-מזונות-קטין-כשהאמא-מסרבת-להפגיש","rabbinical-court-alimony","שלילת מזונות קטין כשהאמא מסרבת להפגיש אותו עם אביו בניגוד להחלטות בית הדין הרבני"
6608,"נימוקים-לדחיית-בקשה-למתן-צו-עיקול-1254901-4-בי","rabbinical-court-haifa-request-1254901-4","נימוקים לדחיית בקשה למתן צו עיקול – 1254901-4 – ביהד חיפה‎‎"
6605,"סמכות-העברת-קטינות-למשמורת-אב-בבית-דין","court-rabbinical-court-jurisdiction-custody","סמכות העברת קטינות למשמורת אב בבית דין רבני לאחר צו בבית משפט להוצאה ממשמורת"
6600,"הצהרת-אבהות-בבית-הדין-הרבני","rabbinical-court","כללים להצהרת אבהות בבית הדין הרבני"
6589,"השופט-עדי-הדר-החלטה-בבקשה-לאישור-תובענ","lawyers-judge-decision-request-approval-company","השופט עדי הדר: החלטה בבקשה לאישור תובענה בגין שליחת דואר זבל כייצוגית עי חברה לגיוס והשמה של עורכי דין (תצ 37227-09-20)"
6587,"דין-פלילי-הרשעת-נאשם-בעבירות-מין-בבתו-ו","sex-offenses-criminal-law-defendant-offenses-family-28464-07-19","דין פלילי: הרשעת נאשם בעבירות מין בבתו ואלימות כלפי ילדיו | ריבוי עבירות של אינוס קטינה בת משפחה (פח 28464-07-19)"
6585,"אריה-דרעי-פסק-דין-פלילי-2022-עבירות-מס-הסדר","criminal-law-tax-offenses-procedure-criminal-2022-56231-12-21","אריה דרעי פסק דין פלילי 2022 עבירות מס הסדר טיעון (תפ 56231-12-21) | עוד פלילי"
6563,"הזכות-להיוועץ-בעורך-דין-ולהיות-מיוצג-ה","lawyer-right-duty-defender-criminal-arrested","הזכות להיוועץ בעורך דין ולהיות מיוצג: החובה לאפשר לסניגור פלילי לייעץ לאסיר עצור בבית הכלא (עתא 66168-11-21, 29278-01-22)"
6558,"נהג-מונית-שהואשם-בביצוע-פלילים-מעשה-מג","57428-12-19","פלילים: נהג מונית שהואשם בביצוע מעשה מגונה בנוסעת תוך כדי נסיעה (תפ 57428-12-19)"
6556,"איך-להתכונן-לחקירה-במשטרה-מדריך-עוד-פ","investigation-guide-criminal","איך להתכונן לחקירה במשטרה? מדריך עוד פלילי"
6552,"הסדר-מותנה-מהו-הסדר-מותנה-בפלילים","procedure","הסדר מותנה | מהו הסדר מותנה בפלילים"
6546,"עורך-דין-רשלנות-רפואית-מומלץ","medical-malpractice-lawyer-recommended","עורך דין רשלנות רפואית מומלץ"
6540,"גירושין-בגידה-זכויות-בעל-בוגד-בהלכה","rabbinical-court-verdict-divorce-infidelity-rights-ruling","גירושין בגידה: זכויות בעל בוגד בהלכה | בחינת פסד הבוגדת בבית הדין הרבני"
6536,"גזל-סוד-מסחרי-ועשיית-שימוש-שלא-כדין-ברש","law-17654-02-19","גזל סוד מסחרי ועשיית שימוש שלא כדין ברשימת  לקוחות – הפרת סעיפי אי תחרות ושמירת סודיות (תא 17654-02-19)"
6534,"תעבורה-קבילות-וחוקיות-ראיות-שהונפקו-מ","evidence-44000-02-21","תעבורה: קבילות וחוקיות ראיות שהונפקו ממערכת עין הנץ (תפ 44000-02-21)"
6514,"חדשות-פלילי-מתעדכן-2","news-criminal","חדשות פלילי מתעדכן"
6511,"סמכות-בית-הדין-בעניין-מזונות-הילדים-לא","rabbinical-court-jurisdiction-alimony-ruling-news-8216","&#8216;סמכות בית הדין בעניין מזונות הילדים לאחר הלכת שרגאי – בחינת ההלכות המשפטיות הוותיקות והחדשות ומעמדן – 1250217-3 – ביהד הגדול'"
6477,"מתן-חיסון-קורונה-חרף-התנגדות-האב","article-6477","מתן חיסון קורונה חרף התנגדות האב"
6473,"השופטת-חגית-מטלין-פסד-בבקשה-למזונות-י","child-support-verdict-judge-request","השופטת חגית מטלין: פסד בבקשה למזונות ילדים של אם כנגד אב"
6458,"מיסוי-רכישה-עצמית-של-מניות-חברה-פרטית-ע","taxation-company-judge","מיסוי רכישה עצמית של מניות חברה פרטית על ידי אחד האחים בעל מניות | השופטת  יעל ייטב"
6456,"פיצוי-כספי-בגין-איחור-בהמראת-טיסה-ואי-א","compensation-law","פיצוי כספי בגין איחור בהמראת טיסה ואי אספקת שירותי לינה בהתאם לחוק שירותי תעופה"
6454,"הפרה-של-הסכם-זכיינות-השופט-עדי-הדר-פסק","verdict-agreement-judge-israel","הפרה של הסכם זכיינות | השופט עדי הדר | פסק דין הלוי נ׳ פט ביי ישראל"
6435,"זכויות-רכוש-משמורת-ומזונות-ידועים-בצי","common-law-spouses-rights-property-custody-alimony","זכויות רכוש משמורת ומזונות ידועים בציבור"
6433,"גירושין-כספים-משותפים-שהועברו-בדרכי-מ","divorce-partners","גירושין – כספים משותפים שהועברו בדרכי מרמה לצדדים שלישיים בהסכמת הצדדים"
6426,"השופטת-נלי-רוסמן-גליס-פסד-בבקשה-לקיום","verdict-judge-request-will-claim-3612-09-18","השופטת נלי רוסמן-גליס: פסד בבקשה לקיום צוואה כנגד התנגדותו של בן המנוחה שהודר מהצוואה בטענה שלא הייתה כשירה (תע 3612-09-18)"
6424,"מהם-הקריטריונים-לקביעת-מעמד-בני-זוג-כי","common-law-spouses","מהם הקריטריונים לקביעת מעמד בני זוג כידועים בציבור לפני החתונה?"
6420,"השופטת-עירית-הוד-נטל-הראיות-כאשר-דו״ח","judge-evidence-accounts-law-tax","השופטת עירית הוד:  נטל הראיות כאשר דו״ח אינו נתמך בפנקסי חשבונות שנוהלו כדין – מס ערך מוסף"
6412,"השופטת-הבכירה-שושנה-ברגר-פסד-בשתי-תוב","verdict-judge-alimony-cancellation-agreement-estate","השופטת הבכירה שושנה ברגר: פסד בשתי תובענות בנושא גביית מזונות וביטול הסכם חלוקת עיזבון"
6408,"שדה-דב-פסק-דין-דיור-בר-השגה-דיור-בהישג-י","verdict-21054-10-20","שדה דב: פסק דין דיור בר-השגה | דיור בהישג יד עת״מ 21054-10-20 מימון ואח׳ נ׳ הועדה המחוזית לתכנון ובניה"
6386,"תביעת-גוגל-google-llc-למתן-צו-עשה-ולחיוב-בפיצוי","defamation-lawsuit-compensation-privacy-google-llc","תביעת גוגל google llc למתן צו עשה, ולחיוב בפיצוי בגין לשון הרע ופגיעה בפרטיות"
