"original_path","archive_path","file_name","file_type","file_size","modified_time","reason_for_archive","checksum_sha256","copied_successfully","notes"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10123-%d7%90%d7%9e%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%94%d7%a8%d7%a4%d7%95%d7%91%d7%9c%d7%99%d7%a7%d7%94-%d7%94%d7%94%d7%9c%d7%a0%d7%99%d7%aa-%d7%9c%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10123-%d7%90%d7%9e%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%94%d7%a8%d7%a4%d7%95%d7%91%d7%9c%d7%99%d7%a7%d7%94-%d7%94%d7%94%d7%9c%d7%a0%d7%99%d7%aa-%d7%9c%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%99%d7%a0%d7%aa-%d7%99.md",".md","57311","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10130-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%98%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10130-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%aa%d7%94%d7%9c%d7%99%d7%9a-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%a9%d7%99%d7%9e%d7%aa-%d7%9e%d7%98%d7%9c.md",".md","14126","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10136-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10136-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%9e%d7%a7%d7%99%d7%a3-%d7%9c%d7%a7%d7%a0%d7%99%d7%99%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%a8%d7%90%d7%a9%d7%95%d7%a0%d7%94.md",".md","25284","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10139-%d7%91%d7%95%d7%92%d7%a8-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%90%d7%a8%d7%94%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10139-%d7%91%d7%95%d7%92%d7%a8-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%a0%d7%93%d7%9c%d7%9f-%d7%91%d7%90%d7%a8%d7%94%d7%91.md",".md","21229","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10143-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a7%d7%a8%d7%a7%d7%a2.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10143-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a0%d7%93%d7%9c%d7%9f-%d7%a4%d7%99%d7%aa%d7%95%d7%97-%d7%a7%d7%a8%d7%a7%d7%a2.md",".md","20525","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10146-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10146-%d7%9e%d7%97%d7%a9%d7%91%d7%95%d7%9f-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%9b%d7%a1%d7%99%d7%9d-%d7%93%d7%99%d7%a8%d7%95%d7%92-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%a0%d7%93%d7%9c.md",".md","13613","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10154-%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%93%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%9a-%d7%9c%d7%9e%d7%a6%d7%95%d7%90-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%98%d7%95%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10154-%d7%9e%d7%aa%d7%95%d7%95%d7%9a-%d7%93%d7%99%d7%a8%d7%95%d7%aa-%d7%90%d7%99%d7%9a-%d7%9c%d7%9e%d7%a6%d7%95%d7%90-%d7%a1%d7%95%d7%9b%d7%9f-%d7%a0%d7%93%d7%9c%d7%9f-%d7%98%d7%95%d7%91.md",".md","19228","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10157-%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9c%d7%a9%d7%a0%d7%aa-2023.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10157-%d7%90%d7%a1%d7%98%d7%a8%d7%98%d7%92%d7%99%d7%95%d7%aa-%d7%94%d7%a9%d7%a7%d7%a2%d7%95%d7%aa-%d7%91%d7%a0%d7%93%d7%9c%d7%9f-%d7%9c%d7%a9%d7%a0%d7%aa-2023.md",".md","6597","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10163-%d7%94%d7%a7%d7%91%d7%9c%d7%9f-%d7%a8%d7%95%d7%a6%d7%94-%d7%a9%d7%90%d7%97%d7%aa%d7%95%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99%d7%9d-%d7%a9%d7%a0%d7%9e%d7%a6%d7%90%d7%95-%d7%91.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10163-%d7%94%d7%a7%d7%91%d7%9c%d7%9f-%d7%a8%d7%95%d7%a6%d7%94-%d7%a9%d7%90%d7%97%d7%aa%d7%95%d7%9d-%d7%a2%d7%9c-%d7%94%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99%d7%9d-%d7%a9%d7%a0%d7%9e%d7%a6%d7%90%d7%95-%d7%91.md",".md","9556","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10169-%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%a0%d7%93%d7%a1%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10169-%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%91%d7%a0%d7%99%d7%99%d7%9f-%d7%94%d7%a0%d7%93%d7%a1%d7%aa-%d7%91%d7%a0%d7%99%d7%99%d7%9f.md",".md","28202","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10175-%d7%93%d7%99%d7%a8%d7%94-%d7%97%d7%93%d7%a9%d7%94-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99-%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%a0%d7%a4%d7%95%d7%a6%d7%99%d7%9d-%d7%95%d7%9b.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10175-%d7%93%d7%99%d7%a8%d7%94-%d7%97%d7%93%d7%a9%d7%94-%d7%a8%d7%9b%d7%99%d7%a9%d7%94-%d7%9c%d7%99%d7%a7%d7%95%d7%99%d7%99-%d7%91%d7%a0%d7%99%d7%99%d7%94-%d7%a0%d7%a4%d7%95%d7%a6%d7%99%d7%9d-%d7%95%d7%9b.md",".md","20529","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10214-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2023.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10214-%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%93%d7%99%d7%a8%d7%94-%d7%91%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-%d7%9e%d7%93%d7%a8%d7%99%d7%9a-%d7%a0%d7%93%d7%9c%d7%9f-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93-2023.md",".md","90278","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10218-%d7%94%d7%a7%d7%95%d7%93-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%95%d7%94%d7%9e%d7%a1%d7%97%d7%a8%d7%99-%d7%a9%d7%9c-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10218-%d7%94%d7%a7%d7%95%d7%93-%d7%94%d7%90%d7%96%d7%a8%d7%97%d7%99-%d7%95%d7%94%d7%9e%d7%a1%d7%97%d7%a8%d7%99-%d7%a9%d7%9c-%d7%aa%d7%90%d7%99%d7%9c%d7%a0%d7%93.md",".md","658510","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10227-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a8%d7%93%d7%a0%d7%94-%d7%a1%d7%a8%d7%95%d7%a1%d7%99-%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a8-%d7%9e%d7%a1-%d7%a9%d7%91%d7%97-%d7%a9.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10227-%d7%94%d7%a9%d7%95%d7%a4%d7%98%d7%aa-%d7%99%d7%a8%d7%93%d7%a0%d7%94-%d7%a1%d7%a8%d7%95%d7%a1%d7%99-%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a4%d7%98%d7%95%d7%a8-%d7%9e%d7%a1-%d7%a9%d7%91%d7%97-%d7%a9.md",".md","96025","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10230-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%a2%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%93%d7%95%d7%92%d7%9e%d7%a0%d7%95%d7%aa.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10230-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%a2%d7%9c%d7%99%d7%9d-%d7%a9%d7%9c-%d7%a1%d7%95%d7%9b%d7%a0%d7%95%d7%aa-%d7%93%d7%95%d7%92%d7%9e%d7%a0%d7%95%d7%aa.md",".md","245353","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control\project-control\content-master\content-bodies\post-10239-%d7%98%d7%a2%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%94%d7%9e%d7%a0%d7%a2-%d7%9e%d7%94%d7%9f-%d7%91%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","post-10239-%d7%98%d7%a2%d7%95%d7%99%d7%95%d7%aa-%d7%a9%d7%99%d7%a9-%d7%9c%d7%94%d7%9e%d7%a0%d7%a2-%d7%9e%d7%94%d7%9f-%d7%91%d7%a8%d7%9b%d7%99%d7%a9%d7%aa-%d7%a0%d7%9b%d7%a1-%d7%91%d7%a7%d7%a4%d7%a8%d7%99%d7%a1.md",".md","46459","2026-05-12 13:27:09","RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\404-plugin-deactivation-checklist.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","404-plugin-deactivation-checklist.md",".md","3179","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\accessibility-review.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","accessibility-review.md",".md","6638","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\ai-content-audit-workflow.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","ai-content-audit-workflow.md",".md","4716","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\analytics-monitoring-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","analytics-monitoring-plan.md",".md","1967","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\article-briefs-5000-word.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","article-briefs-5000-word.csv",".csv","9321","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\blockers.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","blockers.md",".md","992","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\branch-review-claude-aovsk.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","branch-review-claude-aovsk.md",".md","2138","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\breadcrumbs-fix-report.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","breadcrumbs-fix-report.md",".md","1217","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\button-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","button-audit.csv",".csv","497","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\cannibalization-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cannibalization-map.csv",".csv","132835","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\category-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","category-audit.csv",".csv","569","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\category-map.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","category-map.csv",".csv","24263","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\changelog.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","changelog.md",".md","286060","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-custody-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-owner-approval-packet.csv",".csv","6999","2026-05-11 16:11:30","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-custody-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-owner-approval-packet.md",".md","11265","2026-05-11 16:11:30","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-custody-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-custody-source-audit.csv",".csv","6021","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-support-conflict-review.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-conflict-review.csv",".csv","7185","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-support-content-decision-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-content-decision-packet.md",".md","7945","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-support-owner-approval-packet.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-owner-approval-packet.csv",".csv","5738","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-support-owner-approval-packet.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-owner-approval-packet.md",".md","9292","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\child-support-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","child-support-source-audit.csv",".csv","6762","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\city-practice-strategy.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","city-practice-strategy.md",".md","1520","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\claude-opus-review-response.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","claude-opus-review-response.md",".md","5211","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\cluster-by-cluster-publishing-strategy-2026-05-12.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cluster-by-cluster-publishing-strategy-2026-05-12.md",".md","5285","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\cluster-pillar-review.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cluster-pillar-review.csv",".csv","6972","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\cms-audit.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","cms-audit.md",".md","1361","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\competitor-element-analysis.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-element-analysis.md",".md","5241","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\competitor-research.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","competitor-research.md",".md","10681","2026-05-09 11:07:32","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\consensual-divorce-source-audit.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","consensual-divorce-source-audit.csv",".csv","4400","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-architecture-decisions.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-architecture-decisions.md",".md","37435","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-audit-access-plan.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-audit-access-plan.md",".md","9071","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-decision-batches.md","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-decision-batches.md",".md","98953","2026-05-12 12:06:38","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-decision-evidence-overlay.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-decision-evidence-overlay.csv",".csv","20243","2026-05-11 17:53:54","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-inventory.csv",".csv","7344","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
"C:\Users\pro\justice\extracted-project-control-codex\project-control\content-master-inventory.csv","c:\Users\pro\justice\arch-archive\2026-05-13-project-consolidation","content-master-inventory.csv",".csv","1924486","2026-05-11 15:09:34","Codex RAR extraction - key data reconciled into emergency master","NOT_COMPUTED","DOCUMENTED_NOT_MOVED","Files remain in original location - move only after owner confirmation"
