query,date,clicks,impressions,ctr,position
חיפוש עורך דין,2026-04-20,0,5,0,9.4
חיפוש עורך דין,2026-04-21,0,2,0,7.5
חיפוש עורך דין,2026-04-22,0,1,0,10
חיפוש עורך דין,2026-04-23,0,3,0,8.666666666666668
חיפוש עורך דין,2026-04-24,0,1,0,10
חיפוש עורך דין,2026-04-25,0,3,0,5.666666666666667
חיפוש עורך דין,2026-04-26,0,9,0,6.666666666666667
חיפוש עורך דין,2026-04-27,0,9,0,7.888888888888889
חיפוש עורך דין,2026-04-28,0,11,0,7.454545454545454
חיפוש עורך דין,2026-04-29,0,10,0,6.8
חיפוש עורך דין,2026-04-30,0,4,0,7.25
חיפוש עורך דין,2026-05-01,0,3,0,8
חיפוש עורך דין,2026-05-02,0,4,0,6.5
חיפוש עורך דין,2026-05-04,0,11,0,6.2727272727272725
חיפוש עורך דין,2026-05-05,0,8,0,6.5
חיפוש עורך דין,2026-05-06,0,5,0,5.8
חיפוש עורך דין,2026-05-07,0,1,0,3
חיפוש עורך דין לפי מספר רישיון,2026-04-29,0,3,0,13.666666666666666
חיפוש עורך דין לפי מספר רישיון,2026-05-02,0,1,0,11
חיפוש עורך דין לפי שם,2026-04-15,0,16,0,7.75
חיפוש עורך דין לפי שם,2026-04-16,0,10,0,8.5
חיפוש עורך דין לפי שם,2026-04-18,0,5,0,8.8
חיפוש עורך דין לפי שם,2026-04-19,0,12,0,8.083333333333332
חיפוש עורך דין לפי שם,2026-04-20,0,21,0,8.476190476190476
חיפוש עורך דין לפי שם,2026-04-21,0,13,0,8.538461538461538
חיפוש עורך דין לפי שם,2026-04-22,0,5,0,8.2
חיפוש עורך דין לפי שם,2026-04-23,0,17,0,11.941176470588236
חיפוש עורך דין לפי שם,2026-04-24,0,15,0,8.066666666666666
חיפוש עורך דין לפי שם,2026-04-25,0,11,0,7.363636363636363
חיפוש עורך דין לפי שם,2026-04-26,0,18,0,7.111111111111111
חיפוש עורך דין לפי שם,2026-04-27,0,17,0,7.235294117647059
חיפוש עורך דין לפי שם,2026-04-28,0,10,0,8.4
חיפוש עורך דין לפי שם,2026-04-29,0,15,0,6.666666666666667
חיפוש עורך דין לפי שם,2026-04-30,0,17,0,7.411764705882353
חיפוש עורך דין לפי שם,2026-05-01,0,7,0,7.428571428571429
חיפוש עורך דין לפי שם,2026-05-02,0,6,0,7
חיפוש עורך דין לפי שם,2026-05-03,0,15,0,7.266666666666667
חיפוש עורך דין לפי שם,2026-05-04,0,16,0,7.25
חיפוש עורך דין לפי שם,2026-05-05,0,18,0,12.777777777777779
חיפוש עורך דין לפי שם,2026-05-06,0,12,0,7.5
חיפוש עורך דין לפי שם,2026-05-07,0,6,0,6.833333333333333
חיפוש עורך דין לפי שם לשכת עורכי הדין,2026-04-25,0,1,0,9
חיפוש עורכי דין,2026-04-15,0,1,0,11
חיפוש עורכי דין,2026-04-25,0,5,0,8.4
חיפוש עורכי דין,2026-04-26,0,10,0,9.2
חיפוש עורכי דין,2026-04-27,0,10,0,8.8
חיפוש עורכי דין,2026-04-28,0,10,0,9.4
חיפוש עורכי דין,2026-04-29,0,3,0,10
חיפוש עורכי דין,2026-04-30,0,4,0,9
חיפוש עורכי דין,2026-05-01,0,4,0,9.5
חיפוש עורכי דין,2026-05-03,0,7,0,9
חיפוש עורכי דין,2026-05-04,0,9,0,8.11111111111111
חיפוש עורכי דין,2026-05-05,0,5,0,9.8
חיפוש עורכי דין,2026-05-06,0,2,0,10
חיפוש עורכי דין,2026-05-07,0,1,0,10
חיפוש עורכי דין לפי מספר רישיון,2026-04-17,0,2,0,24
חיפוש עורכי דין לפי עיר,2026-04-24,0,1,0,8
טבלת קנסות עבירות תנועה,2026-04-15,0,1,0,57
טבלת קנסות עבירות תנועה,2026-04-16,0,2,0,55
טבלת קנסות עבירות תנועה,2026-04-17,0,1,0,53
טבלת קנסות עבירות תנועה,2026-04-18,0,1,0,49
טבלת קנסות עבירות תנועה,2026-04-19,0,1,0,52
טבלת קנסות עבירות תנועה,2026-04-20,0,1,0,57
טבלת קנסות עבירות תנועה,2026-04-22,0,2,0,54
טבלת קנסות עבירות תנועה,2026-04-23,0,1,0,52
טבלת קנסות עבירות תנועה,2026-04-25,0,1,0,54
טבלת קנסות עבירות תנועה,2026-04-27,0,3,0,65
טבלת קנסות עבירות תנועה,2026-04-28,0,1,0,75
טבלת קנסות עבירות תנועה,2026-04-30,0,1,0,60
טבלת קנסות עבירות תנועה,2026-05-01,0,1,0,80
טבלת קנסות עבירות תנועה,2026-05-02,0,1,0,69
טבלת קנסות עבירות תנועה,2026-05-03,0,1,0,69
טבלת קנסות עבירות תנועה,2026-05-04,0,1,0,74
טבלת קנסות עבירות תנועה,2026-05-05,0,1,0,73
טבלת קנסות עבירות תנועה,2026-05-06,0,1,0,71
טבלת קנסות עבירות תנועה,2026-05-07,0,2,0,72.5
טבלת קנסות עבירות תנועה,2026-05-08,0,1,0,62
טבלת קנסות עבירות תנועה,2026-05-09,0,2,0,72.5
טופס 3199 מקוון,2026-04-15,0,1,0,47
טופס 7017 א,2026-05-08,0,1,0,72
טופס הסכם גירושין להורדה,2026-04-15,0,2,0,43.5
טופס הסכם גירושין להורדה,2026-04-16,0,1,0,47
טופס הסכם גירושין להורדה,2026-04-17,0,1,0,43
טופס הסכם גירושין להורדה,2026-04-18,0,1,0,46
טופס הסכם גירושין להורדה,2026-04-19,0,1,0,46
טופס הסכם גירושין להורדה,2026-04-20,0,1,0,48
טופס הסכם גירושין להורדה,2026-04-21,0,1,0,45
טופס הסכם גירושין להורדה,2026-04-22,0,1,0,47
טופס הסכם גירושין להורדה,2026-04-23,0,1,0,48
טופס הסכם גירושין להורדה,2026-04-24,0,1,0,47
טופס הסכם גירושין להורדה,2026-04-25,0,1,0,46
טופס הסכם גירושין להורדה,2026-04-26,0,3,0,47.333333333333336
טופס הסכם גירושין להורדה,2026-04-27,0,3,0,45.333333333333336
טופס הסכם גירושין להורדה,2026-04-28,0,1,0,39
טופס הסכם גירושין להורדה,2026-04-29,0,1,0,44
טופס הסכם גירושין להורדה,2026-04-30,0,1,0,42
טופס הסכם גירושין להורדה,2026-05-01,0,1,0,48
טופס הסכם גירושין להורדה,2026-05-02,0,3,0,44
טופס הסכם גירושין להורדה,2026-05-03,0,3,0,43
טופס הסכם גירושין להורדה,2026-05-04,0,2,0,43.5
טופס הסכם גירושין להורדה,2026-05-05,0,1,0,43
טופס הסכם גירושין להורדה,2026-05-06,0,1,0,49
טופס הסכם גירושין להורדה,2026-05-07,0,2,0,44.5
טופס הסכם גירושין להורדה,2026-05-09,0,3,0,44.333333333333336
טופס הסכם גירושין להורדה,2026-05-10,0,1,0,41
טופס הסכם גירושין להורדה,2026-05-11,0,2,0,40
טופס הסכמה למסירת מידע,2026-05-01,0,1,0,53
טיסה ללא הריסה,2026-04-17,0,3,0,32.66666666666667
טיפת חלב יא באדר חולון,2026-04-27,0,1,0,33
טיפת חלב יג אשדוד,2026-04-27,0,2,0,59.5
טיפת חלב כללית נס ציונה,2026-04-29,0,1,0,71
טעויות בטיפול רפואי,2026-04-15,0,1,0,20
טעויות בטיפול רפואי,2026-04-18,0,1,0,38
טעויות בטיפול רפואי,2026-04-20,0,1,0,26
טעויות בטיפול רפואי,2026-04-22,0,1,0,38
טעויות בטיפול רפואי,2026-04-24,0,1,0,26
טעויות בטיפול רפואי,2026-04-25,0,1,0,38
טעויות בטיפול רפואי,2026-04-27,0,1,0,22
טעויות בטיפול רפואי,2026-04-29,0,1,0,37
טעות במתן תרופות,2026-04-27,0,1,0,59
טעות במתן תרופות,2026-04-29,0,1,0,82
טעות במתן תרופות,2026-04-30,0,1,0,58
יונת קפלן גרושה,2026-04-18,0,2,0,59
יועץ משפטי מקורות,2026-04-24,0,1,0,56
ייעוץ חינם עורך דין דיני עבודה,2026-04-15,0,2,0,30.5
ייעוץ לעורכי דין,2026-04-18,0,1,0,6
ייעוץ לעורכי דין,2026-04-19,0,1,0,6
ייעוץ לעורכי דין,2026-04-20,0,1,0,6
ייעוץ לעורכי דין,2026-04-21,0,1,0,9
ייעוץ לעורכי דין,2026-04-22,0,1,0,80
ייעוץ לעורכי דין,2026-04-23,0,1,0,81
ייעוץ משפטי,2026-04-16,0,3,0,72.66666666666667
ייעוץ משפטי,2026-04-18,0,2,0,41
ייעוץ משפטי,2026-04-19,0,1,0,73
ייעוץ משפטי,2026-04-29,0,1,0,46
ייעוץ משפטי,2026-04-30,0,2,0,70
ייעוץ משפטי,2026-05-01,0,1,0,36
ייעוץ משפטי,2026-05-03,0,1,0,42
ייעוץ משפטי,2026-05-07,0,1,0,69
ייעוץ משפטי אונליין,2026-04-28,0,1,0,33
ייעוץ משפטי בישראל,2026-04-21,0,1,0,27
ייעוץ משפטי בישראל,2026-04-28,0,1,0,29
ייעוץ משפטי בישראל,2026-05-05,0,1,0,26
ייעוץ משפטי לחברות,2026-05-01,0,1,0,73
ייעוץ משפטי לחברות,2026-05-02,0,2,0,86
ייעוץ משפטי פלילי בתל אביב,2026-04-18,0,2,0,31
ייעוץ משפטי פלילי בתל אביב,2026-04-19,0,1,0,34
ייעוץ עורך דין,2026-04-29,0,1,0,29
ייעוץ עורך דין,2026-05-01,0,1,0,34
ייעוץ עורך דין,2026-05-03,0,1,0,35
ייעוץ עורך דין אונליין חינם,2026-04-15,0,2,0,10
ייעוץ עורך דין אונליין חינם,2026-04-19,0,1,0,10
ייעוץ עורך דין אונליין חינם,2026-04-23,0,3,0,11
ייעוץ עורך דין אונליין חינם,2026-04-24,0,1,0,10
ייעוץ עורך דין אונליין חינם,2026-04-25,0,1,0,1
ייעוץ עורך דין אונליין חינם,2026-04-26,0,4,0,8
ייעוץ עורך דין אונליין חינם,2026-04-27,0,2,0,10.5
ייעוץ עורך דין אונליין חינם,2026-04-28,0,1,0,9
ייעוץ עורך דין אונליין חינם,2026-05-03,0,1,0,15
ייעוץ עורך דין אונליין חינם,2026-05-05,0,3,0,8.666666666666668
ייעוץ עורך דין אונליין חינם,2026-05-07,0,1,0,11
ייעוץ עם עורך דין,2026-04-29,0,1,0,32
ייעוץ עם עורך דין,2026-05-01,0,2,0,28
ייעוץ+משפטי,2026-04-19,0,3,0,41.666666666666664
ייעוץ+משפטי+בלתי+תלוי,2026-04-19,0,1,0,65
ייעוץ+משפטי+בקטגוריות+שונות,2026-04-18,0,4,0,23
ייעוץ+משפטי+ללא+ייצוג,2026-04-19,0,1,0,38
ייעוץ+משפטי+פרטי,2026-04-19,0,2,0,29
ייצוג משפטי,2026-04-29,0,1,0,31
ייצוג משפטי,2026-05-01,0,1,0,32
ייצוג משפטי,2026-05-02,0,1,0,29
ייצוג משפטי,2026-05-03,0,1,0,37
ייצוג משפטי,2026-05-05,0,1,0,39
ייצוג משפטי,2026-05-06,0,1,0,30
ייצוג משפטי אנגליה,2026-05-01,0,1,0,87
ייצוג משפטי בלגיה,2026-04-21,0,1,0,51
ייצוג משפטי הודו,2026-05-05,0,1,0,50
ייצוג משפטי זכיינות,2026-04-27,0,1,0,93
ייצוג משפטי מצרים,2026-05-03,0,1,0,60
ייצוג משפטי קפריסין,2026-05-01,0,1,0,38
ייצוג משפטי קפריסין,2026-05-02,0,1,0,40
ייצוג+משפטי,2026-04-19,0,1,0,38
יניב טרוס,2026-04-28,0,2,0,96
יעוץ משפטי,2026-05-06,0,1,0,53
יעוץ+משפטי+זול,2026-04-18,0,3,0,40.666666666666664
יעל בלכר,2026-04-28,0,1,0,28
יעל בלכר,2026-05-02,0,1,0,27
יעל בלכר,2026-05-11,0,1,0,26
יקי גולד,2026-04-15,0,2,0,3
יקי גולד,2026-04-16,0,5,0,3.4
יקי גולד,2026-04-18,0,1,0,5
יקי גולד,2026-04-26,0,1,0,3
יקי גולד,2026-04-27,0,4,0,3.25
ירוחם חלפים,2026-04-29,0,1,0,35
ישראל אור קדמי ירוק אופנוע חוקי,2026-04-26,0,1,0,5
ישראל רוזוב,2026-04-21,0,1,0,10
כיצד ינהג נוהג ברכב היוצא מדרך עפר,2026-04-28,0,1,0,70
כיצד ינהג נוהג ברכב המתקרב לתמרור,2026-05-07,0,1,0,38
כיצד יש להסיע ברכב ילד שטרם מלאה לו שנה,2026-05-05,0,1,0,66
כיצד יש להסיע ברכב ילד שטרם מלאו לו שלוש שנים,2026-04-29,0,1,0,77
כיצד יש לנהוג אחרי שעברת את התמרור המוצב משמאל,2026-04-29,0,1,0,25
כיצד יש לנהוג ממקום הצבת התמרור ועד אחרי המסילה,2026-04-29,0,1,0,36
כיצד יש לנהוג ממקום הצבת התמרור ועד אחרי המסילה,2026-05-04,0,1,0,34
כיצד יש לנהוג ממקום הצבת התמרור ועד אחרי המסילה?,2026-04-27,0,1,0,29
כיצד עליך לנהוג בהתקרבך למחסום,2026-04-28,0,1,0,19
כיצד עליך לנהוג בהתקרבך למחסום,2026-05-01,0,1,0,19
כיצד עליך לנהוג בהתקרבך לסימון על פני הדרך,2026-04-28,0,1,0,24
כללי נציבות שירות המדינה,2026-04-17,0,2,0,25.5
כללי נציבות שירות המדינה,2026-04-18,0,1,0,35
כללי נציבות שירות המדינה,2026-04-19,0,1,0,30
כמה לוחיות זיהוי יותקנו ברכב נוסעים פרטי,2026-04-29,0,1,0,82
כמה סך הכל,2026-04-21,0,1,0,1
כמה עולה לאמץ ילד בישראל,2026-05-11,0,1,0,32
כן,2026-05-11,0,1,0,6
כספת בבנק דיסקונט,2026-05-08,0,1,0,94
כשיש תמרור האוסר פנייה שמאלה בצומת,2026-05-02,0,1,0,56
כשיש תמרור האוסר פנייה שמאלה בצומת:,2026-05-11,0,1,0,47
כתב ערובה משטרת ישראל,2026-04-21,0,2,0,83
כתב תביעה למזונות ומדור,2026-04-15,0,1,0,41
כתב תביעה למזונות ומדור,2026-04-16,0,2,0,33.5
כתב תביעה למזונות ומדור,2026-04-18,0,1,0,28
כתב תביעה למזונות ומדור,2026-04-19,0,2,0,28.5
כתב תביעה למזונות ומדור,2026-04-20,0,1,0,46
כתב תביעה למזונות ומדור,2026-04-21,0,2,0,23
כתב תביעה למזונות ומדור,2026-04-23,0,1,0,24
כתב תביעה למזונות ומדור,2026-04-24,0,2,0,24.5
כתב תביעה למזונות ומדור,2026-04-25,0,1,0,35
כתב תביעה למזונות ומדור,2026-04-27,0,3,0,35.333333333333336
כתב תביעה למזונות ומדור,2026-04-28,0,1,0,45
כתב תביעה למזונות ומדור,2026-04-30,0,1,0,45
כתב תביעה למזונות ומדור,2026-05-01,0,1,0,45
כתב תביעה למזונות ומדור,2026-05-02,0,1,0,26
כתב תביעה למזונות ומדור,2026-05-04,0,2,0,43.5
כתב תביעה למזונות ומדור,2026-05-05,0,1,0,36
כתב תביעה למזונות ומדור,2026-05-06,0,1,0,41
כתב תביעה למזונות ומדור,2026-05-07,0,2,0,43
כתב תביעה למזונות ומדור,2026-05-09,0,1,0,35
כתב תביעה למזונות ומדור,2026-05-10,0,1,0,46
כתב תביעה למזונות ומדור,2026-05-11,0,1,0,46
לבדיקתך אודה,2026-05-01,0,1,0,78
לורה מרנו ג'סי,2026-04-18,0,1,0,34
לורה מרנו ג'סי,2026-04-19,0,2,0,36.5
ליווי משפטי,2026-04-16,0,2,0,33
ליווי משפטי,2026-04-17,0,1,0,29
ליווי משפטי,2026-04-19,0,2,0,29
ליווי משפטי,2026-04-23,0,1,0,37
ליווי משפטי,2026-04-24,0,1,0,21
ליווי משפטי,2026-04-29,0,1,0,26
ליווי משפטי,2026-04-30,0,3,0,45.333333333333336
ליווי משפטי,2026-05-01,0,3,0,28
ליווי משפטי,2026-05-02,0,1,0,26
ליווי משפטי,2026-05-03,0,1,0,37
ליווי משפטי,2026-05-04,0,1,0,28
ליווי משפטי,2026-05-05,0,1,0,28
ליווי משפטי,2026-05-07,0,1,0,42
למה משמש שול הדרך בדרך מהירה,2026-04-29,0,1,0,47
למה משמש שול הדרך בדרך מהירה,2026-05-03,0,2,0,53.5
למי מותר לנסוע בכיוון ההפוך לכיוון התנועה בכביש חד-סטרי,2026-05-03,0,1,0,43
למי מותרת החנייה בתחנת אוטובוס מלבד לאוטובוס עצמו,2026-04-29,0,2,0,78
לצרציה,2026-04-28,0,1,0,33
לשכת עורכי הדין איתור עורך דין,2026-04-26,0,1,0,20
םמך,2026-05-07,0,1,0,38
מאגר משפטי חינם,2026-05-05,0,1,0,60
מאגר עורכי דין,2026-04-15,0,1,0,10
מאגר עורכי דין,2026-04-16,0,4,0,10
מאגר עורכי דין,2026-04-21,0,1,0,10
מאגר עורכי דין,2026-04-25,0,1,0,7
מאגר עורכי דין,2026-04-26,0,1,0,7
מאגר עורכי דין,2026-04-27,0,2,0,5.5
מאגר עורכי דין,2026-04-28,0,3,0,7.333333333333333
מאגר עורכי דין,2026-05-03,0,2,0,14.5
מאגר עורכי דין,2026-05-04,0,3,0,11
מאגר עורכי דין,2026-05-06,0,1,0,11
מאגר עורכי דין סיוע משפטי,2026-04-29,0,1,0,19
מאגר עורכי דין סיוע משפטי,2026-05-01,0,1,0,8
מאגר עורכי הדין,2026-05-07,0,1,0,10
מאיה רוזמן מצב משפחתי,2026-04-24,0,1,0,76
מבחן מירב הזיקות,2026-04-28,0,1,0,13
מבחן מירב הזיקות,2026-05-06,0,1,0,10
מבחן מרב,2026-04-17,0,2,0,32.5
מבחן מרב,2026-04-19,0,1,0,32
מבנה מערכת המשפט,2026-04-28,0,1,0,23
מבנה מערכת המשפט בישראל,2026-04-28,0,1,0,24
מה ההבדל בין רשם לשופט,2026-04-15,0,2,0,1
מה ההבדל בין רשם לשופט,2026-04-16,0,1,0,1
מה ההבדל בין רשם לשופט,2026-04-17,0,2,0,1
מה ההבדל בין רשם לשופט,2026-04-19,0,1,0,1
מה ההבדל בין רשם לשופט,2026-04-20,0,1,0,1
מה המהירות המרבית המותרת בחוק לאוטובוס זעיר פרטי בדרך מהירה,2026-04-29,0,1,0,35
"מה זה ""אימוץ בין ארצי"" בבקשת תעודת פלילי",2026-04-17,0,3,0,33.666666666666664
"מה זה ""אימוץ בין ארצי"" בבקשת תעודת פלילי",2026-04-18,0,2,0,19
"מה זה ""אימוץ בין ארצי"" בבקשת תעודת פלילי",2026-04-19,0,1,0,25
מה זה uae,2026-04-15,0,2,0,8.5
מה זה uae,2026-04-27,0,2,0,11
מה זה רשם בית משפט,2026-04-29,0,2,0,75
מה פירוש המשפט,2026-04-21,0,2,0,11
מה פירוש המשפט,2026-05-03,0,1,0,9
מהו משפט,2026-04-29,0,1,0,24
מהי רשלנות רפואית,2026-04-19,0,3,0,25.666666666666668
מהי רשלנות רפואית,2026-04-24,0,1,0,28
מהי תקנה 357 לתקנות התעבורה?,2026-04-24,0,2,0,24.5
מומחה מחשבים לייעוץ משפטי,2026-05-03,0,1,0,82
מומחה+משפטי,2026-04-18,0,1,0,62
מוסך סאמר עכו,2026-04-29,0,1,0,47
מועד הגשת סיכומי תשובה,2026-04-18,0,1,0,18
מועד הגשת סיכומי תשובה,2026-04-19,0,1,0,18
מוקד הסיוע המשפטי,2026-04-29,0,1,0,44
מורשים לעסוק ברפואה,2026-04-29,0,1,0,18
מחשבון משפטי חינם,2026-04-29,0,1,0,77
מכבי כיבוד מרשמים מבית חולים מעייני הישועה,2026-04-19,0,1,0,44
מכונה ניידת זחלית,2026-04-18,0,1,0,48
מנתח פלסטי להזרקות,2026-04-28,0,2,0,82
מספר רישוי רופאים,2026-04-17,0,1,0,14
מספר רישוי רופאים,2026-05-01,0,1,0,28
מצא עורך דין,2026-04-19,0,1,0,5
מצא עורך דין,2026-04-26,0,1,0,5
מצא עורך דין,2026-04-29,0,1,0,10
מצא עורך דין,2026-05-04,0,1,0,8
מצא עורך דין,2026-05-06,0,1,0,9
מצא עורך דין,2026-05-08,0,1,0,8
מציאת עורך דין,2026-04-16,0,2,0,8.5
מציאת עורך דין,2026-04-20,0,3,0,10.666666666666666
מציאת עורך דין,2026-04-22,0,1,0,9
מציאת עורך דין,2026-05-02,0,1,0,4
מציאת עורך דין,2026-05-06,0,1,0,8
משפחה מאמצת,2026-05-01,0,1,0,75
משפט,2026-04-29,0,2,0,46.5
משפט,2026-05-01,0,1,0,47
משפט ימי,2026-04-18,0,1,0,37
משפט ימי,2026-04-22,0,1,0,25
משפט ימי,2026-04-23,0,3,0,24.666666666666668
משפט ימי,2026-04-25,0,1,0,24
משפט ימי,2026-04-27,0,1,0,24
משפט ימי,2026-04-29,0,1,0,24
משפט ימי,2026-04-30,0,1,0,24
משפט ימי,2026-05-02,0,1,0,25
משפט ימי,2026-05-04,0,1,0,25
משפט ימי,2026-05-06,0,1,0,25
משפט ימי,2026-05-07,0,1,0,23
משפט ימי,2026-05-09,0,1,0,24
משפט פלילי,2026-04-15,0,2,0,42
משפט פלילי,2026-04-16,0,2,0,42
משפט פלילי,2026-04-17,0,1,0,43
משפט פלילי,2026-04-18,0,1,0,42
משפט פלילי,2026-04-19,0,6,0,48.166666666666664
משפט פלילי,2026-04-20,0,2,0,48.5
משפט פלילי,2026-04-21,0,1,0,42
משפט פלילי,2026-04-22,0,1,0,41
משפט פלילי,2026-04-23,0,1,0,39
משפט פלילי,2026-04-24,0,2,0,38
משרד הדתות פניות הציבור,2026-05-08,0,1,0,52
משרד המשפטים סיוע משפטי,2026-04-16,0,1,0,35
משרד עורך דין,2026-04-29,0,1,0,28
משרד עורך דין,2026-04-30,0,1,0,48
משרד עורכי דין,2026-04-17,0,1,0,52
משרד עורכי דין,2026-04-18,0,1,0,40
משרד עורכי דין,2026-04-19,0,1,0,41
משרד עורכי דין,2026-04-20,0,2,0,41.5
משרד עורכי דין,2026-04-21,0,2,0,58.5
משרד עורכי דין,2026-04-22,0,1,0,38
משרד עורכי דין,2026-04-23,0,1,0,42
משרד עורכי דין,2026-04-26,0,2,0,70
משרד עורכי דין,2026-04-27,0,1,0,38
משרד עורכי דין,2026-04-28,0,1,0,77
משרד עורכי דין,2026-04-29,0,2,0,58.5
משרד עורכי דין,2026-05-02,0,2,0,62.5
משרד עורכי דין,2026-05-04,0,1,0,37
משרד עורכי דין,2026-05-05,0,1,0,40
משרדי עורכי דין,2026-04-29,0,1,0,58
מתי נוכל להתנגד לצוואה,2026-04-17,0,1,0,22
מתי נכנס שכר בעבודת מדינה,2026-04-17,0,3,0,15
מתי פסק דין הופך לחלוט,2026-04-19,0,1,0,81
מתן סעד בהליך גירושין לאישה שזנתה,2026-04-16,0,1,0,23
"נדל""ן בליסבון",2026-04-20,0,1,0,49
"נדל""ן בליסבון",2026-04-21,0,1,0,52
"נדל""ן בליסבון",2026-04-22,0,1,0,50
"נדל""ן בליסבון",2026-04-23,0,1,0,51
"נדל""ן בליסבון",2026-04-28,0,1,0,56
"נדל""ן בפורטו",2026-05-02,0,1,0,67
"נדל""ן בפורטו",2026-05-03,0,1,0,89
נוסח הסכם גירושין,2026-04-15,0,1,0,49
נוסח הסכם גירושין,2026-04-16,0,2,0,52
נוסח הסכם גירושין,2026-04-17,0,2,0,47
נוסח הסכם גירושין,2026-04-18,0,1,0,47
נוסח הסכם גירושין,2026-04-19,0,1,0,46
נוסח הסכם גירושין,2026-04-20,0,1,0,45
נוסח הסכם גירושין,2026-04-21,0,1,0,47
נוסח הסכם גירושין,2026-04-22,0,1,0,44
נוסח הסכם גירושין,2026-04-23,0,3,0,48
נוסח הסכם גירושין,2026-04-24,0,1,0,44
נוסח הסכם גירושין,2026-04-25,0,1,0,43
נוסח הסכם גירושין,2026-04-26,0,2,0,44
נוסח הסכם גירושין,2026-04-27,0,1,0,46
נוסח הסכם גירושין,2026-04-28,0,1,0,45
נוסח הסכם גירושין,2026-04-30,0,2,0,50.5
נוסח הסכם גירושין,2026-05-01,0,1,0,46
נוסח הסכם גירושין,2026-05-02,0,1,0,45
נוסח הסכם גירושין,2026-05-03,0,3,0,42
נוסח הסכם גירושין,2026-05-04,0,2,0,46.5
נוסח הסכם גירושין,2026-05-05,0,1,0,46
נוסח הסכם גירושין,2026-05-06,0,1,0,46
נוסח הסכם גירושין,2026-05-07,0,2,0,51.5
נוסח הסכם גירושין,2026-05-10,0,1,0,45
נט המ,2026-04-18,0,1,0,59
נט המשפט התקנה,2026-04-22,0,1,0,79
נט המשפט התקנה,2026-04-29,0,1,0,79
נט המשפט כניסת עורכי דין,2026-04-26,0,1,0,44
נציבות נפגעי עבירה,2026-05-07,0,1,0,49
סוגי בתי משפט,2026-04-20,0,1,0,10
סוגי בתי משפט,2026-04-27,0,1,0,10
סוגי בתי משפט,2026-04-29,0,2,0,17.5
סוגי בתי משפט,2026-05-02,0,1,0,11
סוגי בתי משפט,2026-05-11,0,1,0,10
סיבות לביטול רישיון עסק,2026-04-17,0,1,0,21
סיבות לביטול רישיון עסק,2026-04-19,0,1,0,21
סיבות לביטול רישיון עסק,2026-04-24,0,1,0,24
סיון מדליון,2026-04-15,0,1,0,37
סיוע משפטי חדרה,2026-04-29,0,1,0,76
סיוע משפטי משרד משפטים מחוז פתח תקווה,2026-04-19,0,1,0,46
סימן של חוסר אוויר בגלגלים,2026-04-17,0,1,0,97
סמל בית המשפט,2026-05-01,0,1,0,17
סנגוריה ציבורית,2026-04-16,0,1,0,62
סנגוריה ציבורית,2026-05-07,0,2,0,58
סניגוריה ציבורית,2026-05-05,0,1,0,51
סעיף 10 א לפקודת התעבורה,2026-04-15,0,3,0,37.666666666666664
סעיף 10 א לפקודת התעבורה,2026-04-16,0,1,0,39
סעיף 10 א לפקודת התעבורה,2026-04-17,0,1,0,38
סעיף 10 א לפקודת התעבורה,2026-04-19,0,1,0,38
סעיף 10 א לפקודת התעבורה,2026-04-20,0,3,0,37.666666666666664
סעיף 10 א לפקודת התעבורה,2026-04-21,0,1,0,37
סעיף 10 א לפקודת התעבורה,2026-04-22,0,1,0,38
סעיף 10 א לפקודת התעבורה,2026-04-23,0,1,0,38
סעיף 10 א לפקודת התעבורה,2026-04-24,0,1,0,37
סעיף 10 א לפקודת התעבורה,2026-04-26,0,2,0,38.5
סעיף 10 א לפקודת התעבורה,2026-04-27,0,1,0,39
סעיף 10 א לפקודת התעבורה,2026-04-28,0,1,0,49
סעיף 10 א לפקודת התעבורה,2026-04-29,0,1,0,50
סעיף 10 א לפקודת התעבורה,2026-04-30,0,1,0,53
סעיף 10 א לפקודת התעבורה,2026-05-01,0,2,0,55
סעיף 10 א לפקודת התעבורה,2026-05-02,0,1,0,37
סעיף 10 א לפקודת התעבורה,2026-05-03,0,1,0,52
סעיף 10 א לפקודת התעבורה,2026-05-04,0,1,0,40
סעיף 10 א לפקודת התעבורה,2026-05-05,0,2,0,45
סעיף 10 א לפקודת התעבורה,2026-05-06,0,1,0,38
סעיף 10 א לפקודת התעבורה,2026-05-07,0,2,0,46
סעיף 10 א לפקודת התעבורה,2026-05-08,0,1,0,53
סעיף 193א לחוק העונשין,2026-05-05,0,1,0,89
סעיף 36 לחוק שירות ביטחון,2026-04-18,0,1,0,27
סעיף 36 לחוק שירות ביטחון,2026-04-19,0,1,0,27
סעיף 406 לחוק העונשין,2026-04-24,0,1,0,33
סעיף 57 לפקודת התעבורה,2026-04-19,0,1,0,52
סעיף 62 לפקודת התעבורה,2026-05-11,0,1,0,65
סעיף 62(א)(א)(2),2026-04-19,0,1,0,59
ספר עורכי הדין,2026-04-23,0,1,0,5
עד היכן תוקפו של התמרור המוצב לפניך,2026-04-29,0,1,0,20
עו ד,2026-04-29,0,1,0,58
"עו""ד בלוקצ'יין",2026-04-16,0,1,0,61
"עו""ד בלוקצ'יין",2026-04-18,0,1,0,64
"עו""ד בלוקצ'יין",2026-04-19,0,1,0,61
"עו""ד בלוקצ'יין",2026-04-20,0,1,0,65
"עו""ד בלוקצ'יין",2026-04-21,0,1,0,60
