row_id,lane,source_id,cluster,priority,current_url,secondary_url,target_url_or_hub,role_or_topic,decision_status,readiness_status,traffic_risk,gsc_clicks,gsc_impressions,content_quality_score,source_legal_status,internal_link_status,url_action_status,next_step,blocked_actions,notes
MEDD-147,CONTENT_INVENTORY_AUDIT,8271,medical-malpractice,P2,http://jus-tice.co.il/%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%90%D7%91%D7%97%D7%95%D7%9F-%D7%A9%D7%92%D7%95%D7%99/,,,רשלנות רפואית אבחון שגוי,EXPAND,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,2,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=173; thin=True; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-148,CONTENT_INVENTORY_AUDIT,8269,medical-malpractice,P2,http://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,,,סוגי רשלנות רפואית,EXPAND,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,2,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=240; thin=True; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-149,CONTENT_INVENTORY_AUDIT,8142,medical-malpractice,P2,http://jus-tice.co.il/%D7%A1%D7%95%D7%92%D7%99%D7%9D-%D7%A9%D7%95%D7%A0%D7%99%D7%9D-%D7%A9%D7%9C-%D7%A8%D7%95%D7%A4%D7%90%D7%99%D7%9D/,,,מהם הסוגים השונים של רופאים?,KEEP_OR_SUPPORT_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=1015; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-150,CONTENT_INVENTORY_AUDIT,8128,medical-malpractice,P2,http://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,,,רשימת מומחים רפואיים לבית משפט מתעדכן | חוות דעת רפואית משפטית 2023,REVIEW_CLASSIFY,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=6038; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-151,CONTENT_INVENTORY_AUDIT,7964,medical-malpractice,P2,http://jus-tice.co.il/articles/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%97%D7%99%D7%94-%D7%96%D7%A0%D7%93%D7%91%D7%A8%D7%92-%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A4%D7%99%D7%A6%D7%95%D7%99%D7%99%D7%9D/,,,השופטת חיה זנדברג: פס”ד בתביעה לפיצויים בגין נזקי גוף בטענה לרשלנות לאחר לידה (ת”א 58449-02-18),KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=12844; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-152,CONTENT_INVENTORY_AUDIT,7674,medical-malpractice,P2,http://jus-tice.co.il/decision39696-06-16/,,,"פיצוי של 4,330,162 ₪ בגין רשלנות רפואית בטיפול ביילוד (היפוגליקמיה) ובהדרכת האם להנקתו ולהזנתו (ת”א 39696-06-16)",KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=10801; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-153,CONTENT_INVENTORY_AUDIT,7671,medical-malpractice,P2,http://jus-tice.co.il/decision33954-04-20/,,,"פס”ד תביעת רשלנות שהוגשה כנגד עורכי דין על סך של 1,796,494 ₪ (ת”א 33954-04-20)",REVIEW_CLASSIFY,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=4086; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-154,CONTENT_INVENTORY_AUDIT,7616,medical-malpractice,P2,http://jus-tice.co.il/medical-malpractice-common-errors-doctors-hospitals/,,,רשלנות רפואית: שגיאות נפוצות של רופאים ובתי חולים,EXPAND,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,HAS_INTERNAL_LINKS,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=698; thin=True; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-155,CONTENT_INVENTORY_AUDIT,7618,medical-malpractice,P2,http://jus-tice.co.il/klumpke-paralysis/,,,רשלנות רפואית בלידה: מה זה שיתוק קלומקה?,EXPAND,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,2,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=408; thin=True; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-156,CONTENT_INVENTORY_AUDIT,7611,medical-malpractice,P2,http://jus-tice.co.il/history-of-medicine/,,,עו”ד רפואי | היסטוריה של הרפואה,REVIEW_CLASSIFY,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=11555; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-157,CONTENT_INVENTORY_AUDIT,7583,medical-malpractice,P2,http://jus-tice.co.il/articles/%D7%9E%D7%A7%D7%A8%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%93%D7%95%D7%92%D7%9E%D7%90%D7%95%D7%AA/,,,מקרי רשלנות רפואית דוגמאות,KEEP_OR_SUPPORT_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=1153; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-158,CONTENT_INVENTORY_AUDIT,7571,medical-malpractice,P2,http://jus-tice.co.il/decision50014-01-19/,,,השופטת יעל ייטב: החלטה בדבר מינוי מומחה מטעם בית המשפט בתיק רשלנות רפואית (ת”א 50014-01-19),KEEP_OR_SUPPORT_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,5,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=2049; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-159,CONTENT_INVENTORY_AUDIT,7453,medical-malpractice,P2,http://jus-tice.co.il/%D7%96%D7%99%D7%9B%D7%95%D7%99-%D7%A0%D7%94%D7%92-%D7%9E%D7%A9%D7%90%D7%99%D7%AA-%D7%A9%D7%94%D7%95%D7%90%D7%A9%D7%9D-%D7%91%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%AA%D7%99%D7%A7-56-03-20/,,,תעבורה: זיכוי נהג משאית שהואשם בגרימת מוות ברשלנות (גמ”ר 56-03-20),KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=6765; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=traffic-law;traffic_risk=UNKNOWN
MEDD-160,CONTENT_INVENTORY_AUDIT,7305,medical-malpractice,P2,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9E%D7%94%D7%99-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A2%D7%95%D7%95%D7%9C%D7%AA-%D7%94%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,,,מהי רשלנות | עוולת הרשלנות,REVIEW_CLASSIFY,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,5,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=1548; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-161,CONTENT_INVENTORY_AUDIT,6922,medical-malpractice,P2,http://jus-tice.co.il/%D7%AA%D7%90-55450-03-20-%D7%9E%D7%A0%D7%98%D7%99%D7%9F-%D7%90%D7%99%D7%A0%D7%95%D7%95%D7%A1%D7%98%D7%9E%D7%A0%D7%98%D7%A1-%D7%91%D7%A2%D7%9E-%D7%95%D7%90%D7%97-%D7%A0-%D7%A1%D7%A8%D7%92%D7%A0%D7%99/,,,תביעה בגין רשלנות מקצועית של רואה חשבון | פסק דין (ת”א 55450-03-20),REVIEW_CLASSIFY,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,8,UNKNOWN_PUBLIC_REST_V1,HAS_INTERNAL_LINKS,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=6833; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-162,CONTENT_INVENTORY_AUDIT,6861,medical-malpractice,P2,http://jus-tice.co.il/articles/%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,,,שכר טרחה עורך דין רשלנות רפואית,KEEP_OR_SUPPORT_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=989; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-163,CONTENT_INVENTORY_AUDIT,6715,medical-malpractice,P2,http://jus-tice.co.il/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,,,תביעות רשלנות רפואית: הדרכים להקטנת ההוצאה הציבורית | דין וחשבון,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=118502; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-164,CONTENT_INVENTORY_AUDIT,6546,medical-malpractice,P2,http://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,,,עורך דין רשלנות רפואית מומלץ,KEEP_OR_MAKE_PILLAR_REVIEW,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,6,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=4970; thin=False; duplicate=False; rewrite=False; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-165,CONTENT_INVENTORY_AUDIT,6110,medical-malpractice,P2,http://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%A0%D7%92%D7%93-%D7%98%D7%A8%D7%9D-%D7%A8%D7%A9%D7%AA-%D7%9E%D7%A8%D7%9B%D7%96%D7%99%D7%9D-%D7%9C%D7%A8%D7%A4%D7%95%D7%90%D7%94-%D7%93%D7%97%D7%95%D7%A4%D7%94-%D7%A2%D7%9C-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%A9%D7%94%D7%95%D7%91%D7%99%D7%9C%D7%94-%D7%9C%D7%A4%D7%98%D7%99%D7%A8%D7%AA%D7%94-%D7%A9%D7%9C-%D7%90%D7%9D-%D7%95%D7%94%D7%A2%D7%95%D7%91%D7%A8-%D7%A9%D7%A0%D7%A9%D7%90%D7%94-%D7%91%D7%A8%D7%97%D7%9E/,,,דחיית תביעה רשלנות רפואית הריון שהובילה לפטירתה של אם והעובר שנשאה ברחמה (ת”א 20346-03-17) מספר תיק,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=10310; thin=False; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-166,CONTENT_INVENTORY_AUDIT,6045,medical-malpractice,P2,http://jus-tice.co.il/%D7%A2%D7%90-9598/05-%D7%A4%D7%9C%D7%95%D7%A0%D7%99-%D7%A0-%D7%97%D7%91%D7%A8%D7%AA-%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9E%D7%92%D7%9F-%D7%91%D7%A2%D7%9E/,,,ע״א 9598/05 פלוני נ׳ חברת ביטוח ״המגן״ בע״מ | בית המשפט לא יסטה ממסקנותיו של המומחה הרפואי אלא בהתקיים נסיבות מיוחדות,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,3,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=1766; thin=False; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-167,CONTENT_INVENTORY_AUDIT,5818,medical-malpractice,P0,http://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%AA-%D7%A0%D7%A4%D7%92%D7%A2-%D7%A2%D7%91%D7%99%D7%A8%D7%94-%D7%9E%D7%99%D7%93%D7%A2-%D7%90%D7%A9%D7%A4%D7%95%D7%96%D7%95-%D7%A9%D7%9C-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%91%D7%99%D7%AA-%D7%97%D7%95%D7%9C%D7%99%D7%9D/,,,טופס בקשת נפגע עבירה לקבלת מידע על מהלך אשפוזו של נאשם בבית חולים,REWRITE,POSSIBLE_FALSE_POSITIVE_REVIEW,UNKNOWN,,,1,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,Remove or reclassify from medical-malpractice cluster before upload planning,NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=150; thin=True; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=medical-malpractice;traffic_risk=UNKNOWN
MEDD-168,CONTENT_INVENTORY_AUDIT,5609,medical-malpractice,P2,http://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%95%D7%A8%D7%A9%D7%A2-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%92%D7%A8%D7%9D-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,,,עונש מורשע בעבירות של גרם מוות ברשלנות בתאונת דרכים | עורך דין תעבורה פלילי,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=5969; thin=False; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=criminal-law;traffic_risk=UNKNOWN
MEDD-169,CONTENT_INVENTORY_AUDIT,5385,medical-malpractice,P2,http://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%90%D7%A1%D7%A8-%D7%A4%D7%92%D7%A2-%D7%95%D7%91%D7%A8%D7%97-%D7%92%D7%A8%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,,,"עונש מאסר פגע וברח גרימת מוות ברשלנות, מעשה פזיזות ורשלנות ברכב, הפקרה אחרי פגיעה ועוד",REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=5886; thin=False; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-170,CONTENT_INVENTORY_AUDIT,3265,medical-malpractice,P2,http://jus-tice.co.il/standards-of-medical-fitness-to-drive/,,,תקנים מעודכנים להתאמה רפואית לנהיגה מרב”ד,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,3,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=23220; thin=False; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-171,CONTENT_INVENTORY_AUDIT,3263,medical-malpractice,P2,http://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,,,מה זה מרב״ד?- מידע על המכון הרפואי לבטיחות בדרכים,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,1,UNKNOWN_PUBLIC_REST_V1,NEEDS_INTERNAL_LINK_REVIEW,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=440; thin=True; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
MEDD-172,CONTENT_INVENTORY_AUDIT,3254,medical-malpractice,P2,http://jus-tice.co.il/medical-institute-for-road-safety/,,,המכון הרפואי לבטיחות בדרכים,REWRITE,MEDICAL_SIGNAL_CONFIRMED,UNKNOWN,,,4,UNKNOWN_PUBLIC_REST_V1,HAS_INTERNAL_LINKS,NO_URL_CHANGE_EXECUTED,"Classify as pillar, support, merge, rewrite, or protect during med-mal upload batch",NO_CMS_EDIT; NO_PUBLIC_UPLOAD; NO_REDIRECT; NO_CANONICAL_NOINDEX; NO_SITEMAP_CHANGE; NO_TAXONOMY_CHANGE,word_count=558; thin=True; duplicate=False; rewrite=True; merge=False; PUBLIC_REST_HEURISTIC_V1;cluster=needs-classification;traffic_risk=UNKNOWN
