query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
יועץ בטיחות לעסק קטן,0,18,0.00%,81.2,1,https://jus-tice.co.il/business-license/,0,,FALSE,FALSE,FALSE
יועץ גיוס כספים,0,3,0.00%,88.0,1,https://jus-tice.co.il/startup-company/,0,,FALSE,FALSE,FALSE
יועץ גירושים,0,11,0.00%,88.3,1,https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%A1%D7%A7-%D7%A0%D7%9B%D7%A1-%D7%90%D7%95-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A2%D7%9E%D7%93%D7%94-%D7%A9%D7%9C-%D7%97%D7%95%D7%93-%D7%9E%D7%95%D7%9E%D7%97%D7%94/,0,,FALSE,FALSE,FALSE
יועץ גירושין,0,27,0.00%,77.2,2,https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%A1%D7%A7-%D7%A0%D7%9B%D7%A1-%D7%90%D7%95-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A2%D7%9E%D7%93%D7%94-%D7%A9%D7%9C-%D7%97%D7%95%D7%93-%D7%9E%D7%95%D7%9E%D7%97%D7%94/,0,https://jus-tice.co.il/divorce-costs-2025/,TRUE,FALSE,FALSE
יועץ הגירה,0,18,0.00%,13.9,1,https://jus-tice.co.il/immigration-lawyer/,0,,FALSE,FALSE,FALSE
יועץ הגירה לגרמניה,0,223,0.00%,27.8,2,https://jus-tice.co.il/germany-lawyers/,0,https://jus-tice.co.il/immigration-lawyer/,TRUE,FALSE,FALSE
יועץ השמה,0,14,0.00%,87.6,1,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%A1%D7%95%D7%A8%D7%A1%D7%99%D7%A0%D7%92-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99-jus-tice-%D7%9E%D7%A9%D7%A8%D7%95%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,0,,FALSE,FALSE,FALSE
יועץ השקעות בגרמניה,0,19,0.00%,88.5,2,https://jus-tice.co.il/germany-lawyers/,0,https://jus-tice.co.il/vonovia/,TRUE,FALSE,FALSE
יועץ השקעות נדלן בחול,0,10,0.00%,67.5,3,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,https://jus-tice.co.il/apartment/ | https://jus-tice.co.il/real-estate-investing/,TRUE,FALSE,FALSE
יועץ השקעות נדלן מומלץ,0,114,0.00%,20.9,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ השקעות נדל״ן באר שבע,0,11,0.00%,94.1,1,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
יועץ השקעות קריפטו,0,40,0.00%,83.8,1,https://jus-tice.co.il/cryptocurrency-legislation-2021/,0,,FALSE,FALSE,FALSE
יועץ זוגיות דתי לאומי,0,4,0.00%,52.3,1,https://jus-tice.co.il/leading-divorce-lawyers-worldwide/,0,,FALSE,FALSE,FALSE
יועץ לניהול מוניטין,0,325,0.00%,77.4,1,https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,0,,FALSE,FALSE,FALSE
יועץ מאושר מהמכון לייצור מתקדם,0,1,0.00%,57.0,1,https://jus-tice.co.il/startup-company/,0,,FALSE,FALSE,FALSE
יועץ מאושר מרשות ההשקעות,0,1,0.00%,65.0,1,https://jus-tice.co.il/us-securities-and-exchange-commission/,0,,FALSE,FALSE,FALSE
"יועץ מאושר ע""י רשות ההשקעות",0,72,0.00%,74.8,2,https://jus-tice.co.il/psakdin/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%97%D7%99%D7%95%D7%91-%D7%99%D7%95%D7%A2%D7%A5-%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%91%D7%92%D7%99%D7%9F-%D7%A0%D7%96%D7%A7/,0,https://jus-tice.co.il/us-securities-and-exchange-commission/,TRUE,FALSE,FALSE
יועץ מומחה לאבטחת מידע,0,11,0.00%,90.6,1,https://jus-tice.co.il/cyber-lawyer/,0,,FALSE,FALSE,FALSE
יועץ מימון,0,5,0.00%,62.6,1,https://jus-tice.co.il/legal_financing/,0,,FALSE,FALSE,FALSE
יועץ מס בסלובקיה,0,85,0.00%,44.5,4,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,https://jus-tice.co.il/admission-to-practice-law/ | https://jus-tice.co.il/immigration-lawyer/ | https://jus-tice.co.il/portugal-golden-visa/,TRUE,FALSE,FALSE
יועץ מס חברות,0,64,0.00%,70.7,1,https://jus-tice.co.il/top-global-tax-cpa-firms/,0,,FALSE,FALSE,FALSE
יועץ מס לתושב חוזר,0,94,0.00%,66.5,2,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,https://jus-tice.co.il/returning-resident-rights-determining-tax-rate/,TRUE,FALSE,FALSE
יועץ מס סלובקיה,0,62,0.00%,53.2,3,https://jus-tice.co.il/admission-to-practice-law/,0,https://jus-tice.co.il/czech-lawyers/ | https://jus-tice.co.il/immigration-lawyer/,TRUE,FALSE,FALSE
יועץ מס קריפטו,0,74,0.00%,69.1,3,https://jus-tice.co.il/cryptocurrency-legislation-2021/,0,https://jus-tice.co.il/economic-crimes-white-collar-lawyer/ | https://jus-tice.co.il/top-global-tax-cpa-firms/,TRUE,FALSE,FALSE
יועץ משפטי,0,12,0.00%,42.2,1,https://jus-tice.co.il/attorney-general/,0,,FALSE,FALSE,FALSE
יועץ משפטי בחברה,0,24,0.00%,57.3,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
יועץ משפטי הייטק,0,5,0.00%,51.4,1,https://jus-tice.co.il/fintech/,0,,FALSE,FALSE,FALSE
יועץ משפטי לימודים,0,1,0.00%,43.0,1,https://jus-tice.co.il/legal-education/,0,,FALSE,FALSE,FALSE
יועץ משפטי לממשלה,0,1,0.00%,31.0,1,https://jus-tice.co.il/attorney-general/,0,,FALSE,FALSE,FALSE
יועץ משפטי לנכים,0,19,0.00%,72.8,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,TRUE,FALSE,FALSE
יועץ משפטי לשעבר,0,3,0.00%,44.7,1,https://jus-tice.co.il/attorney-general/,0,,FALSE,FALSE,FALSE
יועץ משפטי מקורות,0,1,0.00%,56.0,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
יועץ נדל ן,0,192,0.00%,18.9,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ נדל ן בפתח תקווה,0,2,0.00%,43.5,1,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
"יועץ נדל""ן",0,1741,0.00%,21.7,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/ | https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
"יועץ נדל""ן בגרמניה",0,25,0.00%,18.2,1,https://jus-tice.co.il/vonovia/,0,,FALSE,FALSE,FALSE
"יועץ נדל""ן בהרצליה",0,149,0.00%,74.3,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
"יועץ נדל""ן בכיר",0,29,0.00%,46.8,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
"יועץ נדל""ן בסלובקיה",0,216,0.00%,34.1,4,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,https://jus-tice.co.il/immigration-lawyer/ | https://jus-tice.co.il/legality-of-cannabis/ | https://jus-tice.co.il/portugal-golden-visa/,TRUE,FALSE,FALSE
"יועץ נדל""ן מומחה",0,121,0.00%,25.3,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
"יועץ נדל""ן מסחרי",0,94,0.00%,24.4,1,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
"יועץ נדל""ן סלובקיה",0,31,0.00%,57.3,3,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/georgia-lawyers/ | https://jus-tice.co.il/portugal-golden-visa/,TRUE,FALSE,FALSE
יועץ נדלן בכיר,0,35,0.00%,63.1,1,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
יועץ נדלן בני ברק,0,5,0.00%,98.2,1,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
יועץ נדלן לימודים,0,67,0.00%,82.6,2,https://jus-tice.co.il/%D7%91%D7%95%D7%92%D7%A8-%D7%9C%D7%99%D7%9E%D7%95%D7%93%D7%99-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%90%D7%A8%D7%94%D7%91/,0,https://jus-tice.co.il/real-estate-agent/,TRUE,FALSE,FALSE
יועץ נדלן מה זה,0,121,0.00%,6.5,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ נדלן מומלץ,0,395,0.00%,19.2,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ נדלן עסקי,0,134,0.00%,39.9,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ נדלן שכר,0,110,0.00%,23.2,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועץ נישואין בתל אביב,0,1,0.00%,101.0,1,https://jus-tice.co.il/%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%97%D7%9C%D7%95%D7%A7%D7%AA-%D7%A2%D7%A1%D7%A7-%D7%A0%D7%9B%D7%A1-%D7%90%D7%95-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A2%D7%9E%D7%93%D7%94-%D7%A9%D7%9C-%D7%97%D7%95%D7%93-%D7%9E%D7%95%D7%9E%D7%97%D7%94/,0,,FALSE,FALSE,FALSE
יועץ נישואין מחיר,0,1,0.00%,81.0,1,https://jus-tice.co.il/divorce-costs-2025/,0,,FALSE,FALSE,FALSE
יועץ סטארטאפ,0,39,0.00%,8.6,1,https://jus-tice.co.il/startup-company/,0,,FALSE,FALSE,FALSE
יועץ סייבר,0,138,0.00%,74.5,1,https://jus-tice.co.il/cyber-lawyer/,0,,FALSE,FALSE,FALSE
יועץ צבאי,0,25,0.00%,64.5,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A6%D7%91%D7%90%D7%99/,0,,FALSE,FALSE,FALSE
יועץ קריפטו,0,132,0.00%,56.5,1,https://jus-tice.co.il/cryptocurrency-legislation-2021/,0,,FALSE,FALSE,FALSE
יועץ קרקע בדרום,0,42,0.00%,50.2,3,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/ | https://jus-tice.co.il/real-estate-development/,TRUE,FALSE,FALSE
יועץ קרקע מומלץ,0,28,0.00%,91.0,3,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/ | https://jus-tice.co.il/real-estate-development/,TRUE,FALSE,FALSE
יועץ רישוי עסקים,0,270,0.00%,16.6,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%99%D7%A9%D7%95%D7%99-%D7%A2%D7%A1%D7%A7%D7%99%D7%9D/,0,https://jus-tice.co.il/business-license/,TRUE,FALSE,FALSE
יועץ שיווק בינלאומי,0,6,0.00%,87.0,1,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%A1%D7%95%D7%A8%D7%A1%D7%99%D7%A0%D7%92-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99-jus-tice-%D7%9E%D7%A9%D7%A8%D7%95%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,0,,FALSE,FALSE,FALSE
יועץ שיווק נייטיב,0,1,0.00%,38.0,1,https://jus-tice.co.il/%D7%A2%D7%90-10403-04-21-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-51-%D7%91%D7%A2%D7%9E-%D7%A0-%D7%9E%D7%99%D7%A8%D7%91%D7%95-%D7%A4%D7%A8%D7%95%D7%99%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%91%D7%A2%D7%9E/,0,,FALSE,FALSE,FALSE
יועצי pr בקפריסין,0,66,0.00%,42.0,3,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,0,https://jus-tice.co.il/cyprus-lawyer/ | https://jus-tice.co.il/startup-company/,TRUE,FALSE,FALSE
יועצי נדלן,0,243,0.00%,47.0,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועצים משפטיים,0,9,0.00%,52.9,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/attorney-general/,TRUE,FALSE,FALSE
יועצים משפטיים לממשלה לדורותיהם,0,10,0.00%,10.6,1,https://jus-tice.co.il/attorney-general/,0,,FALSE,FALSE,FALSE
יועצים קוריאנים,0,27,0.00%,66.3,1,https://jus-tice.co.il/south-korea-lawyers/,0,,FALSE,FALSE,FALSE
"יועצת נדל""ן",0,100,0.00%,17.6,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועצת נדלן,0,137,0.00%,30.2,2,https://jus-tice.co.il/%D7%94%D7%90%D7%9D-%D7%9B%D7%93%D7%90%D7%99-%D7%9C%D7%A2%D7%91%D7%95%D7%93-%D7%A2%D7%9D-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,TRUE,FALSE,FALSE
יועצת נדלן חולון,0,16,0.00%,65.6,1,https://jus-tice.co.il/%D7%9E%D7%94%D7%95-%D7%99%D7%95%D7%A2%D7%A5-%D7%A0%D7%93%D7%9C%D7%9F/,0,,FALSE,FALSE,FALSE
יועצת נישואין במגזר הדתי,0,1,0.00%,72.0,1,https://jus-tice.co.il/articles/%D7%A0%D7%99%D7%A9%D7%95%D7%90%D7%99%D7%9D-%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%99%D7%9D/,0,,FALSE,FALSE,FALSE
יוצר הביטקוין,0,4,0.00%,65.8,2,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,https://jus-tice.co.il/what-is-bitcoin/,TRUE,FALSE,FALSE
יוצר מוזיקה אלקטרונית אמריקאי,0,1,0.00%,34.0,1,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,0,,FALSE,FALSE,FALSE
יוצרים,0,156,0.00%,31.6,1,https://jus-tice.co.il/copyright/,0,,FALSE,FALSE,FALSE
יורם הרוש,0,1,0.00%,56.0,1,https://jus-tice.co.il/%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%98%D7%9C%D7%99-%D7%97%D7%99%D7%99%D7%9E%D7%95%D7%91%D7%99%D7%A5-%D7%A4%D7%A1%D7%93-%D7%A7%D7%91%D7%9C%D7%AA-%D7%93%D7%91%D7%A8-%D7%91%D7%9E%D7%A8%D7%9E%D7%94-%D7%91%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA-%D7%9E%D7%97%D7%9E%D7%99%D7%A8%D7%95%D7%AA-%D7%94%D7%9C%D7%91%D7%A0%D7%AA-%D7%94%D7%95%D7%9F-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%90%D7%92%D7%99%D7%93/,0,,FALSE,FALSE,FALSE
יורם שפטל חומצה,0,12,0.00%,36.8,1,https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,0,,FALSE,FALSE,FALSE
יורקה,0,16,0.00%,29.7,2,https://jus-tice.co.il/list-of-companies-of-portugal/,0,https://jus-tice.co.il/perez-llorca/,TRUE,FALSE,FALSE
יורש על פי דין שנפטר לפני המוריש,0,28,0.00%,81.6,2,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%94%D7%99%D7%9C%D7%94-%D7%92%D7%95%D7%A8%D7%91%D7%99%D7%A5-%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%94-%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%AA%D7%A2-60847-03-22/,0,https://jus-tice.co.il/inheritance-order/,TRUE,FALSE,FALSE
יורש על תנאי דוחה,0,4,0.00%,91.3,1,https://jus-tice.co.il/decision15094-01-18/,0,,FALSE,FALSE,FALSE
יורש'שאבי,0,1,0.00%,83.0,1,https://jus-tice.co.il/%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%95%D7%AA-%D7%A2%D7%96%D7%91%D7%95%D7%9F-%D7%A9%D7%9E%D7%A0%D7%94%D7%9C%D7%99%D7%9D-%D7%A9%D7%A0%D7%99-%D7%90%D7%97%D7%99%D7%9D-%D7%91%D7%A9%D7%9C-%D7%A9%D7%AA%D7%99-%D7%A6%D7%95%D7%95%D7%90%D7%95%D7%AA-%D7%A9%D7%94%D7%95%D7%AA%D7%99%D7%A8%D7%94-%D7%90%D7%9E%D7%9D-%D7%AA%D7%A2-62835-08-19/,0,,FALSE,FALSE,FALSE
יורשים באין צוואה,0,41,0.00%,77.7,2,https://jus-tice.co.il/inheritance-order/,0,https://jus-tice.co.il/international-inheritance-wills-lawyer/,TRUE,FALSE,FALSE
יורשים בהעדר צוואה,0,94,0.00%,39.5,1,https://jus-tice.co.il/inheritance/,0,,FALSE,FALSE,FALSE
יורשים חוות דעת,0,3,0.00%,52.7,1,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%A4%D7%98%D7%AA-%D7%94%D7%99%D7%9C%D7%94-%D7%92%D7%95%D7%A8%D7%91%D7%99%D7%A5-%D7%A2%D7%95%D7%91%D7%93%D7%99%D7%94-%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-%D7%A6%D7%95-%D7%99%D7%A8%D7%95%D7%A9%D7%94-%D7%AA%D7%A2-60847-03-22/,0,,FALSE,FALSE,FALSE
יורשים חוקיים ללא צוואה,0,76,0.00%,51.2,1,https://jus-tice.co.il/inheritance/,0,,FALSE,FALSE,FALSE
