query,page,clicks,impressions,ctr,position,is_money_keyword,is_criminal_law,priority
איך לקבל החזר מס אחרי יותר מ 7 שנים,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,169,0.00%,17.5,FALSE,FALSE,MEDIUM
אישור משטרה תעודת יושר,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,169,0.00%,12.9,FALSE,TRUE,MEDIUM
"עו""ד פלילי מפורסם",https://jus-tice.co.il/famous-criminal-defense-lawyer/,0,169,0.00%,8.7,FALSE,TRUE,MEDIUM
קניית בית באירופה,https://jus-tice.co.il/low-value-invest-abroad/,0,169,0.00%,13.5,FALSE,FALSE,MEDIUM
תביעת ניכור הורי,https://jus-tice.co.il/parental-alienation-damages16820-11-19/,0,169,0.00%,15.6,FALSE,FALSE,MEDIUM
עורך דין פלילי ידוע,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,1,168,0.60%,5.1,TRUE,TRUE,MEDIUM
לתקנון,https://jus-tice.co.il/sample-terms-and-conditions-template/,0,167,0.00%,8.6,FALSE,FALSE,MEDIUM
מחיר הסכם ממון,https://jus-tice.co.il/how-much-does-prenup-cost/,0,167,0.00%,15.9,FALSE,FALSE,MEDIUM
איתן האזרחי,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%AA%D7%9F-%D7%94%D7%90%D7%96%D7%A8%D7%97%D7%99-%D7%95%D7%A9%D7%95%D7%AA-%D7%9E%D7%A9%D7%A8%D7%93-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,0,166,0.00%,11.5,FALSE,FALSE,MEDIUM
עורך דין פלילי הכי טוב בארץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9D-%D7%91%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,0,166,0.00%,15.0,TRUE,TRUE,MEDIUM
רכישת דירה בתאילנד,https://jus-tice.co.il/thailand-real-estate/,1,165,0.61%,5.6,FALSE,FALSE,MEDIUM
אי הרשעה קיצור תקופת המחיקה,https://jus-tice.co.il/psakdin/%D7%94%D7%92%D7%91%D7%9C%D7%94-%D7%A2%D7%9C-%D7%9E%D7%A1%D7%99%D7%A8%D7%AA-%D7%9E%D7%99%D7%93%D7%A2-%D7%9E%D7%94%D7%9E%D7%A8%D7%A9%D7%9D-%D7%94%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%95%D7%A7%D7%99%D7%A6%D7%95%D7%A8-%D7%AA%D7%A7%D7%95%D7%A4%D7%AA-%D7%94%D7%A8%D7%99%D7%A9%D7%95%D7%9D/,0,165,0.00%,19.6,FALSE,FALSE,MEDIUM
ויזת זהב פורטוגל,https://jus-tice.co.il/portugal-golden-visa/,0,165,0.00%,18.3,FALSE,FALSE,MEDIUM
"עו""ד ארה""ב",https://jus-tice.co.il/usa-lawyers/,0,165,0.00%,5.6,FALSE,FALSE,MEDIUM
עורך דין דובאי,https://jus-tice.co.il/united-arab-emirates-lawyers/,0,165,0.00%,5.7,TRUE,FALSE,MEDIUM
אוכלוסיית ארצות הברית,https://jus-tice.co.il/about-usa/,0,164,0.00%,11.8,FALSE,FALSE,MEDIUM
ייצוג משפטי שוויץ,https://jus-tice.co.il/international-litigation/,0,164,0.00%,17.0,FALSE,FALSE,MEDIUM
"עו""ד ניר רוטנברג",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,1,163,0.61%,6.9,FALSE,FALSE,MEDIUM
רצח מדרגה שנייה,https://jus-tice.co.il/murder-in-united-states-law/,1,163,0.61%,8.4,FALSE,FALSE,MEDIUM
משטרת חדרה טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,163,0.00%,19.1,FALSE,FALSE,MEDIUM
חוזה שכירות אונליין,https://jus-tice.co.il/online-rent-agreement/,8,162,4.94%,6.4,FALSE,FALSE,MEDIUM
קניית בית בתאילנד,https://jus-tice.co.il/thailand-real-estate/,5,162,3.09%,5.2,FALSE,FALSE,MEDIUM
תעודת מוסד טופס 2,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,3,162,1.85%,7.2,FALSE,FALSE,MEDIUM
הוצאת תעודת יושר אונליין,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,162,0.00%,11.6,FALSE,FALSE,MEDIUM
ספרד עורך דין,https://jus-tice.co.il/spain-lawyers/,0,162,0.00%,12.7,TRUE,FALSE,MEDIUM
"עו""ד ארצות הברית",https://jus-tice.co.il/usa-lawyers/,0,162,0.00%,7.4,FALSE,FALSE,MEDIUM
עורך דין הגירה מומלץ,https://jus-tice.co.il/immigration-lawyer/,0,162,0.00%,16.4,TRUE,FALSE,MEDIUM
קרן שמש שופטת,https://jus-tice.co.il/court-judge/,0,162,0.00%,8.5,FALSE,FALSE,MEDIUM
תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה),https://jus-tice.co.il/%D7%AA%D7%A7%D7%A0%D7%95%D7%AA-%D7%94%D7%91%D7%99%D7%98%D7%95%D7%97-%D7%94%D7%9C%D7%90%D7%95%D7%9E%D7%99-%D7%A7%D7%91%D7%99%D7%A2%D7%AA-%D7%93%D7%A8%D7%92%D7%AA-%D7%A0%D7%9B%D7%95%D7%AA-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%AA%D7%A9%D7%98%D7%96-1956/,0,162,0.00%,10.8,FALSE,FALSE,MEDIUM
אלון גביזון,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A7%D7%99%D7%95%D7%9D-%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%94%D7%9E%D7%A2%D7%A0%D7%99%D7%A7%D7%94-%D7%9B%D7%9C-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%97%D7%91%D7%A8-%D7%95%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%90%D7%97%D7%95%D7%AA-%D7%94%D7%9E%D7%A0%D7%95%D7%97/,2,161,1.24%,10.1,FALSE,FALSE,MEDIUM
הנפקת אישור משטרה,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,2,161,1.24%,20.0,FALSE,TRUE,MEDIUM
הסכם גירושין דוגמאות,https://jus-tice.co.il/free-divorce-agreement-template/,0,161,0.00%,10.6,FALSE,FALSE,MEDIUM
השקעות בניו יורק,https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,0,161,0.00%,8.5,FALSE,FALSE,MEDIUM
רישום נכסי מקרקעין,https://jus-tice.co.il/registration-of-real-estate-israel/,0,161,0.00%,19.0,FALSE,FALSE,MEDIUM
רשות ניירות ערך טלפון,https://jus-tice.co.il/wp-content/uploads/2022/06/06102016_1.pdf,6,160,3.75%,9.6,FALSE,FALSE,MEDIUM
האימפריה הפורטוגזית,https://jus-tice.co.il/portuguese-people/,0,160,0.00%,8.1,FALSE,FALSE,MEDIUM
הכרת אבהות,https://jus-tice.co.il/%D7%94%D7%A6%D7%94%D7%A8%D7%AA-%D7%90%D7%91%D7%94%D7%95%D7%AA-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99/,0,160,0.00%,11.8,FALSE,FALSE,MEDIUM
כתב אישום על סחר בסמים,https://jus-tice.co.il/drug-trafficking/,0,160,0.00%,13.1,TRUE,TRUE,MEDIUM
"פיתוח נדל""ן",https://jus-tice.co.il/real-estate-development/,0,160,0.00%,10.5,FALSE,FALSE,MEDIUM
"מה זה מרב""ד",https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,4,159,2.52%,5.2,FALSE,FALSE,MEDIUM
"עו""ס לסדרי דין",https://jus-tice.co.il/psakdin/%D7%AA%D7%A4%D7%A7%D7%99%D7%93%D7%95-%D7%95%D7%93%D7%A8%D7%9B%D7%99-%D7%A2%D7%91%D7%95%D7%93%D7%AA%D7%95-%D7%A9%D7%9C-%D7%A2%D7%95%D7%91%D7%93-%D7%A1%D7%95%D7%A6%D7%99%D7%90%D7%9C%D7%99-%D7%9C%D7%A2/,3,159,1.89%,7.7,FALSE,FALSE,MEDIUM
השופט אריאל ממן,https://jus-tice.co.il/62758-11-22/,2,159,1.26%,11.8,FALSE,FALSE,MEDIUM
אגף רישום מקרקעין,https://jus-tice.co.il/registration-of-real-estate-israel/,0,159,0.00%,18.9,FALSE,FALSE,MEDIUM
כמה עולה עורך דין,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,159,0.00%,8.4,TRUE,FALSE,MEDIUM
מחירי דירות ביוון,https://jus-tice.co.il/greece-price-list/,0,159,0.00%,17.2,FALSE,FALSE,MEDIUM
נדל ן בניו יורק,https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,0,159,0.00%,18.7,FALSE,FALSE,MEDIUM
רמי בז'ה,https://jus-tice.co.il/divorce-resource-balancing-case21019-01-21/,0,159,0.00%,11.3,FALSE,FALSE,MEDIUM
ייעוץ מס הייטק בינלאומי,https://jus-tice.co.il/top-global-tax-cpa-firms/,0,158,0.00%,19.8,FALSE,FALSE,MEDIUM
"עו""ד לענייני גירושין תל אביב",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,158,0.00%,17.7,FALSE,FALSE,MEDIUM
מליקובסקי,https://jus-tice.co.il/psakdin/%D7%A0%D7%AA%D7%A0%D7%99%D7%94%D7%95-%D7%9E%D7%9C%D7%99%D7%A7%D7%95%D7%91%D7%A1%D7%A7%D7%99-%D7%A2%D7%99%D7%A7%D7%A8%D7%99-%D7%A0%D7%99%D7%9E%D7%95%D7%A7%D7%99-%D7%94%D7%99%D7%95%D7%A2%D7%9E%D7%A9/,2,157,1.27%,7.8,FALSE,FALSE,MEDIUM
ימר ירושלים טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,1,157,0.64%,9.0,FALSE,FALSE,MEDIUM
משמורת אם,https://jus-tice.co.il/mom-full-custody/,1,157,0.64%,8.1,FALSE,FALSE,MEDIUM
מחיקת רישום פלילי כמה עולה,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,157,0.00%,13.7,FALSE,TRUE,MEDIUM
משטרת בת ים טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,157,0.00%,11.5,FALSE,FALSE,MEDIUM
עורך דין מקסיקו,https://jus-tice.co.il/baker-mckenzie/,0,157,0.00%,15.5,TRUE,FALSE,MEDIUM
שופטי בית משפט השלום,https://jus-tice.co.il/court-judge/,0,157,0.00%,16.0,FALSE,FALSE,MEDIUM
השופט עדי הדר,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%90%D7%99%D7%A9%D7%95%D7%A8-%D7%AA%D7%95%D7%91%D7%A2%D7%A0%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%A9%D7%9C%D7%99%D7%97%D7%AA-%D7%93%D7%95%D7%90%D7%A8-%D7%96%D7%91%D7%9C-%D7%9B%D7%99%D7%99%D7%A6%D7%95%D7%92%D7%99%D7%AA/,3,156,1.92%,6.4,FALSE,FALSE,MEDIUM
משטרת רמת גן טלפון,https://jus-tice.co.il/%D7%AA%D7%97%D7%A0%D7%95%D7%AA-%D7%9E%D7%A9%D7%98%D7%A8%D7%94-%D7%9B%D7%AA%D7%95%D7%91%D7%AA-%D7%98%D7%9C%D7%A4%D7%95%D7%9F-%D7%A8%D7%A9%D7%99%D7%9E%D7%94-%D7%90%D7%A8%D7%A6%D7%99%D7%AA-%D7%9E%D7%A2%D7%95%D7%93%D7%9B%D7%9F/,0,156,0.00%,12.7,FALSE,FALSE,MEDIUM
"עו""ד דרום אפריקה",https://jus-tice.co.il/south-african-property-law/,0,156,0.00%,9.9,FALSE,FALSE,MEDIUM
עלה שלא נושר בסתיו בעיני חבריו העלים הוא בוגד,https://jus-tice.co.il/%D7%91%D7%92%D7%A5-%D7%94%D7%91%D7%95%D7%92%D7%93%D7%AA/,0,156,0.00%,7.7,FALSE,FALSE,MEDIUM
חוק דיני ממונות,https://jus-tice.co.il/articles/%D7%94%D7%A6%D7%A2%D7%AA-%D7%97%D7%95%D7%A7-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%9E%D7%95%D7%A0%D7%95%D7%AA-%D7%94%D7%AA%D7%A9%D7%A2%D7%90-2011-%D7%A2%D7%9D-%D7%94%D7%A1%D7%91%D7%A8%D7%99%D7%9D/,2,155,1.29%,9.6,FALSE,FALSE,MEDIUM
נדלן בתאילנד,https://jus-tice.co.il/thailand-real-estate/,2,155,1.29%,10.0,FALSE,FALSE,MEDIUM
עורכי דין פלילי מומלצים,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,155,0.00%,16.1,TRUE,TRUE,MEDIUM
הלבנת הון מה זה,https://jus-tice.co.il/what-is-money-laundering/,0,154,0.00%,11.2,FALSE,FALSE,MEDIUM
עורך דין הגירה לאירופה,https://jus-tice.co.il/immigration-lawyer/,3,153,1.96%,8.9,TRUE,FALSE,MEDIUM
מסגרת נורמטיבית,https://jus-tice.co.il/articles/%D7%A4%D7%92%D7%99%D7%A2%D7%94-%D7%91%D7%A4%D7%A8%D7%98%D7%99%D7%95%D7%AA-%D7%A1%D7%A7%D7%99%D7%A8%D7%AA-%D7%94%D7%9E%D7%A1%D7%92%D7%A8%D7%AA-%D7%94%D7%A0%D7%95%D7%A8%D7%9E%D7%98%D7%99%D7%91%D7%99/,1,153,0.65%,5.4,FALSE,FALSE,MEDIUM
אישור משטרה לעבודה עם קטינים,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,153,0.00%,14.1,FALSE,TRUE,MEDIUM
דרגות רצח,https://jus-tice.co.il/murder-in-united-states-law/,0,153,0.00%,10.2,FALSE,FALSE,MEDIUM
חוק ההסגרה,https://jus-tice.co.il/wp-content/uploads/2023/03/15_lsr_300371.pdf,0,153,0.00%,16.0,FALSE,FALSE,MEDIUM
פורקס חוזים...,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,153,0.00%,16.0,FALSE,FALSE,MEDIUM
רישום והסדר מקרקעין,https://jus-tice.co.il/registration-of-real-estate-israel/,0,153,0.00%,16.1,FALSE,FALSE,MEDIUM
רותם קודלר עיאש,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%AA%D7%9C%D7%94%D7%9E-21976-01-20/,3,152,1.97%,9.6,FALSE,FALSE,MEDIUM
הסכם מזונות דוגמא,https://jus-tice.co.il/free-divorce-agreement-template/,2,152,1.32%,7.9,FALSE,FALSE,MEDIUM
תצהיר לאימות העובדות דוגמא,https://jus-tice.co.il/free-affidavit-sample/,1,152,0.66%,9.4,FALSE,FALSE,MEDIUM
מזה פורקס,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,152,0.00%,15.8,FALSE,FALSE,MEDIUM
עו ד פליליים הטובים ביותר,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,152,0.00%,7.1,FALSE,TRUE,MEDIUM
עורך דין המלצות,https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,152,0.00%,17.9,TRUE,FALSE,MEDIUM
קניית נכס יד שניה באוסטרליה,https://jus-tice.co.il/apartment/,0,152,0.00%,15.0,FALSE,FALSE,MEDIUM
תביעה למתן חשבונות,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A9%D7%9C-%D7%90%D7%99%D7%A9%D7%94-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%97%D7%A9%D7%91%D7%95%D7%A0%D7%95%D7%AA-%D7%9B%D7%A0%D7%92%D7%93-%D7%90%D7%97%D7%99%D7%95-%D7%A9%D7%9C-%D7%91%D7%9F-%D7%96%D7%95%D7%92%D7%94-%D7%9C%D7%A9%D7%A2%D7%91%D7%A8-%D7%94%D7%9E%D7%A0%D7%95%D7%97/,0,152,0.00%,13.6,FALSE,FALSE,MEDIUM
אופטימיזציה של אתר אינטרנט,https://jus-tice.co.il/search-engine-optimization/,0,151,0.00%,19.1,FALSE,FALSE,MEDIUM
הוצאת ויזה המובילים בדירוג,https://jus-tice.co.il/golden-visa/,0,151,0.00%,15.1,FALSE,FALSE,MEDIUM
השמה עורכי דין,https://jus-tice.co.il/%D7%99%D7%99%D7%A2%D7%95%D7%A5-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%90%D7%90%D7%95%D7%98%D7%A1%D7%95%D7%A8%D7%A1%D7%99%D7%A0%D7%92-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99-jus-tice-%D7%9E%D7%A9%D7%A8%D7%95%D7%AA-%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/,0,151,0.00%,12.6,TRUE,FALSE,MEDIUM
חבלה חמורה בנסיבות מחמירות,https://jus-tice.co.il/35557-01-22/,0,151,0.00%,13.5,FALSE,FALSE,MEDIUM
כמה עולה בית ביוון,https://jus-tice.co.il/greece-price-list/,0,151,0.00%,17.9,FALSE,FALSE,MEDIUM
עו ד פלילי הכי טוב בארץ,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,151,0.00%,10.9,FALSE,TRUE,MEDIUM
חוזה גירושין סטנדרטי,https://jus-tice.co.il/free-divorce-agreement-template/,2,150,1.33%,6.8,FALSE,FALSE,MEDIUM
כמה מוסלמים יש בפורטוגל,https://jus-tice.co.il/portuguese-people/,1,150,0.67%,7.0,FALSE,FALSE,MEDIUM
טופס העדר עבירות מיניות,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,150,0.00%,12.8,FALSE,FALSE,MEDIUM
ייעוץ לסטארטאפ,https://jus-tice.co.il/startup-company/,0,150,0.00%,11.0,FALSE,FALSE,MEDIUM
תשלום מזונות עי סבא וסבתא,https://jus-tice.co.il/articles/%D7%97%D7%99%D7%95%D7%91-%D7%90%D7%9D-%D7%91%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%91%D7%90%D7%9C%D7%95-%D7%AA%D7%A0%D7%90%D7%99%D7%9D-1284587-12-%D7%91/,0,150,0.00%,17.2,FALSE,FALSE,MEDIUM
באיזה גיל ילד יכול להחליט איפה לגור,https://jus-tice.co.il/articles/%D7%96%D7%9B%D7%95%D7%AA-%D7%94%D7%95%D7%A8%D7%94-%D7%92%D7%A8%D7%95%D7%A9-%D7%9C%D7%94%D7%A2%D7%AA%D7%99%D7%A7-%D7%90%D7%AA-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%95-%D7%95%D7%90%D7%A3-%D7%9C%D7%94%D7%92/,3,149,2.01%,11.6,FALSE,FALSE,MEDIUM
בעלי נכסים בקפריסין,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,149,0.00%,6.6,FALSE,FALSE,MEDIUM
בקשת בגיר לאישור משטרה,https://jus-tice.co.il/%D7%98%D7%95%D7%A4%D7%A1-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%9C%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%94%D7%A2%D7%A1%D7%A7%D7%94-%D7%A9%D7%9C-%D7%A2%D7%91%D7%A8%D7%99%D7%99%D7%A0%D7%99-%D7%9E%D7%99%D7%9F-%D7%91%D7%9E%D7%95%D7%A1%D7%93-%D7%94%D7%9E%D7%9B%D7%95%D7%95%D7%9F-%D7%9C%D7%9E%D7%AA%D7%9F-%D7%A9%D7%99%D7%A8%D7%95%D7%AA-%D7%9C%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D/,0,149,0.00%,16.8,FALSE,TRUE,MEDIUM
