query,page,clicks,impressions,ctr,position,is_branded,is_money_keyword,is_criminal_law,is_family_law
"עו""ד ייצוג מעסיקים",https://jus-tice.co.il/coronavirus-employers-guide/,0,14,0.00%,87.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג מעסיקים",https://jus-tice.co.il/labor-lawyer/,0,8,0.00%,93.4,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג נוער",https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%A0%D7%95%D7%A2%D7%A8-%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%95%D7%94%D7%A9%D7%92%D7%97%D7%94/,0,1,0.00%,99.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג נוער",https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,10,0.00%,93.2,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג קטינים",https://jus-tice.co.il/%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%91%D7%94%D7%9C%D7%99%D7%9B%D7%99%D7%9D-%D7%9C%D7%A4%D7%99-%D7%97%D7%95%D7%A7-%D7%94%D7%A0%D7%95%D7%A2%D7%A8-%D7%98%D7%99%D7%A4%D7%95%D7%9C-%D7%95%D7%94%D7%A9%D7%92%D7%97%D7%94/,0,1,0.00%,92.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג קטינים",https://jus-tice.co.il/%D7%9E%D7%97%D7%A7%D7%A8-%D7%9E%D7%99%D7%9E%D7%95%D7%A9-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A7%D7%98%D7%99%D7%A0%D7%99%D7%9D-%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%9E%D7%99%D7%9F-%D7%97%D7%9E%D7%95%D7%A8%D7%95%D7%AA-%D7%91%D7%AA%D7%99%D7%A7%D7%99-%D7%94%D7%A1%D7%99%D7%95%D7%A2-%D7%94%D7%9E%D7%A9%D7%A4%D7%98%D7%99/,0,3,0.00%,97.3,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג קטינים",https://jus-tice.co.il/%D7%A1%D7%99%D7%95%D7%A2-%D7%9E%D7%A9%D7%A4%D7%98%D7%99-%D7%9C%D7%A0%D7%A4%D7%92%D7%A2%D7%99-%D7%A2%D7%91%D7%99%D7%A8%D7%94/,0,6,0.00%,96.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג קטינים",https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,17,0.00%,91.2,FALSE,FALSE,FALSE,FALSE
"עו""ד ייצוג קטינים",https://jus-tice.co.il/how-to-choose-criminal-defense-attorney/,0,1,0.00%,101.0,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/china-lawyers/,0,1,0.00%,69.0,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/criminal-defense-attorney/,0,1,0.00%,96.0,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/dla-piper/,0,3,0.00%,59.3,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,8,0.00%,95.9,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/find-lawyer/,0,27,0.00%,65.6,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/foreign-legal-opinion/,0,13,0.00%,36.9,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/herzog-fox-neeman/,0,25,0.00%,45.7,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/international-notaries/,0,6,0.00%,95.2,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/japan-attorneys/,0,148,0.00%,2.8,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/taiwan-lawyers/,0,155,0.00%,38.6,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/types-of-lawyers-small-business/,0,1,0.00%,81.0,FALSE,FALSE,FALSE,FALSE
"עו""ד יפן",https://jus-tice.co.il/what-is-a-law-firm/,0,5,0.00%,92.6,FALSE,FALSE,FALSE,FALSE
"עו""ד יפעת אבידן",https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A9%D7%91%D7%94%D7%A1%D7%9B%D7%9D-%D7%95%D7%94%D7%A2%D7%99%D7%9C%D7%95%D7%AA-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C%D7%9F-%D7%90%D7%95-%D7%A9%D7%99%D7%A0%D7%95%D7%99%D7%99%D7%9F-%D7%9E%D7%9B%D7%95%D7%97-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA/,0,1,0.00%,32.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ירום הלוי",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/,0,11,0.00%,51.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ירום הלוי",https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/,0,5,0.00%,64.8,FALSE,FALSE,FALSE,FALSE
"עו""ד ירום הלוי",https://jus-tice.co.il/famous-criminal-defense-lawyer/,0,5,0.00%,78.6,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה באר שבע",https://jus-tice.co.il/,0,2,0.00%,82.5,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה באר שבע",https://jus-tice.co.il/will-and-testament/,0,3,0.00%,62.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה בבאר שבע",https://jus-tice.co.il/,0,1,0.00%,80.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה מומלץ",https://jus-tice.co.il/,0,6,0.00%,39.5,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה מומלץ",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,2,0.00%,90.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ירושה מומלץ",https://jus-tice.co.il/international-inheritance-wills-lawyer/,0,19,0.00%,83.6,FALSE,FALSE,FALSE,FALSE
"עו""ד כונס נכסים",https://jus-tice.co.il/%D7%A2%D7%90-10403-04-21-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-51-%D7%91%D7%A2%D7%9E-%D7%A0-%D7%9E%D7%99%D7%A8%D7%91%D7%95-%D7%A4%D7%A8%D7%95%D7%99%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%91%D7%A2%D7%9E/,0,24,0.00%,82.0,FALSE,FALSE,FALSE,FALSE
"עו""ד כפיר יפת",https://jus-tice.co.il/court-judge/,0,2,0.00%,57.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לאונס",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,1,0.00%,94.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לאונס",https://jus-tice.co.il/rape-us-law/,0,15,0.00%,93.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לאונס",https://jus-tice.co.il/sex-crime-lawyer/,0,3,0.00%,58.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לאכיפת חוזה",https://jus-tice.co.il/what-is-a-contract/,0,58,0.00%,73.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לביצוע החזרי מס",https://jus-tice.co.il/%D7%96%D7%9B%D7%90%D7%95%D7%AA-%D7%9C%D7%94%D7%97%D7%96%D7%A8-%D7%9E%D7%A1-%D7%A8%D7%9B%D7%99%D7%A9%D7%94-%D7%91%D7%92%D7%99%D7%9F-%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%A2%D7%A1%D7%A7%D7%94-%D7%91%D7%9E%D7%A7%D7%A8%D7%A7%D7%A2%D7%99%D7%9F/,0,8,0.00%,89.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לביצוע החזרי מס",https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,97,0.00%,39.2,FALSE,FALSE,FALSE,FALSE
"עו""ד לביצוע החזרי מס שבח",https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%97%D7%96%D7%A8%D7%99-%D7%9E%D7%A1-%D7%A2%D7%9D-%D7%9E%D7%97%D7%A9%D7%91%D7%95%D7%9F/,0,73,0.00%,58.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לביצוע החזרי מס שבח",https://jus-tice.co.il/land-appreciation-tax/,0,34,0.00%,63.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לגירושים",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,10,0.00%,92.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לגירושים",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,6,0.00%,72.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לגירושים",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,276,0.00%,58.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לגירושין באזור רחובות",https://jus-tice.co.il/james-sexton-attorney/,0,3,0.00%,68.7,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,12,0.00%,83.7,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/choose-usa-attorney/,0,39,0.00%,62.4,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/immigration-lawyer/,0,79,0.00%,47.2,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/miami-florida-lawyers/,0,1,0.00%,53.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/south-korea-lawyers/,0,2,0.00%,46.0,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהגירה",https://jus-tice.co.il/spain-lawyers/,0,2,0.00%,60.5,FALSE,FALSE,FALSE,TRUE
"עו""ד לגירושין בהייטק",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,35,0.00%,76.9,FALSE,FALSE,FALSE,TRUE
"עו""ד לדיונים עם מעסיקים",https://jus-tice.co.il/%D7%9C%D7%90-%D7%9E%D7%97%D7%95%D7%A1%D7%9F-%D7%94%D7%90%D7%9D-%D7%9E%D7%A2%D7%A1%D7%99%D7%A7-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%9E%D7%A0%D7%95%D7%A2-%D7%A2%D7%95%D7%91%D7%93-%D7%9C%D7%9C%D7%90-%D7%91%D7%93%D7%99%D7%A7%D7%AA-%D7%A7%D7%95%D7%A8%D7%95%D7%A0%D7%94/,0,1,0.00%,73.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיונים עם מעסיקים",https://jus-tice.co.il/articles/%D7%A2%D7%95%D7%93-%D7%9C%D7%99%D7%99%D7%A6%D7%95%D7%92-%D7%9E%D7%A2%D7%A1%D7%99%D7%A7%D7%99%D7%9D/,0,6,0.00%,81.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיונים עם מעסיקים",https://jus-tice.co.il/labor-lawyer/,0,10,0.00%,83.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיני אינטנרנט",https://jus-tice.co.il/%D7%A0%D7%99%D7%94%D7%95%D7%9C-%D7%9E%D7%95%D7%A0%D7%99%D7%98%D7%99%D7%9F-%D7%9E%D7%A7%D7%95%D7%95%D7%9F-%D7%9C%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%91%D7%A8%D7%A9%D7%AA-%D7%94%D7%90%D7%99%D7%A0%D7%98%D7%A8%D7%A0%D7%98/,0,16,0.00%,91.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיני הגירה",https://jus-tice.co.il/immigration-lawyer/,0,125,0.00%,47.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיני הגירה",https://jus-tice.co.il/liechtenstein/,0,11,0.00%,93.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיני משפחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,8,0.00%,49.6,FALSE,FALSE,FALSE,TRUE
"עו""ד לדיני משפחה",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,215,0.00%,56.4,FALSE,FALSE,FALSE,TRUE
"עו""ד לדיני עבודה",https://jus-tice.co.il/labor-lawyer/,0,258,0.00%,75.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לדיני עבודה ת""א/ר""ג/גבעתיים/פ""ת/כל הסביבה...",https://jus-tice.co.il/labor-lawyer/,0,3,0.00%,29.7,FALSE,FALSE,FALSE,FALSE
"עו""ד להגשת תביעה כספית",https://jus-tice.co.il/filing-a-lawsuit-how-to-sue/,0,280,0.00%,60.3,FALSE,FALSE,FALSE,FALSE
"עו""ד להגשת תביעה כספית",https://jus-tice.co.il/personal-injury-law/,0,3,0.00%,88.7,FALSE,FALSE,FALSE,FALSE
"עו""ד להכשרת הון שחור",https://jus-tice.co.il/tax-offenses-criminal-lawyer/,0,7,0.00%,70.9,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכם גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%93-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%95%D7%9B%D7%9E%D7%94-%D7%A2%D7%95%D7%9C%D7%94-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9/,0,1,0.00%,102.0,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם גירושין",https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,0,24,0.00%,40.9,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם גירושין",https://jus-tice.co.il/free-divorce-agreement-template/,0,17,0.00%,79.9,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם גירושין",https://jus-tice.co.il/how-much-does-a-divorce-agreement-cost/,0,30,0.00%,66.9,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם גירושין",https://jus-tice.co.il/what-should-a-divorce-settlement-agreement-include/,0,1,0.00%,89.0,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם מכר",https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,13,0.00%,62.3,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכם מכר",https://jus-tice.co.il/real-estate-attorney/,0,1,0.00%,96.0,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכם ממון",https://jus-tice.co.il/prenup-attorney/,0,38,0.00%,61.7,FALSE,FALSE,FALSE,TRUE
"עו""ד להסכם עבודה",https://jus-tice.co.il/employment-contract/,0,59,0.00%,36.3,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכם עבודה",https://jus-tice.co.il/labor-lawyer/,0,7,0.00%,82.9,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכמי עבודה",https://jus-tice.co.il/coronavirus-employers-guide/,0,1,0.00%,62.0,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכמי עבודה",https://jus-tice.co.il/employment-contract/,0,41,0.00%,48.4,FALSE,FALSE,FALSE,FALSE
"עו""ד להסכמי עבודה",https://jus-tice.co.il/labor-lawyer/,0,21,0.00%,83.2,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על דירה",https://jus-tice.co.il/%D7%A2%D7%90-10403-04-21-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-51-%D7%91%D7%A2%D7%9E-%D7%A0-%D7%9E%D7%99%D7%A8%D7%91%D7%95-%D7%A4%D7%A8%D7%95%D7%99%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%91%D7%A2%D7%9E/,0,199,0.00%,24.7,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על דירה",https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-916847/5-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%90%D7%A9%D7%93%D7%95%D7%93/,0,144,0.00%,32.3,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על דירה",https://jus-tice.co.il/real-estate-attorney/,0,34,0.00%,40.4,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על דירה",https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,19,0.00%,31.9,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/%D7%A2%D7%90-10403-04-21-%D7%A4%D7%A8%D7%95%D7%99%D7%A7%D7%98-51-%D7%91%D7%A2%D7%9E-%D7%A0-%D7%9E%D7%99%D7%A8%D7%91%D7%95-%D7%A4%D7%A8%D7%95%D7%99%D7%99%D7%A7%D7%98%D7%99%D7%9D-%D7%91%D7%A2%D7%9E/,0,252,0.00%,10.4,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/%D7%AA%D7%99%D7%A7-916847/5-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99-%D7%94%D7%90%D7%96%D7%95%D7%A8%D7%99-%D7%90%D7%A9%D7%93%D7%95%D7%93/,0,64,0.00%,57.1,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,11,0.00%,69.8,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/construction-law/,0,5,0.00%,81.8,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/real-estate-attorney/,0,18,0.00%,69.7,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,11,0.00%,71.2,FALSE,FALSE,FALSE,FALSE
"עו""ד להתמחרות על שטח",https://jus-tice.co.il/real-estate-lawyer-guide/,0,4,0.00%,69.8,FALSE,FALSE,FALSE,FALSE
"עו""ד להתנגדות להיתר בניה",https://jus-tice.co.il/construction-law/,0,12,0.00%,89.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לויזה לעובדים זרים",https://jus-tice.co.il/immigration-lawyer/,0,5,0.00%,74.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לויזה לעובדים זרים",https://jus-tice.co.il/monaco-lawyer/,0,1,0.00%,94.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לויזה לעובדים לתעשייה",https://jus-tice.co.il/corporate-immigration-portugal/,0,4,0.00%,40.8,FALSE,FALSE,FALSE,FALSE
"עו""ד לויזה לעובדים לתעשייה",https://jus-tice.co.il/immigration-lawyer/,0,5,0.00%,50.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לויזה לעובדים לתעשייה",https://jus-tice.co.il/types-of-lawyers-small-business/,0,3,0.00%,47.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לזכויות יוצרים",https://jus-tice.co.il/copyright/,0,9,0.00%,85.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לזכויות עובדים",https://jus-tice.co.il/labor-lawyer/,0,7,0.00%,83.1,FALSE,FALSE,FALSE,FALSE
"עו""ד לחוזה למכירת דירה",https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,29,0.00%,66.2,FALSE,FALSE,FALSE,FALSE
"עו""ד לחוזה למכירת דירה",https://jus-tice.co.il/real-estate-attorney/,0,1,0.00%,97.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לחוזה שכירות",https://jus-tice.co.il/online-rent-agreement/,0,5,0.00%,96.6,FALSE,FALSE,FALSE,FALSE
"עו""ד לחוזה שכירות",https://jus-tice.co.il/rental-agreement/,0,3,0.00%,80.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לחקירה במשטרה",https://jus-tice.co.il/%D7%94%D7%9B%D7%A0%D7%94-%D7%9C%D7%97%D7%A7%D7%99%D7%A8%D7%94-%D7%91%D7%9E%D7%A9%D7%98%D7%A8%D7%94/,0,54,0.00%,52.1,FALSE,TRUE,TRUE,FALSE
"עו""ד לחקירה במשטרה",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,14,0.00%,61.1,FALSE,TRUE,TRUE,FALSE
"עו""ד לחקירה במשטרה",https://jus-tice.co.il/lawyer-near-me-criminal-law/,0,1,0.00%,100.0,FALSE,TRUE,TRUE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,17,0.00%,38.7,FALSE,FALSE,FALSE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/cyprus-lawyer/,0,4,0.00%,65.3,FALSE,FALSE,FALSE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/find-lawyer/,0,48,0.00%,32.1,FALSE,FALSE,FALSE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/liechtenstein/,0,14,0.00%,14.9,FALSE,FALSE,FALSE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/monaco-lawyer/,0,1,0.00%,77.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ליווי הליכי חקיקה",https://jus-tice.co.il/uk-lawyer/,0,5,0.00%,70.8,FALSE,FALSE,FALSE,FALSE
"עו""ד ליטגציה",https://jus-tice.co.il/international-litigation/,0,122,0.00%,89.6,FALSE,FALSE,FALSE,FALSE
"עו""ד ליטיגציה",https://jus-tice.co.il/international-litigation/,0,144,0.00%,91.1,FALSE,FALSE,FALSE,FALSE
"עו""ד ליטיגציה",https://jus-tice.co.il/litigation-strategy/,0,2,0.00%,95.0,FALSE,FALSE,FALSE,FALSE
"עו""ד ליטיגציה מקרקעין",https://jus-tice.co.il/international-litigation/,0,41,0.00%,63.2,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג בעסקאות נדל""ן",https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,17,0.00%,73.9,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג בעסקאות נדל""ן",https://jus-tice.co.il/real-estate-attorney/,0,12,0.00%,64.3,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג בעסקאות נדל""ן",https://jus-tice.co.il/real-estate-lawyer-guide/,0,45,0.00%,57.4,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/austria-lawyers/,0,6,0.00%,61.7,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/find-lawyer-how-to-find-good-attorney/,0,1,0.00%,100.0,FALSE,FALSE,FALSE,FALSE
"עו""ד לייצוג מול חממה בעסקת השקעה",https://jus-tice.co.il/fintech/,0,1,0.00%,81.0,FALSE,FALSE,FALSE,FALSE
