url,clicks_28d,impressions_28d,ctr_28d,position_28d,clicks_3m,impressions_3m,ctr_3m,position_3m,clicks_12m,impressions_12m,ctr_12m,position_12m,clicks_16m,impressions_16m,ctr_16m,position_16m,top_query_1,top_query_1_clicks,top_query_1_impressions,top_query_1_position,top_query_2,top_query_2_clicks,top_query_2_impressions,top_query_2_position,top_query_3,top_query_3_clicks,top_query_3_impressions,top_query_3_position,top_query_4,top_query_4_clicks,top_query_4_impressions,top_query_4_position,top_query_5,top_query_5_clicks,top_query_5_impressions,top_query_5_position,query_count,traffic_risk,mobile_clicks,desktop_clicks,mobile_impressions,desktop_impressions,main_country
https://jus-tice.co.il/antigua-and-barbuda-lawyers,0,0,0%,0,0,0,0%,0,5,645,0.78%,35.2,20,980,2.04%,30.0,עורך דין אזרחות,0,83,80.2,עורך דין הודו,0,75,39.0,רילוקיישן לאנטיגואה וברבודה,0,68,2.4,עורכי דין לענייני אזרחות,0,24,84.6,עורכי דין אזרחות,0,22,75.8,20,LOW,0,0,35,306,arg
https://jus-tice.co.il/articles/%d7%94%d7%9e%d7%9c%d7%a6%d7%95%d7%aa-%d7%a6%d7%95%d7%95%d7%aa-%d7%94%d7%92%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%93%d7%95%d7%97-%d7%9e%d7%a1%d7%9b%d7%9d,0,0,0%,0,0,0,0%,0,5,1135,0.44%,28.7,17,2139,0.79%,30.6,גישור פלילי,0,278,31.7,ייצוג בהליכי גישור,0,60,72.8,מעצר גישור,0,43,56.9,נוכחות בעל דין בקדם משפט,0,41,66.6,פסלות שופט בהליך אזרחי,0,36,82.9,14,MEDIUM,0,0,74,414,arg
https://jus-tice.co.il/articles/%d7%a2%d7%95%d7%a8%d7%9a-%d7%93%d7%99%d7%9f-%d7%9e%d7%a9%d7%a4%d7%98-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%91%d7%99%d7%a0%d7%9c%d7%90%d7%95%d7%9e%d7%99,0,0,0%,0,0,0,0%,0,5,4600,0.11%,41.8,17,7981,0.21%,39.7,עורך דין משפט בינלאומי,0,1280,44.3,עורך דין בינלאומי,0,1182,44.9,עו ד בינלאומי,0,571,66.2,ביטול צו מעצר בינלאומי,0,125,62.1,עורך דין דרום אפריקה,0,52,61.5,50,MEDIUM,0,0,239,3258,afg
https://jus-tice.co.il/articles/%d7%a9%d7%99%d7%9e%d7%95%d7%a9-%d7%91%d7%9e%d7%95%d7%9e%d7%97%d7%99%d7%9d-%d7%91%d7%aa%d7%99%d7%a7%d7%99%d7%9d-%d7%a4%d7%9c%d7%99%d7%9c%d7%99%d7%99%d7%9d,0,0,0%,0,0,0,0%,0,5,914,0.55%,45.5,13,1604,0.81%,41.7,עד מומחה מחשבים,0,228,48.8,מומחה עבירות מחשב לבית משפט,0,163,47.8,מומחה מחשבים לבתי משפט,0,91,66.7,מומחה למשפט פלילי עבירות מין,0,89,42.3,מומחה מחשבים תביעות משפטיות,0,69,45.1,17,LOW,0,0,280,486,alb
https://jus-tice.co.il/custody-rights-for-fathers,0,0,0%,0,0,0,0%,0,5,7079,0.07%,47.4,28,14144,0.20%,41.2,משמורת אב,1,136,10.9,משמורת מלאה לאב,1,96,27.8,משמורת משותפת תנאים,0,769,58.6,העברת משמורת מאם לאב,0,708,42.2,משמורת משותפת חסרונות,0,687,59.5,108,MEDIUM,0,2,449,6128,isr
https://jus-tice.co.il/division-of-a-couples-apartment-and-its-implications-for-charging-the-ketubah,0,0,0%,0,0,0,0%,0,5,509,0.98%,21.0,21,1327,1.58%,24.6,חיוב כתובה,0,25,63.3,דברים כד 10-22,0,21,42.6,בקשה למינוי אפוטרופוס על גוף רכוש זמני או קבוע,0,10,91.7,בלי בגט יפו,0,5,32.6,הירושה של משה דיין,0,4,81.8,14,LOW,0,0,0,79,arg
https://jus-tice.co.il/infidelity-adultery-marital-betrayal-family-law,0,0,0%,0,0,0,0%,0,5,1365,0.37%,52.3,5,1474,0.34%,49.3,גירושין עקב בגידה,0,191,64.6,גירושין בעקבות בגידה של הבעל,0,102,67.5,גירושין לאחר בגידה,0,99,66.2,מהי בגידה לפי ההלכה,0,98,30.7,בגידה מינית,0,67,61.1,39,MEDIUM,0,0,109,946,are
https://jus-tice.co.il/intellectual-property-lawyer,0,0,0%,0,0,0,0%,0,5,17520,0.03%,55.1,10,27407,0.04%,53.4,עורך דין קניין רוחני,0,2408,51.0,"עו""ד קניין רוחני",0,1176,44.8,עורך דין פטנטים,0,753,43.1,הפרת זכויות פטנטים,0,629,55.7,עורכי דין פטנטים,0,606,57.1,124,MEDIUM,0,0,3289,13195,ago
https://jus-tice.co.il/international-litigation,0,0,0%,0,0,0,0%,0,5,6815,0.07%,46.2,17,12747,0.13%,45.6,עורך דין הסכמים בינלאומיים,0,498,45.0,"עו""ד הסכמים בינלאומיים",0,337,39.1,עורך דין מסחרי בינלאומי,0,235,58.2,משרדי עורכי דין ליטיגציה,0,173,71.5,ייצוג משפטי שוויץ,0,164,17.0,169,MEDIUM,0,0,197,6200,abw
https://jus-tice.co.il/joint-custody-shared-parenting,0,0,0%,0,0,0,0%,0,5,16897,0.03%,61.7,10,29139,0.03%,60.7,משמורת משותפת,0,1691,63.9,עורך דין משמורת משותפת,0,1035,72.1,הורות משותפת גירושין,0,921,51.4,משמורת משותפת ללא הסכמת האם,0,609,53.4,משמורת משותפת ללא מזונות,0,532,66.2,200,MEDIUM,0,0,1535,14578,ago
https://jus-tice.co.il/psakdin/%d7%97%d7%99%d7%95%d7%91-%d7%90%d7%9d-%d7%91%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%aa%d7%91%d7%99%d7%a2%d7%94-%d7%9c%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%95%d7%94%d7%97%d7%96%d7%a8-%d7%9b%d7%a1,0,0,0%,0,0,0,0%,0,5,5098,0.10%,52.1,18,11376,0.16%,54.6,תביעה למזונות,0,522,24.3,תביעת מזונות,0,511,51.7,תביעה רטרואקטיבית למזונות,0,322,61.3,כתב תביעה למזונות,0,291,47.1,כתב תביעה למזונות ומדור,0,186,52.0,94,MEDIUM,0,0,952,3513,ago
https://jus-tice.co.il/psakdin/%d7%aa%d7%99%d7%a7%d7%95%d7%9f-101-%d7%9c%d7%a4%d7%a7%d7%95%d7%93%d7%aa-%d7%94%d7%aa%d7%a2%d7%91%d7%95%d7%a8%d7%94-%d7%a1%d7%99%d7%9b%d7%95%d7%9f-%d7%97%d7%99%d7%99-%d7%90%d7%93%d7%9d-%d7%94%d7%a4,0,0,0%,0,0,0,0%,0,5,1932,0.26%,48.5,11,3617,0.30%,50.9,הפקרה לאחר פגיעה,0,629,69.6,סיכון חיי אדם במזיד בנתיב תחבורה,0,119,29.2,אדם בסיכון,0,110,39.0,איך מתנהל משפט תעבורה,0,78,84.0,עבירת הפקרה,0,55,63.9,42,MEDIUM,0,0,402,932,ago
https://jus-tice.co.il/recommended-jus-tice-team-lawyer,0,0,0%,0,0,0,0%,0,5,121,4.13%,11.9,7,169,4.14%,13.8,jus tice,0,3,1.3,jus-tice.co.il,0,1,1.0,אסטיס,0,1,46.0,יוסי בטש,0,1,25.0,,0,0,,4,LOW,0,0,3,3,irq
https://jus-tice.co.il/rotenberg-law-top-ranked-family-divorce-mediation,0,0,0%,0,0,0,0%,0,5,2763,0.18%,34.5,9,3907,0.23%,37.4,עורכי דין מובילים דיני משפחה,0,255,42.2,עורכי הדין רוטנברג,0,137,19.0,עורך דין מומלץ לגירושין,0,120,72.0,בית ארז המובילים בדירוג,0,112,47.5,משרדי עורכי דין מובילים לענייני משפחה,0,83,78.0,86,MEDIUM,0,0,254,1429,alb
https://jus-tice.co.il/supreme-court-of-israel,0,0,0%,0,0,0,0%,0,5,4042,0.12%,28.2,8,7548,0.11%,31.1,בית המשפט העליון,1,429,30.0,שידור ישיר בית המשפט העליון היום,1,1,52.0,בית משפט עליון,0,275,30.9,בית משפט העליון,0,231,31.0,העליון,0,177,36.5,137,MEDIUM,1,1,750,1985,isr
https://jus-tice.co.il/tax-guide-portugal,0,0,0%,0,0,0,0%,0,5,832,0.60%,40.4,7,1839,0.38%,39.4,השקעות בפורטוגל,0,249,51.3,מומחה במתן הכוונה לנישומים,0,131,52.6,פתיחת מס' פיסקאלי,0,94,39.2,אמנת מס ישראל פורטוגל,0,47,26.1,אמנת המס ישראל ופורטוגל,0,41,28.6,14,LOW,0,0,55,604,ago
https://jus-tice.co.il/articles/%d7%a2%d7%a8%d7%a2%d7%95%d7%a8-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%a1-50-31-%d7%91%d7%91%d7%99%d7%aa-%d7%94%d7%9e%d7%a9%d7%a4%d7%98-%d7%94%d7%a2%d7%9c%d7%99%d7%95%d7%9f-%d7%91%d7%a9%d7%91,1,4,25.00%,7.8,3,35,8.57%,58.1,4,225,1.78%,61.6,4,225,1.78%,61.6,ערעור פלילי,0,145,71.6,ערעור על פסק דין פלילי,0,32,87.7,50-31,0,3,4.0,50 + 31,0,1,8.0,50/31,0,1,3.0,5,LOW,0,0,11,171,arg
https://jus-tice.co.il/wp-content/uploads/2022/06/misradhamishpatim-women.pdf,1,22,4.55%,28.0,1,133,0.75%,37.4,4,1720,0.23%,35.1,10,2537,0.39%,33.0,עורך דין מטעם המדינה,0,117,62.1,עורך דין גירושין מטעם המדינה,0,85,64.4,תביעת מזונות סיוע משפטי,0,68,41.6,עורך דין מטעם המדינה לענייני משפחה,0,65,35.1,עורך דין לענייני משפחה מטעם המדינה,0,58,37.9,79,MEDIUM,0,0,119,748,ago
https://jus-tice.co.il/%d7%9e%d7%a9%d7%a8%d7%93-%d7%a2%d7%95%d7%a8%d7%9b%d7%99-%d7%93%d7%99%d7%9f-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%94%d7%9b%d7%99-%d7%98%d7%95%d7%91-%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91,0,34,0.00%,44.9,0,296,0.00%,61.8,4,12713,0.03%,51.7,8,18388,0.04%,58.6,עורך דין פלילי תל אביב,1,1319,45.4,"עו""ד פלילי תל אביב",1,129,51.9,עורך דין פלילי בתל אביב,0,6482,49.3,עורכי דין פלילי תל אביב,0,354,38.9,עורך דין פלילי מומלץ בתל אביב,0,305,28.0,134,MEDIUM,1,1,957,11473,isr
https://jus-tice.co.il/psakdin/%d7%94%d7%a0%d7%93%d7%95%d7%9f-%d7%94%d7%9e%d7%9c%d7%a6%d7%94-%d7%9c%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f,0,11,0.00%,13.1,1,31,3.23%,20.1,4,770,0.52%,53.5,5,1161,0.43%,55.9,גירושין מי עוזב את הבית,0,358,62.7,תביעה לשלום בית ולחילופין גירושין,0,97,73.3,מדוע להציל את הנישואים ולא להתגרש,0,16,57.2,אם האישה מסרבת להתגרש,0,13,88.5,כפיית גט על בן או בת הזוג,0,7,74.3,19,LOW,0,0,115,415,are
https://jus-tice.co.il/wp-content/uploads/2019/03/%d7%91%d7%99%d7%94%d7%93-%d7%94%d7%90%d7%99%d7%96%d7%95%d7%a8%d7%99-%d7%9c%d7%a2%d7%91%d7%95%d7%93%d7%94-%d7%91%d7%a0%d7%a6%d7%a8%d7%aa-%d7%a9-%d7%98%d7%9c-%d7%92%d7%95%d7%9c%d7%9f-%d7%a4%d7%a1%d7%93-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%95%d7%aa-%d7%94%d7%93%d7%93%d7%99%d7%95%d7%aa-%d7%a9%d7%9c-%d7%97%d7%91%d7%a8%d7%94-%d7%9c%d7%99%d7%99%d7%a6%d7%95%d7%a8-%d7%99%d7%a8%d7%99%d7%a2%d7%95%d7%aa-%d7%a4%d7%9c%d7%a1%d7%98%d7%99%d7%a7-%d7%9c%d7%97%d7%a7%d7%9c%d7%90%d7%95%d7%aa-%d7%95%d7%9e%d7%a0%d7%9b%d7%9c-%d7%94%d7%97%d7%91%d7%a8%d7%94-%d7%9c%d7%a9%d7%a2%d7%91%d7%a8.pdf,0,15,0.00%,12.0,1,44,2.27%,9.3,4,150,2.67%,10.6,4,232,1.72%,12.9,כרמקס מניה,0,2,21.5,,0,0,,,0,0,,,0,0,,,0,0,,1,LOW,0,0,1,1,isr
https://jus-tice.co.il/wp-content/uploads/2019/03/%d7%91%d7%99%d7%94%d7%93-%d7%94%d7%90%d7%99%d7%96%d7%95%d7%a8%d7%99-%d7%9c%d7%a2%d7%91%d7%95%d7%93%d7%94-%d7%a0%d7%a6%d7%a8%d7%aa-%d7%a9-%d7%93%d7%a8-%d7%98%d7%9c-%d7%92%d7%95%d7%9c%d7%9f-%d7%a4%d7%a1%d7%93-%d7%91%d7%aa%d7%91%d7%99%d7%a2%d7%aa-%d7%94%d7%98%d7%a8%d7%93%d7%94-%d7%9e%d7%99%d7%a0%d7%99%d7%aa-%d7%91%d7%90%d7%a7%d7%93%d7%9e%d7%99%d7%94.pdf,0,15,0.00%,10.1,0,51,0.00%,16.8,4,498,0.80%,20.9,8,766,1.04%,22.4,"נוטי אחזקות בע""מ",0,24,41.5,נוטי אחזקות בע מ,0,20,48.8,בית הדין האזורי לעבודה בנצרת,0,3,72.3,דני רופ הטרדה,0,2,53.0,נוטי אחזקות,0,2,63.0,12,LOW,0,0,1,58,arg
https://jus-tice.co.il/%d7%91%d7%99%d7%98%d7%95%d7%9c-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%99%d7%96%d7%95%d7%92-%d7%aa%d7%90-4528-01-16,0,0,0%,0,2,40,5.00%,16.3,4,384,1.04%,20.3,7,561,1.25%,21.1,מגן אלטוביה,0,53,28.3,אלטוביה,0,21,18.3,אלטוביה מגן,0,21,33.5,פס מזגן,0,15,46.9,4528,0,2,55.5,11,LOW,0,0,25,93,arg
https://jus-tice.co.il/%d7%a6%d7%91%d7%99%d7%90%d7%9c%d7%99-%d7%a0-%d7%a2%d7%99%d7%a8%d7%99%d7%99%d7%aa-%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91-%d7%9e%d7%a1%d7%9e%d7%9a-%d7%94%d7%a0%d7%97%d7%99%d7%95%d7%aa-%d7%9b%d7%99%d7%9b%d7%a8-%d7%90%d7%aa%d7%a8%d7%99%d7%9d-%d7%a4%d7%a1%d7%a7-%d7%93%d7%99%d7%9f,0,0,0%,0,2,40,5.00%,12.8,4,544,0.74%,30.2,12,710,1.69%,29.8,כיכר אתרים תל אביב,0,144,59.3,פרויקט כיכר אתרים,0,6,40.0,לעניין אינדקס אתרים,0,5,83.2,אתרים נ,0,3,53.7,לענין אינדקס אתרים,0,3,81.0,13,LOW,0,0,13,158,ago
https://jus-tice.co.il/%d7%a1%d7%98%d7%98%d7%99%d7%a1%d7%98%d7%99%d7%a7%d7%94-%d7%a2%d7%9c-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f,0,0,0%,0,1,27,3.70%,26.9,4,1082,0.37%,30.8,6,2029,0.30%,27.1,סיבות לגירושין סטטיסטיקה,1,21,13.3,סטיסטיקה גירושין,0,133,21.0,סטטיסטיקה גירושין,0,68,24.9,הלשכה המרכזית לסטטיסטיקה גירושין,0,62,25.7,אחוז הגירושין בישראל,0,52,57.0,48,MEDIUM,1,0,104,566,isr
https://jus-tice.co.il/%d7%aa%d7%9015566-11-18%d7%93%d7%95%d7%99%d7%98%d7%a9-%d7%a0-%d7%90%d7%95%d7%a0%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%98%d7%aa-%d7%aa%d7%9c-%d7%90%d7%91%d7%99%d7%91,0,0,0%,0,1,46,2.17%,16.0,4,206,1.94%,15.0,7,329,2.13%,17.7,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,0,LOW,0,0,0,0,
https://jus-tice.co.il/articles/%d7%aa%d7%90-39115-08-19-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-%d7%a0-%d7%90%d7%9c%d7%99%d7%9e%d7%9c%d7%9a-%d7%95%d7%90%d7%97,0,0,0%,0,1,213,0.47%,43.1,4,3801,0.11%,53.8,12,5596,0.21%,52.2,תביעה בגין תאונת קורקינט,0,1808,46.2,עורך דין תאונת קורקינט,0,695,69.3,תביעה על כאב כרוני בעקבות תאונה,0,680,75.2,תביעת נזקי גוף בעקבות תאונת קורקינט,0,83,71.1,עורך דין מומחה לתאונת קורקינט,0,53,51.2,17,MEDIUM,0,0,14,3466,abw
https://jus-tice.co.il/research-report-n156-persistent-symptoms,0,0,0%,0,1,66,1.52%,35.5,4,1014,0.39%,55.5,7,1636,0.43%,50.1,שלשולים והקאות קורונה,0,46,58.3,רשלנות רפואית מחלת קוואסקי,0,45,29.0,pims תסמינים,0,43,78.1,רשלנות רפואית קורונה,0,34,90.0,בעיות במערכת העיכול קורונה,0,30,81.7,63,MEDIUM,0,0,71,427,are
https://jus-tice.co.il/%d7%90%d7%9e%d7%a0%d7%aa-%d7%94%d7%90%d7%95%d7%9e%d7%95%d7%aa-%d7%94%d7%9e%d7%90%d7%95%d7%97%d7%93%d7%95%d7%aa-%d7%a0%d7%92%d7%93-%d7%a9%d7%97%d7%99%d7%aa%d7%95%d7%aa,0,0,0%,0,0,18,0.00%,28.1,4,407,0.98%,30.9,7,629,1.11%,30.9,שוחד מיני,0,38,86.4,עבירות שחיתות,0,37,72.3,עבירות כלכליות בינלאומי,0,4,81.0,מהי שחיתות,0,3,91.7,אמנת האום,0,1,27.0,7,LOW,0,0,0,85,aze
https://jus-tice.co.il/%d7%97%d7%93%d7%a9%d7%95%d7%aa-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%9e%d7%aa%d7%a2%d7%93%d7%9b%d7%9f,0,0,0%,0,0,97,0.00%,29.9,4,1978,0.20%,44.6,7,3880,0.18%,44.2,חדשות פלילי,1,713,41.5,חדשות פלילים משטרה,0,116,68.3,חדשות פלילי היום,0,108,46.3,פלילי חדשות,0,96,38.3,חדשות ופלילים,0,83,70.5,35,MEDIUM,0,1,191,1394,zzz
https://jus-tice.co.il/%d7%98%d7%95%d7%91%d7%aa-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%9b%d7%91%d7%a1%d7%99%d7%a1-%d7%9c%d7%97%d7%99%d7%95%d7%91-%d7%94%d7%90%d7%9d-%d7%9c%d7%97%d7%96%d7%95%d7%a8-%d7%9c%d7%a2%d7%99%d7%a8-%d7%94%d7%9e%d7%a7%d7%95%d7%a8-%d7%a8%d7%99%d7%a9%d7%95%d7%9d-%d7%94%d7%99%d7%9c%d7%93%d7%99%d7%9d-%d7%9c%d7%9e%d7%95%d7%a1%d7%93%d7%95%d7%aa-%d7%94%d7%97%d7%99%d7%a0%d7%95%d7%9a,0,0,0%,0,0,30,0.00%,22.1,4,318,1.26%,26.5,8,500,1.60%,24.3,האם מונעת מהאב לראות את הילדים,0,44,39.7,העברת משמורת מאם לאב,0,15,90.8,משמורת טובת הילד,0,4,83.5,באיזה גיל ילד יכול להחליט איפה לגור,0,3,71.0,ליה גיל ילדים,0,1,68.0,5,LOW,0,0,8,59,alb
https://jus-tice.co.il/%d7%a2%d7%95%d7%a0%d7%a9-%d7%a4%d7%9c%d7%99%d7%9c%d7%99-%d7%a0%d7%90%d7%a9%d7%9d-%d7%91%d7%a8%d7%a6%d7%97-%d7%90%d7%99%d7%a9%d7%94-%d7%91%d7%a0%d7%aa%d7%a0%d7%99%d7%94-%d7%aa%d7%a4%d7%97-4710-11-18,0,0,0%,0,0,22,0.00%,12.6,4,839,0.48%,33.8,10,1706,0.59%,36.8,פנימייה בנתניה,0,87,60.9,פנימיות בנתניה,0,64,50.8,פנימיה בנתניה,0,61,75.0,כמה שנים מקבלים על רצח,0,48,60.8,ניסיון רצח עונש,0,47,23.4,18,LOW,0,0,5,363,ago
https://jus-tice.co.il/%d7%a7%d7%91%d7%99%d7%a2%d7%aa-%d7%92%d7%95%d7%91%d7%94-%d7%94%d7%9e%d7%96%d7%95%d7%a0%d7%95%d7%aa-%d7%91%d7%94%d7%aa%d7%90%d7%9d-%d7%9c%d7%9b%d7%95%d7%a9%d7%a8-%d7%94%d7%94%d7%a9%d7%aa%d7%9b%d7%a8%d7%95%d7%aa-%d7%95%d7%9c%d7%90-%d7%a8%d7%a7-%d7%9c%d7%92%d7%95%d7%91%d7%94-%d7%94%d7%94%d7%a9%d7%aa%d7%9b%d7%a8%d7%95%d7%aa-%d7%91%d7%a4%d7%95%d7%a2%d7%9c,0,0,0%,0,0,7,0.00%,42.9,4,655,0.61%,37.4,11,1416,0.78%,46.9,ערעור על גובה המזונות,0,96,49.2,מזונות קטני קטינים,0,69,52.1,סכום מזונות מקובל,0,43,88.4,מזונות ילדים בחו ל,0,35,44.5,תשלום מזונות בכלא,0,25,95.5,18,LOW,0,0,1,320,are
https://jus-tice.co.il/articles/%d7%97%d7%95%d7%91%d7%aa-%d7%90%d7%99%d7%a9%d7%95%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%94%d7%9e%d7%94%d7%95%d7%95%d7%94-%d7%94%d7%a9%d7%9c%d7%9e%d7%94-%d7%9c%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%9e%d7%95%d7%9f-%d7%90%d7%95-%d7%92%d7%99%d7%a8%d7%95%d7%a9%d7%99%d7%9f-%d7%90%d7%a3-%d7%90%d7%9d-%d7%94%d7%95%d7%92%d7%93%d7%a8-%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%9b%d7%a8-%d7%95%d7%91%d7%98%d7%9c%d7%95%d7%aa%d7%95-%d7%9e%d7%a9%d7%90%d7%95%d7%a9%d7%a8-%d7%a9%d7%9c%d7%90-%d7%9b%d7%93%d7%99%d7%9f-1333563-1-%d7%91%d7%99%d7%94%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%9c,0,0,0%,0,0,13,0.00%,26.8,4,276,1.45%,51.3,4,346,1.16%,50.1,הסכם גירושין בהסכמה,0,76,88.7,הסכם מכר בין אחים,0,35,67.0,הסכם מכר בין בני זוג,0,9,28.6,עורך דין לביטול הסכם מכר,0,5,81.4,עותק הסכם גירושין,0,5,94.2,12,LOW,0,0,35,111,alb
https://jus-tice.co.il/construction-law,0,0,0%,0,0,356,0.00%,51.8,4,4953,0.08%,48.2,14,9469,0.15%,50.1,דיני תכנון ובניה,0,576,23.2,תכנון ובניה משרד עורכי דין,0,328,84.5,עורך דין תכנון ובניה,0,263,83.0,חוקי תכנון ובניה,0,261,54.3,דיני תכנון ובנייה,0,254,21.2,81,MEDIUM,0,0,529,3498,ago
https://jus-tice.co.il/cybercrime-lawyer-roll,0,0,0%,0,0,228,0.00%,63.6,4,2581,0.15%,47.5,7,3630,0.19%,45.8,עורך דין סייבר,0,816,49.1,עורך דין לענייני סייבר,0,361,30.8,פשעי סייבר,0,215,36.6,עורך דין עבירות מחשב,0,202,76.8,עורך דין עבירות סייבר,0,187,52.3,33,MEDIUM,0,0,172,2208,ago
https://jus-tice.co.il/decision56258-02-22,0,0,0%,0,0,22,0.00%,16.5,4,290,1.38%,25.7,13,399,3.26%,27.9,סכום כסף חולק בין שלושה אחים,0,41,44.5,דוגמת הסכם הלוואה בין בני משפחה,0,11,85.8,הלוואה לאח,0,8,97.3,הלוואות ללא ריבית אחים לבית,0,4,92.3,מחשבון ריבית והצמדה נבו,0,2,83.5,6,LOW,0,0,0,67,aus
https://jus-tice.co.il/handwritten-property-agreement-cancellation,0,0,0%,0,0,42,0.00%,17.7,4,387,1.03%,22.5,10,774,1.29%,23.6,קניינים,0,21,49.5,הסכמי רכישה,0,13,89.8,הסכם שקרי,0,6,66.7,ץ בכתב יד,0,3,44.3,קונה עזבונות מנכסים,0,3,89.3,12,LOW,0,0,9,43,aus
https://jus-tice.co.il/property-investment-calculator,0,0,0%,0,0,69,0.00%,50.2,4,1740,0.23%,57.2,6,2982,0.20%,52.2,מחשבון פיננסי למכירה,0,132,83.8,מחשבון השקעות,0,119,52.4,מחשבון נדלן,0,119,56.1,מחשבון תשואה להשקעות נדל ן,0,119,45.9,נכסים להשקעה,0,119,78.8,74,MEDIUM,0,0,103,1146,ago
https://jus-tice.co.il/supreme-court/%d7%a2%d7%90-7023-19-%d7%a4%d7%9c%d7%95%d7%a0%d7%99-%d7%a0-%d7%a4%d7%9c%d7%95%d7%a0%d7%99,0,0,0%,0,0,187,0.00%,12.8,4,1467,0.27%,22.9,8,2012,0.40%,24.1,www mot gov il תשלום רשיון רכב,0,70,57.3,www mot gov il תשלום רישיון רכב,0,48,81.7,דניאל בן רותם תאונת אופניים,0,31,57.0,זכויות תושב חוזר קניית רכב בארץ,0,16,63.6,www.mot.gov.il תשלום רשיון rfc,0,13,53.7,43,MEDIUM,0,0,31,241,ago
https://jus-tice.co.il/%d7%94%d7%a1%d7%9b%d7%9d-%d7%9e%d7%aa%d7%a0%d7%94-%d7%91%d7%99%d7%9f-%d7%91%d7%a0%d7%99-%d7%96%d7%95%d7%92-%d7%9b%d7%9e%d7%91%d7%a1%d7%a1-%d7%a7%d7%a0%d7%99%d7%99%d7%9f-%d7%95%d7%9e%d7%95%d7%9b%d7%99%d7%97-%d7%9b%d7%95%d7%95%d7%a0%d7%aa-%d7%a9%d7%99%d7%aa%d7%95%d7%a3-%d7%90%d7%a3-%d7%9c%d7%9c%d7%90-%d7%a8%d7%99%d7%a9%d7%95%d7%9d-809633-3-%d7%91%d7%99%d7%94%d7%93-%d7%94%d7%92%d7%93%d7%95%d7%9c,0,0,0%,0,0,0,0%,0,4,824,0.49%,65.7,8,1451,0.55%,58.0,הסכם מתנה,0,524,77.0,העברה ללא תמורה בין בני זוג,0,68,74.8,העברת דירה בין בני זוג,0,23,83.0,מתנה בין בני משפחה,0,17,83.2,הסכם מתנה ללא תמורה,0,12,71.9,13,LOW,0,0,24,645,are
https://jus-tice.co.il/%d7%98%d7%95%d7%a4%d7%a1-%d7%91%d7%a7%d7%a9%d7%94-%d7%9c%d7%a7%d7%91%d7%9c%d7%aa-%d7%9e%d7%99%d7%93%d7%a2-%d7%a0%d7%a4%d7%92%d7%a2%d7%99-%d7%a2%d7%91%d7%99%d7%a8%d7%94-%d7%9c%d7%a4%d7%99-%d7%9c%d7%97%d7%95%d7%a7-%d7%96%d7%9b%d7%95%d7%99%d7%95%d7%aa-%d7%a0%d7%a4%d7%92%d7%a2%d7%99-%d7%a2%d7%91%d7%99%d7%a8%d7%94,0,0,0%,0,0,0,0%,0,4,532,0.75%,35.2,10,1396,0.72%,35.2,מידע לנפגעי עבירה,0,149,28.4,בקשה לקבלת מידע על ידי נפגע עבירה,0,109,18.1,מערכת מידע לנפגעי עבירה,0,60,40.3,מערכת נפגעי עבירה,0,45,59.6,נפגעי עבירה פלילית,0,21,93.5,17,LOW,0,0,4,428,ago
https://jus-tice.co.il/%d7%9e%d7%a2%d7%a6%d7%a8-%d7%a0%d7%a9%d7%a7-%d7%95%d7%aa%d7%97%d7%9e%d7%95%d7%a9%d7%aa-%d7%94%d7%aa%d7%9b%d7%aa%d7%91%d7%95%d7%aa-%d7%91%d7%9e%d7%a1%d7%a0%d7%92%d7%a8-%d7%9e%d7%91%d7%9c%d7%99-%d7%a9%d7%a0%d7%aa%d7%a4%d7%a1-%d7%a0%d7%a9%d7%a7,0,0,0%,0,0,0,0%,0,4,257,1.56%,24.3,9,429,2.10%,24.7,היזק לרכוש במזיד,0,14,81.5,עורך דין עבירות נשק,0,14,89.1,משפט פלילי נשק,0,7,64.3,היזק לרכוש במזיד סעיף,0,5,70.0,עורך דין פלילי עבירות נשק,0,3,91.7,6,LOW,0,0,2,42,bra
